observation_date,CHELOLITOAASTSAM
2012-01-01,98.8070816324986
2012-02-01,99.0900824047906
2012-03-01,99.3265703099370
2012-04-01,99.4898172792918
2012-05-01,99.5970962748162
2012-06-01,99.7197444537464
2012-07-01,99.8519776621676
2012-08-01,99.9919575659066
2012-09-01,100.1088361096680
2012-10-01,100.1914078994720
2012-11-01,100.2866864740410
2012-12-01,100.3719607547750
2013-01-01,100.4358718009510
2013-02-01,100.4529832076050
2013-03-01,100.4018579017620
2013-04-01,100.3280572007980
2013-05-01,100.2609550648500
2013-06-01,100.2080667483760
2013-07-01,100.2301113698040
2013-08-01,100.3271395378910
2013-09-01,100.4652107071840
2013-10-01,100.6297473783990
2013-11-01,100.7841162440600
2013-12-01,100.9137055393070
2014-01-01,101.0274099410060
2014-02-01,101.0945514498590
2014-03-01,101.0892518716860
2014-04-01,101.0504830431680
2014-05-01,101.0017940725910
2014-06-01,100.9311379345880
2014-07-01,100.8127113106500
2014-08-01,100.6219394591670
2014-09-01,100.3552175026210
2014-10-01,100.0286609162040
2014-11-01,99.6366777865410
2014-12-01,99.2301944444414
2015-01-01,98.8674532283953
2015-02-01,98.5816872201136
2015-03-01,98.4363241460903
2015-04-01,98.3967893067119
2015-05-01,98.3941300985377
2015-06-01,98.4101638717838
2015-07-01,98.4487517361110
2015-08-01,98.4766322288469
2015-09-01,98.5139498518057
2015-10-01,98.5849477970959
2015-11-01,98.6425754438922
2015-12-01,98.6628826762846
2016-01-01,98.6669681537599
2016-02-01,98.6748376128803
2016-03-01,98.7129614657626
2016-04-01,98.7542016669251
2016-05-01,98.8218416910496
2016-06-01,98.9303063208763
2016-07-01,99.0449238926419
2016-08-01,99.1539611621395
2016-09-01,99.2784419329880
2016-10-01,99.3922284189111
2016-11-01,99.5455186822466
2016-12-01,99.7655402256846
2017-01-01,99.9858688730676
2017-02-01,100.1825152608490
2017-03-01,100.3307059377010
2017-04-01,100.4054167446300
2017-05-01,100.4387535514320
2017-06-01,100.4773841642610
2017-07-01,100.5516004648130
2017-08-01,100.6813840451460
2017-09-01,100.8534830730520
2017-10-01,100.9987163889240
2017-11-01,101.1204445359630
2017-12-01,101.1895059357420
2018-01-01,101.1939767101030
2018-02-01,101.1180054500920
2018-03-01,100.9876974048770
2018-04-01,100.8242082198220
2018-05-01,100.6330150414890
2018-06-01,100.3972409928720
2018-07-01,100.1185473093540
2018-08-01,99.8247530313191
2018-09-01,99.5475497718809
2018-10-01,99.3002610779495
2018-11-01,99.1262236301185
2018-12-01,99.0312836783255
2019-01-01,99.0198268535966
2019-02-01,99.0721235825378
2019-03-01,99.1473491494035
2019-04-01,99.2236782453125
2019-05-01,99.2768465525859
2019-06-01,99.2912371112695
2019-07-01,99.2784784161930
2019-08-01,99.2830770713190
2019-09-01,99.2716260934937
2019-10-01,99.2675690524529
2019-11-01,99.2640445519898
2019-12-01,99.2726839028714
2020-01-01,99.2937301444551
2020-02-01,99.3186544953888
2020-03-01,96.5522629475791
2020-04-01,93.5912568257614
2020-05-01,93.3640762262036
2020-06-01,96.8964226887895
2020-07-01,99.5985035843108
2020-08-01,100.1968648885280
2020-09-01,100.2790702712560
2020-10-01,100.3425872530460
2020-11-01,100.4298553329850
2020-12-01,100.5909634687920
2021-01-01,100.8148281208200
2021-02-01,101.1081725330410
2021-03-01,101.4707336747740
2021-04-01,101.8260728500060
2021-05-01,102.1117065063140
2021-06-01,102.3359952836450
2021-07-01,102.4965574860400
2021-08-01,102.5655165761150
2021-09-01,102.5300647919160
2021-10-01,102.3775499902200
2021-11-01,102.1136203415630
2021-12-01,101.7534936904320
2022-01-01,101.3202592382420
2022-02-01,100.8566560686460
2022-03-01,100.3470253722790
2022-04-01,99.8066357918730
2022-05-01,99.2493227577377
2022-06-01,98.7271998146234
2022-07-01,98.2551212748702
2022-08-01,97.8834337234099
2022-09-01,97.6331380117512
2022-10-01,97.4864356282935
2022-11-01,97.3918403140435
