observation_date,OECDLOLITOAASTSAM
1961-06-01,101.0219475883880
1961-07-01,101.1118597292990
1961-08-01,101.1519957891470
1961-09-01,101.1476128492270
1961-10-01,101.1120229871840
1961-11-01,101.0569928908920
1961-12-01,101.0204587034790
1962-01-01,100.8637502473640
1962-02-01,100.6731194100570
1962-03-01,100.4543453232520
1962-04-01,100.2266368448240
1962-05-01,100.0068689730470
1962-06-01,99.8112256702520
1962-07-01,99.6697154932297
1962-08-01,99.5898270233811
1962-09-01,99.5704739835613
1962-10-01,99.6019215027768
1962-11-01,99.6762661088533
1962-12-01,99.7763318007122
1963-01-01,99.8948784668280
1963-02-01,100.0331379878110
1963-03-01,100.1916130784270
1963-04-01,100.3506952784700
1963-05-01,100.4823848385750
1963-06-01,100.5722773344640
1963-07-01,100.6346375505050
1963-08-01,100.6749271195780
1963-09-01,100.7012807140620
1963-10-01,100.7124832482860
1963-11-01,100.7104035863200
1963-12-01,100.7074611665960
1964-01-01,100.7108836669800
1964-02-01,100.7080070037570
1964-03-01,100.6992574464440
1964-04-01,100.6865250129570
1964-05-01,100.6726796270210
1964-06-01,100.6581180306540
1964-07-01,100.6307312335850
1964-08-01,100.5886561485680
1964-09-01,100.5384441835550
1964-10-01,100.4803577750140
1964-11-01,100.4303333397860
1964-12-01,100.3958504777770
1965-01-01,100.3716244549980
1965-02-01,100.3411405375120
1965-03-01,100.2872701067060
1965-04-01,100.2089736276010
1965-05-01,100.1269270683550
1965-06-01,100.0663357778810
1965-07-01,100.0516146969340
1965-08-01,100.0946331574460
1965-09-01,100.1956804681870
1965-10-01,100.3447495667310
1965-11-01,100.5214936508420
1965-12-01,100.7044753254600
1966-01-01,100.8550813491390
1966-02-01,100.9439362088650
1966-03-01,100.9475481859430
1966-04-01,100.8504486128030
1966-05-01,100.6558679811630
1966-06-01,100.3929513789160
1966-07-01,100.0864364339820
1966-08-01,99.7647438623076
1966-09-01,99.4598512572182
1966-10-01,99.1861469012811
1966-11-01,98.9625054981952
1966-12-01,98.7923044888794
1967-01-01,98.6945704268931
1967-02-01,98.6637420022566
1967-03-01,98.7039301207410
1967-04-01,98.8144951810828
1967-05-01,98.9854374307286
1967-06-01,99.1946956629502
1967-07-01,99.4243790352232
1967-08-01,99.6575548817547
1967-09-01,99.8746449615594
1967-10-01,100.0561132989940
1967-11-01,100.1898989900420
1967-12-01,100.2748797356820
1968-01-01,100.3202050207830
1968-02-01,100.3506001054230
1968-03-01,100.3872415370440
1968-04-01,100.4490512120690
1968-05-01,100.5416534033640
1968-06-01,100.6710718345390
1968-07-01,100.8419903897700
1968-08-01,101.0427734868130
1968-09-01,101.2515880261590
1968-10-01,101.4412973126800
1968-11-01,101.5815484763840
1968-12-01,101.6567582751370
1969-01-01,101.6752959414790
1969-02-01,101.6599745848540
1969-03-01,101.6146458948790
1969-04-01,101.5369908674800
1969-05-01,101.4145514381710
1969-06-01,101.2579422231870
1969-07-01,101.0851082227420
1969-08-01,100.9105401448340
1969-09-01,100.7302834153960
1969-10-01,100.5438710312630
1969-11-01,100.3525111053950
1969-12-01,100.1576750508470
1970-01-01,99.9577885521588
1970-02-01,99.7565128326506
1970-03-01,99.5557689666273
1970-04-01,99.3621951304236
1970-05-01,99.1924637049022
1970-06-01,99.0538025817294
1970-07-01,98.9373553569326
1970-08-01,98.8450011838643
1970-09-01,98.7880694815662
1970-10-01,98.7831672590128
1970-11-01,98.8497846177022
1970-12-01,98.9802641817528
1971-01-01,99.1374794840754
1971-02-01,99.2883267043664
1971-03-01,99.4120149893752
1971-04-01,99.5058550155697
1971-05-01,99.5723672262507
1971-06-01,99.6194192575950
1971-07-01,99.6616839678408
1971-08-01,99.7102065314310
1971-09-01,99.7948375354542
1971-10-01,99.9450041041387
1971-11-01,100.1754364826950
1971-12-01,100.4819645902550
1972-01-01,100.8271446508510
1972-02-01,101.1795228952290
1972-03-01,101.5214853297440
1972-04-01,101.8419262293940
1972-05-01,102.1348628358180
1972-06-01,102.4045606570500
1972-07-01,102.6727265227740
1972-08-01,102.9595054508290
1972-09-01,103.2569444327560
1972-10-01,103.5469649723720
1972-11-01,103.8024253413620
1972-12-01,103.9931348653090
1973-01-01,104.0952319392660
1973-02-01,104.0687358695470
1973-03-01,103.9524749851930
1973-04-01,103.7578658186770
1973-05-01,103.5106783875650
1973-06-01,103.2360162305700
1973-07-01,102.9520157177960
1973-08-01,102.6711627828390
1973-09-01,102.3830867240710
1973-10-01,102.0804372254490
1973-11-01,101.7450901927260
1973-12-01,101.3853774588450
1974-01-01,101.0206400442380
1974-02-01,100.6498563124500
1974-03-01,100.2565411937740
1974-04-01,99.8323452118886
1974-05-01,99.3744911516932
1974-06-01,98.8781134619240
1974-07-01,98.3448944145926
1974-08-01,97.7830363741413
1974-09-01,97.2191525514511
1974-10-01,96.7050375525195
1974-11-01,96.2962538941582
1974-12-01,96.0422276698370
1975-01-01,95.9749629168560
1975-02-01,96.0803583024630
1975-03-01,96.3280301120209
1975-04-01,96.6840820327096
1975-05-01,97.1115269388135
1975-06-01,97.5798009875948
1975-07-01,98.0667416051950
1975-08-01,98.5588375758949
1975-09-01,99.0514377321784
1975-10-01,99.5288666408787
1975-11-01,99.9802606472070
1975-12-01,100.3936196398940
1976-01-01,100.7469618917280
1976-02-01,101.0199715309300
1976-03-01,101.2073640645710
1976-04-01,101.3178095890690
1976-05-01,101.3568599724120
1976-06-01,101.3373160030320
1976-07-01,101.2740553724360
1976-08-01,101.1806163457250
1976-09-01,101.0812708607140
1976-10-01,100.9981482438300
1976-11-01,100.9442615350340
1976-12-01,100.9116429651040
1977-01-01,100.8845654722960
1977-02-01,100.8525982779660
1977-03-01,100.8088285737240
1977-04-01,100.7529130677570
1977-05-01,100.6997244159010
1977-06-01,100.6585209257560
1977-07-01,100.6426375408020
1977-08-01,100.6554416322800
1977-09-01,100.6939977190220
1977-10-01,100.7499078872750
1977-11-01,100.8127061439890
1977-12-01,100.8849656050980
1978-01-01,100.9724612095720
1978-02-01,101.0842567417890
1978-03-01,101.2405540836480
1978-04-01,101.4307597241960
1978-05-01,101.6359853191060
1978-06-01,101.8405919558470
1978-07-01,102.0293909050540
1978-08-01,102.1830588229800
1978-09-01,102.2914141354450
1978-10-01,102.3419080846470
1978-11-01,102.3485266969270
1978-12-01,102.3378200039060
1979-01-01,102.3309019496780
1979-02-01,102.3314728259880
1979-03-01,102.3201583137160
1979-04-01,102.2709771953940
1979-05-01,102.1755893015390
1979-06-01,102.0306444293080
1979-07-01,101.8476258470610
1979-08-01,101.6407440244760
1979-09-01,101.4139831360920
1979-10-01,101.1639102316300
1979-11-01,100.8892644672360
1979-12-01,100.5936315385790
1980-01-01,100.2796871947150
1980-02-01,99.9383486538992
1980-03-01,99.5897080579410
1980-04-01,99.2948851209666
1980-05-01,99.1153398810449
1980-06-01,99.0819879208760
1980-07-01,99.1690282270257
1980-08-01,99.3228041002949
1980-09-01,99.4867343578857
1980-10-01,99.6145745719350
1980-11-01,99.6897525251421
1980-12-01,99.7234161352251
1981-01-01,99.7389156770001
1981-02-01,99.7474000576314
1981-03-01,99.7498099532014
1981-04-01,99.7243384323256
1981-05-01,99.6498992806007
1981-06-01,99.5387769434250
1981-07-01,99.4167715923707
1981-08-01,99.2933830885569
1981-09-01,99.1677190896187
1981-10-01,99.0438128796525
1981-11-01,98.9256671505644
1981-12-01,98.8157075126631
1982-01-01,98.7040114449748
1982-02-01,98.5195521543242
1982-03-01,98.3085867568212
1982-04-01,98.0902158424486
1982-05-01,97.8829729860666
1982-06-01,97.6994750425621
1982-07-01,97.5607793667645
1982-08-01,97.4927611043776
1982-09-01,97.5171851635002
1982-10-01,97.6375483521826
1982-11-01,97.8444362417649
1982-12-01,98.1277969706285
1983-01-01,98.4636628955119
1983-02-01,98.8170020352054
1983-03-01,99.1775567146288
1983-04-01,99.5249639226807
1983-05-01,99.8467349850442
1983-06-01,100.1317652841760
1983-07-01,100.3691921602390
1983-08-01,100.5600601837110
1983-09-01,100.7139816101150
1983-10-01,100.8418572694740
1983-11-01,100.9392965011780
1983-12-01,101.0004489107290
1984-01-01,101.0195302676990
1984-02-01,100.9901168372650
1984-03-01,100.9175538673750
1984-04-01,100.8142714702310
1984-05-01,100.6915013612520
1984-06-01,100.5560327116000
1984-07-01,100.4260608068900
1984-08-01,100.3110831792500
1984-09-01,100.2144826089450
1984-10-01,100.1508608977370
1984-11-01,100.1299552008670
1984-12-01,100.1467759556530
1985-01-01,100.1821160981570
1985-02-01,100.1965898192110
1985-03-01,100.1983620126790
1985-04-01,100.1843534598220
1985-05-01,100.1497934371030
1985-06-01,100.0966937437350
1985-07-01,100.0264260936860
1985-08-01,99.9509042955598
1985-09-01,99.8839505128624
1985-10-01,99.8332002330599
1985-11-01,99.7988911037721
1985-12-01,99.7798858583639
1986-01-01,99.7725168165440
1986-02-01,99.7690086397083
1986-03-01,99.7650486298406
1986-04-01,99.7597625367952
1986-05-01,99.7479615858360
1986-06-01,99.7355121038517
1986-07-01,99.7249624656304
1986-08-01,99.7258743392594
1986-09-01,99.7394818387075
1986-10-01,99.7663841174781
1986-11-01,99.8195208367493
1986-12-01,99.9114239363108
1987-01-01,100.0505824847370
1987-02-01,100.2230047008280
1987-03-01,100.4190610390570
1987-04-01,100.6259091718940
1987-05-01,100.8220712540520
1987-06-01,100.9824698685680
1987-07-01,101.0824343496820
1987-08-01,101.1079652502340
1987-09-01,101.0611588843950
1987-10-01,100.9599876369420
1987-11-01,100.8451362094620
1987-12-01,100.7580139500260
1988-01-01,100.6535660465390
1988-02-01,100.5947894497060
1988-03-01,100.5793591343400
1988-04-01,100.6057539165080
1988-05-01,100.6656999075620
1988-06-01,100.7428962602340
1988-07-01,100.8185589868530
1988-08-01,100.8888673231210
1988-09-01,100.9448838686920
1988-10-01,100.9896635179830
1988-11-01,101.0231745004280
1988-12-01,101.0364884415060
1989-01-01,101.0256722730120
1989-02-01,100.9954945398190
1989-03-01,100.9460847820230
1989-04-01,100.8800533285270
1989-05-01,100.8062300551650
1989-06-01,100.7423450754700
1989-07-01,100.6933669114470
1989-08-01,100.6604493121680
1989-09-01,100.6416990091360
1989-10-01,100.6353922063490
1989-11-01,100.6454437599810
1989-12-01,100.6663370281950
1990-01-01,100.6865513004420
1990-02-01,100.6919198608950
1990-03-01,100.6755822472240
1990-04-01,100.6190911108000
1990-05-01,100.5106128234790
1990-06-01,100.3314364404040
1990-07-01,100.0803370167580
1990-08-01,99.7679556692105
1990-09-01,99.4314194717042
1990-10-01,99.1079270684634
1990-11-01,98.8389741663591
1990-12-01,98.6639785395591
1991-01-01,98.5963616648574
1991-02-01,98.6400152691818
1991-03-01,98.7648655538247
1991-04-01,98.9265225461021
1991-05-01,99.0937373795730
1991-06-01,99.2464195049092
1991-07-01,99.3577059990954
1991-08-01,99.4074554574002
1991-09-01,99.4023411696681
1991-10-01,99.3558064787016
1991-11-01,99.2934459475621
1991-12-01,99.2470579274378
1992-01-01,99.2394209552934
1992-02-01,99.2578330503902
1992-03-01,99.2822515345356
1992-04-01,99.2843964981020
1992-05-01,99.2372647159120
1992-06-01,99.1314571121609
1992-07-01,98.9835011844126
1992-08-01,98.8205304012955
1992-09-01,98.6795635617640
1992-10-01,98.5799894074308
1992-11-01,98.5273787468934
1992-12-01,98.5101057250030
1993-01-01,98.5082794812487
1993-02-01,98.5127913679788
1993-03-01,98.5165815988010
1993-04-01,98.5246478320324
1993-05-01,98.5360806987358
1993-06-01,98.5652971917772
1993-07-01,98.6333641830492
1993-08-01,98.7492155588796
1993-09-01,98.9086046547716
1993-10-01,99.1026225882735
1993-11-01,99.3205407468772
1993-12-01,99.5565398779735
1994-01-01,99.7927925480059
1994-02-01,100.0004873378090
1994-03-01,100.1911907074360
1994-04-01,100.3659431782040
1994-05-01,100.5271751593500
1994-06-01,100.6805126675960
1994-07-01,100.8174984664870
1994-08-01,100.9278997970790
1994-09-01,100.9864259315090
1994-10-01,100.9807229423470
1994-11-01,100.9013797281340
1994-12-01,100.7475750837730
1995-01-01,100.5349428473700
1995-02-01,100.3039812866930
1995-03-01,100.0818723304800
1995-04-01,99.9014941924174
1995-05-01,99.7746254220106
1995-06-01,99.6943199285864
1995-07-01,99.6496788559604
1995-08-01,99.6218042725806
1995-09-01,99.5910418165720
1995-10-01,99.5585946920792
1995-11-01,99.5299363581246
1995-12-01,99.5083344721541
1996-01-01,99.5001180879877
1996-02-01,99.5182960571036
1996-03-01,99.5603006684631
1996-04-01,99.6181107425037
1996-05-01,99.6751988420196
1996-06-01,99.7219936656924
1996-07-01,99.7598751748085
1996-08-01,99.7954957981954
1996-09-01,99.8356136117970
1996-10-01,99.8821754628037
1996-11-01,99.9348417474817
1996-12-01,100.0022132815500
1997-01-01,100.0860726158940
1997-02-01,100.1849596559110
1997-03-01,100.2885877883260
1997-04-01,100.3946635414670
1997-05-01,100.4978384394770
1997-06-01,100.5937441058300
1997-07-01,100.6692769381250
1997-08-01,100.7092757473740
1997-09-01,100.7125121573110
1997-10-01,100.6724629322640
1997-11-01,100.5965173262540
1997-12-01,100.5037546344020
1998-01-01,100.4096033468540
1998-02-01,100.3171880768530
1998-03-01,100.2152382989140
1998-04-01,100.0917462867460
1998-05-01,99.9440863947652
1998-06-01,99.7735635373834
1998-07-01,99.5955968055261
1998-08-01,99.4284642119731
1998-09-01,99.3010688551870
1998-10-01,99.2441734708715
1998-11-01,99.2797280316704
1998-12-01,99.3985125613534
1999-01-01,99.5823829147616
1999-02-01,99.7989147137857
1999-03-01,100.0189669203660
1999-04-01,100.2317507696410
1999-05-01,100.4375953859840
1999-06-01,100.6311264723210
1999-07-01,100.8101580130680
1999-08-01,100.9751365256070
1999-09-01,101.1320716722890
1999-10-01,101.2854436216710
1999-11-01,101.4332069242440
1999-12-01,101.5619570268690
2000-01-01,101.6584561087930
2000-02-01,101.7076326797100
2000-03-01,101.7158600657380
2000-04-01,101.6856174281220
2000-05-01,101.6183526742290
2000-06-01,101.5203243278190
2000-07-01,101.3926542044690
2000-08-01,101.2311542718540
2000-09-01,101.0285156984280
2000-10-01,100.7774593704740
2000-11-01,100.4808954285450
2000-12-01,100.1486727568490
2001-01-01,99.8132878300137
2001-02-01,99.5121184287114
2001-03-01,99.2663717047859
2001-04-01,99.0795805558154
