observation_date,OECDLOLITOAASTSAM
2001-05-01,98.9422756864348
2001-06-01,98.8189475555422
2001-07-01,98.7007487006580
2001-08-01,98.5923095511596
2001-09-01,98.5146378379141
2001-10-01,98.5142847686077
2001-11-01,98.6119819142237
2001-12-01,98.7929116739099
2002-01-01,99.0169492453728
2002-02-01,99.2445855667274
2002-03-01,99.4313762265134
2002-04-01,99.5334358794898
2002-05-01,99.5340418918368
2002-06-01,99.4401939384654
2002-07-01,99.2868835851932
2002-08-01,99.1138492518604
2002-09-01,98.9416523445971
2002-10-01,98.7880412610702
2002-11-01,98.6584165259918
2002-12-01,98.5392228618161
2003-01-01,98.4260538572306
2003-02-01,98.3356032416334
2003-03-01,98.3007943495098
2003-04-01,98.3496192060516
2003-05-01,98.4759386191921
2003-06-01,98.6668572501357
2003-07-01,98.9057058903494
2003-08-01,99.1766516770431
2003-09-01,99.4656218590352
2003-10-01,99.7512543000054
2003-11-01,100.0076456272310
2003-12-01,100.2168900748770
2004-01-01,100.3723392251770
2004-02-01,100.4732916008650
2004-03-01,100.5291041683750
2004-04-01,100.5462527234790
2004-05-01,100.5335350524980
2004-06-01,100.5008085431990
2004-07-01,100.4551444282870
2004-08-01,100.4065967627590
2004-09-01,100.3702907170540
2004-10-01,100.3482074242110
2004-11-01,100.3352573963640
2004-12-01,100.3149384027080
2005-01-01,100.2712077090960
2005-02-01,100.2000966537940
2005-03-01,100.1155552116080
2005-04-01,100.0480290544470
2005-05-01,100.0221398933290
2005-06-01,100.0525884078570
2005-07-01,100.1305636792710
2005-08-01,100.2472267959070
2005-09-01,100.3970948720270
2005-10-01,100.5756787772130
2005-11-01,100.7698184786370
2005-12-01,100.9548778482380
2006-01-01,101.1102357088680
2006-02-01,101.2286220948990
2006-03-01,101.3069061429380
2006-04-01,101.3468955834700
2006-05-01,101.3575232926270
2006-06-01,101.3613858891620
2006-07-01,101.3794983751500
2006-08-01,101.4320815958290
2006-09-01,101.5236828338030
2006-10-01,101.6418359161690
2006-11-01,101.7730584138680
2006-12-01,101.9048550156370
2007-01-01,102.0224832904910
2007-02-01,102.1256417625290
2007-03-01,102.2117153846980
2007-04-01,102.2783789651200
2007-05-01,102.3176057114130
2007-06-01,102.3215588201960
2007-07-01,102.2864573276330
2007-08-01,102.2136485444450
2007-09-01,102.1205967104240
2007-10-01,102.0148376766820
2007-11-01,101.8904251074700
2007-12-01,101.7498311793640
2008-01-01,101.5821600852790
2008-02-01,101.3736726026440
2008-03-01,101.1194533678590
2008-04-01,100.8121747638860
2008-05-01,100.4285800019070
2008-06-01,99.9452313228227
2008-07-01,99.3487942353672
2008-08-01,98.6390599508055
2008-09-01,97.8341399865770
2008-10-01,96.9918402263915
2008-11-01,96.2199187997621
2008-12-01,95.6140671298050
2009-01-01,95.2328767811634
2009-02-01,95.1058645431849
2009-03-01,95.2363071092622
2009-04-01,95.5964935308958
2009-05-01,96.1152338191663
2009-06-01,96.7213456052834
2009-07-01,97.3524837432852
2009-08-01,97.9641047872076
2009-09-01,98.5239984135472
2009-10-01,99.0074698513785
2009-11-01,99.4109718573877
2009-12-01,99.7411946035844
2010-01-01,100.0028420370960
2010-02-01,100.1984935703270
2010-03-01,100.3390578810500
2010-04-01,100.4188658475450
2010-05-01,100.4442373914600
2010-06-01,100.4446045523270
2010-07-01,100.4565346085000
2010-08-01,100.5041994606080
2010-09-01,100.5869288023310
2010-10-01,100.6942780340850
2010-11-01,100.8180411007210
2010-12-01,100.9337088942150
2011-01-01,101.0150943390070
2011-02-01,101.0336478378690
2011-03-01,100.9756545691830
2011-04-01,100.8429561759050
2011-05-01,100.6471157634010
2011-06-01,100.4048479645640
2011-07-01,100.1432430823450
2011-08-01,99.8971082813781
2011-09-01,99.7082544087976
2011-10-01,99.6032564780634
2011-11-01,99.5760219957738
2011-12-01,99.6004165350734
2012-01-01,99.6409122473785
2012-02-01,99.6643188470139
2012-03-01,99.6482711643628
2012-04-01,99.5870374346161
2012-05-01,99.4913531859538
2012-06-01,99.3818939333300
2012-07-01,99.2865775197462
2012-08-01,99.2218746509896
2012-09-01,99.1981921786006
2012-10-01,99.2128817778840
2012-11-01,99.2655554339354
2012-12-01,99.3547882839929
2013-01-01,99.4703740887778
2013-02-01,99.5998117550286
2013-03-01,99.7261887317996
2013-04-01,99.8499116148157
2013-05-01,99.9715074635551
2013-06-01,100.0877709900440
2013-07-01,100.1954274448340
2013-08-01,100.2955800845150
2013-09-01,100.3829200848200
2013-10-01,100.4516298223510
2013-11-01,100.5016765399210
2013-12-01,100.5299279902730
2014-01-01,100.5429310022880
2014-02-01,100.5541091107110
2014-03-01,100.5675354403440
2014-04-01,100.5692011864970
2014-05-01,100.5568187795710
2014-06-01,100.5349303814930
2014-07-01,100.5090352712710
2014-08-01,100.4847832935050
2014-09-01,100.4688162253520
2014-10-01,100.4550743776550
2014-11-01,100.4430231470780
2014-12-01,100.4320550130840
2015-01-01,100.4258742746850
2015-02-01,100.4221052329170
2015-03-01,100.4147021640760
2015-04-01,100.3943003323640
2015-05-01,100.3513225683610
2015-06-01,100.2861236288570
2015-07-01,100.1967929788550
2015-08-01,100.0959225833250
2015-09-01,99.9985882305541
2015-10-01,99.9130221128693
2015-11-01,99.8308974711516
2015-12-01,99.7464539295384
2016-01-01,99.6674376574894
2016-02-01,99.6046274576915
2016-03-01,99.5718392474020
2016-04-01,99.5654268164742
2016-05-01,99.5723650663671
2016-06-01,99.5910676677738
2016-07-01,99.6261398303263
2016-08-01,99.6862577788980
2016-09-01,99.7752884890074
2016-10-01,99.8853862710901
2016-11-01,100.0021084024180
2016-12-01,100.1164759997100
2017-01-01,100.2183097028510
2017-02-01,100.3101354839430
2017-03-01,100.3939987903260
2017-04-01,100.4710997548540
2017-05-01,100.5453800802760
2017-06-01,100.6218341295570
2017-07-01,100.6976974146420
2017-08-01,100.7743596697110
2017-09-01,100.8461075342530
2017-10-01,100.9034671407030
2017-11-01,100.9411976148900
2017-12-01,100.9584452703110
2018-01-01,100.9583238817460
2018-02-01,100.9414728250150
2018-03-01,100.9004329638590
2018-04-01,100.8360980173420
2018-05-01,100.7487571574800
2018-06-01,100.6368079941830
2018-07-01,100.5007245909490
2018-08-01,100.3443182784470
2018-09-01,100.1740911970390
2018-10-01,100.0022909646010
2018-11-01,99.8473533647334
2018-12-01,99.7170289011458
2019-01-01,99.6185514657530
2019-02-01,99.5480163598057
2019-03-01,99.4912443238099
2019-04-01,99.4269724935158
2019-05-01,99.3489092133974
2019-06-01,99.2623733267790
2019-07-01,99.1804516961497
2019-08-01,99.1183488828227
2019-09-01,99.0897900577305
2019-10-01,99.0925738856929
2019-11-01,99.1121704477972
2019-12-01,99.1273434775728
2020-01-01,99.1193056116032
2020-02-01,99.0804398007800
2020-03-01,96.8671624722447
2020-04-01,91.5992860183732
2020-05-01,93.5719746640982
2020-06-01,96.3105441346421
2020-07-01,97.7625262038699
2020-08-01,98.3294482261319
2020-09-01,98.5598959135358
2020-10-01,98.8280214639264
2020-11-01,99.1728860604600
2020-12-01,99.5959905289336
2021-01-01,99.9144486880336
2021-02-01,100.2787771208310
2021-03-01,100.7076617998750
2021-04-01,101.0370505258390
2021-05-01,101.2652732658580
2021-06-01,101.4128130174540
2021-07-01,101.4795162708000
2021-08-01,101.4774718334780
2021-09-01,101.4356615006490
2021-10-01,101.3633232016010
2021-11-01,101.2597412157750
2021-12-01,101.1123417868050
2022-01-01,100.9069527216890
2022-02-01,100.6408295543890
2022-03-01,100.3249612716760
2022-04-01,99.9858791324865
2022-05-01,99.6403661246664
2022-06-01,99.3114925152634
2022-07-01,99.0247504476473
2022-08-01,98.7877353217178
2022-09-01,98.5917781646508
2022-10-01,98.4349717712740
2022-11-01,98.3101894908785
