observation_date,JPNCPICORMINMEI
1969-09-01,29.841419999999999
1969-10-01,30.033539999999999
1969-11-01,30.004470000000001
1969-12-01,30.215250000000001
1970-01-01,30.962949999999999
1970-02-01,30.870329999999999
1970-03-01,31.151409999999998
1970-04-01,31.492149999999999
1970-05-01,31.590260000000001
1970-06-01,31.686830000000000
1970-07-01,31.738740000000004
1970-08-01,31.692329999999998
1970-09-01,32.099790000000006
1970-10-01,32.524030000000003
1970-11-01,32.592900000000000
1970-12-01,32.811940000000000
1971-01-01,33.047139999999999
1971-02-01,33.016080000000002
1971-03-01,33.200920000000004
1971-04-01,33.707790000000003
1971-05-01,33.933040000000005
1971-06-01,34.033149999999999
1971-07-01,34.125929999999997
1971-08-01,34.102920000000005
1971-09-01,34.519190000000002
1971-10-01,34.712080000000000
1971-11-01,34.684680000000000
1971-12-01,34.703380000000003
1972-01-01,34.722619999999999
1972-02-01,34.972380000000001
1972-03-01,35.209940000000003
1972-04-01,35.614059999999995
1972-05-01,35.817700000000002
1972-06-01,35.922730000000001
1972-07-01,36.018129999999999
1972-08-01,36.092990000000000
1972-09-01,36.309480000000001
1972-10-01,36.517719999999997
1972-11-01,36.558770000000003
1972-12-01,36.904110000000003
1973-01-01,37.108359999999998
1973-02-01,37.338749999999997
1973-03-01,38.074460000000002
1973-04-01,38.877360000000003
1973-05-01,39.536510000000000
1973-06-01,39.960549999999998
1973-07-01,40.270060000000001
1973-08-01,40.447360000000003
1973-09-01,41.360920000000000
1973-10-01,41.750180000000000
1973-11-01,42.140050000000002
1973-12-01,43.056519999999999
1974-01-01,44.442689999999999
1974-02-01,45.766959999999997
1974-03-01,46.142949999999999
1974-04-01,46.944790000000005
1974-05-01,47.685250000000003
1974-06-01,47.926540000000003
1974-07-01,48.689019999999999
1974-08-01,48.879100000000001
1974-09-01,49.397320000000001
1974-10-01,50.638300000000001
1974-11-01,51.032389999999999
1974-12-01,51.123809999999999
1975-01-01,51.742770000000000
1975-02-01,51.780549999999998
1975-03-01,51.965460000000000
1975-04-01,53.151519999999998
1975-05-01,53.582790000000003
1975-06-01,53.774349999999998
1975-07-01,53.986159999999998
1975-08-01,53.671469999999992
1975-09-01,54.680219999999998
1975-10-01,55.148060000000001
1975-11-01,55.288049999999998
1975-12-01,55.418750000000003
1976-01-01,56.391940000000005
1976-02-01,56.701110000000000
1976-03-01,56.959230000000005
1976-04-01,58.330620000000003
1976-05-01,58.767280000000007
1976-06-01,59.054250000000003
1976-07-01,59.290950000000002
1976-08-01,58.900410000000001
1976-09-01,60.024909999999998
1976-10-01,60.294060000000002
1976-11-01,60.701169999999998
1976-12-01,61.657260000000001
1977-01-01,61.657260000000001
1977-02-01,61.906250000000000
1977-03-01,62.063569999999999
1977-04-01,63.349020000000003
1977-05-01,64.048940000000002
1977-06-01,64.184359999999998
1977-07-01,64.147160000000000
1977-08-01,63.960930000000005
1977-09-01,64.745549999999994
1977-10-01,65.206380000000010
1977-11-01,64.980350000000001
1977-12-01,65.066290000000009
1978-01-01,65.060310000000001
1978-02-01,65.466059999999999
1978-03-01,65.820400000000006
1978-04-01,66.688190000000006
1978-05-01,67.294820000000001
1978-06-01,67.247469999999993
1978-07-01,67.438050000000004
1978-08-01,67.299359999999993
1978-09-01,67.984059999999999
1978-10-01,68.315930000000009
1978-11-01,68.300440000000009
1978-12-01,68.359180000000009
1979-01-01,68.310380000000009
1979-02-01,68.131940000000000
1979-03-01,68.650540000000007
1979-04-01,69.155880000000010
1979-05-01,69.851450000000000
1979-06-01,69.903710000000004
1979-07-01,70.145930000000007
1979-08-01,69.358930000000001
1979-09-01,70.319369999999992
1979-10-01,70.783999999999992
1979-11-01,70.718690000000009
1979-12-01,71.039469999999994
1980-01-01,71.382170000000002
1980-02-01,71.473819999999989
1980-03-01,71.895840000000007
1980-04-01,72.823880000000003
1980-05-01,73.871940000000009
1980-06-01,74.313269999999989
1980-07-01,74.487359999999995
1980-08-01,74.034359999999978
1980-09-01,75.114669999999990
1980-10-01,75.508319999999998
1980-11-01,75.642600000000002
1980-12-01,75.694909999999993
1981-01-01,75.965289999999996
1981-02-01,75.718780000000010
1981-03-01,75.803680000000000
1981-04-01,76.574259999999995
1981-05-01,77.613209999999995
1981-06-01,77.801959999999994
1981-07-01,77.632390000000001
1981-08-01,77.178770000000000
1981-09-01,78.242030000000000
1981-10-01,78.590900000000005
1981-11-01,78.724429999999998
1981-12-01,78.752530000000021
1982-01-01,78.520030000000006
1982-02-01,78.365470000000002
1982-03-01,78.468350000000001
1982-04-01,79.140439999999998
1982-05-01,79.837369999999979
1982-06-01,80.023669999999996
1982-07-01,79.677569999999989
1982-08-01,79.509810000000002
1982-09-01,80.614850000000004
1982-10-01,80.935680000000005
1982-11-01,80.815930000000023
1982-12-01,80.870769999999993
1983-01-01,80.587209999999999
1983-02-01,80.113869999999977
1983-03-01,80.366860000000003
1983-04-01,81.061779999999999
1983-05-01,81.873210000000000
1983-06-01,81.840649999999997
1983-07-01,81.602450000000005
1983-08-01,80.957759999999993
1983-09-01,82.125059999999991
1983-10-01,82.677730000000011
1983-11-01,82.807590000000005
1983-12-01,82.604089999999999
1984-01-01,82.507769999999994
1984-02-01,82.446110000000004
1984-03-01,82.511580000000009
1984-04-01,82.990119999999990
1984-05-01,84.182280000000006
1984-06-01,83.903239999999997
1984-07-01,83.890109999999979
1984-08-01,83.094800000000006
1984-09-01,84.272210000000001
1984-10-01,84.869769999999988
1984-11-01,84.908290000000022
1984-12-01,85.048929999999999
1985-01-01,84.890000000000001
1985-02-01,84.651910000000001
1985-03-01,84.924319999999994
1985-04-01,85.654060000000001
1985-05-01,85.948200000000000
1985-06-01,86.006320000000002
1985-07-01,86.069050000000004
1985-08-01,85.828669999999988
1985-09-01,86.165980000000005
1985-10-01,86.655430000000010
1985-11-01,86.591840000000005
1985-12-01,86.662630000000021
1986-01-01,86.413440000000023
1986-02-01,86.383319999999998
1986-03-01,86.483210000000000
1986-04-01,87.089720000000000
1986-05-01,87.433430000000001
1986-06-01,87.463070000000002
1986-07-01,87.393909999999991
1986-08-01,87.097899999999996
1986-09-01,87.533100000000005
1986-10-01,87.787549999999996
1986-11-01,87.807400000000001
1986-12-01,87.729019999999977
1987-01-01,87.446650000000005
1987-02-01,87.426609999999997
1987-03-01,87.603480000000005
1987-04-01,88.313710000000000
1987-05-01,88.421790000000001
1987-06-01,88.521410000000003
1987-07-01,88.470559999999978
1987-08-01,88.210909999999998
1987-09-01,88.655980000000000
1987-10-01,88.799610000000001
1987-11-01,88.884030000000010
1987-12-01,88.778019999999998
1988-01-01,88.353290000000001
1988-02-01,88.292769999999990
1988-03-01,88.553919999999991
1988-04-01,89.074150000000003
1988-05-01,89.326960000000000
1988-06-01,89.185670000000002
1988-07-01,89.142390000000006
1988-08-01,88.957630000000023
1988-09-01,89.462280000000007
1988-10-01,89.737790000000004
1988-11-01,89.934780000000003
1988-12-01,89.851080000000010
1989-01-01,89.646900000000002
1989-02-01,89.412180000000006
1989-03-01,89.761700000000005
1989-04-01,91.344009999999997
1989-05-01,91.882440000000003
1989-06-01,91.973280000000003
1989-07-01,91.746520000000004
1989-08-01,91.602779999999996
1989-09-01,92.255910000000000
1989-10-01,92.495919999999998
1989-11-01,92.402400000000000
1989-12-01,92.536249999999995
1990-01-01,92.474270000000004
1990-02-01,92.299000000000007
1990-03-01,92.596549999999993
1990-04-01,93.623440000000002
1990-05-01,93.946520000000007
1990-06-01,94.026629999999997
1990-07-01,93.829899999999995
1990-08-01,93.724850000000004
1990-09-01,94.303139999999999
1990-10-01,94.664580000000001
1990-11-01,94.911140000000003
1990-12-01,95.041700000000006
1991-01-01,94.912949999999995
1991-02-01,94.741460000000004
1991-03-01,95.294010000000000
1991-04-01,95.968320000000006
1991-05-01,96.565309999999997
1991-06-01,96.468509999999995
1991-07-01,96.345209999999994
1991-08-01,96.251900000000006
1991-09-01,96.856759999999994
1991-10-01,97.367080000000001
1991-11-01,97.412750000000003
1991-12-01,97.505880000000005
1992-01-01,97.086650000000006
1992-02-01,97.123900000000006
1992-03-01,97.736580000000004
1992-04-01,98.784469999999999
1992-05-01,99.030079999999998
1992-06-01,99.256290000000007
1992-07-01,98.656649999999999
1992-08-01,98.704530000000005
1992-09-01,99.223920000000007
1992-10-01,99.289619999999999
1992-11-01,99.580029999999994
1992-12-01,99.674030000000002
1993-01-01,98.941760000000002
1993-02-01,98.915080000000003
1993-03-01,99.168170000000003
1993-04-01,100.217600000000004
1993-05-01,100.283199999999994
1993-06-01,100.464200000000005
1993-07-01,100.230000000000004
1993-08-01,100.174899999999994
1993-09-01,100.565600000000003
1993-10-01,100.801599999999993
1993-11-01,100.751499999999993
1993-12-01,100.543499999999995
1994-01-01,100.002399999999994
1994-02-01,99.844729999999998
1994-03-01,100.306399999999996
1994-04-01,101.119100000000003
1994-05-01,101.468800000000002
1994-06-01,101.372900000000001
1994-07-01,100.878900000000002
1994-08-01,100.904200000000003
1994-09-01,101.360500000000002
1994-10-01,101.573200000000000
1994-11-01,101.566500000000005
1994-12-01,101.579599999999999
1995-01-01,101.098600000000005
1995-02-01,100.878000000000000
1995-03-01,101.104799999999997
1995-04-01,101.590800000000002
1995-05-01,101.724000000000004
1995-06-01,101.680499999999995
1995-07-01,101.348900000000000
1995-08-01,101.233800000000002
1995-09-01,101.973399999999998
1995-10-01,101.900700000000001
1995-11-01,101.971400000000003
1995-12-01,101.900499999999994
1996-01-01,101.423000000000002
1996-02-01,101.120800000000003
1996-03-01,101.514799999999994
1996-04-01,102.063199999999995
1996-05-01,102.278000000000006
1996-06-01,102.248199999999997
1996-07-01,101.861999999999995
1996-08-01,101.646000000000001
1996-09-01,102.249300000000005
1996-10-01,102.458200000000005
1996-11-01,102.430199999999999
1996-12-01,102.214100000000002
1997-01-01,101.854399999999998
1997-02-01,101.576200000000000
1997-03-01,101.948599999999999
1997-04-01,103.717500000000001
1997-05-01,103.984099999999998
1997-06-01,103.973699999999994
1997-07-01,103.665499999999994
1997-08-01,103.457899999999995
1997-09-01,104.588600000000000
1997-10-01,104.917000000000002
1997-11-01,104.799599999999998
1997-12-01,104.708399999999997
1998-01-01,103.916200000000003
1998-02-01,103.738799999999998
1998-03-01,104.146500000000003
1998-04-01,104.596800000000002
1998-05-01,104.621899999999997
1998-06-01,104.539599999999993
1998-07-01,104.137200000000007
1998-08-01,104.042100000000005
1998-09-01,104.591899999999995
1998-10-01,104.653300000000002
1998-11-01,104.645399999999995
1998-12-01,104.584999999999994
1999-01-01,103.924300000000002
1999-02-01,103.588800000000006
1999-03-01,103.966399999999993
1999-04-01,104.561400000000006
1999-05-01,104.561400000000006
1999-06-01,104.513900000000007
1999-07-01,104.100600000000000
1999-08-01,103.976900000000001
1999-09-01,104.375900000000001
1999-10-01,104.549899999999994
1999-11-01,104.397400000000005
1999-12-01,104.335099999999997
2000-01-01,103.721000000000004
2000-02-01,103.379800000000003
2000-03-01,103.552999999999997
2000-04-01,103.852999999999994
2000-05-01,104.081000000000003
2000-06-01,103.844600000000000
2000-07-01,103.603200000000001
2000-08-01,103.801699999999997
2000-09-01,103.575999999999993
2000-10-01,103.506200000000007
2000-11-01,103.327200000000005
2000-12-01,103.307100000000005
2001-01-01,102.705100000000002
2001-02-01,102.382700000000000
2001-03-01,102.598200000000006
2001-04-01,102.903300000000002
2001-05-01,103.037300000000002
2001-06-01,103.016900000000007
2001-07-01,102.844899999999996
2001-08-01,102.821399999999997
2001-09-01,102.848900000000000
2001-10-01,102.798000000000002
2001-11-01,102.709100000000007
2001-12-01,102.694400000000002
2002-01-01,101.936199999999999
2002-02-01,101.608400000000003
2002-03-01,101.927599999999998
2002-04-01,102.274600000000007
2002-05-01,102.309600000000003
2002-06-01,102.272099999999995
2002-07-01,101.960599999999999
2002-08-01,102.098100000000002
2002-09-01,102.192499999999995
2002-10-01,101.992000000000004
2002-11-01,101.935500000000005
2002-12-01,102.015400000000000
2003-01-01,101.363299999999995
2003-02-01,101.036100000000005
2003-03-01,101.441599999999994
2003-04-01,101.728300000000004
2003-05-01,102.004800000000003
2003-06-01,101.818399999999997
2003-07-01,101.827299999999994
2003-08-01,101.981099999999998
2003-09-01,101.994799999999998
2003-10-01,102.016700000000000
2003-11-01,101.698300000000003
2003-12-01,101.663799999999995
2004-01-01,100.926599999999993
2004-02-01,100.733500000000006
2004-03-01,101.116000000000000
2004-04-01,101.328999999999994
2004-05-01,101.403599999999997
2004-06-01,101.385800000000003
2004-07-01,101.279399999999995
2004-08-01,101.407600000000002
2004-09-01,101.508300000000006
2004-10-01,101.586799999999997
2004-11-01,101.193600000000004
2004-12-01,101.138999999999996
2005-01-01,100.768400000000000
2005-02-01,100.419100000000000
2005-03-01,100.795699999999997
2005-04-01,101.058400000000006
2005-05-01,101.099699999999999
2005-06-01,100.998800000000003
2005-07-01,100.809399999999997
2005-08-01,100.886600000000001
2005-09-01,101.072800000000001
2005-10-01,101.017200000000003
2005-11-01,100.696200000000005
2005-12-01,100.783600000000007
2006-01-01,100.091399999999993
2006-02-01,99.956310000000002
2006-03-01,100.385199999999998
2006-04-01,100.624200000000002
2006-05-01,100.669300000000007
2006-06-01,100.631299999999996
2006-07-01,100.437899999999999
2006-08-01,100.602000000000004
2006-09-01,100.724900000000005
2006-10-01,100.741699999999994
2006-11-01,100.593800000000002
2006-12-01,100.677000000000007
2007-01-01,99.995410000000007
2007-02-01,99.676349999999999
2007-03-01,100.024600000000007
2007-04-01,100.403400000000005
2007-05-01,100.545699999999997
2007-06-01,100.334000000000003
2007-07-01,100.190600000000003
2007-08-01,100.469300000000004
2007-09-01,100.434200000000004
2007-10-01,100.545900000000003
2007-11-01,100.616799999999998
2007-12-01,100.405799999999999
2008-01-01,100.031899999999993
2008-02-01,99.839789999999994
2008-03-01,100.186000000000007
2008-04-01,100.287899999999993
2008-05-01,100.570499999999996
2008-06-01,100.654700000000005
2008-07-01,100.587199999999996
2008-08-01,100.771000000000001
2008-09-01,100.974100000000007
2008-10-01,101.021100000000004
2008-11-01,100.725700000000003
2008-12-01,100.596900000000005
2009-01-01,99.895259999999993
2009-02-01,99.705150000000003
2009-03-01,100.002399999999994
2009-04-01,100.152199999999993
2009-05-01,100.048800000000000
2009-06-01,99.906040000000004
2009-07-01,99.677499999999995
2009-08-01,99.784000000000006
2009-09-01,99.819689999999994
2009-10-01,99.667180000000002
2009-11-01,99.670370000000005
2009-12-01,99.425629999999998
2010-01-01,99.029110000000003
2010-02-01,98.944900000000004
2010-03-01,99.140110000000007
2010-04-01,98.828100000000006
2010-05-01,98.771529999999998
2010-06-01,98.586119999999994
2010-07-01,98.229389999999995
2010-08-01,98.191879999999998
2010-09-01,98.186899999999994
2010-10-01,98.594260000000006
2010-11-01,98.349379999999996
2010-12-01,98.353390000000005
2011-01-01,97.836560000000006
2011-02-01,97.768529999999998
2011-03-01,97.868110000000001
2011-04-01,97.845740000000006
2011-05-01,98.012420000000006
2011-06-01,97.845830000000007
2011-07-01,97.722110000000001
2011-08-01,97.788989999999998
2011-09-01,97.803830000000005
2011-10-01,97.721329999999995
2011-11-01,97.303500000000000
2011-12-01,97.340900000000005
2012-01-01,97.047839999999994
2012-02-01,97.247810000000001
2012-03-01,97.460800000000006
2012-04-01,97.738879999999995
2012-05-01,97.539609999999996
2012-06-01,97.295659999999998
2012-07-01,97.069180000000003
2012-08-01,97.298800000000000
2012-09-01,97.200829999999996
2012-10-01,97.177120000000002
2012-11-01,96.954380000000000
2012-12-01,96.758139999999997
2013-01-01,96.433269999999993
2013-02-01,96.363560000000007
2013-03-01,96.776139999999998
2013-04-01,97.162210000000002
2013-05-01,97.232659999999996
2013-06-01,97.172920000000005
2013-07-01,97.147059999999996
2013-08-01,97.352940000000004
2013-09-01,97.326549999999997
2013-10-01,97.566299999999998
2013-11-01,97.528120000000001
2013-12-01,97.487899999999996
2014-01-01,97.151920000000004
2014-02-01,97.250900000000001
2014-03-01,97.502380000000002
2014-04-01,99.435490000000001
2014-05-01,99.599580000000003
2014-06-01,99.482079999999996
2014-07-01,99.586990000000000
2014-08-01,99.707759999999993
2014-09-01,99.651100000000000
2014-10-01,99.808679999999995
2014-11-01,99.759119999999996
2014-12-01,99.607969999999995
2015-01-01,99.305419999999998
2015-02-01,99.315430000000006
2015-03-01,99.566350000000000
2015-04-01,99.984409999999997
2015-05-01,100.127099999999999
2015-06-01,99.952960000000004
2015-07-01,100.011799999999994
2015-08-01,100.201899999999995
2015-09-01,100.327500000000001
2015-10-01,100.420199999999994
2015-11-01,100.375000000000000
2015-12-01,100.412000000000006
2016-01-01,99.792180000000002
2016-02-01,99.922740000000005
2016-03-01,100.217100000000002
2016-04-01,100.574299999999994
2016-05-01,100.612600000000000
2016-06-01,100.493399999999994
2016-07-01,100.353800000000007
2016-08-01,100.430000000000007
2016-09-01,100.340199999999996
2016-10-01,100.613500000000002
2016-11-01,100.524600000000007
2016-12-01,100.439800000000005
2017-01-01,99.969290000000001
2017-02-01,99.920100000000005
2017-03-01,99.929879999999997
2017-04-01,100.330200000000005
2017-05-01,100.336699999999993
2017-06-01,100.309700000000007
2017-07-01,100.146199999999993
2017-08-01,100.306200000000004
2017-09-01,100.380399999999995
2017-10-01,100.527400000000000
2017-11-01,100.490399999999994
2017-12-01,100.490600000000001
2018-01-01,100.066900000000004
2018-02-01,100.152100000000004
2018-03-01,100.244000000000000
2018-04-01,100.417800000000000
2018-05-01,100.547100000000000
2018-06-01,100.366000000000000
2018-07-01,100.177700000000002
2018-08-01,100.595100000000002
2018-09-01,100.461600000000004
2018-10-01,100.723399999999998
2018-11-01,100.730400000000003
2018-12-01,100.655000000000001
2019-01-01,100.391300000000001
2019-02-01,100.526100000000000
2019-03-01,100.568100000000001
2019-04-01,100.962100000000007
2019-05-01,100.874099999999999
2019-06-01,100.613699999999994
2019-07-01,100.664500000000004
2019-08-01,100.932900000000004
2019-09-01,100.839600000000004
2019-10-01,101.219200000000001
2019-11-01,101.377899999999997
2019-12-01,101.421899999999994
2020-01-01,101.100499999999997
2020-02-01,101.097999999999999
2020-03-01,101.221199999999996
2020-04-01,101.106200000000001
2020-05-01,101.122399999999999
2020-06-01,100.907499999999999
2020-07-01,100.932000000000002
2020-08-01,100.741299999999995
2020-09-01,100.745800000000003
2020-10-01,100.811800000000005
2020-11-01,100.898399999999995
2020-12-01,100.871499999999997
2021-01-01,101.101399999999998
2021-02-01,101.207800000000006
2021-03-01,101.271600000000007
2021-04-01,99.996350000000007
2021-05-01,100.107799999999997
2021-06-01,99.899410000000003
