report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,lev_money_positions_long,lev_money_positions_short,asset_mgr_positions_long,asset_mgr_positions_short,dealer_positions_long_all,dealer_positions_short_all,other_rept_positions_long,other_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all
2008-12-30T00:00:00.000,096742,BRITISH POUND,76340,11877,17313,2727,30085,33420,0,2515,9003,24407,18545
2008-12-30T00:00:00.000,097741,JAPANESE YEN,105926,38508,5566,13101,7719,28670,44440,2609,29738,22614,18039
2008-12-30T00:00:00.000,098662,USD INDEX,15706,6232,1864,0,1526,2386,5265,2096,836,1684,2907
2008-12-30T00:00:00.000,099741,EURO FX,120499,21011,19213,25457,20281,18952,48473,13217,955,37506,27221
2008-12-30T00:00:00.000,112741,NZ DOLLAR,9033,603,3210,283,2022,5067,2035,559,369,2521,1397
2008-12-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,33147,6476,4438,626,6471,9574,10470,1950,1700,13247,8794
2009-01-06T00:00:00.000,090741,CANADIAN DOLLAR,53297,4539,17754,11577,3855,10227,13686,1721,2380,23679,14068
2009-01-06T00:00:00.000,092741,SWISS FRANC,25435,4469,7449,560,1225,2895,9592,1932,0,15250,6840
2009-01-06T00:00:00.000,096742,BRITISH POUND,78257,12012,18447,2905,30778,32979,0,2394,9003,26226,18288
2009-01-06T00:00:00.000,097741,JAPANESE YEN,110160,43325,7525,13995,7731,29210,44747,1909,29527,20789,19698
2009-01-06T00:00:00.000,098662,USD INDEX,15924,7168,1964,74,1526,2086,5356,1102,956,2244,2872
2009-01-06T00:00:00.000,099741,EURO FX,123878,20881,20562,24527,18018,18891,52083,12922,427,41739,27870
2009-01-06T00:00:00.000,112741,NZ DOLLAR,9970,1245,3116,492,1993,4922,2842,707,504,2604,1515
2009-01-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,38208,9382,4275,734,8735,8819,12992,2633,1700,15458,9324
2009-01-13T00:00:00.000,090741,CANADIAN DOLLAR,55217,3669,18590,13919,3954,10886,12105,2880,988,21548,17265
2009-01-13T00:00:00.000,092741,SWISS FRANC,24703,3480,7170,494,1256,3993,8635,2616,0,13788,7310
2009-01-13T00:00:00.000,096742,BRITISH POUND,75438,9629,18252,3366,28393,31796,0,2674,9484,26168,17504
2009-01-13T00:00:00.000,097741,JAPANESE YEN,107714,41375,6784,14033,7635,28970,44908,2545,27688,19898,19806
2009-01-13T00:00:00.000,098662,USD INDEX,13884,6140,734,176,1147,2160,5375,339,1292,1890,2157
2009-01-13T00:00:00.000,099741,EURO FX,117502,13656,19648,18477,18915,27046,44448,14917,406,38066,28745
2009-01-13T00:00:00.000,112741,NZ DOLLAR,9998,1514,3475,246,1940,5000,2593,592,403,2646,1587
2009-01-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,39676,5899,7712,709,8939,14109,9299,4411,2206,13243,10215
2009-01-20T00:00:00.000,090741,CANADIAN DOLLAR,65416,3444,19247,20082,4008,12279,18889,3308,1248,23982,19703
2009-01-20T00:00:00.000,092741,SWISS FRANC,24527,4003,6952,451,1279,3834,6928,3354,0,12552,9035
2009-01-20T00:00:00.000,096742,BRITISH POUND,87698,7329,22211,2936,31114,38653,30,4895,8849,30882,22491
2009-01-20T00:00:00.000,097741,JAPANESE YEN,113171,43764,5320,17030,7697,27612,52510,2545,27519,21298,19203
2009-01-20T00:00:00.000,098662,USD INDEX,15431,6868,1503,241,770,2324,5594,55,1982,2532,2171
2009-01-20T00:00:00.000,099741,EURO FX,131714,14747,19736,12678,24655,41566,43466,16751,407,41784,39262
2009-01-20T00:00:00.000,112741,NZ DOLLAR,9714,276,3811,238,1997,5825,1553,691,394,2683,1958
2009-01-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,45585,5641,10040,696,11485,20370,8433,4993,2194,12357,11905
2009-01-27T00:00:00.000,090741,CANADIAN DOLLAR,64951,2891,17600,19959,3987,12154,20034,3298,1396,24273,19558
2009-01-27T00:00:00.000,092741,SWISS FRANC,28119,2627,9756,451,1380,10422,7026,2873,0,11322,9533
2009-01-27T00:00:00.000,096742,BRITISH POUND,87433,8860,20113,2973,31552,39200,0,5023,8953,27920,23358
2009-01-27T00:00:00.000,097741,JAPANESE YEN,115063,46508,3457,15899,7492,26378,60384,2445,25557,22757,17097
2009-01-27T00:00:00.000,098662,USD INDEX,18800,9154,1011,492,1009,2378,7901,228,2484,2413,2260
2009-01-27T00:00:00.000,099741,EURO FX,134554,20159,19934,12966,30650,42999,45425,18407,2012,35933,32443
2009-01-27T00:00:00.000,112741,NZ DOLLAR,10782,282,5908,232,2175,6796,431,759,394,2712,1873
2009-01-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,45177,7558,8358,706,11626,17970,9632,5494,2226,11930,11816
2009-02-03T00:00:00.000,090741,CANADIAN DOLLAR,67011,5383,17663,19688,4029,11466,22508,2515,2153,25484,18183
2009-02-03T00:00:00.000,092741,SWISS FRANC,29006,2562,9935,0,1433,10043,6799,2808,0,13254,10500
2009-02-03T00:00:00.000,096742,BRITISH POUND,83589,8124,16305,2868,29358,37352,1507,3289,9091,28728,24100
2009-02-03T00:00:00.000,097741,JAPANESE YEN,117069,49287,4894,15326,7040,25798,61091,2336,25695,23104,17131
2009-02-03T00:00:00.000,098662,USD INDEX,19347,10368,1025,438,975,2324,8813,60,3028,2764,2113
2009-02-03T00:00:00.000,099741,EURO FX,145456,19149,23849,13206,36686,49939,45701,20793,2457,38404,32798
2009-02-03T00:00:00.000,112741,NZ DOLLAR,12945,255,7441,0,2446,8362,143,899,387,3428,2527
2009-02-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,48632,6832,8020,706,12644,20547,9885,6960,3066,12059,13489
2009-02-10T00:00:00.000,090741,CANADIAN DOLLAR,67863,3668,15071,19579,3220,12055,23864,3936,2141,25570,20512
2009-02-10T00:00:00.000,092741,SWISS FRANC,32070,2002,13024,0,1417,14394,4057,3125,0,12254,13277
2009-02-10T00:00:00.000,096742,BRITISH POUND,80695,7999,15834,2827,27848,34794,1664,1650,8995,30454,23383
2009-02-10T00:00:00.000,097741,JAPANESE YEN,106751,37347,5142,13745,6885,29343,45997,2587,24783,21602,21817
2009-02-10T00:00:00.000,098662,USD INDEX,18679,10041,1187,383,774,2184,8840,110,1935,2666,2648
2009-02-10T00:00:00.000,099741,EURO FX,152419,22785,26947,12839,38824,50512,41423,20832,3210,41057,37621
2009-02-10T00:00:00.000,112741,NZ DOLLAR,12701,546,6251,0,2408,8919,1008,455,677,2780,2356
2009-02-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,44254,6634,6477,685,12473,14692,10042,7265,2703,13199,10780
2009-02-17T00:00:00.000,090741,CANADIAN DOLLAR,72185,5185,20655,19626,3275,12686,20902,4588,1639,26847,22461
2009-02-17T00:00:00.000,092741,SWISS FRANC,34470,3205,14545,0,1412,15042,3772,4066,0,11862,14446
2009-02-17T00:00:00.000,096742,BRITISH POUND,83306,10148,17068,2818,28400,36866,3495,1690,8000,28748,23307
2009-02-17T00:00:00.000,097741,JAPANESE YEN,108685,36468,12119,13630,6917,32315,38083,2370,21671,20452,26445
2009-02-17T00:00:00.000,098662,USD INDEX,25037,13416,2075,461,371,2069,10833,162,4361,3374,1842
2009-02-17T00:00:00.000,099741,EURO FX,157952,15216,33365,12787,39367,64481,41946,23109,1274,38610,38251
2009-02-17T00:00:00.000,112741,NZ DOLLAR,12828,648,6592,0,2346,8836,1064,458,406,2755,2289
2009-02-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,48452,5765,8322,680,12850,19589,9758,6794,2720,13879,13057
2009-02-24T00:00:00.000,090741,CANADIAN DOLLAR,74438,4021,22324,20294,3310,12950,22939,5735,588,27810,21649
2009-02-24T00:00:00.000,092741,SWISS FRANC,33873,3803,13531,0,1408,17357,4844,1769,0,10508,13654
2009-02-24T00:00:00.000,096742,BRITISH POUND,86102,9164,16109,2856,31863,41292,2318,1759,7928,27921,24774
2009-02-24T00:00:00.000,097741,JAPANESE YEN,108705,32954,13144,19917,6728,31817,37726,2759,20322,17425,26952
2009-02-24T00:00:00.000,098662,USD INDEX,22578,12870,871,441,633,2165,11710,273,2985,2740,2290
2009-02-24T00:00:00.000,099741,EURO FX,166903,13614,29583,12709,50159,76527,45069,20783,1386,38022,35458
2009-02-24T00:00:00.000,112741,NZ DOLLAR,13690,546,7705,0,2551,9769,936,573,391,2697,2002
2009-02-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,45886,4716,8394,1350,4657,14641,11437,6308,3170,13249,12606
2009-03-03T00:00:00.000,090741,CANADIAN DOLLAR,83768,3894,29688,19970,3189,16073,19523,8640,1651,29629,24155
2009-03-03T00:00:00.000,092741,SWISS FRANC,36848,2365,15104,0,1408,20542,3872,2593,0,10851,15967
2009-03-03T00:00:00.000,096742,BRITISH POUND,94175,11730,22262,2871,28407,40825,2696,2071,7135,27727,24724
2009-03-03T00:00:00.000,097741,JAPANESE YEN,110223,37124,15162,18587,9910,31932,34210,2759,18008,15101,28213
2009-03-03T00:00:00.000,098662,USD INDEX,24186,12576,926,482,541,2058,11941,80,2983,3605,2410
2009-03-03T00:00:00.000,099741,EURO FX,183858,15189,40939,11388,49296,87670,45560,23280,1731,38113,38114
2009-03-03T00:00:00.000,112741,NZ DOLLAR,15870,886,8517,0,3727,11308,945,1159,384,2395,2175
2009-03-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,49180,6508,8623,2075,4657,15531,11554,6073,3443,13289,15199
2009-03-10T00:00:00.000,090741,CANADIAN DOLLAR,87787,2510,25318,20464,2723,14555,18759,7800,2059,27770,24240
2009-03-10T00:00:00.000,092741,SWISS FRANC,39747,3101,13410,0,992,16729,5862,1364,0,13882,14812
2009-03-10T00:00:00.000,096742,BRITISH POUND,113352,7953,26144,2499,27215,47613,2851,2115,7069,27062,23963
2009-03-10T00:00:00.000,097741,JAPANESE YEN,114020,35799,18943,18388,9247,33525,31027,2759,16851,13836,28239
2009-03-10T00:00:00.000,098662,USD INDEX,29295,15744,724,489,809,2181,18189,1770,654,3062,2870
2009-03-10T00:00:00.000,099741,EURO FX,180278,17583,33078,11419,49276,79898,46192,17301,2562,39689,34782
2009-03-10T00:00:00.000,112741,NZ DOLLAR,17991,768,9432,0,3983,12826,1106,671,384,2610,1970
2009-03-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,68898,5570,8888,2153,4727,14516,18084,5882,2643,16900,10679
2009-03-17T00:00:00.000,090741,CANADIAN DOLLAR,93979,4272,29364,19257,2648,15243,15925,7472,1702,27829,24434
2009-03-17T00:00:00.000,092741,SWISS FRANC,31126,3227,12923,0,1022,14481,835,2653,0,10691,16272
2009-03-17T00:00:00.000,096742,BRITISH POUND,76198,6689,24701,2073,17444,43766,5476,3082,7288,19541,20242
2009-03-17T00:00:00.000,097741,JAPANESE YEN,70507,24065,23261,11112,9812,14300,15590,9560,1266,10043,19151
2009-03-17T00:00:00.000,098662,USD INDEX,22831,13107,1245,304,817,1621,12270,1086,1527,2424,2683
2009-03-17T00:00:00.000,099741,EURO FX,111077,20960,27809,11014,25397,27323,16682,8656,4913,39817,32969
2009-03-17T00:00:00.000,112741,NZ DOLLAR,15548,1186,8931,749,2642,9272,1438,643,798,3698,1739
2009-03-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,50497,11963,6732,5242,4727,13292,27695,3346,1700,16538,9527
2009-03-24T00:00:00.000,090741,CANADIAN DOLLAR,56641,5216,22565,2191,2602,15081,13067,3667,219,28240,15942
2009-03-24T00:00:00.000,092741,SWISS FRANC,27937,4800,6916,0,1029,9816,9084,723,0,12457,10767
2009-03-24T00:00:00.000,096742,BRITISH POUND,76157,10104,17217,2294,17149,41114,8055,0,11616,21626,21101
2009-03-24T00:00:00.000,097741,JAPANESE YEN,69923,22527,22376,10948,10395,19339,14462,800,795,14723,20309
2009-03-24T00:00:00.000,098662,USD INDEX,24678,9681,3529,233,1249,6811,11087,1219,1719,2808,3168
2009-03-24T00:00:00.000,099741,EURO FX,112887,23099,22456,13177,23590,21983,29787,8641,2850,41703,29920
2009-03-24T00:00:00.000,112741,NZ DOLLAR,15198,1353,6057,1190,2548,8209,4720,748,306,3669,1538
2009-03-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,58361,19554,4181,5796,4727,12046,38710,3396,2257,17294,8211
2009-03-31T00:00:00.000,090741,CANADIAN DOLLAR,58595,5051,26558,2828,2582,15664,10079,3921,37,28260,16468
2009-03-31T00:00:00.000,092741,SWISS FRANC,27578,2621,5469,0,1018,10405,10845,723,0,13659,10076
2009-03-31T00:00:00.000,096742,BRITISH POUND,78516,8795,22659,2320,17491,46458,5571,0,11616,19910,20146
2009-03-31T00:00:00.000,097741,JAPANESE YEN,76607,24700,28718,10959,10167,23168,14027,800,0,15236,21951
2009-03-31T00:00:00.000,098662,USD INDEX,23205,9993,3171,273,1194,6997,11108,1187,1573,881,2285
2009-03-31T00:00:00.000,099741,EURO FX,104404,16447,16361,11793,22830,23655,28388,7447,3262,40799,29300
2009-03-31T00:00:00.000,112741,NZ DOLLAR,14124,1401,4575,592,2001,7880,5508,471,560,3763,1463
2009-03-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,63184,22074,2324,6836,5309,12701,45606,2960,2077,18213,7468
2009-04-07T00:00:00.000,090741,CANADIAN DOLLAR,58219,5182,27647,1881,2542,16494,6721,4084,996,27853,17588
2009-04-07T00:00:00.000,092741,SWISS FRANC,25914,1913,4089,0,1025,10607,9535,1490,0,11368,10729
2009-04-07T00:00:00.000,096742,BRITISH POUND,79456,6330,18458,4085,17133,45477,9741,561,11616,21974,21479
2009-04-07T00:00:00.000,097741,JAPANESE YEN,84138,22255,30527,12123,10666,32921,13542,1652,1000,13406,26622
2009-04-07T00:00:00.000,098662,USD INDEX,23676,11986,2511,114,960,5365,11437,1107,1761,1231,3134
2009-04-07T00:00:00.000,099741,EURO FX,113508,21126,16285,13213,21074,25582,42155,8294,2987,40923,26637
2009-04-07T00:00:00.000,112741,NZ DOLLAR,13704,2059,1651,922,1791,6150,7959,589,869,3957,1407
2009-04-07T00:00:00.000,232741,AUSTRALIAN DOLLAR,70500,24733,2364,7721,4267,12456,54323,3367,1899,21173,6597
2009-04-14T00:00:00.000,090741,CANADIAN DOLLAR,60486,7751,24025,1881,2191,14479,13080,5078,319,28452,18026
2009-04-14T00:00:00.000,092741,SWISS FRANC,27406,2867,5001,0,1028,15177,10199,0,0,8746,10562
2009-04-14T00:00:00.000,096742,BRITISH POUND,83635,6655,17008,8925,17150,53420,15697,0,11616,13553,21082
2009-04-14T00:00:00.000,097741,JAPANESE YEN,82017,17836,26881,11884,10735,33279,15628,1246,2080,15828,24749
2009-04-14T00:00:00.000,098662,USD INDEX,23893,13343,2475,102,1163,5194,11266,307,2348,1303,2997
2009-04-14T00:00:00.000,099741,EURO FX,108304,17007,16058,13345,20247,28366,38568,7851,2987,36769,25478
2009-04-14T00:00:00.000,112741,NZ DOLLAR,15202,3052,1639,1375,1774,8758,9615,599,933,1391,1214
2009-04-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,74516,27293,2299,7571,4267,12649,58214,4806,1987,21129,6681
2009-04-21T00:00:00.000,090741,CANADIAN DOLLAR,63049,10324,23616,1906,2242,14372,16855,4519,640,28921,16689
2009-04-21T00:00:00.000,092741,SWISS FRANC,33601,5336,15386,0,1037,19865,2229,418,0,7366,14333
2009-04-21T00:00:00.000,096742,BRITISH POUND,83379,9940,17273,7468,16923,52187,15312,493,12573,11739,19746
2009-04-21T00:00:00.000,097741,JAPANESE YEN,74215,17159,16438,11193,10561,27126,21827,1254,1579,15629,21956
2009-04-21T00:00:00.000,098662,USD INDEX,23331,11609,3471,136,626,3651,12280,1507,681,2490,2335
2009-04-21T00:00:00.000,099741,EURO FX,106679,12767,19641,12899,19760,32538,26335,8021,3427,34763,31825
2009-04-21T00:00:00.000,112741,NZ DOLLAR,13843,2308,1033,439,1825,8919,8645,769,396,1144,1680
2009-04-21T00:00:00.000,232741,AUSTRALIAN DOLLAR,69568,22200,2108,8302,4196,14982,51140,2346,1985,20506,8907
2009-04-28T00:00:00.000,090741,CANADIAN DOLLAR,67729,14742,19821,1691,6072,14423,23072,4621,450,28515,14577
2009-04-28T00:00:00.000,092741,SWISS FRANC,27107,4707,6649,0,1012,14950,5727,0,0,6818,13087
2009-04-28T00:00:00.000,096742,BRITISH POUND,84760,11328,16354,8726,17412,51919,16774,0,11616,11298,21115
2009-04-28T00:00:00.000,097741,JAPANESE YEN,75734,20112,8077,9183,11282,24999,31376,800,1040,17195,20514
2009-04-28T00:00:00.000,098662,USD INDEX,22223,10651,2119,148,838,4194,12115,1613,606,1719,2647
2009-04-28T00:00:00.000,099741,EURO FX,108592,10831,21193,13719,19728,36298,24474,7515,3347,34620,34241
2009-04-28T00:00:00.000,112741,NZ DOLLAR,14095,2496,1207,0,2108,8942,8341,763,396,1440,1589
2009-04-28T00:00:00.000,232741,AUSTRALIAN DOLLAR,69683,22219,2215,8379,4196,15927,51996,2346,1885,19694,8273
2009-05-05T00:00:00.000,090741,CANADIAN DOLLAR,74576,19933,13671,1730,10565,13455,30885,5311,214,30375,15469
2009-05-05T00:00:00.000,092741,SWISS FRANC,26366,4523,2193,0,978,12424,10993,0,0,8726,11509
2009-05-05T00:00:00.000,096742,BRITISH POUND,91226,12462,15775,10935,16864,50177,20923,773,15216,15281,20850
2009-05-05T00:00:00.000,097741,JAPANESE YEN,75595,18308,10482,9222,11717,26747,27677,1506,1040,15623,20490
2009-05-05T00:00:00.000,098662,USD INDEX,23738,10580,3356,135,743,7074,11932,341,608,1703,3194
2009-05-05T00:00:00.000,099741,EURO FX,110768,12971,17437,14202,18872,31798,33339,9569,3747,35846,30991
2009-05-05T00:00:00.000,112741,NZ DOLLAR,13993,2333,978,342,2108,8799,8768,614,389,1446,1291
2009-05-05T00:00:00.000,232741,AUSTRALIAN DOLLAR,79209,29449,997,8197,4713,14969,62879,3431,1911,22051,7597
2009-05-12T00:00:00.000,090741,CANADIAN DOLLAR,81402,23396,11351,1528,13543,13744,36085,5072,588,33555,15728
2009-05-12T00:00:00.000,092741,SWISS FRANC,32340,8214,1753,0,925,10290,18454,0,0,13089,10461
2009-05-12T00:00:00.000,096742,BRITISH POUND,91329,11783,15109,10060,16504,51032,23748,0,15366,16556,18704
2009-05-12T00:00:00.000,097741,JAPANESE YEN,85709,25188,8219,11117,11658,25890,41902,800,1040,19936,20112
2009-05-12T00:00:00.000,098662,USD INDEX,28144,13273,6537,84,1242,9153,11862,598,506,1334,4295
2009-05-12T00:00:00.000,099741,EURO FX,124499,18659,16685,14739,19512,30778,45401,11849,3874,42113,32666
2009-05-12T00:00:00.000,112741,NZ DOLLAR,16914,4706,779,534,1587,8606,12421,614,711,1985,947
2009-05-12T00:00:00.000,232741,AUSTRALIAN DOLLAR,84347,31834,749,8333,4196,15364,67925,5421,1906,21935,8111
2009-05-19T00:00:00.000,090741,CANADIAN DOLLAR,86527,27565,13665,1711,14265,13884,40760,5643,0,33666,13779
2009-05-19T00:00:00.000,092741,SWISS FRANC,35951,10867,2583,0,972,10741,21995,0,0,13343,9401
2009-05-19T00:00:00.000,096742,BRITISH POUND,92870,9908,15509,10050,16637,51660,18479,0,16916,18492,22569
2009-05-19T00:00:00.000,097741,JAPANESE YEN,90204,27186,5924,11666,11193,25039,49603,800,1040,22712,19643
2009-05-19T00:00:00.000,098662,USD INDEX,30331,13729,8582,84,1474,11071,11862,392,706,1402,4054
2009-05-19T00:00:00.000,099741,EURO FX,125472,23142,15935,15389,19631,31708,49749,8741,3927,40129,29867
2009-05-19T00:00:00.000,112741,NZ DOLLAR,19239,6562,644,0,1484,9363,15258,614,516,2226,863
2009-05-19T00:00:00.000,232741,AUSTRALIAN DOLLAR,85069,34165,247,9615,4253,15343,68461,1896,1909,22390,8539
2009-05-26T00:00:00.000,090741,CANADIAN DOLLAR,89446,29823,11310,1868,14402,14051,44675,5184,628,33929,13840
2009-05-26T00:00:00.000,092741,SWISS FRANC,39627,13548,3026,0,982,9505,24320,0,0,14384,9109
2009-05-26T00:00:00.000,096742,BRITISH POUND,93484,10383,12401,10059,16362,50374,18014,0,19572,18381,22848
2009-05-26T00:00:00.000,097741,JAPANESE YEN,96706,31699,8535,11724,11069,24731,50542,800,2394,23575,19989
2009-05-26T00:00:00.000,098662,USD INDEX,37046,15096,13356,68,1928,16469,12507,465,1500,1359,4166
2009-05-26T00:00:00.000,099741,EURO FX,139357,27952,17528,15590,19393,30469,56405,9380,5648,46762,31179
2009-05-26T00:00:00.000,112741,NZ DOLLAR,24755,11863,568,0,1408,9383,20916,614,521,2413,860
2009-05-26T00:00:00.000,232741,AUSTRALIAN DOLLAR,90037,36708,554,9819,4253,15646,73861,2046,2319,24216,7448
2009-06-02T00:00:00.000,090741,CANADIAN DOLLAR,90613,29037,9301,1504,20822,14529,42700,6024,530,34980,12721
2009-06-02T00:00:00.000,092741,SWISS FRANC,42429,14987,2291,0,911,9667,28099,0,0,15493,8846
2009-06-02T00:00:00.000,096742,BRITISH POUND,99293,12369,10307,10020,15546,49900,24710,961,19632,21374,24429
2009-06-02T00:00:00.000,097741,JAPANESE YEN,96969,30811,8133,14317,10819,24039,50391,800,3117,19644,17151
2009-06-02T00:00:00.000,098662,USD INDEX,40030,14059,15253,100,2076,18959,12845,1409,1563,1622,4412
2009-06-02T00:00:00.000,099741,EURO FX,151004,32713,23762,19648,18270,31363,61426,8394,3871,46473,31262
2009-06-02T00:00:00.000,112741,NZ DOLLAR,27273,13513,1160,106,1065,9554,22788,615,465,2627,937
2009-06-02T00:00:00.000,232741,AUSTRALIAN DOLLAR,92940,37646,2226,11754,4253,14454,75718,2834,1668,23928,6751
2009-06-09T00:00:00.000,090741,CANADIAN DOLLAR,97915,31084,6551,1859,17838,13853,51954,5155,635,35590,10563
2009-06-09T00:00:00.000,092741,SWISS FRANC,48715,14329,4217,0,912,10726,26541,0,0,15285,8670
2009-06-09T00:00:00.000,096742,BRITISH POUND,101196,14285,11904,10302,14896,47197,27842,452,19276,21800,20118
2009-06-09T00:00:00.000,097741,JAPANESE YEN,93527,23149,14438,14413,10228,31552,39406,800,1045,14260,19057
2009-06-09T00:00:00.000,098662,USD INDEX,42229,10916,14799,100,1900,20352,12908,1416,1286,2120,4011
2009-06-09T00:00:00.000,099741,EURO FX,150683,33231,25014,18365,14871,33452,70886,9816,1689,42725,25129
2009-06-09T00:00:00.000,112741,NZ DOLLAR,34760,14059,946,106,872,9475,23930,730,180,2381,823
2009-06-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,107627,35237,622,12182,4253,17257,75187,2206,1668,22550,7702
2009-06-16T00:00:00.000,090741,CANADIAN DOLLAR,118604,29673,5653,2622,15629,14083,50469,5704,635,33244,12940
2009-06-16T00:00:00.000,092741,SWISS FRANC,30453,15562,5122,0,795,1444,17037,0,0,13073,7125
2009-06-16T00:00:00.000,096742,BRITISH POUND,81438,16716,8853,13275,14203,30265,17220,0,20408,19741,19313
2009-06-16T00:00:00.000,097741,JAPANESE YEN,62998,15998,12684,16283,10320,12707,17800,800,2074,14920,17830
2009-06-16T00:00:00.000,098662,USD INDEX,20470,2866,9353,98,1781,10880,1749,1459,1245,2360,3535
2009-06-16T00:00:00.000,099741,EURO FX,106532,21079,14566,16190,19790,13432,37220,10815,1689,41869,30120
2009-06-16T00:00:00.000,112741,NZ DOLLAR,20666,13974,1590,109,855,3738,17415,585,136,2260,670
2009-06-16T00:00:00.000,232741,AUSTRALIAN DOLLAR,73219,35326,2934,10656,4253,2738,55898,2820,820,20808,8443
2009-06-23T00:00:00.000,090741,CANADIAN DOLLAR,74353,28551,11273,2738,6227,4097,39259,4691,1036,31629,13911
2009-06-23T00:00:00.000,092741,SWISS FRANC,39777,21567,3980,0,1488,1987,26222,0,549,15665,6980
2009-06-23T00:00:00.000,096742,BRITISH POUND,84320,16793,8965,16881,14582,27807,19146,0,19801,21469,20456
2009-06-23T00:00:00.000,097741,JAPANESE YEN,73797,20020,11843,18663,10216,12067,31236,800,1095,19863,17023
2009-06-23T00:00:00.000,098662,USD INDEX,20532,3969,9891,98,2039,9779,1367,1844,1194,2034,3233
2009-06-23T00:00:00.000,099741,EURO FX,118077,29167,15897,15973,22687,17601,40147,9739,3269,42570,33050
2009-06-23T00:00:00.000,112741,NZ DOLLAR,22606,15643,1630,626,1423,3717,18626,545,136,2075,791
2009-06-23T00:00:00.000,232741,AUSTRALIAN DOLLAR,77430,34860,2881,14168,4843,3621,58800,2709,820,21206,9220
2009-06-30T00:00:00.000,090741,CANADIAN DOLLAR,80536,30657,16670,3355,5850,7536,37892,5112,2020,31147,15375
2009-06-30T00:00:00.000,092741,SWISS FRANC,32774,15033,2363,0,953,3388,20433,0,0,13431,8103
2009-06-30T00:00:00.000,096742,BRITISH POUND,92518,22098,10113,17879,13367,27374,30630,1600,17227,21482,19096
2009-06-30T00:00:00.000,097741,JAPANESE YEN,73476,20993,10095,19471,8858,12821,35848,800,1095,16835,15024
2009-06-30T00:00:00.000,098662,USD INDEX,20118,3342,9493,98,1915,10521,1173,1254,1270,2011,3375
2009-06-30T00:00:00.000,099741,EURO FX,114921,25941,16232,17149,21731,15028,37876,11105,1523,40632,32493
2009-06-30T00:00:00.000,112741,NZ DOLLAR,23742,16323,1336,713,1392,3677,19558,852,229,2177,1227
2009-06-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,91416,41886,2964,19691,4253,3035,73293,3889,1253,22051,8789
2009-07-07T00:00:00.000,090741,CANADIAN DOLLAR,80191,29308,19124,2811,3554,7301,38204,4882,2071,32886,14235
2009-07-07T00:00:00.000,092741,SWISS FRANC,33308,16233,1264,0,945,2123,22866,0,0,14063,7344
2009-07-07T00:00:00.000,096742,BRITISH POUND,87303,15561,14573,17147,13127,30190,24243,3168,15676,18827,17274
2009-07-07T00:00:00.000,097741,JAPANESE YEN,89956,32366,6591,21115,7152,12151,57195,800,1095,21544,15943
2009-07-07T00:00:00.000,098662,USD INDEX,20244,3930,9795,98,1971,9683,1273,1283,1394,2376,2937
2009-07-07T00:00:00.000,099741,EURO FX,124035,27838,26034,17062,21143,14783,36650,10656,2147,48418,32783
2009-07-07T00:00:00.000,112741,NZ DOLLAR,21694,14881,934,0,2344,3921,16835,555,222,2125,1147
2009-07-07T00:00:00.000,232741,AUSTRALIAN DOLLAR,86620,37499,5847,19683,4253,2606,65856,4439,0,21325,9596
2009-07-14T00:00:00.000,090741,CANADIAN DOLLAR,85347,32685,20568,3629,3650,7464,40113,5199,3346,33686,14986
2009-07-14T00:00:00.000,092741,SWISS FRANC,33833,15892,3394,0,900,3082,19533,0,0,13970,9117
2009-07-14T00:00:00.000,096742,BRITISH POUND,90346,17662,14859,17950,13824,30691,25399,3200,16556,18644,17509
2009-07-14T00:00:00.000,097741,JAPANESE YEN,110140,48354,5939,20747,7206,11615,77567,800,1523,26728,16009
2009-07-14T00:00:00.000,098662,USD INDEX,21435,5646,10682,98,2181,10111,1195,481,1816,2308,2770
2009-07-14T00:00:00.000,099741,EURO FX,116686,27218,18151,16236,20135,8936,38898,10712,1717,46899,31100
2009-07-14T00:00:00.000,112741,NZ DOLLAR,22089,13621,791,0,2618,5401,16990,776,333,2057,1123
2009-07-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,87807,34539,10592,20585,4253,5246,61094,5959,0,20230,10620
2009-07-21T00:00:00.000,090741,CANADIAN DOLLAR,89893,41632,14760,4210,6162,1407,48660,5519,2381,34563,15368
2009-07-21T00:00:00.000,092741,SWISS FRANC,39639,19784,3869,0,942,1934,26742,0,0,17088,7253
