report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,lev_money_positions_long,lev_money_positions_short,asset_mgr_positions_long,asset_mgr_positions_short,dealer_positions_long_all,dealer_positions_short_all,other_rept_positions_long,other_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all
2024-05-14T00:00:00.000,098662,USD INDEX,42817,17548,35204,17344,250,393,1487,2848,2547,3535,2180
2024-05-14T00:00:00.000,099741,EURO FX,656802,75619,82704,398845,158505,28935,296362,28081,15036,76472,55345
2024-05-14T00:00:00.000,112741,NZ DOLLAR,55640,20202,13237,6599,28555,22674,6859,818,680,3683,4645
2024-05-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,201798,11293,41456,42585,115564,106032,9800,7631,750,25881,25852
2024-05-21T00:00:00.000,090741,CANADIAN DOLLAR,234491,13831,71428,44224,114851,120120,4073,15533,2323,29011,30044
2024-05-21T00:00:00.000,092741,SWISS FRANC,94270,11028,22510,20672,44641,46684,1293,1170,402,11669,22377
2024-05-21T00:00:00.000,096742,BRITISH POUND,223976,49955,52535,43406,91342,75014,20155,0,3310,28849,29882
2024-05-21T00:00:00.000,097741,JAPANESE YEN,301315,24064,107631,49257,121858,157088,12755,17854,3869,41339,43489
2024-05-21T00:00:00.000,098662,USD INDEX,39920,16065,32002,16504,250,423,1487,2613,2433,3126,2559
2024-05-21T00:00:00.000,099741,EURO FX,653081,75342,77721,401674,137896,17559,319690,28698,15944,78304,50326
2024-05-21T00:00:00.000,112741,NZ DOLLAR,49105,18264,13009,10296,21314,14713,8742,1271,105,3258,4632
2024-05-21T00:00:00.000,232741,AUSTRALIAN DOLLAR,196609,18846,38355,49537,113706,84401,12348,7735,750,28387,23747
2024-05-28T00:00:00.000,090741,CANADIAN DOLLAR,264401,15583,67302,78163,111802,110570,29868,14041,5617,29401,33169
2024-05-28T00:00:00.000,092741,SWISS FRANC,100381,13458,24468,22491,48266,50853,1306,1210,402,9553,23123
2024-05-28T00:00:00.000,096742,BRITISH POUND,268749,57756,54530,63833,90874,71882,51789,0,3049,33632,26861
2024-05-28T00:00:00.000,097741,JAPANESE YEN,325231,21005,114950,47766,129725,184233,11854,18152,4544,42324,52407
2024-05-28T00:00:00.000,098662,USD INDEX,40108,15927,32200,16127,303,378,1487,2808,2512,3621,2359
2024-05-28T00:00:00.000,099741,EURO FX,664864,74699,67353,405892,136029,18294,337190,28492,13885,79849,52769
2024-05-28T00:00:00.000,112741,NZ DOLLAR,57525,19496,17160,14428,22427,13725,8821,1332,306,3687,3954
2024-05-28T00:00:00.000,232741,AUSTRALIAN DOLLAR,193678,19457,32368,49202,113755,82877,13127,8536,1378,24416,23860
2024-06-04T00:00:00.000,090741,CANADIAN DOLLAR,265761,16574,67806,78481,118145,116700,27120,12929,3348,27528,35793
2024-06-04T00:00:00.000,092741,SWISS FRANC,98815,11160,25420,21332,45066,49908,1750,890,0,11667,22721
2024-06-04T00:00:00.000,096742,BRITISH POUND,267750,57082,44132,68051,78347,67218,73062,502,2880,34034,28466
2024-06-04T00:00:00.000,097741,JAPANESE YEN,303009,36986,106798,29678,105388,149817,24238,20909,3172,44416,42210
2024-06-04T00:00:00.000,098662,USD INDEX,38645,12858,29668,15672,413,408,1487,3592,2259,3598,2301
2024-06-04T00:00:00.000,099741,EURO FX,671736,80602,68259,409324,127424,17213,357516,28605,13461,79709,48793
2024-06-04T00:00:00.000,112741,NZ DOLLAR,54758,16457,11778,19508,23381,7348,9731,1357,238,4058,3600
2024-06-04T00:00:00.000,232741,AUSTRALIAN DOLLAR,199796,18462,29833,43652,114309,82030,10586,7595,1391,26878,22498
2024-06-11T00:00:00.000,090741,CANADIAN DOLLAR,307387,19062,90659,74657,140947,151540,20415,18380,3050,29714,38282
2024-06-11T00:00:00.000,092741,SWISS FRANC,101556,11295,25652,20692,42074,47414,1432,1190,431,10891,21893
2024-06-11T00:00:00.000,096742,BRITISH POUND,275487,62078,43804,70550,82174,69679,79036,1101,2707,32264,27951
2024-06-11T00:00:00.000,097741,JAPANESE YEN,319274,23310,110501,30311,107781,172160,19814,22161,2798,40507,47555
2024-06-11T00:00:00.000,098662,USD INDEX,38327,15927,29000,13727,395,0,1487,1954,2375,3837,2188
2024-06-11T00:00:00.000,099741,EURO FX,712894,79583,80975,408140,135021,20083,335166,28003,13348,93970,65269
2024-06-11T00:00:00.000,112741,NZ DOLLAR,65785,16495,9831,23361,24973,5511,12179,1078,188,4516,3790
2024-06-11T00:00:00.000,232741,AUSTRALIAN DOLLAR,212796,15634,32880,42993,117120,87941,5665,6980,625,27553,24811
2024-06-18T00:00:00.000,090741,CANADIAN DOLLAR,351458,15442,85578,28816,149656,194401,4394,15471,4054,25799,36247
2024-06-18T00:00:00.000,092741,SWISS FRANC,88290,5067,21824,21133,40358,47903,4154,440,973,13407,20641
2024-06-18T00:00:00.000,096742,BRITISH POUND,207303,69585,30619,57173,95719,32686,31538,0,2707,29039,27900
2024-06-18T00:00:00.000,097741,JAPANESE YEN,297117,25633,116030,28364,114480,172091,3694,23489,3360,33745,45758
2024-06-18T00:00:00.000,098662,USD INDEX,40237,17397,12999,13428,464,127,22378,4651,1689,3666,1739
2024-06-18T00:00:00.000,099741,EURO FX,650388,78396,87215,399229,149304,12131,289849,29258,12559,71985,52072
2024-06-18T00:00:00.000,112741,NZ DOLLAR,58436,17867,8052,29210,21689,3638,23640,881,396,4935,2754
2024-06-18T00:00:00.000,232741,AUSTRALIAN DOLLAR,174695,21338,32104,46717,110054,66293,3924,6980,518,26006,20734
2024-06-25T00:00:00.000,090741,CANADIAN DOLLAR,278437,17798,79512,30649,139986,173958,6930,14691,6750,29063,32981
2024-06-25T00:00:00.000,092741,SWISS FRANC,84204,5442,20493,19415,36334,48349,2010,878,973,9253,23527
2024-06-25T00:00:00.000,096742,BRITISH POUND,207697,71065,32385,52784,100796,38997,27936,0,2707,28209,27231
2024-06-25T00:00:00.000,097741,JAPANESE YEN,340237,30032,139676,29810,127595,203072,5635,22775,4825,37891,45849
2024-06-25T00:00:00.000,098662,USD INDEX,43147,18877,14981,14511,830,87,22398,4750,1859,3848,2005
2024-06-25T00:00:00.000,099741,EURO FX,650087,78729,90328,396476,155008,13201,278823,30551,12996,71392,53194
2024-06-25T00:00:00.000,112741,NZ DOLLAR,60495,20006,7443,30496,19544,1964,27692,1484,196,4540,3615
2024-06-25T00:00:00.000,232741,AUSTRALIAN DOLLAR,181071,25149,28558,51395,100592,62236,18180,7383,3166,27370,23037
2024-07-02T00:00:00.000,090741,CANADIAN DOLLAR,263465,10251,79574,29378,127393,166571,5041,15444,5485,29321,33472
2024-07-02T00:00:00.000,092741,SWISS FRANC,92286,3965,22226,18039,43163,58719,1810,440,973,10180,23171
2024-07-02T00:00:00.000,096742,BRITISH POUND,198119,79931,29649,43966,91800,25507,29525,1259,2707,30408,27390
2024-07-02T00:00:00.000,097741,JAPANESE YEN,349817,30607,139789,30433,130469,210632,6166,22367,7293,40081,50403
2024-07-02T00:00:00.000,098662,USD INDEX,45627,18109,18256,17356,458,234,22398,5025,1588,3988,2012
2024-07-02T00:00:00.000,099741,EURO FX,636895,72818,82267,391717,170016,8121,258959,30904,14558,73248,51008
2024-07-02T00:00:00.000,112741,NZ DOLLAR,62491,23825,8234,28826,17095,1601,29383,1441,629,3855,4207
2024-07-02T00:00:00.000,232741,AUSTRALIAN DOLLAR,197799,32866,31417,61035,97302,63466,37592,7597,3196,26736,22193
2024-07-09T00:00:00.000,090741,CANADIAN DOLLAR,257288,10167,77092,29634,116004,157587,9309,14493,7380,31676,33772
2024-07-09T00:00:00.000,092741,SWISS FRANC,93433,3929,24102,17981,43696,60824,1726,0,0,9743,22953
2024-07-09T00:00:00.000,096742,BRITISH POUND,224179,88548,34320,65951,94627,16501,49720,890,3119,34670,24774
2024-07-09T00:00:00.000,097741,JAPANESE YEN,348954,33815,144450,33240,122260,201463,9002,22720,7692,41519,49353
2024-07-09T00:00:00.000,098662,USD INDEX,43263,16589,14777,16303,599,330,22398,5112,1771,3200,1989
2024-07-09T00:00:00.000,099741,EURO FX,637266,73785,79258,393029,160108,9478,275000,28012,13554,75272,51656
2024-07-09T00:00:00.000,112741,NZ DOLLAR,59513,20320,7649,28467,17196,2067,28114,1564,375,4250,3334
2024-07-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,225017,37541,38456,75851,98517,63011,57075,10663,2737,30274,20555
2024-07-16T00:00:00.000,090741,CANADIAN DOLLAR,280941,15994,87584,28600,139336,178474,3040,14099,2101,29000,34106
2024-07-16T00:00:00.000,092741,SWISS FRANC,98671,5432,26058,19265,47512,62527,1775,0,0,10344,22223
2024-07-16T00:00:00.000,096742,BRITISH POUND,280623,108801,39140,94873,90704,17456,105047,1440,3895,40067,23851
2024-07-16T00:00:00.000,097741,JAPANESE YEN,307205,30754,105799,39381,104647,162620,8804,22193,27681,37613,45630
2024-07-16T00:00:00.000,098662,USD INDEX,38651,17673,9616,10772,601,470,22398,4986,2014,3141,2413
2024-07-16T00:00:00.000,099741,EURO FX,649251,85859,78470,400777,153417,9122,296439,23709,15941,74281,49481
2024-07-16T00:00:00.000,112741,NZ DOLLAR,60953,22370,9794,20330,20384,9247,20469,1557,2398,4648,5107
2024-07-16T00:00:00.000,232741,AUSTRALIAN DOLLAR,229593,34561,36636,79209,100239,63929,65130,11809,4273,34164,17394
2024-07-23T00:00:00.000,090741,CANADIAN DOLLAR,315684,14209,97178,28256,162183,210347,2699,18866,2557,30068,37129
2024-07-23T00:00:00.000,092741,SWISS FRANC,92633,4931,23819,20474,42608,56179,1698,0,1128,9973,22304
2024-07-23T00:00:00.000,096742,BRITISH POUND,289241,118233,35065,93739,90184,19291,115005,1440,4535,37509,25423
2024-07-23T00:00:00.000,097741,JAPANESE YEN,307183,37264,95860,45815,98757,142797,27645,25553,27507,41474,43134
2024-07-23T00:00:00.000,098662,USD INDEX,38818,19925,9022,9052,1346,143,22398,4917,1960,3212,2523
2024-07-23T00:00:00.000,099741,EURO FX,672022,83176,78836,425830,151792,9528,320791,23819,14901,72740,48773
2024-07-23T00:00:00.000,112741,NZ DOLLAR,63589,28674,10548,10334,24707,17247,18149,2083,3706,3867,5095
2024-07-23T00:00:00.000,232741,AUSTRALIAN DOLLAR,226258,36280,38343,71123,104405,65891,55639,13089,853,33944,21087
2024-07-30T00:00:00.000,090741,CANADIAN DOLLAR,351856,13532,116322,26401,176853,246823,2773,20541,3826,31470,38993
2024-07-30T00:00:00.000,092741,SWISS FRANC,85475,6426,21872,18031,39353,48730,930,0,403,11402,22031
2024-07-30T00:00:00.000,096742,BRITISH POUND,268554,108579,36908,80797,93231,22705,90668,685,3647,37321,25633
2024-07-30T00:00:00.000,097741,JAPANESE YEN,303151,27725,98058,47173,78107,148852,47711,29351,25105,35975,40095
2024-07-30T00:00:00.000,098662,USD INDEX,39266,20167,8800,9332,1798,0,22398,4792,2542,3659,2412
2024-07-30T00:00:00.000,099741,EURO FX,667299,73234,91398,425151,160147,12022,292272,24492,14096,72802,49788
2024-07-30T00:00:00.000,112741,NZ DOLLAR,76323,30805,16709,6230,33795,33291,14369,1341,4238,3547,6103
2024-07-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,205852,28758,38377,60404,113532,69527,18241,13774,853,27269,28729
2024-08-06T00:00:00.000,090741,CANADIAN DOLLAR,335120,10014,110683,27420,167690,234623,4158,17539,3259,31460,35266
2024-08-06T00:00:00.000,092741,SWISS FRANC,68503,7771,15143,14257,31872,34303,2258,0,0,11309,18367
2024-08-06T00:00:00.000,096742,BRITISH POUND,224042,90924,33436,57943,95822,26242,49413,0,3119,33006,26325
2024-08-06T00:00:00.000,097741,JAPANESE YEN,298937,27905,52063,38725,56287,143742,117746,40689,24123,33312,34154
2024-08-06T00:00:00.000,098662,USD INDEX,42026,30626,11500,5870,1371,96,22398,1409,2423,2667,2976
2024-08-06T00:00:00.000,099741,EURO FX,671104,75644,90252,429417,155519,9987,305767,24662,12452,74618,50338
2024-08-06T00:00:00.000,112741,NZ DOLLAR,74141,23047,18642,3732,29485,42046,14629,554,4234,3611,6000
2024-08-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,192634,19305,35812,56700,111315,75379,10832,12157,1038,22601,27145
2024-08-13T00:00:00.000,090741,CANADIAN DOLLAR,323167,9546,112680,26260,158263,229662,3435,14674,4417,31163,32510
2024-08-13T00:00:00.000,092741,SWISS FRANC,65751,7810,13735,12377,32148,32629,2289,0,0,12177,16821
2024-08-13T00:00:00.000,096742,BRITISH POUND,205569,77421,31908,49076,88381,23872,37489,0,3119,36458,25930
2024-08-13T00:00:00.000,097741,JAPANESE YEN,315338,43859,46274,49002,52009,133013,148641,43874,23247,33201,32778
2024-08-13T00:00:00.000,098662,USD INDEX,45236,34048,11785,5843,3620,216,22398,1305,2193,2194,3610
2024-08-13T00:00:00.000,099741,EURO FX,667350,71009,94427,424905,147790,10434,304665,25605,12115,77589,50545
2024-08-13T00:00:00.000,112741,NZ DOLLAR,66596,16800,14786,5629,25014,37841,15282,411,4412,4240,5427
2024-08-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,188298,13482,36250,57592,105713,72393,7824,12612,427,24636,30501
2024-08-20T00:00:00.000,090741,CANADIAN DOLLAR,314073,10354,99611,25160,160924,221945,3017,14256,5567,30062,32658
2024-08-20T00:00:00.000,092741,SWISS FRANC,67104,7248,14415,11599,33459,35279,1870,0,0,12329,16711
2024-08-20T00:00:00.000,096742,BRITISH POUND,231383,83572,39807,68865,77300,15547,59970,0,3351,37610,25166
2024-08-20T00:00:00.000,097741,JAPANESE YEN,316197,37384,47877,50500,49244,134081,153299,46888,23249,35989,31173
2024-08-20T00:00:00.000,098662,USD INDEX,48713,37049,13488,5732,4733,239,22398,1525,2707,2361,3580
2024-08-20T00:00:00.000,099741,EURO FX,692017,75339,78023,436430,131472,11271,358161,25859,14450,82517,49310
2024-08-20T00:00:00.000,112741,NZ DOLLAR,66846,16718,14985,8145,21901,33899,17188,658,5115,4465,4696
2024-08-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,187360,16862,43949,61418,101363,63960,10620,13173,0,25338,24819
2024-08-27T00:00:00.000,090741,CANADIAN DOLLAR,296041,8702,81657,27513,125444,182012,25531,14607,4060,32042,28184
2024-08-27T00:00:00.000,092741,SWISS FRANC,68768,9082,12936,12568,35568,32929,2841,0,400,12417,15251
2024-08-27T00:00:00.000,096742,BRITISH POUND,274215,96550,41947,88048,72661,14658,98513,1702,3151,41570,26256
2024-08-27T00:00:00.000,097741,JAPANESE YEN,318259,32111,53602,52414,42650,133556,163416,50187,14182,38943,33361
2024-08-27T00:00:00.000,098662,USD INDEX,51056,39094,13930,6057,6055,246,22398,1634,3290,2191,3549
2024-08-27T00:00:00.000,099741,EURO FX,726519,94322,73854,442350,120806,11760,408951,26236,13741,88749,46065
2024-08-27T00:00:00.000,112741,NZ DOLLAR,65108,16297,15119,10521,19997,27560,17352,1315,3882,4943,4286
2024-08-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,204850,18432,38580,76568,94708,57715,43292,11928,0,31461,19524
2024-09-03T00:00:00.000,090741,CANADIAN DOLLAR,255897,16150,67341,40194,104456,127446,29701,14801,3624,33726,27195
2024-09-03T00:00:00.000,092741,SWISS FRANC,67121,6475,11162,11111,34551,32084,2856,456,0,14057,15614
2024-09-03T00:00:00.000,096742,BRITISH POUND,285461,101930,36587,92234,67588,15458,116966,1793,3151,39617,26740
2024-09-03T00:00:00.000,097741,JAPANESE YEN,326795,34653,51496,57631,37280,130878,181498,50455,8992,38134,32485
2024-09-03T00:00:00.000,098662,USD INDEX,48563,37510,10968,6038,6624,0,22482,996,2947,2233,3756
2024-09-03T00:00:00.000,099741,EURO FX,740311,95060,69208,440669,115476,14325,420755,26919,13064,85362,43832
2024-09-03T00:00:00.000,112741,NZ DOLLAR,63566,17803,13457,14074,19915,18406,17525,1707,3487,6120,3726
2024-09-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,213538,19335,36594,80857,88522,56612,59106,12742,0,31865,17189
2024-09-10T00:00:00.000,090741,CANADIAN DOLLAR,251209,12366,57188,35950,109451,130770,24820,13436,3098,30986,28951
2024-09-10T00:00:00.000,092741,SWISS FRANC,80439,5130,9253,10955,35237,31015,3029,0,0,15706,15287
2024-09-10T00:00:00.000,096742,BRITISH POUND,272336,91103,34479,84328,68320,14985,101280,698,4025,42246,25256
2024-09-10T00:00:00.000,097741,JAPANESE YEN,376514,36657,51229,57419,29500,132630,208600,53760,2086,42728,31779
2024-09-10T00:00:00.000,098662,USD INDEX,48653,34658,7925,6351,6267,0,22557,686,2715,1916,4147
2024-09-10T00:00:00.000,099741,EURO FX,741888,76583,63756,436889,118461,13376,398775,25208,13438,92555,50181
2024-09-10T00:00:00.000,112741,NZ DOLLAR,63720,14506,12899,14821,19209,17887,16225,1109,3652,6929,3267
2024-09-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,230013,16291,24893,77168,89205,57119,54705,6803,0,30094,18672
2024-09-17T00:00:00.000,090741,CANADIAN DOLLAR,256538,9819,61437,33209,110978,136314,22069,13274,3221,32218,27129
2024-09-17T00:00:00.000,092741,SWISS FRANC,58554,8269,11171,12441,30606,22428,741,0,0,14395,15015
2024-09-17T00:00:00.000,096742,BRITISH POUND,212595,82612,36953,73052,72500,7600,67492,723,3814,37880,21108
2024-09-17T00:00:00.000,097741,JAPANESE YEN,199463,30066,45846,56250,26258,7567,89712,56223,3289,42545,27546
2024-09-17T00:00:00.000,098662,USD INDEX,24759,11212,10300,5877,6502,3219,0,757,2382,1935,3816
2024-09-17T00:00:00.000,099741,EURO FX,678001,72490,66772,427973,121834,13005,382926,26300,12992,86454,41698
2024-09-17T00:00:00.000,112741,NZ DOLLAR,49301,14540,10397,16680,17885,10903,13226,946,3713,5579,3427
2024-09-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,169684,13517,30632,56673,90816,58354,21565,6325,0,27547,19403
2024-09-24T00:00:00.000,090741,CANADIAN DOLLAR,213164,16901,59466,28581,108406,114557,7901,13902,4011,31425,25582
2024-09-24T00:00:00.000,092741,SWISS FRANC,60688,7913,12210,11673,31560,26291,1,0,0,13588,15694
2024-09-24T00:00:00.000,096742,BRITISH POUND,251641,100193,38500,88060,75894,6622,97720,4122,4274,40935,23544
2024-09-24T00:00:00.000,097741,JAPANESE YEN,207702,36841,42289,57478,26125,3063,97055,60834,4244,40901,29404
2024-09-24T00:00:00.000,098662,USD INDEX,27029,13306,11758,5736,7334,3246,0,859,2197,2097,3955
2024-09-24T00:00:00.000,099741,EURO FX,679514,70914,66148,428761,125770,14057,372075,25009,15878,87312,46182
2024-09-24T00:00:00.000,112741,NZ DOLLAR,55135,18919,9900,18866,22201,9452,13802,1584,5304,5792,3406
2024-09-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,176442,29593,30965,68866,85769,26865,36376,11894,0,35139,19247
2024-10-01T00:00:00.000,090741,CANADIAN DOLLAR,216044,15073,59545,37876,103674,108359,19765,15622,3781,32088,22253
2024-10-01T00:00:00.000,092741,SWISS FRANC,62140,6037,14119,13142,31957,26680,428,0,493,15073,13935
2024-10-01T00:00:00.000,096742,BRITISH POUND,257312,98373,35033,93765,81178,6089,100829,4957,3814,41576,23906
2024-10-01T00:00:00.000,097741,JAPANESE YEN,196200,38018,36643,52582,23538,3885,90208,54633,8704,38010,28035
2024-10-01T00:00:00.000,098662,USD INDEX,26321,13112,9291,4892,8043,3033,97,454,2349,2515,4226
2024-10-01T00:00:00.000,099741,EURO FX,674734,70416,70519,421463,127162,12963,355422,25007,15121,87650,49275
2024-10-01T00:00:00.000,112741,NZ DOLLAR,61226,18631,9892,24387,22261,9327,20551,1774,4858,6405,2962
2024-10-01T00:00:00.000,232741,AUSTRALIAN DOLLAR,201032,42087,25376,77133,86924,26342,67587,15546,544,36153,16830
2024-10-08T00:00:00.000,090741,CANADIAN DOLLAR,224645,14372,69254,32886,106745,123024,11643,15802,1363,30344,27423
2024-10-08T00:00:00.000,092741,SWISS FRANC,63822,7291,9772,11708,34155,32257,546,560,2644,11109,15808
2024-10-08T00:00:00.000,096742,BRITISH POUND,255908,96094,30234,95244,83352,5606,99331,4914,3814,38166,23293
2024-10-08T00:00:00.000,097741,JAPANESE YEN,196685,38912,30971,55702,35994,20524,78041,37838,9101,35746,34615
2024-10-08T00:00:00.000,098662,USD INDEX,25635,10382,14251,6739,3941,3033,117,620,1812,2869,3522
2024-10-08T00:00:00.000,099741,EURO FX,669131,80224,62318,404607,137942,17427,346409,26081,17467,84183,48386
2024-10-08T00:00:00.000,112741,NZ DOLLAR,57037,17186,8528,24068,21976,9150,18699,683,4106,5417,3195
2024-10-08T00:00:00.000,232741,AUSTRALIAN DOLLAR,205706,43739,21162,84877,78524,25920,84331,13201,551,32659,15828
2024-10-15T00:00:00.000,090741,CANADIAN DOLLAR,296537,31121,87132,30079,152928,179366,13673,17837,3157,29024,30537
2024-10-15T00:00:00.000,092741,SWISS FRANC,66154,6194,10784,13325,35651,34793,638,560,3591,10505,14713
2024-10-15T00:00:00.000,096742,BRITISH POUND,250150,86670,27892,95635,86045,7197,92114,6717,3814,37756,24110
2024-10-15T00:00:00.000,097741,JAPANESE YEN,197871,37868,28355,55829,46498,17471,71981,39613,6476,37699,35170
2024-10-15T00:00:00.000,098662,USD INDEX,24171,9172,14732,6563,2557,3159,0,961,1655,2792,3703
2024-10-15T00:00:00.000,099741,EURO FX,658481,79699,66796,377266,154627,37773,311755,25512,18897,82051,50226
2024-10-15T00:00:00.000,112741,NZ DOLLAR,54894,15319,9830,22758,23392,10901,13808,790,4152,4646,3232
2024-10-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,193289,36287,24273,73252,83356,25434,64511,18358,0,34998,16189
2024-10-22T00:00:00.000,090741,CANADIAN DOLLAR,308279,22006,86907,27608,158777,201047,10164,18533,5282,28637,36701
2024-10-22T00:00:00.000,092741,SWISS FRANC,72719,4714,12881,14510,39571,40811,637,560,3725,11841,15622
2024-10-22T00:00:00.000,096742,BRITISH POUND,230130,81133,25283,82150,89479,11140,69060,6727,3814,31925,25439
2024-10-22T00:00:00.000,097741,JAPANESE YEN,207338,45083,38257,39768,59254,37429,55839,38873,5660,36715,38858
2024-10-22T00:00:00.000,098662,USD INDEX,29942,11763,21427,8859,964,3136,0,998,2078,3059,3346
2024-10-22T00:00:00.000,099741,EURO FX,650759,74459,84615,367611,174491,38526,258811,26974,18185,80010,51478
2024-10-22T00:00:00.000,112741,NZ DOLLAR,55605,19070,9715,19600,25440,10442,12562,1772,4030,4577,3714
2024-10-22T00:00:00.000,232741,AUSTRALIAN DOLLAR,186950,42698,26821,64402,77165,25439,62140,20271,535,31126,17275
2024-10-29T00:00:00.000,090741,CANADIAN DOLLAR,329945,20358,101169,28292,164403,219580,10320,20707,6278,28068,34835
2024-10-29T00:00:00.000,092741,SWISS FRANC,78973,5299,12312,15039,43335,46827,509,640,3971,10855,18533
2024-10-29T00:00:00.000,096742,BRITISH POUND,221535,82549,25828,69565,88493,12007,59634,5703,3814,32508,24563
2024-10-29T00:00:00.000,097741,JAPANESE YEN,225894,44746,48208,37607,70531,70010,53462,28023,4920,36292,39557
2024-10-29T00:00:00.000,098662,USD INDEX,32536,12784,24607,10442,497,3106,0,1007,1880,3093,3448
2024-10-29T00:00:00.000,099741,EURO FX,661675,75404,105616,365328,173279,56940,242985,26857,21505,73780,54924
2024-10-29T00:00:00.000,112741,NZ DOLLAR,58020,22598,10421,16011,27886,12940,10043,2063,3822,3672,5112
2024-10-29T00:00:00.000,232741,AUSTRALIAN DOLLAR,183977,45465,26404,49541,73643,32789,60279,22189,0,30644,20302
2024-11-05T00:00:00.000,090741,CANADIAN DOLLAR,336467,16729,105031,27929,166535,229582,11684,20488,5789,28368,34057
2024-11-05T00:00:00.000,092741,SWISS FRANC,75911,6434,10381,15780,40806,43182,651,520,4540,9674,19212
2024-11-05T00:00:00.000,096742,BRITISH POUND,219857,77495,35216,70307,85873,10860,51044,6807,3812,35517,25041
2024-11-05T00:00:00.000,097741,JAPANESE YEN,235762,32546,45268,37830,79774,81166,55799,36413,3986,35953,39081
2024-11-05T00:00:00.000,098662,USD INDEX,30825,11395,24142,10438,262,3226,0,1178,1784,3049,3098
2024-11-05T00:00:00.000,099741,EURO FX,645597,79747,103781,360538,143086,35168,255641,28567,22548,75889,54853
2024-11-05T00:00:00.000,112741,NZ DOLLAR,59800,19437,11373,10536,29561,23239,9765,2919,4011,3501,4922
2024-11-05T00:00:00.000,232741,AUSTRALIAN DOLLAR,177416,38875,26727,51080,66676,33405,56078,25338,0,25478,24695
2024-11-12T00:00:00.000,090741,CANADIAN DOLLAR,342557,7940,98579,27961,171213,242733,9422,21958,12435,28728,37671
2024-11-12T00:00:00.000,092741,SWISS FRANC,78380,3629,14024,15671,37384,48056,656,640,4615,9858,21175
2024-11-12T00:00:00.000,096742,BRITISH POUND,212345,79544,31007,61427,79797,14033,51308,8401,4391,29405,26307
2024-11-12T00:00:00.000,097741,JAPANESE YEN,257688,24817,54460,38925,89676,101853,54540,44393,4041,35915,43186
2024-11-12T00:00:00.000,098662,USD INDEX,36875,13859,29466,11896,523,3176,0,1736,1890,4443,3231
2024-11-12T00:00:00.000,099741,EURO FX,637105,72706,101719,357161,140965,27921,254485,29413,15743,78432,52721
2024-11-12T00:00:00.000,112741,NZ DOLLAR,64216,20610,15579,8817,29872,27722,9615,3262,3993,3317,4669
2024-11-12T00:00:00.000,232741,AUSTRALIAN DOLLAR,171880,26371,26686,48700,61741,36733,55258,29042,0,26542,23703
2024-11-19T00:00:00.000,090741,CANADIAN DOLLAR,348354,10857,96560,28064,170882,242239,13678,22868,15798,30046,37156
2024-11-19T00:00:00.000,092741,SWISS FRANC,82690,3022,14717,13732,38270,55934,0,640,4790,9009,24560
2024-11-19T00:00:00.000,096742,BRITISH POUND,220896,75875,25164,44662,87842,40260,49241,7715,5016,28148,29397
2024-11-19T00:00:00.000,097741,JAPANESE YEN,254087,26487,52854,39982,87798,78748,58955,58963,2232,37427,39768
2024-11-19T00:00:00.000,098662,USD INDEX,37320,12690,29820,13598,412,3287,0,1859,1994,3891,3099
2024-11-19T00:00:00.000,099741,EURO FX,658774,70766,110577,343463,160310,65675,237119,30907,24315,76465,54955
2024-11-19T00:00:00.000,112741,NZ DOLLAR,72846,19557,17412,8600,33955,36175,9767,3713,4026,3323,6208
2024-11-19T00:00:00.000,232741,AUSTRALIAN DOLLAR,181688,30460,27547,48831,67756,39646,49358,30216,0,24189,28681
2024-11-26T00:00:00.000,090741,CANADIAN DOLLAR,322420,7063,84289,28512,150241,215268,14541,22932,20136,31209,35777
2024-11-26T00:00:00.000,092741,SWISS FRANC,86500,3540,16520,15738,38956,56966,0,640,6380,9270,24298
2024-11-26T00:00:00.000,096742,BRITISH POUND,239062,77371,21429,38580,106042,63434,48711,12256,6611,22563,31411
2024-11-26T00:00:00.000,097741,JAPANESE YEN,253566,30485,53854,45033,74605,61943,68793,63065,2617,39946,40603
2024-11-26T00:00:00.000,098662,USD INDEX,37797,12909,30717,13861,481,3709,0,1889,1810,3722,3082
2024-11-26T00:00:00.000,099741,EURO FX,665553,78630,108586,339036,170328,68838,232782,30271,28661,78896,55314
2024-11-26T00:00:00.000,112741,NZ DOLLAR,79001,17973,19154,10390,37112,40519,9694,5107,4523,3340,6846
2024-11-26T00:00:00.000,232741,AUSTRALIAN DOLLAR,185533,30228,28755,52131,64837,38771,53198,31959,1981,23426,27744
2024-12-03T00:00:00.000,090741,CANADIAN DOLLAR,324325,10071,83901,27157,153837,219085,14879,21635,19172,31609,37768
