observation_date,ULQECU01CHQ657S
1995-04-01,1.52495928830098992
1995-07-01,1.06616603020519007
1995-10-01,0.86709233737415103
1996-01-01,-0.25255956494391402
1996-04-01,0.11671452439825200
1996-07-01,0.11825039448511100
1996-10-01,1.28161076873901991
1997-01-01,0.68158312351333195
1997-04-01,0.10164860589254000
1997-07-01,-0.02405277194137900
1997-10-01,-0.09488881474932470
1998-01-01,0.04908684132755050
1998-04-01,0.07651756934008330
1998-07-01,0.08417499396300041
1998-10-01,0.67931818699832702
1999-01-01,-0.07218734245267611
1999-04-01,0.74776244140445203
1999-07-01,-0.09234768916954340
1999-10-01,0.68596326023935705
2000-01-01,0.24967119322125600
2000-04-01,0.60634276823397304
2000-07-01,0.98800536855508303
2000-10-01,0.90083461363219497
2001-01-01,0.72716095308224704
2001-04-01,1.03679576697710996
2001-07-01,1.76226557008342999
2001-10-01,0.22411289153451699
2002-01-01,0.32965855029958702
2002-04-01,0.36198168078305898
2002-07-01,-0.99965065688771404
2002-10-01,0.11227232621584300
2003-01-01,0.12860528851441300
2003-04-01,0.02393757152781420
2003-07-01,0.03372383412878640
2003-10-01,-0.06016133193667220
2004-01-01,-0.08743650421309880
2004-04-01,0.21702445246414701
2004-07-01,0.82336839354556202
2004-10-01,0.74809203349078601
2005-01-01,0.37927424585079000
2005-04-01,0.66898014185355503
2005-07-01,-0.05050153419122140
2005-10-01,0.18196866267785300
2006-01-01,0.75433009826039599
2006-04-01,0.01979646700132310
2006-07-01,0.85435611304257297
2006-10-01,0.61130459829209205
2007-01-01,1.00389760046933008
2007-04-01,0.95107202658244006
2007-07-01,0.55990106839060205
2007-10-01,0.41973320970721201
2008-01-01,0.64566178264673602
2008-04-01,0.10691012076900400
2008-07-01,-0.08632671238943419
2008-10-01,0.82921138886721901
2009-01-01,-0.07461872665377740
2009-04-01,0.77798104822095004
2009-07-01,0.28489595457438499
2009-10-01,0.49241168080324799
2010-01-01,0.24251192454587800
2010-04-01,-0.13984882531508899
2010-07-01,0.45208522586298999
2010-10-01,0.18789773703842999
2011-01-01,-0.09098802477500810
2011-04-01,0.58590281080280904
2011-07-01,0.23529945558186499
2011-10-01,0.11520975765126799
2012-01-01,-0.08970924474356280
2012-04-01,0.36128129520315599
2012-07-01,-0.41497619814649100
2012-10-01,0.70490869606968398
2013-01-01,0.06497364797917810
2013-04-01,0.62090292460070895
2013-07-01,0.15937924288032401
2013-10-01,-0.08110158095758190
2014-01-01,0.24757239428035899
2014-04-01,-0.93613760784531896
2014-07-01,0.21588120210135101
2014-10-01,-0.53995510550151504
2015-01-01,0.32879960605580999
2015-04-01,-0.24427161704097500
2015-07-01,0.26264516088675000
2015-10-01,-0.39449185466776598
2016-01-01,-0.08441687110130960
2016-04-01,-0.00526780355476830
2016-07-01,0.04068382653430050
2016-10-01,-0.53022794041074595
2017-01-01,0.38987009379417398
2017-04-01,0.10714294211499201
2017-07-01,0.63078116683939500
2017-10-01,0.45027591502080500
2018-01-01,0.13410194177799101
2018-04-01,0.27307510873397300
2018-07-01,-0.29448810182474999
2018-10-01,0.54338938488731503
2019-01-01,0.33747620544454099
2019-04-01,0.65617582863228796
2019-07-01,0.66036589359863196
2019-10-01,0.73412376479218100
2020-01-01,-2.51502906474705012
2020-04-01,-2.11526627662285005
2020-07-01,5.06584868692504919
2020-10-01,-0.49861967309667699
2021-01-01,-1.20133327521781008
2021-04-01,2.38069988838338986
2021-07-01,3.01226524340252011
2021-10-01,-0.02391193072248040
2022-01-01,1.06325503077204009
2022-04-01,0.40275923954675003
2022-07-01,0.81332714516435700
2022-10-01,0.44828453812699898
2023-01-01,-0.02943729051361110
2023-04-01,0.26332311752135701
2023-07-01,0.50260068262069801
