date,GPR,GPRD_ACT,GPRD_THREAT,GPRD_MA30,GPRD_MA7
1985-01-01 00:00:00+00:00,230.0394287109375,275.1976013183594,153.02798461914062,230.0394287109375,230.0394287109375
1985-01-02 00:00:00+00:00,115.67697143554688,146.77206420898438,87.44457244873047,172.8582000732422,172.8582000732422
1985-01-03 00:00:00+00:00,97.42845916748047,158.93765258789062,29.45993423461914,147.71495056152344,147.71495056152344
1985-01-04 00:00:00+00:00,157.36663818359375,156.8822479248047,157.02635192871094,150.12786865234375,150.12786865234375
1985-01-05 00:00:00+00:00,81.36131286621094,92.6981430053711,77.31940460205078,136.3745574951172,136.3745574951172
1985-01-06 00:00:00+00:00,167.3013916015625,166.7864227294922,208.67453002929688,141.52903747558594,141.52903747558594
1985-01-07 00:00:00+00:00,105.3128433227539,57.26655197143555,143.29788208007812,136.35528564453125,136.35528564453125
1985-01-08 00:00:00+00:00,87.40283966064453,34.85352325439453,130.8207550048828,130.23623657226562,115.9786376953125
1985-01-09 00:00:00+00:00,121.40300750732422,103.73941040039062,129.79336547851562,129.2547607421875,116.79663848876953
1985-01-10 00:00:00+00:00,140.62786865234375,77.88611602783203,181.9011993408203,130.39207458496094,122.96798706054688
1985-01-11 00:00:00+00:00,94.85326385498047,130.93101501464844,72.80626678466797,127.1612777709961,114.03750610351562
1985-01-12 00:00:00+00:00,95.55484008789062,42.33809280395508,123.59953308105469,124.52740478515625,116.06514739990234
1985-01-13 00:00:00+00:00,91.78398895263672,16.63663101196289,138.76593017578125,122.00868225097656,105.27694702148438
1985-01-14 00:00:00+00:00,211.6362762451172,183.46507263183594,229.5419921875,128.41064453125,120.46601104736328
1985-01-15 00:00:00+00:00,97.16864776611328,105.67588806152344,102.83480834960938,126.32785034179688,121.86112976074219
1985-01-16 00:00:00+00:00,106.32933807373047,114.15604400634766,95.21741485595703,125.07794189453125,119.70774841308594
1985-01-17 00:00:00+00:00,54.68861770629883,62.308895111083984,38.97882843017578,120.93739318847656,107.43070983886719
1985-01-18 00:00:00+00:00,111.21331024169922,63.3548469543457,132.11048889160156,120.39717102050781,109.76786041259766
