observation_date,ULQELP01CAQ661S
1961-01-01,53.2397394512739
1961-04-01,53.9461004056020
1961-07-01,54.9341665231043
1961-10-01,55.1194597672313
1962-01-01,56.2508175092952
1962-04-01,56.0841169021921
1962-07-01,56.7368025604108
1962-10-01,57.9251470164657
1963-01-01,58.0837647690272
1963-04-01,58.4250932844416
1963-07-01,57.9842471102276
1963-10-01,59.0459699321455
1964-01-01,59.9528912556120
1964-04-01,59.9509056848224
1964-07-01,60.2407121617804
1964-10-01,60.0591419507410
1965-01-01,61.0015904348040
1965-04-01,61.1709331920342
1965-07-01,61.5052818943565
1965-10-01,62.2758660295196
1966-01-01,61.7187834130144
1966-04-01,62.6944751796119
1966-07-01,62.0359000613336
1966-10-01,62.2357462168673
1967-01-01,61.5592063717390
1967-04-01,62.7471352913862
1967-07-01,62.2801276359676
1967-10-01,62.6156533276856
1968-01-01,63.2192297812580
1968-04-01,64.4260135035590
1968-07-01,64.5252590827469
1968-10-01,64.5753601294802
1969-01-01,64.6806273428204
1969-04-01,64.7041815208039
1969-07-01,65.6469041930493
1969-10-01,66.3969785934596
1970-01-01,66.6843017289612
1970-04-01,66.2155153276489
1970-07-01,66.7586093528665
1970-10-01,66.5449436246374
1971-01-01,65.8711828757576
1971-04-01,67.6466978472060
1971-07-01,68.4834100164256
1971-10-01,68.5033954939035
1972-01-01,67.9039712600475
1972-04-01,69.6322122602438
1972-07-01,69.2616350940920
1972-10-01,70.3923503509491
1973-01-01,70.6956098792166
1973-04-01,70.1375966431613
1973-07-01,70.5039981363712
1973-10-01,70.7740005839132
1974-01-01,70.2763526210622
1974-04-01,70.5551314209677
1974-07-01,69.8217310431613
1974-10-01,69.0584863618767
1975-01-01,69.1441002901134
1975-04-01,69.3285708217232
1975-07-01,70.3013108112255
1975-10-01,70.2075191797561
1976-01-01,69.5777111442498
1976-04-01,70.5676427549864
1976-07-01,70.5856520947544
1976-10-01,70.3977832129600
1977-01-01,71.0731168446419
1977-04-01,71.2089243377775
1977-07-01,71.4089652216696
1977-10-01,72.1608033860236
1978-01-01,72.1886273457908
1978-04-01,71.9632952285344
1978-07-01,71.7905560447280
1978-10-01,71.6391299981227
1979-01-01,71.4907734016574
1979-04-01,71.7510453130828
1979-07-01,71.3880038828516
1979-10-01,71.1790801822694
1980-01-01,71.2978443199878
1980-04-01,71.0937646722826
1980-07-01,70.6016742360642
1980-10-01,70.7328277806224
1981-01-01,71.3960142321534
1981-04-01,71.6285606947573
1981-07-01,71.0236991967865
1981-10-01,71.0983051279642
1982-01-01,70.9214945529870
1982-04-01,71.1069948809571
1982-07-01,71.5716432676613
1982-10-01,71.3746063572385
1983-01-01,72.1915651027401
1983-04-01,72.6881754638198
1983-07-01,72.4710868963915
1983-10-01,73.0810638239942
1984-01-01,74.1928245834927
1984-04-01,75.2404431016790
1984-07-01,74.8447117222692
1984-10-01,75.7430413967714
1985-01-01,76.2026278819468
1985-04-01,75.8025445234864
1985-07-01,76.0990761573778
1985-10-01,76.5757522385570
1986-01-01,75.8799027313724
1986-04-01,75.7718435853968
1986-07-01,75.7101374091653
1986-10-01,74.8639937139585
1987-01-01,76.1830070762312
1987-04-01,76.2887955504563
1987-07-01,76.8056397934451
1987-10-01,76.8738132521066
1988-01-01,77.3423278697469
1988-04-01,77.7265160450521
1988-07-01,77.5079312062257
1988-10-01,77.5494300241485
1989-01-01,77.5636913609122
1989-04-01,77.7394381434498
1989-07-01,77.7440117443839
1989-10-01,77.3351739700944
1990-01-01,77.6648586988801
1990-04-01,77.3133637650834
1990-07-01,76.9112987940276
1990-10-01,76.8991171368954
1991-01-01,76.6094908872478
1991-04-01,76.8303639322551
1991-07-01,76.9591337190842
1991-10-01,77.3204669480606
1992-01-01,77.7565985060475
1992-04-01,78.0994497424756
1992-07-01,78.6393094051251
1992-10-01,79.0589519028548
1993-01-01,79.2341324046724
1993-04-01,79.9851413088421
1993-07-01,80.4250206108860
1993-10-01,80.5429457594007
1994-01-01,81.4616269888570
1994-04-01,81.9735725040991
1994-07-01,82.1869006020608
1994-10-01,82.1956270515833
1995-01-01,82.6502630935398
1995-04-01,82.7031364299072
1995-07-01,82.6114955775952
1995-10-01,82.7237009505070
1996-01-01,82.5078529255366
1996-04-01,82.8934439662550
1996-07-01,83.4669442475518
1996-10-01,84.1211917278243
1997-01-01,84.5519024093603
1997-04-01,84.9747096128384
1997-07-01,85.0489134728674
1997-10-01,85.4155142445094
1998-01-01,86.2872696018496
1998-04-01,85.8233256257458
1998-07-01,85.9299422873735
1998-10-01,86.5832420205826
1999-01-01,87.6245374159919
1999-04-01,87.8916094680860
1999-07-01,88.6182858357256
1999-10-01,89.2103243011315
2000-01-01,89.9230585030325
2000-04-01,90.6141396809246
2000-07-01,91.2734682988100
2000-10-01,90.8277664930760
2001-01-01,91.2264753593472
2001-04-01,91.2191087899886
2001-07-01,91.0026735835531
2001-10-01,91.4238909616782
2002-01-01,92.2687102155067
2002-04-01,91.8125045090930
2002-07-01,91.6797459722694
2002-10-01,91.6371436319950
2003-01-01,91.4652265688264
2003-04-01,91.2530609222198
2003-07-01,91.2685320237070
2003-10-01,91.1854354699985
2004-01-01,91.5447706987156
2004-04-01,92.1960386945335
2004-07-01,92.9834036495592
2004-10-01,93.3417440397995
2005-01-01,93.4567418632412
2005-04-01,93.8944154893032
2005-07-01,94.5415922289942
2005-10-01,95.1151235099802
2006-01-01,95.4643124442183
2006-04-01,94.8042783059585
2006-07-01,94.9193139357038
2006-10-01,94.9503144758022
2007-01-01,94.8079970849120
2007-04-01,95.4346518453428
2007-07-01,95.1115855132241
2007-10-01,94.7581592765903
2008-01-01,94.4893053342426
2008-04-01,94.6918529758242
2008-07-01,95.3717861401612
2008-10-01,94.2345058667703
2009-01-01,93.2850834144254
2009-04-01,92.6243663211974
2009-07-01,93.1168260532368
2009-10-01,93.7684842086284
2010-01-01,94.6347631638213
2010-04-01,94.4137570569019
2010-07-01,94.6062633146474
2010-10-01,95.4822328910826
2011-01-01,95.6343691930985
2011-04-01,95.5783540123287
2011-07-01,96.5047342624651
2011-10-01,97.3275096668466
2012-01-01,97.1755558486818
2012-04-01,96.7538739191273
2012-07-01,96.4998548817798
2012-10-01,96.1925378715098
2013-01-01,96.7792858589190
2013-04-01,97.1209414987394
2013-07-01,97.8928847002320
2013-10-01,98.8798342370410
2014-01-01,99.0183752517029
2014-04-01,99.8444446875055
2014-07-01,100.4885267851850
2014-10-01,100.9439341941110
2015-01-01,100.1108530947000
2015-04-01,99.8410027231997
2015-07-01,99.9924979827151
2015-10-01,100.0556461993850
2016-01-01,100.6246616616740
2016-04-01,99.7706273987807
2016-07-01,100.5243231399800
2016-10-01,100.6289852675000
2017-01-01,101.1609831426050
2017-04-01,101.7151866352250
2017-07-01,101.1334430260540
2017-10-01,101.0382949917130
2018-01-01,101.9662675826910
2018-04-01,102.4849359983250
2018-07-01,102.3956447227010
2018-10-01,102.0083801796640
2019-01-01,101.6472579557320
2019-04-01,102.0299534849020
2019-07-01,102.1447920927550
2019-10-01,102.4207004989980
2020-01-01,102.1585280994630
2020-04-01,102.9703438929350
2020-07-01,103.0084687757030
2020-10-01,102.5214689471700
2021-01-01,103.7329871506540
2021-04-01,102.8226234189720
2021-07-01,102.5731448742980
2021-10-01,102.6247839569280
2022-01-01,102.7780039533320
2022-04-01,102.7380243421380
2022-07-01,103.2304886242510
2022-10-01,102.4383312208430
2023-01-01,101.8756308909580
2023-04-01,101.8147381421340
2023-07-01,101.1598943432560
