observation_date,ULQELP01USQ657S
1960-01-01,1.8002050114129300
1960-04-01,-1.8151022906013301
1960-07-01,0.5472508895391790
1960-10-01,-1.0072503186300701
1961-01-01,0.8307213230138381
1961-04-01,1.9035126127922799
1961-07-01,1.8246490423639401
1961-10-01,1.4984833918914300
1962-01-01,1.1503871863620101
1962-04-01,0.6061777616436180
1962-07-01,0.7689396649418010
1962-10-01,0.1970712521756330
1963-01-01,0.8215992006991630
1963-04-01,0.3952963576651510
1963-07-01,1.6572328441974999
1963-10-01,0.2690627438472970
1964-01-01,1.5794166130309699
1964-04-01,-0.0587164885590473
1964-07-01,1.4481025646383601
1964-10-01,-0.0222406404251939
1965-01-01,1.7233595425106600
1965-04-01,0.2498553108830050
1965-07-01,1.5471091454051400
1965-10-01,1.6520378380810501
1966-01-01,1.9422976064151500
1966-04-01,-0.2399914589170230
1966-07-01,0.1652113350701040
1966-10-01,0.0420144564998752
1967-01-01,1.0018972763046099
1967-04-01,-0.5191697473913850
1967-07-01,-0.0163706873535900
1967-10-01,0.0805297242019878
1968-01-01,2.1936967122152802
1968-04-01,0.5360957878998920
1968-07-01,0.5749973644544299
1968-10-01,-0.1295399058396610
1969-01-01,0.6856729585036200
1969-04-01,-0.2636207564625510
1969-07-01,-0.0458638173383092
1969-10-01,-1.0230692695152299
1970-01-01,-0.4087215087016070
1970-04-01,0.3259414334836130
1970-07-01,0.9467183206665600
1970-10-01,-1.1055376274518200
1971-01-01,2.6191579858187999
1971-04-01,0.2305523580451290
1971-07-01,0.1250295363327330
1971-10-01,-0.6617668648890030
1972-01-01,0.6025043972904069
1972-04-01,1.4428017318484301
1972-07-01,0.2397120890860620
1972-10-01,0.9986601245343150
1973-01-01,1.4486604727349599
1973-04-01,-0.0505196329059408
1973-07-01,-1.1471851726611899
1973-10-01,-0.1109608128369350
1974-01-01,-1.4008935825719899
1974-04-01,0.0941633432852853
1974-07-01,-1.2243468886799800
1974-10-01,0.1760631009303050
1975-01-01,0.2077526972380680
1975-04-01,0.7442080101025390
1975-07-01,0.7626530185619190
1975-10-01,0.9237285229484971
1976-01-01,0.8633702784664140
1976-04-01,-0.2960414228576560
1976-07-01,-0.0976258418909588
1976-10-01,0.2645574868609980
1977-01-01,0.3026947569220010
1977-04-01,0.4938931816131350
1977-07-01,0.9794879631252670
1977-10-01,-1.3119364378619300
1978-01-01,-0.6492064184161970
1978-04-01,2.4746466603675801
1978-07-01,0.4172252426808560
1978-10-01,0.3008496734050460
1979-01-01,-0.6897915059920851
1979-04-01,-0.0140186211580932
1979-07-01,0.0616255839087985
1979-10-01,-0.3499539272669070
1980-01-01,0.0882207387739649
1980-04-01,-1.1607474558866799
1980-07-01,-0.0639852480194690
1980-10-01,1.2509921355471700
1981-01-01,1.2063857993180200
1981-04-01,-1.2941549671640900
1981-07-01,1.5184412150722200
1981-10-01,-0.6889903607458180
1982-01-01,-1.1903035055351601
1982-04-01,0.4195880884897920
1982-07-01,-0.1804460841149610
1982-10-01,0.4676025161880000
1983-01-01,1.2939486254264700
1983-04-01,1.4548191774013599
1983-07-01,0.3269196252677980
1983-10-01,1.1136333025441401
1984-01-01,0.8965313879409460
1984-04-01,0.3951511599613250
1984-07-01,0.6548107912368530
1984-10-01,0.2672425372755390
1985-01-01,0.3335154190975280
1985-04-01,0.7145263009293230
1985-07-01,1.1528134612964200
1985-10-01,-0.0371439721056078
1986-01-01,0.2734410966818670
1986-04-01,0.0170579589300777
1986-07-01,0.2549838630284450
1986-10-01,0.0614263799144461
1987-01-01,0.0950302302370660
1987-04-01,0.2202234374838650
1987-07-01,0.2338507542273630
1987-10-01,1.1256139614166800
1988-01-01,0.0176517876442807
1988-04-01,0.8458627144595120
1988-07-01,0.0537919970146272
1988-10-01,0.7078771954491380
1989-01-01,0.2486258316323170
1989-04-01,0.4455709806439050
1989-07-01,0.4929429351904770
1989-10-01,-0.0417915816146203
1990-01-01,-0.0443821145921681
1990-04-01,0.4633369187815400
1990-07-01,0.3054106497920430
1990-10-01,-0.6165539942491070
1991-01-01,0.0210649752856742
