observation_date,ULQELP01JPQ657S
1980-04-01,-0.8811995552760190
1980-07-01,1.5842454368928001
1980-10-01,2.3094607659631601
1981-01-01,0.2998928088110230
1981-04-01,1.1813659272995400
1981-07-01,-0.5081520977073760
1981-10-01,0.4901200959666490
1982-01-01,1.2192095733796799
1982-04-01,0.4838482056105230
1982-07-01,0.4727025529064480
1982-10-01,0.4317433930435300
1983-01-01,-0.6134227219590040
1983-04-01,0.5702359973708701
1983-07-01,1.3724058200831399
1983-10-01,0.6868699634112300
1984-01-01,1.4932192550040000
1984-04-01,0.9385523310929450
1984-07-01,0.8193797268588600
1984-10-01,-0.1268508101332010
1985-01-01,2.3329365917790099
1985-04-01,2.0542313224990401
1985-07-01,1.1459047827958500
1985-10-01,1.4331224876176700
1986-01-01,-0.2379992476622730
1986-04-01,-0.1431608328844970
1986-07-01,0.1284180169369260
1986-10-01,0.7371845896023090
1987-01-01,-0.1284500059243130
1987-04-01,1.7317102207145001
1987-07-01,1.4835533628224100
1987-10-01,1.9607158559144300
1988-01-01,2.1528839696735398
1988-04-01,-0.7278647394605170
1988-07-01,1.9875560096046800
1988-10-01,0.6748133352358460
1989-01-01,2.2412581296002401
1989-04-01,-2.0533446842044798
1989-07-01,1.1927107920398601
1989-10-01,2.7030469835038300
1990-01-01,-1.0208432996169801
1990-04-01,2.7072728047550099
1990-07-01,1.2275618816966101
1990-10-01,-0.6395019397679460
1991-01-01,0.2498395228519340
1991-04-01,0.7249497336890079
1991-07-01,-0.6224948433253810
1991-10-01,0.4506038596291020
1992-01-01,-0.4922908005874840
1992-04-01,0.5950823828928450
1992-07-01,-0.0277031234816472
1992-10-01,-1.1908817365915001
1993-01-01,1.5668180346418401
1993-04-01,-0.7308305623857820
1993-07-01,-0.8717282271655760
1993-10-01,0.3655686918528430
1994-01-01,0.9268282957467350
1994-04-01,-0.7737045760801819
1994-07-01,1.5085187041933199
1994-10-01,-0.4757778803864460
1995-01-01,0.9752403921212091
1995-04-01,1.0038984935289399
1995-07-01,0.9537013454774640
1995-10-01,0.5404430293106740
1996-01-01,0.7720900110084240
1996-04-01,0.9065028797153269
1996-07-01,-0.4427567283813710
1996-10-01,1.2233641044457699
1997-01-01,-0.4394566567361240
1997-04-01,-1.0038725402147599
1997-07-01,0.3193688897293620
1997-10-01,0.2023403176732200
1998-01-01,-1.1991369747049700
1998-04-01,-0.0752389050897449
1998-07-01,0.5095679865341159
1998-10-01,1.1248618685593901
1999-01-01,-1.0961161254064899
1999-04-01,0.4608428866097270
1999-07-01,0.4409721785053690
1999-10-01,0.0811771279669525
2000-01-01,2.1784440999131900
2000-04-01,0.3348481327674540
2000-07-01,-0.0112981413289855
2000-10-01,0.5329713495576760
2001-01-01,0.9495267721669320
2001-04-01,-0.1389176967204760
2001-07-01,-0.6366996954512369
2001-10-01,-0.3041036603051960
2002-01-01,0.5402259556595560
2002-04-01,1.5113044644100799
2002-07-01,0.2402350463867950
2002-10-01,0.3223731868781050
2003-01-01,0.2156258615239480
2003-04-01,0.5066306053003740
2003-07-01,0.3650099784059030
2003-10-01,1.1019975806287701
2004-01-01,0.5791500441318360
2004-04-01,-0.0575409511805976
2004-07-01,0.5640283368583620
2004-10-01,-0.0517403359046449
2005-01-01,0.3100016468032820
2005-04-01,0.5120533247546341
2005-07-01,0.6896839445607590
2005-10-01,0.4455228954084190
2006-01-01,-0.1137778821268670
2006-04-01,0.1936582531600260
2006-07-01,-0.5787403375399390
2006-10-01,1.1119707350636601
2007-01-01,0.7448697046159730
2007-04-01,-0.4809212110861660
2007-07-01,-0.3304937375442790
2007-10-01,0.2468979723888520
2008-01-01,0.7269409403099260
2008-04-01,-0.7571591896539310
2008-07-01,-0.8223997482468780
2008-10-01,-2.4658770003661701
2009-01-01,-4.3224644444562097
2009-04-01,2.8862184787536500
2009-07-01,0.1268895129419620
2009-10-01,1.4063457951676499
2010-01-01,0.8117508030555430
2010-04-01,1.5140605834723999
2010-07-01,1.4130324454559600
2010-10-01,-0.6897975491825969
2011-01-01,-1.2495809440972301
2011-04-01,-0.4225364402780320
2011-07-01,2.4460748665719301
2011-10-01,-0.2901272884188230
2012-01-01,1.6351905847303700
2012-04-01,-0.8460640957288900
2012-07-01,-0.5185488567597520
2012-10-01,-0.1012905019630080
2013-01-01,1.0604921703285199
2013-04-01,0.6764201785824170
2013-07-01,0.8592233750159340
2013-10-01,-0.6468648072072281
2014-01-01,0.9024853432873580
2014-04-01,-2.0921820914578300
2014-07-01,0.0135865678864776
2014-10-01,0.3082052755505230
2015-01-01,1.4387666010375499
2015-04-01,0.1558793932517140
2015-07-01,-0.1045849037003880
2015-10-01,-0.4076561154050880
2016-01-01,0.4122708826616770
2016-04-01,-0.3448293397379430
2016-07-01,-0.3429841089163230
2016-10-01,-0.0113448778318439
2017-01-01,0.7768695420183540
2017-04-01,-0.1352553915193410
2017-07-01,0.3032380973079350
2017-10-01,0.1126805436975220
2018-01-01,-1.1232244626690200
2018-04-01,-0.1966896010405390
2018-07-01,-0.5286884670733430
2018-10-01,-0.5612533043777910
2019-01-01,0.0611137333790767
2019-04-01,0.1595094563878710
2019-07-01,-0.0912926301274922
2019-10-01,-3.1600585039488500
2020-01-01,0.7631731317992710
2020-04-01,-6.4212609320228200
2020-07-01,5.2847667531638702
2020-10-01,1.2499947835752900
2021-01-01,0.1389226892113960
2021-04-01,0.7676779535723500
2021-07-01,-0.5964661625407190
2021-10-01,1.4695111906519600
2022-01-01,-0.7942332570821941
2022-04-01,0.7862273555918970
2022-07-01,-0.1652728315759940
2022-10-01,0.3524280313548680
2023-01-01,1.1521827841863099
2023-04-01,0.6510896622218380
2023-07-01,-0.8071176742234980
