month,GPR,GPRT,GPRA,GPRH
1900-01-01 00:00:00+00:00,,,,87.92784881591797
1900-02-01 00:00:00+00:00,,,,86.56649017333984
1900-03-01 00:00:00+00:00,,,,72.14070129394531
1900-04-01 00:00:00+00:00,,,,54.41944885253906
1900-05-01 00:00:00+00:00,,,,64.40519714355469
1900-06-01 00:00:00+00:00,,,,83.6102523803711
1900-07-01 00:00:00+00:00,,,,108.57112121582031
1900-08-01 00:00:00+00:00,,,,108.50281524658203
1900-09-01 00:00:00+00:00,,,,62.81330108642578
1900-10-01 00:00:00+00:00,,,,43.3669319152832
1900-11-01 00:00:00+00:00,,,,47.34355926513672
1900-12-01 00:00:00+00:00,,,,49.31974792480469
1901-01-01 00:00:00+00:00,,,,42.479026794433594
1901-02-01 00:00:00+00:00,,,,50.14393997192383
1901-03-01 00:00:00+00:00,,,,47.93758010864258
1901-04-01 00:00:00+00:00,,,,37.94577407836914
1901-05-01 00:00:00+00:00,,,,37.379661560058594
1901-06-01 00:00:00+00:00,,,,31.65671157836914
1901-07-01 00:00:00+00:00,,,,37.257781982421875
1901-08-01 00:00:00+00:00,,,,58.15801239013672
1901-09-01 00:00:00+00:00,,,,41.08998107910156
1901-10-01 00:00:00+00:00,,,,36.3206672668457
1901-11-01 00:00:00+00:00,,,,45.11560821533203
1901-12-01 00:00:00+00:00,,,,51.43546676635742
1902-01-01 00:00:00+00:00,,,,36.96080017089844
1902-02-01 00:00:00+00:00,,,,45.69105529785156
1902-03-01 00:00:00+00:00,,,,38.85895538330078
1902-04-01 00:00:00+00:00,,,,43.80052185058594
1902-05-01 00:00:00+00:00,,,,38.256004333496094
1902-06-01 00:00:00+00:00,,,,38.82642364501953
1902-07-01 00:00:00+00:00,,,,40.57379913330078
1902-08-01 00:00:00+00:00,,,,55.660911560058594
1902-09-01 00:00:00+00:00,,,,51.42823791503906
1902-10-01 00:00:00+00:00,,,,52.151634216308594
1902-11-01 00:00:00+00:00,,,,26.343225479125977
1902-12-01 00:00:00+00:00,,,,53.20724868774414
1903-01-01 00:00:00+00:00,,,,52.41050338745117
1903-02-01 00:00:00+00:00,,,,55.73627471923828
1903-03-01 00:00:00+00:00,,,,31.134950637817383
1903-04-01 00:00:00+00:00,,,,33.48476028442383
1903-05-01 00:00:00+00:00,,,,40.75469207763672
1903-06-01 00:00:00+00:00,,,,33.45854949951172
1903-07-01 00:00:00+00:00,,,,35.46428298950195
1903-08-01 00:00:00+00:00,,,,63.499298095703125
1903-09-01 00:00:00+00:00,,,,65.83991241455078
1903-10-01 00:00:00+00:00,,,,49.20123291015625
1903-11-01 00:00:00+00:00,,,,67.45408630371094
1903-12-01 00:00:00+00:00,,,,65.4568862915039
1904-01-01 00:00:00+00:00,,,,91.97727966308594
1904-02-01 00:00:00+00:00,,,,140.36837768554688
1904-03-01 00:00:00+00:00,,,,93.33812713623047
1904-04-01 00:00:00+00:00,,,,59.158538818359375
1904-05-01 00:00:00+00:00,,,,84.38663482666016
1904-06-01 00:00:00+00:00,,,,66.13349151611328
1904-07-01 00:00:00+00:00,,,,72.77484130859375
1904-08-01 00:00:00+00:00,,,,84.4542007446289
1904-09-01 00:00:00+00:00,,,,70.81743621826172
1904-10-01 00:00:00+00:00,,,,61.02932357788086
1904-11-01 00:00:00+00:00,,,,49.90920639038086
1904-12-01 00:00:00+00:00,,,,45.96025466918945
1905-01-01 00:00:00+00:00,,,,64.62164306640625
1905-02-01 00:00:00+00:00,,,,59.15699768066406
1905-03-01 00:00:00+00:00,,,,67.75492095947266
1905-04-01 00:00:00+00:00,,,,41.50507354736328
