observation_date,EA19LOLITOAASTSAM
1965-12-01,99.5090171829474
1966-01-01,99.5911333692942
1966-02-01,99.6351191910939
1966-03-01,99.6175250821211
1966-04-01,99.5255584299653
1966-05-01,99.3642379086146
1966-06-01,99.1415490773068
1966-07-01,98.8707263301018
1966-08-01,98.5671730788556
1966-09-01,98.2472912912242
1966-10-01,97.9292207615511
1966-11-01,97.6556578179411
1966-12-01,97.4312361877650
1967-01-01,97.2815358112920
1967-02-01,97.2007363426958
1967-03-01,97.1753677732300
1967-04-01,97.2005411797724
1967-05-01,97.2727355210598
1967-06-01,97.3926059856867
1967-07-01,97.5602304179877
1967-08-01,97.7676614366430
1967-09-01,97.9971620227419
1967-10-01,98.2127154451044
1967-11-01,98.3941003916765
1967-12-01,98.5416314311014
1968-01-01,98.6731695930329
1968-02-01,98.8281680831144
1968-03-01,99.0246628712225
1968-04-01,99.2667163610566
1968-05-01,99.5419559473312
1968-06-01,99.8564418138572
1968-07-01,100.1905855343300
1968-08-01,100.5083634165680
1968-09-01,100.7916435207090
1968-10-01,101.0531190323710
1968-11-01,101.2971236290630
1968-12-01,101.5066694958630
1969-01-01,101.6801323662650
1969-02-01,101.8560167879100
1969-03-01,102.0193693865890
1969-04-01,102.1598736261250
1969-05-01,102.2423454745840
1969-06-01,102.2366185512580
1969-07-01,102.1374570935320
1969-08-01,101.9625028738810
1969-09-01,101.7262970540320
1969-10-01,101.4608067048010
1969-11-01,101.1849060470560
1969-12-01,100.9031331813730
1970-01-01,100.6266950236530
1970-02-01,100.3634379775420
1970-03-01,100.1200977510250
1970-04-01,99.8972322371562
1970-05-01,99.7020159689339
1970-06-01,99.5365129915851
1970-07-01,99.3964391481004
1970-08-01,99.2772824898421
1970-09-01,99.1743216297235
1970-10-01,99.0856833877658
1970-11-01,99.0137414425077
1970-12-01,98.9433625953901
1971-01-01,98.8599611822378
1971-02-01,98.7587861234890
1971-03-01,98.6372641934240
1971-04-01,98.5040454137227
1971-05-01,98.3708901454245
1971-06-01,98.2363843808874
1971-07-01,98.1129361579364
1971-08-01,98.0107337583288
1971-09-01,97.9649848827940
1971-10-01,98.0071388081642
1971-11-01,98.1410282457125
1971-12-01,98.3593872689754
1972-01-01,98.6393235921632
1972-02-01,98.9562154688318
1972-03-01,99.2975624212608
1972-04-01,99.6542779682168
1972-05-01,100.0202208140770
1972-06-01,100.3930082950480
1972-07-01,100.7677694913190
1972-08-01,101.1328490926100
1972-09-01,101.4790731725890
1972-10-01,101.7978578985220
1972-11-01,102.0796902596850
1972-12-01,102.3181663314880
1973-01-01,102.5005281258540
1973-02-01,102.5213290846400
1973-03-01,102.4847569643130
1973-04-01,102.4089073603550
1973-05-01,102.3061596508270
1973-06-01,102.1827325817550
1973-07-01,102.0384523106310
1973-08-01,101.8678008203770
1973-09-01,101.6556401889870
1973-10-01,101.4055604350170
1973-11-01,101.1372481226380
1973-12-01,100.8782124382720
1974-01-01,100.6447126761780
1974-02-01,100.4200557541650
1974-03-01,100.1794772481810
1974-04-01,99.8922610721525
1974-05-01,99.5195774049142
1974-06-01,99.0370880561408
1974-07-01,98.4464113911918
1974-08-01,97.7741430422603
1974-09-01,97.0856132024634
1974-10-01,96.4700964721841
1974-11-01,95.9999631061622
1974-12-01,95.7034215228598
1975-01-01,95.5776047150303
1975-02-01,95.5986535327318
1975-03-01,95.7489862417792
1975-04-01,96.0008849114524
1975-05-01,96.3426650113478
1975-06-01,96.7673436682127
1975-07-01,97.2631118559876
1975-08-01,97.8244029467487
1975-09-01,98.4257048609274
1975-10-01,99.0209508636851
1975-11-01,99.5543927246948
1975-12-01,99.9842646282850
1976-01-01,100.2873933547810
1976-02-01,100.4700137471580
1976-03-01,100.5641791947070
1976-04-01,100.5977713889090
1976-05-01,100.5836655855940
1976-06-01,100.5236610621410
1976-07-01,100.4216954355750
1976-08-01,100.2770661455810
1976-09-01,100.0994176737290
1976-10-01,99.8967054062290
1976-11-01,99.6775970853952
1976-12-01,99.4411105238578
1977-01-01,99.1921714405961
1977-02-01,98.9413098043955
1977-03-01,98.7010223983177
1977-04-01,98.4946242435043
1977-05-01,98.3498160642920
1977-06-01,98.2820781255126
1977-07-01,98.2888687029700
1977-08-01,98.3625722356928
1977-09-01,98.4871380589626
1977-10-01,98.6443030095547
1977-11-01,98.8072773786914
1977-12-01,98.9723225597973
1978-01-01,99.1423129132219
1978-02-01,99.3372463093488
1978-03-01,99.5747674492576
1978-04-01,99.8544176124973
1978-05-01,100.1664823172360
1978-06-01,100.5061589241790
1978-07-01,100.8623767126120
1978-08-01,101.2032527651780
1978-09-01,101.4995585639870
1978-10-01,101.7199983139250
1978-11-01,101.8683606213630
1978-12-01,101.9523125248970
1979-01-01,101.9984157127160
1979-02-01,102.0417120791110
1979-03-01,102.0851275390540
1979-04-01,102.1216428016890
1979-05-01,102.1476346112780
1979-06-01,102.1383069271780
1979-07-01,102.0764639401790
1979-08-01,101.9591699996710
1979-09-01,101.7878522631290
1979-10-01,101.5803802123550
1979-11-01,101.3520146418870
1979-12-01,101.1066901598770
1980-01-01,100.8380639540310
1980-02-01,100.5385667351200
1980-03-01,100.2103096551640
1980-04-01,99.8700437399308
1980-05-01,99.5549514173008
1980-06-01,99.2963909803769
1980-07-01,99.0979695717425
1980-08-01,98.9461234422887
1980-09-01,98.8213556165774
1980-10-01,98.7215896543956
1980-11-01,98.6483561506198
1980-12-01,98.5984223197914
1981-01-01,98.5672751431782
1981-02-01,98.5471344952246
1981-03-01,98.5325728949962
1981-04-01,98.5210063809610
1981-05-01,98.5113339518363
1981-06-01,98.5207787361773
1981-07-01,98.5610162772880
1981-08-01,98.6247776125944
1981-09-01,98.7052106112742
1981-10-01,98.7900626161021
1981-11-01,98.8714802393849
1981-12-01,98.9450682990804
1982-01-01,99.0009288482924
1982-02-01,99.0133529855689
1982-03-01,98.9544230879018
1982-04-01,98.8085120691989
1982-05-01,98.5837560891992
1982-06-01,98.3058023973078
1982-07-01,98.0228947921372
1982-08-01,97.7961662598285
1982-09-01,97.6688647513984
1982-10-01,97.6552020778695
1982-11-01,97.7439642680498
1982-12-01,97.8989120135051
1983-01-01,98.0785507745882
1983-02-01,98.2520140263481
1983-03-01,98.4147093374635
1983-04-01,98.5497890020248
1983-05-01,98.6638334592817
1983-06-01,98.7731637287637
1983-07-01,98.8859717267275
1983-08-01,99.0038512482278
1983-09-01,99.1170344346136
1983-10-01,99.2262531798658
1983-11-01,99.3326223263904
1983-12-01,99.4161660580200
1984-01-01,99.4587114072848
1984-02-01,99.4613212002546
1984-03-01,99.4403776547360
1984-04-01,99.4041893936636
1984-05-01,99.3737485115049
1984-06-01,99.3621100314821
1984-07-01,99.3760831985589
1984-08-01,99.4025525914593
1984-09-01,99.4174904128228
1984-10-01,99.4164351156754
1984-11-01,99.4089807521004
1984-12-01,99.4027518316174
1985-01-01,99.3904559911371
1985-02-01,99.3619358185961
1985-03-01,99.3338785046482
1985-04-01,99.3176681250886
1985-05-01,99.3129381839133
1985-06-01,99.3130747858312
1985-07-01,99.3176768850354
1985-08-01,99.3289108137607
1985-09-01,99.3504114192527
1985-10-01,99.3816998308873
1985-11-01,99.4150173889603
1985-12-01,99.4512159950032
1986-01-01,99.5007091580892
1986-02-01,99.5644221106131
1986-03-01,99.6366159349924
1986-04-01,99.7053139670358
1986-05-01,99.7588249934914
1986-06-01,99.7992559707403
1986-07-01,99.8181842372679
1986-08-01,99.8267167838264
1986-09-01,99.8208909215068
1986-10-01,99.7968132169519
1986-11-01,99.7610810488553
1986-12-01,99.7301290333709
1987-01-01,99.7206515482894
1987-02-01,99.7540594102004
1987-03-01,99.8119900239328
1987-04-01,99.8784854770213
1987-05-01,99.9445525191046
1987-06-01,100.0132907119450
1987-07-01,100.0737570771030
1987-08-01,100.1140189752920
1987-09-01,100.1296381465170
1987-10-01,100.1222926222250
1987-11-01,100.1128722410170
1987-12-01,100.1331812823080
1988-01-01,100.2029792240540
1988-02-01,100.3163739227280
1988-03-01,100.4684525926860
1988-04-01,100.6459111997580
1988-05-01,100.8345659600460
1988-06-01,101.0232433267780
1988-07-01,101.2064498529750
1988-08-01,101.3790161597350
1988-09-01,101.5330797650600
1988-10-01,101.6574491765030
1988-11-01,101.7419541432770
1988-12-01,101.7775218454600
1989-01-01,101.7664384290130
1989-02-01,101.7365288136520
1989-03-01,101.7059412798970
1989-04-01,101.6945982915520
1989-05-01,101.7083240971120
1989-06-01,101.7478875893580
1989-07-01,101.7955832401330
1989-08-01,101.8329246014310
1989-09-01,101.8495804626510
1989-10-01,101.8516778268490
1989-11-01,101.8507579100790
1989-12-01,101.8479075626890
1990-01-01,101.8381711642490
1990-02-01,101.8160048414100
1990-03-01,101.7851509493610
1990-04-01,101.7377615777400
1990-05-01,101.6627832747090
