observation_date,EA19LOLITOAASTSAM
1990-06-01,101.5450551745890
1990-07-01,101.3757066639200
1990-08-01,101.1516954261300
1990-09-01,100.8813125523690
1990-10-01,100.5949545576040
1990-11-01,100.3212141299360
1990-12-01,100.0760002106680
1991-01-01,99.8808167483915
1991-02-01,99.7602056886437
1991-03-01,99.7181748132072
1991-04-01,99.7322379940860
1991-05-01,99.7757759255267
1991-06-01,99.8226272872555
1991-07-01,99.8541562662601
1991-08-01,99.8672786005116
1991-09-01,99.8645361456418
1991-10-01,99.8474366462908
1991-11-01,99.8207741990678
1991-12-01,99.7819758448092
1992-01-01,99.7358886280796
1992-02-01,99.6694365129880
1992-03-01,99.5653645070831
1992-04-01,99.4201110793124
1992-05-01,99.2269900503329
1992-06-01,98.9784185284932
1992-07-01,98.6705452423000
1992-08-01,98.3100264454701
1992-09-01,97.9265984323681
1992-10-01,97.5470488802491
1992-11-01,97.2005302225420
1992-12-01,96.9111589991122
1993-01-01,96.6876798639236
1993-02-01,96.5409986790722
1993-03-01,96.4736323225990
1993-04-01,96.4759353063299
1993-05-01,96.5281286434978
1993-06-01,96.6260696098116
1993-07-01,96.7740020547310
1993-08-01,96.9700684937518
1993-09-01,97.2123829028614
1993-10-01,97.4981582500729
1993-11-01,97.8332423392241
1993-12-01,98.2246952286594
1994-01-01,98.6648120917415
1994-02-01,99.1431160014915
1994-03-01,99.6333873002576
1994-04-01,100.1062890074000
1994-05-01,100.5334450496890
1994-06-01,100.9054270666820
1994-07-01,101.2172016862430
1994-08-01,101.4727378187690
1994-09-01,101.6620101826770
1994-10-01,101.7798955440260
1994-11-01,101.8254498199700
1994-12-01,101.7915647110010
1995-01-01,101.6765377297320
1995-02-01,101.5076301514030
1995-03-01,101.3097618938840
1995-04-01,101.1027947320620
1995-05-01,100.9021844855150
1995-06-01,100.6869287719760
1995-07-01,100.4578677737800
1995-08-01,100.2201448172330
1995-09-01,99.9764810553324
1995-10-01,99.7378819012698
1995-11-01,99.5134989799611
1995-12-01,99.3072286884566
1996-01-01,99.1278620357148
1996-02-01,98.9911416577364
1996-03-01,98.8918633548776
1996-04-01,98.8303140896409
1996-05-01,98.8016541121909
1996-06-01,98.7944488444848
1996-07-01,98.8018192649520
1996-08-01,98.8252794867795
1996-09-01,98.8587892780261
1996-10-01,98.9034672621228
1996-11-01,98.9639418804099
1996-12-01,99.0555217006975
1997-01-01,99.1826398871150
1997-02-01,99.3341820090590
1997-03-01,99.5017739259417
1997-04-01,99.6822062790821
1997-05-01,99.8681341489035
1997-06-01,100.0549153512940
1997-07-01,100.2365818791500
1997-08-01,100.4013170108000
1997-09-01,100.5449187509260
1997-10-01,100.6545786459640
1997-11-01,100.7331528981840
1997-12-01,100.7920198539700
1998-01-01,100.8385705437080
1998-02-01,100.8784098524200
1998-03-01,100.9008773628170
1998-04-01,100.8900475519010
1998-05-01,100.8447025180920
1998-06-01,100.7659107597250
1998-07-01,100.6555355155790
1998-08-01,100.5146430785970
1998-09-01,100.3573960262480
1998-10-01,100.2033210771630
1998-11-01,100.0820069073120
1998-12-01,99.9999308709651
1999-01-01,99.9552873139048
1999-02-01,99.9380050180926
1999-03-01,99.9617861592019
1999-04-01,100.0382124176050
1999-05-01,100.1780149313060
1999-06-01,100.3736802862130
1999-07-01,100.6053265283250
1999-08-01,100.8578533523790
1999-09-01,101.1185001987100
1999-10-01,101.3737004160720
1999-11-01,101.6067719021240
1999-12-01,101.8114465884100
2000-01-01,101.9905912565360
2000-02-01,102.1441135973740
2000-03-01,102.2639825222600
2000-04-01,102.3433438691260
2000-05-01,102.3800831710910
2000-06-01,102.3785628577960
2000-07-01,102.3470828136930
2000-08-01,102.2801356550560
2000-09-01,102.1681894526890
2000-10-01,102.0128309166200
2000-11-01,101.8140951227790
2000-12-01,101.5735983496890
2001-01-01,101.2942252998340
2001-02-01,100.9897231903290
2001-03-01,100.6745220783800
2001-04-01,100.3602711668900
2001-05-01,100.0545551015700
2001-06-01,99.7513311194709
2001-07-01,99.4553515550431
2001-08-01,99.1827476007212
2001-09-01,98.9572730670631
2001-10-01,98.8195320080394
2001-11-01,98.7873723644781
2001-12-01,98.8496911680487
2002-01-01,98.9701991280585
2002-02-01,99.1110598344250
2002-03-01,99.2340715590385
2002-04-01,99.3044886318049
2002-05-01,99.3088977929746
2002-06-01,99.2449927309628
2002-07-01,99.1316066864880
2002-08-01,98.9898048389146
2002-09-01,98.8384116262316
2002-10-01,98.6890427261467
2002-11-01,98.5478513705737
2002-12-01,98.4096718779060
2003-01-01,98.2818955570484
2003-02-01,98.1733895274390
2003-03-01,98.1064017340291
2003-04-01,98.1070696121586
2003-05-01,98.1765746950142
2003-06-01,98.3104122457330
2003-07-01,98.4947970250773
2003-08-01,98.7151901922447
2003-09-01,98.9540254392006
2003-10-01,99.1895834995973
2003-11-01,99.3973914080666
2003-12-01,99.5577504126615
2004-01-01,99.6701349618863
2004-02-01,99.7531862108291
2004-03-01,99.8138249570762
2004-04-01,99.8590660706205
2004-05-01,99.8915177662045
2004-06-01,99.9129270282717
2004-07-01,99.9265923068757
2004-08-01,99.9358532017822
2004-09-01,99.9455927657851
2004-10-01,99.9498706188986
2004-11-01,99.9400197774516
2004-12-01,99.9092561906946
2005-01-01,99.8544962000017
2005-02-01,99.7811317383944
2005-03-01,99.7021876863572
2005-04-01,99.6358997530858
2005-05-01,99.6047716251202
2005-06-01,99.6289475380400
2005-07-01,99.7116418440949
2005-08-01,99.8449006317479
2005-09-01,100.0194616045640
2005-10-01,100.2228415873250
2005-11-01,100.4479733950510
2005-12-01,100.6852010931940
2006-01-01,100.9140278054010
2006-02-01,101.1183062401440
2006-03-01,101.2897344012160
2006-04-01,101.4314389210670
2006-05-01,101.5450090359880
2006-06-01,101.6464921065370
2006-07-01,101.7537937144780
2006-08-01,101.8815071416070
2006-09-01,102.0303188077060
2006-10-01,102.1982474396360
2006-11-01,102.3757367560310
2006-12-01,102.5472126360400
2007-01-01,102.6958230312360
2007-02-01,102.8196804707330
2007-03-01,102.9173173457200
2007-04-01,102.9891075460780
2007-05-01,103.0308780977400
2007-06-01,103.0288878891860
2007-07-01,102.9767066878920
2007-08-01,102.8821501189770
2007-09-01,102.7627694116160
2007-10-01,102.6268998176080
2007-11-01,102.4664399686230
2007-12-01,102.2794588031240
2008-01-01,102.0640819764090
2008-02-01,101.8109156060040
2008-03-01,101.5028036901530
2008-04-01,101.1220837083200
2008-05-01,100.6506034956210
2008-06-01,100.0817710522270
2008-07-01,99.4258741601556
2008-08-01,98.6960597754060
2008-09-01,97.9032535188047
2008-10-01,97.0872625226647
2008-11-01,96.3338451137389
2008-12-01,95.7371004343346
2009-01-01,95.3660958281830
2009-02-01,95.2420760311026
2009-03-01,95.3747820503673
2009-04-01,95.7427717722306
2009-05-01,96.2878390090950
2009-06-01,96.9350095397092
2009-07-01,97.6186182801586
2009-08-01,98.2876549901963
2009-09-01,98.9027679058181
2009-10-01,99.4258517719041
2009-11-01,99.8406265704969
2009-12-01,100.1471639204170
2010-01-01,100.3665536068440
2010-02-01,100.5254413895260
2010-03-01,100.6522624567470
2010-04-01,100.7564228034510
2010-05-01,100.8457292873250
2010-06-01,100.9487530158610
2010-07-01,101.0899685359980
2010-08-01,101.2700592351060
2010-09-01,101.4695023578140
2010-10-01,101.6642619699360
2010-11-01,101.8323520031200
2010-12-01,101.9560470749820
2011-01-01,102.0206864548210
2011-02-01,102.0126228022300
2011-03-01,101.9278846733230
2011-04-01,101.7696395974790
2011-05-01,101.5470592666750
2011-06-01,101.2632129546740
2011-07-01,100.9315933935540
2011-08-01,100.5723459789180
2011-09-01,100.2273607349830
2011-10-01,99.9299631444214
2011-11-01,99.6895203034745
2011-12-01,99.4998385890521
2012-01-01,99.3474706639382
2012-02-01,99.2191000965778
2012-03-01,99.0862319103708
2012-04-01,98.9293041002031
2012-05-01,98.7524983541937
2012-06-01,98.5638275251030
2012-07-01,98.3794416750770
2012-08-01,98.2151638971979
2012-09-01,98.0857760050317
2012-10-01,98.0080645456587
2012-11-01,97.9931176746105
2012-12-01,98.0361637254766
2013-01-01,98.1251695101931
2013-02-01,98.2402519995417
2013-03-01,98.3630084651392
2013-04-01,98.4961098556918
2013-05-01,98.6534822068294
2013-06-01,98.8381445546578
2013-07-01,99.0468263386841
2013-08-01,99.2732084082876
2013-09-01,99.4947281855549
2013-10-01,99.6891430676302
2013-11-01,99.8545012812096
2013-12-01,99.9889761535486
2014-01-01,100.0978792094920
2014-02-01,100.1710073814710
2014-03-01,100.2052483702200
2014-04-01,100.1910188330760
2014-05-01,100.1304259769330
2014-06-01,100.0407174843110
2014-07-01,99.9422431516564
2014-08-01,99.8540919191364
2014-09-01,99.8015948702249
2014-10-01,99.7990696075173
2014-11-01,99.8516904831880
2014-12-01,99.9565117827427
2015-01-01,100.1021003373110
2015-02-01,100.2594554394650
2015-03-01,100.3994748912670
2015-04-01,100.4960556353630
2015-05-01,100.5430659003620
2015-06-01,100.5550675769980
2015-07-01,100.5495521339960
2015-08-01,100.5414336214150
2015-09-01,100.5386058314970
2015-10-01,100.5360297537520
2015-11-01,100.5238794921890
2015-12-01,100.4939885240240
2016-01-01,100.4453652082000
2016-02-01,100.3769242404890
2016-03-01,100.3013454098920
2016-04-01,100.2226660535930
2016-05-01,100.1434236832800
2016-06-01,100.0790353134360
2016-07-01,100.0403212806440
2016-08-01,100.0398595828890
2016-09-01,100.0850821178260
2016-10-01,100.1691001608000
2016-11-01,100.2786093836820
2016-12-01,100.4081996280650
2017-01-01,100.5483378816700
2017-02-01,100.6910823051950
2017-03-01,100.8316395198290
2017-04-01,100.9643705174870
2017-05-01,101.0844597745950
2017-06-01,101.1972824063920
2017-07-01,101.3069441390440
2017-08-01,101.4148368568090
2017-09-01,101.5169688843720
2017-10-01,101.6019159355050
2017-11-01,101.6588050557450
2017-12-01,101.6772890136720
2018-01-01,101.6477612625590
2018-02-01,101.5760131175390
2018-03-01,101.4733947044780
2018-04-01,101.3502784702540
2018-05-01,101.2105243969430
2018-06-01,101.0563418101720
2018-07-01,100.8895501299610
2018-08-01,100.7163042029170
2018-09-01,100.5485937598240
2018-10-01,100.3974858223300
2018-11-01,100.2696158408060
2018-12-01,100.1582768211290
2019-01-01,100.0659797073520
2019-02-01,99.9909507821020
2019-03-01,99.9215872818027
2019-04-01,99.8423838483025
2019-05-01,99.7470843819832
2019-06-01,99.6396094642132
2019-07-01,99.5394490408529
2019-08-01,99.4644982330684
2019-09-01,99.4182856604232
2019-10-01,99.3923500635460
2019-11-01,99.3699415298309
2019-12-01,99.3282147515292
2020-01-01,99.2568838216380
2020-02-01,99.1481010202010
2020-03-01,95.8559014970518
2020-04-01,90.3243517168955
2020-05-01,92.9213687557808
2020-06-01,96.5417223690279
2020-07-01,97.5174752344493
2020-08-01,98.0354029568864
2020-09-01,98.3316792385739
2020-10-01,98.5680887345224
2020-11-01,98.8252751892836
2020-12-01,99.1570641205664
2021-01-01,99.5216611804572
2021-02-01,99.9112330583826
2021-03-01,100.5047437660260
2021-04-01,100.9944967857710
2021-05-01,101.4609598699200
2021-06-01,101.8003439924970
2021-07-01,101.9998462245250
2021-08-01,102.0814770074760
2021-09-01,102.0707928790510
2021-10-01,101.9771901769610
2021-11-01,101.8104445939310
2021-12-01,101.5789128039360
2022-01-01,101.2782287817460
2022-02-01,100.9114409646020
2022-03-01,100.4931244526760
2022-04-01,100.0667541929560
2022-05-01,99.6486984122722
2022-06-01,99.2464719863982
2022-07-01,98.8828221403698
2022-08-01,98.5739051427036
2022-09-01,98.3190901924935
2022-10-01,98.1277498661844
2022-11-01,97.9911638927003
