observation_date,ULQELP01NZQ661S
1987-04-01,69.0690657100006
1987-07-01,69.1381401715484
1987-10-01,69.6099205824114
1988-01-01,70.5791059042573
1988-04-01,71.2586567476863
1988-07-01,73.6103755232583
1988-10-01,74.1790570485759
1989-01-01,76.2138805377659
1989-04-01,77.3974847599840
1989-07-01,74.1102301021386
1989-10-01,75.4969135760372
1990-01-01,75.8792241288658
1990-04-01,75.0467964142908
1990-07-01,75.4901024950926
1990-10-01,77.7525842938197
1991-01-01,75.1196423484365
1991-04-01,74.7560548881679
1991-07-01,76.1537240212578
1991-10-01,76.3182769530703
1992-01-01,76.4093544398293
1992-04-01,76.6622610988469
1992-07-01,75.5340619524564
1992-10-01,75.9115394005977
1993-01-01,77.1366644718259
1993-04-01,77.3747542018259
1993-07-01,78.7165003949044
1993-10-01,79.3258791906664
1994-01-01,80.9717254929748
1994-04-01,80.5816082059108
1994-07-01,79.6668203639765
1994-10-01,79.2938176576664
1995-01-01,79.4626540390510
1995-04-01,80.0782795005668
1995-07-01,79.5232259402450
1995-10-01,79.8191051079954
1996-01-01,79.6365484165280
1996-04-01,79.8398419626364
1996-07-01,80.1591674470729
1996-10-01,80.9515426247533
1997-01-01,80.4087275218168
1997-04-01,81.9956239332677
1997-07-01,83.6469557692371
1997-10-01,82.3848896775206
1998-01-01,82.5293760976033
1998-04-01,82.4746474621540
1998-07-01,83.0498905768854
1998-10-01,85.1724694845833
1999-01-01,85.1110775371493
1999-04-01,85.5525504249975
1999-07-01,86.3698694152181
1999-10-01,86.3444844404244
2000-01-01,88.6051438534326
2000-04-01,87.8484997905731
2000-07-01,87.1020151590949
2000-10-01,87.0110555006301
2001-01-01,86.1732921659804
2001-04-01,88.1756617396533
2001-07-01,87.8249500272049
2001-10-01,87.8961827818284
2002-01-01,87.7772238070108
2002-04-01,87.9174286698388
2002-07-01,89.7157526063822
2002-10-01,90.9434874355564
2003-01-01,90.8190063843270
2003-04-01,90.4453641588528
2003-07-01,90.1856328362571
2003-10-01,91.4987713960294
2004-01-01,92.9272605757778
2004-04-01,92.2785090476194
2004-07-01,91.2558911595085
2004-10-01,89.9767565754785
2005-01-01,90.2709546505394
2005-04-01,92.0848591712832
2005-07-01,91.0641399503066
2005-10-01,91.1149155347947
2006-01-01,91.0315728742116
2006-04-01,89.8133511869635
2006-07-01,91.7917343345249
2006-10-01,92.4837209830140
2007-01-01,92.1333096444075
2007-04-01,92.9010431495525
2007-07-01,94.0399663527723
2007-10-01,93.8892782620373
2008-01-01,93.2571921205435
2008-04-01,91.9731820859689
2008-07-01,92.0563373230306
2008-10-01,91.4687139532663
2009-01-01,92.3883489871394
2009-04-01,93.4967712304588
2009-07-01,94.9044180063091
2009-10-01,96.0336546892813
2010-01-01,96.8067038400399
2010-04-01,97.1510955068725
2010-07-01,94.9672677529844
2010-10-01,94.2962921348957
2011-01-01,95.0359965512280
2011-04-01,95.4872918697617
2011-07-01,96.5281731855204
2011-10-01,97.2659382709211
2012-01-01,97.3364519870000
2012-04-01,97.7917717599366
2012-07-01,98.7979123577282
2012-10-01,99.7210233683307
2013-01-01,100.0683727692460
2013-04-01,99.2091119104284
2013-07-01,98.5740425095936
2013-10-01,98.3032888168499
2014-01-01,98.3942345562693
2014-04-01,98.5125175112236
2014-07-01,98.6475438163177
2014-10-01,98.6722420481164
2015-01-01,98.5844334344650
2015-04-01,99.3702108584443
2015-07-01,101.1323334182770
2015-10-01,100.9130222888130
2016-01-01,100.6783789733410
2016-04-01,99.3653131626578
2016-07-01,99.0040692323086
2016-10-01,98.3390043726170
2017-01-01,98.4103584458090
2017-04-01,99.8386046520086
2017-07-01,98.9452679934924
2017-10-01,99.6373490896434
2018-01-01,100.1352266173990
2018-04-01,100.7603318319530
2018-07-01,99.6915904323473
2018-10-01,101.1636625403570
2019-01-01,102.3452286947290
2019-04-01,102.0717295018070
2019-07-01,102.3533122119160
2019-10-01,102.4921923264390
2020-01-01,100.5587271160090
2020-04-01,90.8542961686885
2020-07-01,104.3258421695800
2020-10-01,103.8235893938340
2021-01-01,105.5497163349310
2021-04-01,106.4077137565260
2021-07-01,99.9849695965586
2021-10-01,102.8956420405790
2022-01-01,103.1396585505960
2022-04-01,105.1137825123000
2022-07-01,105.2172405484520
2022-10-01,103.9289470643050
2023-01-01,102.6262643569150
2023-04-01,102.9765680857410
