observation_date,ULQELP01GBQ659S
1972-01-01,3.49541767786433022
1972-04-01,4.42286098596507049
1972-07-01,2.65781628901966993
1972-10-01,3.62618173985955039
1973-01-01,8.45517480764411111
1973-04-01,6.05094461853683008
1973-07-01,5.19512516221247989
1973-10-01,3.55644963737722986
1974-01-01,-3.11797672896930012
1974-04-01,-1.44298299354155990
1974-07-01,0.00393325621767810
1974-10-01,-0.93742831746759003
1975-01-01,2.06375715753926992
1975-04-01,-1.22645775864709994
1975-07-01,-2.01821741112531994
1975-10-01,0.73663359172191201
1976-01-01,2.05906945380985018
1976-04-01,2.75243247976125982
1976-07-01,3.75684680312226016
1976-10-01,4.13984200611646003
1977-01-01,2.34594133649060010
1977-04-01,2.66077277447871996
1977-07-01,2.46511071719984987
1977-10-01,1.82235174423618007
1978-01-01,1.95751010086229993
1978-04-01,3.24927414432033990
1978-07-01,3.40739418611435019
1978-10-01,2.34081540717859005
1979-01-01,0.99499883497507702
1979-04-01,4.30567116583736009
1979-07-01,0.67133809549099999
1979-10-01,1.23514810524573004
1980-01-01,1.43173592129127991
1980-04-01,-4.08682988080882037
1980-07-01,-1.17891828353717010
1980-10-01,-2.36692580799131980
1981-01-01,-1.42652529424658003
1981-04-01,0.97601154472660201
1981-07-01,2.55729686264435996
1981-10-01,3.56095257867279980
1982-01-01,4.22346103427057962
1982-04-01,5.07494707034132020
1982-07-01,3.65497575441112943
1982-10-01,4.21580689124456942
1983-01-01,5.44196187209519966
1983-04-01,4.55812764587728925
1983-07-01,4.55243087159850024
1983-10-01,3.83258613468188969
1984-01-01,2.32714182251950996
1984-04-01,0.34723846575225498
1984-07-01,-0.05163389765380660
1984-10-01,0.54038629328170396
1985-01-01,0.97511073707249696
1985-04-01,3.51811693370108980
1985-07-01,3.16015528206821994
1985-10-01,2.63673688950047014
1986-01-01,3.16950303123118005
1986-04-01,3.03260541118496985
1986-07-01,4.01002725176436936
1986-10-01,5.04389044689640009
1987-01-01,3.81775596221064939
1987-04-01,3.50776267682984022
1987-07-01,4.40855790413648041
1987-10-01,2.99723652201479984
1988-01-01,3.59418671953301994
1988-04-01,2.39202838830957010
1988-07-01,1.57552830401141009
1988-10-01,1.43627363735996005
1989-01-01,0.25387784136151897
1989-04-01,0.29441306965204700
1989-07-01,-0.81177208090008102
1989-10-01,-0.78296706920979997
1990-01-01,0.65089188205314796
1990-04-01,1.52186428042732991
1990-07-01,0.62428982375655795
1990-10-01,0.14905349039129401
1991-01-01,-0.60341267482264604
1991-04-01,-0.76814428935220702
1991-07-01,1.09696852694686009
1991-10-01,2.78319171534786003
1992-01-01,3.83246400283689992
1992-04-01,5.46866770598520979
1992-07-01,5.92116793667485997
1992-10-01,6.28071866002379053
1993-01-01,5.79188957052087083
1993-04-01,4.19086023183376000
1993-07-01,3.95748259208995989
1993-10-01,3.21821226904686020
1994-01-01,2.96566478110454002
1994-04-01,3.76024175207950018
1994-07-01,3.93546839105716950
1994-10-01,3.75736666411544951
1995-01-01,3.78322057374270004
1995-04-01,2.25938401586933013
1995-07-01,2.00428368239052990
1995-10-01,1.09733597219881007
1996-01-01,1.12881747084977002
1996-04-01,1.49034595723056995
1996-07-01,1.43114111639070996
1996-10-01,2.47284039632784003
1997-01-01,2.66670677530213007
1997-04-01,3.10136442499875997
1997-07-01,3.07356236821747020
1997-10-01,3.47941606643796986
1998-01-01,3.14658547614829986
1998-04-01,3.04016089777725007
1998-07-01,2.19259377221978013
1998-10-01,1.16160153698674007
1999-01-01,0.97950461199371996
1999-04-01,0.73605161078405201
1999-07-01,2.00957827565670000
1999-10-01,2.86070887904589011
2000-01-01,3.57183811775631010
