observation_date,NAEXKP02EZQ657S
1995-04-01,1.01167651814436010
1995-07-01,0.07192029574898280
1995-10-01,0.24077653654135001
1996-01-01,1.02180956373093990
1996-04-01,0.28478319554263098
1996-07-01,0.58796484743574395
1996-10-01,0.08985841142768070
1997-01-01,0.39630074463398801
1997-04-01,0.68037927822472899
1997-07-01,0.52241430470305505
1997-10-01,1.33193963903066992
1998-01-01,0.44926581928632198
1998-04-01,0.60160850032384805
1998-07-01,1.14700678004538004
1998-10-01,0.92647894323169699
1999-01-01,0.58009266272079396
1999-04-01,0.71160599685659798
1999-07-01,1.02273033817404002
1999-10-01,0.78225498624835399
2000-01-01,0.92323873047976601
2000-04-01,0.63390314604321096
2000-07-01,0.35805389691605499
2000-10-01,0.18274718960979500
2001-01-01,1.13523979122325991
2001-04-01,0.14143007039017100
2001-07-01,0.19609571901873499
2001-10-01,0.27734161956449599
2002-01-01,0.00831734046732010
2002-04-01,-0.02519801914752780
2002-07-01,0.58871622750113195
2002-10-01,0.61712777981995004
2003-01-01,-0.04541818675291180
2003-04-01,0.17954227479431900
2003-07-01,0.53952758193653205
2003-10-01,0.33220266138379301
2004-01-01,0.57719032744384702
2004-04-01,0.21312872252241299
2004-07-01,0.12538421028321201
2004-10-01,0.92048793779917903
2005-01-01,0.35364663057186901
2005-04-01,0.60123544393310702
2005-07-01,0.53192586810002795
2005-10-01,0.45599310229190398
2006-01-01,0.49083216712719802
2006-04-01,0.52349471020488603
2006-07-01,0.37347416501077602
2006-10-01,0.92556244701254797
2007-01-01,-0.11896086758911401
2007-04-01,0.82336789823212597
2007-07-01,0.44585066101885501
2007-10-01,0.38669074261239600
2008-01-01,-0.07121185417128149
2008-04-01,-0.20464389929094301
2008-07-01,-0.30665559372588802
2008-10-01,-0.49036109642065800
2009-01-01,-0.56449836391425801
2009-04-01,0.04088283204399780
2009-07-01,-0.03958817151890920
2009-10-01,0.15484136731782799
2010-01-01,0.27235205173992499
2010-04-01,0.31447336421420202
2010-07-01,0.21809859364898601
2010-10-01,0.41017836742512498
2011-01-01,-0.07204519688259280
2011-04-01,-0.40185297945639697
2011-07-01,0.13588695244521401
2011-10-01,-0.41822157498171098
2012-01-01,-0.11053098588444800
2012-04-01,-0.46787594803682903
2012-07-01,-0.27474095825313799
2012-10-01,-0.27702912690438403
2013-01-01,-0.43520949368006900
2013-04-01,0.20512534258089299
2013-07-01,0.17053611263481100
2013-10-01,0.21809582113434300
2014-01-01,0.01110673306431040
2014-04-01,0.25399402098125901
2014-07-01,0.49293529177658402
2014-10-01,0.49760483584712900
2015-01-01,0.38934114527367902
2015-04-01,0.57676239108899596
2015-07-01,0.47498834835118597
2015-10-01,0.27411332700880697
2016-01-01,0.73523046717818996
2016-04-01,0.27649041649616102
2016-07-01,0.37917785470222698
2016-10-01,0.65977090162438301
2017-01-01,0.44966801571158399
2017-04-01,0.38321877568156498
2017-07-01,0.59083073661340202
2017-10-01,0.45413331255315298
2018-01-01,0.54774293396011298
2018-04-01,0.12184765228375601
2018-07-01,-0.02129599637482610
2018-10-01,0.55409619579828395
2019-01-01,0.59216643658625501
2019-04-01,-0.06285398695142620
2019-07-01,0.64596119379177597
2019-10-01,0.28901728879651001
2020-01-01,-4.31621046231755034
2020-04-01,-12.66623541133230013
2020-07-01,13.85603190655310080
2020-10-01,-2.70013843768877004
2021-01-01,-1.90543653511008992
2021-04-01,3.29109164829450007
2021-07-01,4.35002403806138016
2021-10-01,0.21991817339189801
2022-01-01,0.32136519257053903
2022-04-01,0.87268325279642300
2022-07-01,1.25177448213374998
2022-10-01,-1.03527257066609990
2023-01-01,-0.26231384486129999
