report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
1989-03-31T00:00:00.000,097741,JAPANESE YEN,51867,7714,24420,28226,5131,15650,22039
1989-04-14T00:00:00.000,090741,CANADIAN DOLLAR,20893,7688,1648,1192,10376,11963,8819
1989-04-14T00:00:00.000,092741,SWISS FRANC,34669,8631,9864,11483,7078,14231,17403
1989-04-14T00:00:00.000,096742,BRITISH POUND,22808,4600,7083,10661,2848,6841,12171
1989-04-14T00:00:00.000,097741,JAPANESE YEN,49884,6114,18194,23232,10641,19551,20062
1989-04-28T00:00:00.000,090741,CANADIAN DOLLAR,22867,7729,1517,3329,10544,11456,10453
1989-04-28T00:00:00.000,092741,SWISS FRANC,34448,4020,9172,17167,4558,13261,20718
1989-04-28T00:00:00.000,096742,BRITISH POUND,18096,2363,4056,8038,2475,7636,11506
1989-04-28T00:00:00.000,097741,JAPANESE YEN,52005,5491,16509,27510,12962,16073,19603
1989-05-15T00:00:00.000,090741,CANADIAN DOLLAR,25373,10307,1157,2848,15064,11340,8274
1989-05-15T00:00:00.000,092741,SWISS FRANC,43909,6868,12904,21897,7372,15088,23577
1989-05-15T00:00:00.000,096742,BRITISH POUND,27737,899,11768,19562,3337,7154,12510
1989-05-15T00:00:00.000,097741,JAPANESE YEN,68747,8017,24157,45360,19407,15008,24821
1989-05-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,2828,0,201,1152,865,1676,1762
1989-05-31T00:00:00.000,090741,CANADIAN DOLLAR,29282,2725,5971,17499,7520,8092,14825
1989-05-31T00:00:00.000,092741,SWISS FRANC,43712,8264,5644,17742,16057,16793,21098
1989-05-31T00:00:00.000,096742,BRITISH POUND,27640,918,10005,18962,4794,7407,12488
1989-05-31T00:00:00.000,097741,JAPANESE YEN,75508,10428,16916,49678,32864,14315,24641
1989-05-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,4119,5,1359,2076,819,1578,1481
1989-06-15T00:00:00.000,090741,CANADIAN DOLLAR,29253,1234,6375,19180,9157,7850,12732
1989-06-15T00:00:00.000,092741,SWISS FRANC,43880,9046,3726,18239,23715,16296,16140
1989-06-15T00:00:00.000,096742,BRITISH POUND,29312,1097,6337,20236,9860,7635,12771
1989-06-15T00:00:00.000,097741,JAPANESE YEN,98730,14367,15227,64000,53503,20028,29665
1989-06-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,4367,0,261,2200,1955,1655,1639
1989-06-30T00:00:00.000,090741,CANADIAN DOLLAR,17987,2872,4086,8109,6485,6604,7014
1989-06-30T00:00:00.000,092741,SWISS FRANC,26467,9325,3860,2147,13672,14516,8456
1989-06-30T00:00:00.000,096742,BRITISH POUND,23390,400,8344,14934,752,8056,14294
1989-06-30T00:00:00.000,097741,JAPANESE YEN,44031,4835,9966,22378,10899,14338,20686
1989-06-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,2793,231,203,756,843,1236,1177
1989-07-14T00:00:00.000,090741,CANADIAN DOLLAR,17853,2802,2479,6789,7330,8018,7800
1989-07-14T00:00:00.000,092741,SWISS FRANC,37038,9765,5900,7456,18243,19025,12103
1989-07-14T00:00:00.000,096742,BRITISH POUND,23729,2906,6606,12165,9254,8454,7665
1989-07-14T00:00:00.000,097741,JAPANESE YEN,45782,5464,10768,26380,15753,13650,18973
1989-07-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,2056,0,203,1221,327,835,1526
1989-07-31T00:00:00.000,090741,CANADIAN DOLLAR,27257,8894,3110,7963,15704,10400,8443
1989-07-31T00:00:00.000,092741,SWISS FRANC,39847,13819,3955,7770,24570,17444,10508
1989-07-31T00:00:00.000,096742,BRITISH POUND,26345,9989,1711,4776,17878,11380,6556
1989-07-31T00:00:00.000,097741,JAPANESE YEN,56683,8440,12568,21775,22028,24619,20238
1989-07-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,2227,0,203,1477,591,750,1433
1989-08-15T00:00:00.000,090741,CANADIAN DOLLAR,29531,10541,2665,9101,17849,9889,9017
1989-08-15T00:00:00.000,092741,SWISS FRANC,39648,8245,5759,17726,16791,12856,16277
1989-08-15T00:00:00.000,096742,BRITISH POUND,23192,1869,7915,13022,4202,8301,11075
1989-08-15T00:00:00.000,097741,JAPANESE YEN,56415,6766,13337,32377,18043,16385,24148
1989-08-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,2572,0,417,1178,642,1394,1513
1989-08-31T00:00:00.000,090741,CANADIAN DOLLAR,34598,13394,4006,9994,18937,10314,10759
1989-08-31T00:00:00.000,092741,SWISS FRANC,45426,7245,11381,25889,16406,11298,16645
1989-08-31T00:00:00.000,096742,BRITISH POUND,21958,1330,4997,14747,3167,5831,13744
1989-08-31T00:00:00.000,097741,JAPANESE YEN,73355,5864,22500,50160,18628,14125,29021
1989-08-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,2521,0,0,1505,642,1016,1879
1989-09-15T00:00:00.000,090741,CANADIAN DOLLAR,30187,7480,5620,15269,13919,7438,10648
1989-09-15T00:00:00.000,092741,SWISS FRANC,48996,4301,13360,30558,15037,13422,19884
1989-09-15T00:00:00.000,096742,BRITISH POUND,34445,745,8219,22220,10566,11480,15660
1989-09-15T00:00:00.000,097741,JAPANESE YEN,89914,5839,26843,68979,36739,13688,24924
1989-09-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,3436,240,107,1148,969,1828,2140
1989-09-29T00:00:00.000,090741,CANADIAN DOLLAR,20315,8311,3082,5064,8086,6940,9147
1989-09-29T00:00:00.000,092741,SWISS FRANC,29473,6553,6405,8034,11250,14386,11318
1989-09-29T00:00:00.000,096742,BRITISH POUND,24441,5352,1716,9539,15042,9536,7669
1989-09-29T00:00:00.000,097741,JAPANESE YEN,52052,6336,7783,25654,25079,18085,17213
1989-10-13T00:00:00.000,090741,CANADIAN DOLLAR,27248,14567,2786,4741,14392,7940,10070
1989-10-13T00:00:00.000,092741,SWISS FRANC,26436,3087,5189,10630,6929,11816,13415
1989-10-13T00:00:00.000,096742,BRITISH POUND,20998,841,5151,13826,4684,6327,11159
1989-10-13T00:00:00.000,097741,JAPANESE YEN,50655,4452,9754,29210,21348,16231,18791
1989-10-31T00:00:00.000,090741,CANADIAN DOLLAR,26267,11688,2356,6706,13785,7873,10126
1989-10-31T00:00:00.000,092741,SWISS FRANC,39110,9777,6472,11097,17862,18225,14765
1989-10-31T00:00:00.000,096742,BRITISH POUND,22915,2819,3477,12561,10405,7528,9026
1989-10-31T00:00:00.000,097741,JAPANESE YEN,55646,4737,13099,35263,22600,15636,19937
1989-11-15T00:00:00.000,090741,CANADIAN DOLLAR,29514,13856,2150,5869,16039,9789,11325
1989-11-15T00:00:00.000,092741,SWISS FRANC,37475,6366,6816,16213,16469,14896,14190
1989-11-15T00:00:00.000,096742,BRITISH POUND,26200,6408,3278,12295,14057,7278,8646
1989-11-15T00:00:00.000,097741,JAPANESE YEN,59673,7675,12582,35867,23234,15444,23170
1989-11-30T00:00:00.000,090741,CANADIAN DOLLAR,30846,13672,2276,6203,17291,10742,11050
1989-11-30T00:00:00.000,092741,SWISS FRANC,50125,13973,4493,12560,29689,22935,15286
1989-11-30T00:00:00.000,096742,BRITISH POUND,23429,550,3941,15485,9180,7387,10301
1989-11-30T00:00:00.000,097741,JAPANESE YEN,66167,12322,11792,28945,35657,24456,18274
1989-12-15T00:00:00.000,090741,CANADIAN DOLLAR,33546,13327,2081,10809,22380,9410,9085
1989-12-15T00:00:00.000,092741,SWISS FRANC,60577,18165,1749,22434,46561,19945,12234
1989-12-15T00:00:00.000,096742,BRITISH POUND,29696,6991,614,11836,22140,10869,6942
1989-12-15T00:00:00.000,097741,JAPANESE YEN,59538,4557,12430,37553,28689,16351,17342
1989-12-29T00:00:00.000,090741,CANADIAN DOLLAR,23526,12551,2129,1420,13875,9555,7522
1989-12-29T00:00:00.000,092741,SWISS FRANC,32418,12024,1273,4547,24086,15847,7059
1989-12-29T00:00:00.000,096742,BRITISH POUND,19835,7388,251,1771,13964,10676,5620
1989-12-29T00:00:00.000,097741,JAPANESE YEN,49960,7739,6557,21579,28688,19913,13986
1989-12-29T00:00:00.000,232741,AUSTRALIAN DOLLAR,2554,1445,597,0,827,1109,1130
1990-01-15T00:00:00.000,090741,CANADIAN DOLLAR,24717,10615,3481,5430,10929,8672,10307
1990-01-15T00:00:00.000,092741,SWISS FRANC,36729,11809,937,7205,23455,17715,12337
1990-01-15T00:00:00.000,096742,BRITISH POUND,23586,8634,676,2745,16288,12207,6622
1990-01-15T00:00:00.000,097741,JAPANESE YEN,58418,5547,13714,34998,20872,16393,22352
1990-01-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,2343,209,598,1462,529,672,1216
1990-01-31T00:00:00.000,090741,CANADIAN DOLLAR,28934,393,9639,22272,5874,6057,13209
1990-01-31T00:00:00.000,092741,SWISS FRANC,39066,11669,1795,9998,25459,17386,11799
1990-01-31T00:00:00.000,096742,BRITISH POUND,26743,10083,684,4365,18425,12295,7634
1990-01-31T00:00:00.000,097741,JAPANESE YEN,62631,8964,9563,29752,36362,23303,16094
1990-01-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,3313,0,200,2626,522,687,2591
1990-02-15T00:00:00.000,090741,CANADIAN DOLLAR,29370,787,9958,20815,4821,7768,14591
1990-02-15T00:00:00.000,092741,SWISS FRANC,38443,9248,4538,14649,19970,14523,13912
1990-02-15T00:00:00.000,096742,BRITISH POUND,30949,8859,1002,5620,19223,14197,8451
1990-02-15T00:00:00.000,097741,JAPANESE YEN,63179,8824,13276,30333,35269,23049,13661
1990-02-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,3799,200,500,2458,481,1141,2818
1990-02-28T00:00:00.000,090741,CANADIAN DOLLAR,29024,251,10270,22145,5782,6628,12972
1990-02-28T00:00:00.000,092741,SWISS FRANC,41188,9282,6122,16233,21393,15673,13673
1990-02-28T00:00:00.000,096742,BRITISH POUND,30640,7169,1210,8846,18692,13030,9143
1990-02-28T00:00:00.000,097741,JAPANESE YEN,80467,6925,28110,50009,23228,21166,26762
1990-03-15T00:00:00.000,090741,CANADIAN DOLLAR,27766,2591,5305,16925,11480,7890,10621
1990-03-15T00:00:00.000,092741,SWISS FRANC,36254,4141,5420,17811,16247,13834,14119
1990-03-15T00:00:00.000,096742,BRITISH POUND,30738,1704,6905,21078,12056,7927,11748
1990-03-15T00:00:00.000,097741,JAPANESE YEN,96299,8513,29408,64271,38443,20549,25482
1990-03-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,3431,0,300,2469,725,962,2406
1990-03-30T00:00:00.000,090741,CANADIAN DOLLAR,17957,3130,2908,6894,5365,7933,9684
1990-03-30T00:00:00.000,092741,SWISS FRANC,32693,5299,6593,8724,11277,18670,14823
1990-03-30T00:00:00.000,096742,BRITISH POUND,20876,426,4332,11422,5263,9028,11281
1990-03-30T00:00:00.000,097741,JAPANESE YEN,68066,19563,26785,27950,17417,17364,20675
1990-03-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,2343,0,459,1748,0,595,1884
1990-04-12T00:00:00.000,090741,CANADIAN DOLLAR,25282,8166,2418,6618,11910,10276,10732
1990-04-12T00:00:00.000,092741,SWISS FRANC,32616,11137,3589,2882,19954,18540,9016
1990-04-12T00:00:00.000,096742,BRITISH POUND,24758,917,3410,9929,8904,11423,9955
1990-04-12T00:00:00.000,097741,JAPANESE YEN,67872,16068,20961,29849,22552,18016,20420
1990-04-30T00:00:00.000,090741,CANADIAN DOLLAR,29053,9476,3655,8210,11597,11045,13479
1990-04-30T00:00:00.000,092741,SWISS FRANC,42625,15236,5015,2107,23642,25282,13968
1990-04-30T00:00:00.000,096742,BRITISH POUND,25039,1490,5896,13081,6361,9982,12296
1990-04-30T00:00:00.000,097741,JAPANESE YEN,74209,12573,19260,33591,28545,21630,19989
1990-04-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,2968,0,474,1296,544,1672,1950
1990-05-15T00:00:00.000,090741,CANADIAN DOLLAR,33642,4243,7230,22636,6212,6441,19878
1990-05-15T00:00:00.000,092741,SWISS FRANC,48503,20690,6194,3823,29185,23913,13047
1990-05-15T00:00:00.000,096742,BRITISH POUND,31004,5984,2267,9817,17119,14170,10585
1990-05-15T00:00:00.000,097741,JAPANESE YEN,82431,20232,12699,28059,51360,28590,12822
1990-05-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,2274,0,444,1411,544,863,1286
1990-05-31T00:00:00.000,090741,CANADIAN DOLLAR,34873,2543,6753,22530,7795,8989,19514
1990-05-31T00:00:00.000,092741,SWISS FRANC,44028,9518,9352,14295,20328,19819,13952
1990-05-31T00:00:00.000,096742,BRITISH POUND,37655,13336,2109,9172,24146,15146,11399
1990-05-31T00:00:00.000,097741,JAPANESE YEN,75157,13166,6740,28080,49183,26889,12212
1990-06-15T00:00:00.000,090741,CANADIAN DOLLAR,30514,3303,5619,19536,10449,7433,14204
1990-06-15T00:00:00.000,092741,SWISS FRANC,47049,9740,6390,18803,21678,17454,17929
1990-06-15T00:00:00.000,096742,BRITISH POUND,41745,15163,2242,9808,28249,16774,11254
1990-06-15T00:00:00.000,097741,JAPANESE YEN,67044,9069,10865,30293,31046,25576,23027
1990-06-29T00:00:00.000,090741,CANADIAN DOLLAR,31003,8570,4063,12623,13528,9286,12888
1990-06-29T00:00:00.000,092741,SWISS FRANC,38348,10107,6121,5891,18852,18914,9939
1990-06-29T00:00:00.000,096742,BRITISH POUND,35653,16957,1895,2739,25435,15956,8322
1990-06-29T00:00:00.000,097741,JAPANESE YEN,44853,9982,12646,11576,18979,22490,12423
1990-07-13T00:00:00.000,090741,CANADIAN DOLLAR,38769,12952,4034,13026,19943,11411,13412
1990-07-13T00:00:00.000,092741,SWISS FRANC,40495,15696,4654,7888,25062,16694,10562
1990-07-13T00:00:00.000,096742,BRITISH POUND,36784,14648,1171,4015,23043,17800,12249
1990-07-13T00:00:00.000,097741,JAPANESE YEN,70338,25701,10657,12593,48913,30842,9566
1990-07-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,2661,505,0,117,1688,2039,973
1990-07-31T00:00:00.000,090741,CANADIAN DOLLAR,42224,14849,3264,15618,24159,11360,14404
1990-07-31T00:00:00.000,092741,SWISS FRANC,40607,12461,5444,7727,22839,20417,12322
1990-07-31T00:00:00.000,096742,BRITISH POUND,38002,14226,1484,5088,24607,18368,11591
1990-07-31T00:00:00.000,097741,JAPANESE YEN,62136,16271,10347,17364,40726,28167,10729
1990-08-15T00:00:00.000,090741,CANADIAN DOLLAR,41556,13532,2557,15745,26190,11882,12412
1990-08-15T00:00:00.000,092741,SWISS FRANC,51520,18366,7027,10401,31408,22241,12573
1990-08-15T00:00:00.000,096742,BRITISH POUND,42643,15351,1757,10222,29600,16746,10962
1990-08-15T00:00:00.000,097741,JAPANESE YEN,62083,18485,14296,21383,34140,21163,12595
1990-08-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,2639,0,0,767,1398,1872,1241
1990-08-31T00:00:00.000,090741,CANADIAN DOLLAR,41206,6010,3344,25084,22174,9300,14876
1990-08-31T00:00:00.000,092741,SWISS FRANC,45276,9899,5759,17819,27586,16148,10521
1990-08-31T00:00:00.000,096742,BRITISH POUND,39839,9801,1154,14595,26290,14528,11480
1990-08-31T00:00:00.000,097741,JAPANESE YEN,72590,24957,13847,21439,47370,25600,10779
1990-08-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,3070,0,0,1022,2177,2048,893
1990-09-14T00:00:00.000,090741,CANADIAN DOLLAR,38281,1472,4011,29574,17674,6413,15774
1990-09-14T00:00:00.000,092741,SWISS FRANC,49826,8295,6054,23110,29734,18181,13798
1990-09-14T00:00:00.000,096742,BRITISH POUND,38312,3199,4394,21794,22103,12469,10965
1990-09-14T00:00:00.000,097741,JAPANESE YEN,90764,22973,14763,38921,62812,26010,10329
1990-09-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,3281,0,0,1398,2386,1883,895
1990-09-28T00:00:00.000,090741,CANADIAN DOLLAR,27661,1604,2325,19193,12230,6421,12663
1990-09-28T00:00:00.000,092741,SWISS FRANC,30855,10330,8403,5646,13573,14879,8879
1990-09-28T00:00:00.000,096742,BRITISH POUND,28248,2128,7640,18710,10048,7410,10560
1990-09-28T00:00:00.000,097741,JAPANESE YEN,69109,23915,17992,22670,39227,22520,11886
1990-10-15T00:00:00.000,090741,CANADIAN DOLLAR,27955,4679,2001,14876,13257,7936,12233
1990-10-15T00:00:00.000,092741,SWISS FRANC,36470,8917,6042,7860,16362,16529,10902
1990-10-15T00:00:00.000,096742,BRITISH POUND,32439,8375,3093,10185,19866,13879,9480
1990-10-15T00:00:00.000,097741,JAPANESE YEN,75460,27491,10352,20986,56220,26613,8518
1990-10-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,1889,0,0,864,842,1025,1047
1990-10-31T00:00:00.000,090741,CANADIAN DOLLAR,32325,1656,6294,22346,11635,8099,14172
1990-10-31T00:00:00.000,092741,SWISS FRANC,41346,9112,9489,16196,15749,14969,15039
1990-10-31T00:00:00.000,096742,BRITISH POUND,34086,9998,2887,11636,19752,12392,11387
1990-10-31T00:00:00.000,097741,JAPANESE YEN,77323,23209,8078,27788,57113,25921,11727
1990-11-15T00:00:00.000,090741,CANADIAN DOLLAR,31534,693,5840,20941,11104,8856,13546
1990-11-15T00:00:00.000,092741,SWISS FRANC,44835,12351,8189,12665,24748,19171,11250
1990-11-15T00:00:00.000,096742,BRITISH POUND,40331,12422,1656,14435,25824,13113,12490
1990-11-15T00:00:00.000,097741,JAPANESE YEN,80442,11050,11570,39651,49378,29153,18906
1990-11-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,2797,0,0,905,1084,1892,1713
1990-11-30T00:00:00.000,090741,CANADIAN DOLLAR,28907,2237,4553,17727,8990,7484,13905
1990-11-30T00:00:00.000,092741,SWISS FRANC,39289,6629,7506,18756,15313,13904,16470
1990-11-30T00:00:00.000,096742,BRITISH POUND,36595,9283,1530,15871,19900,11438,15162
1990-11-30T00:00:00.000,097741,JAPANESE YEN,79466,8216,8569,46042,48298,23218,20609
1990-11-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,3152,0,0,2290,1282,862,1870
1990-12-14T00:00:00.000,090741,CANADIAN DOLLAR,23961,1957,1657,12590,11256,8286,9920
1990-12-14T00:00:00.000,092741,SWISS FRANC,40928,3237,7278,23387,17182,11729,13893
1990-12-14T00:00:00.000,096742,BRITISH POUND,36298,7382,6322,21149,14093,7767,15883
1990-12-14T00:00:00.000,097741,JAPANESE YEN,79611,3607,10009,59135,48197,13362,17898
1990-12-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,3441,0,227,2455,1585,986,1629
1990-12-31T00:00:00.000,090741,CANADIAN DOLLAR,22712,4064,1849,9388,10389,8132,9346
1990-12-31T00:00:00.000,092741,SWISS FRANC,33971,750,14485,24780,6352,8441,13134
1990-12-31T00:00:00.000,096742,BRITISH POUND,25426,775,7398,17805,2461,6549,15270
1990-12-31T00:00:00.000,097741,JAPANESE YEN,44250,2171,15647,30636,9745,11443,18858
1991-01-15T00:00:00.000,090741,CANADIAN DOLLAR,32725,14157,1258,5608,20807,11260,8960
1991-01-15T00:00:00.000,092741,SWISS FRANC,29728,2072,10342,18234,7299,9422,12087
1991-01-15T00:00:00.000,096742,BRITISH POUND,20985,1224,5911,12845,4176,6633,10615
1991-01-15T00:00:00.000,097741,JAPANESE YEN,39537,2081,9484,24954,10689,12492,19354
1991-01-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,1960,0,0,1078,1063,882,897
1991-01-31T00:00:00.000,090741,CANADIAN DOLLAR,25737,4342,4432,12051,7659,7980,12282
1991-01-31T00:00:00.000,092741,SWISS FRANC,31707,3358,9105,14900,10304,13449,12298
1991-01-31T00:00:00.000,096742,BRITISH POUND,28788,6552,2892,10431,14919,11235,10407
1991-01-31T00:00:00.000,097741,JAPANESE YEN,56674,8183,6813,27136,34721,20562,14347
1991-02-15T00:00:00.000,090741,CANADIAN DOLLAR,27245,5585,6510,11912,8299,8757,11445
1991-02-15T00:00:00.000,092741,SWISS FRANC,36166,5136,11954,16960,11561,14039,12620
1991-02-15T00:00:00.000,096742,BRITISH POUND,37151,11853,3541,8888,21450,15670,11420
1991-02-15T00:00:00.000,097741,JAPANESE YEN,63987,7019,5286,30546,43999,24216,12496
1991-02-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,1908,0,0,640,1089,1268,819
1991-02-28T00:00:00.000,090741,CANADIAN DOLLAR,31879,9837,6873,9355,12292,11397,11424
1991-02-28T00:00:00.000,092741,SWISS FRANC,44541,960,15019,27888,9974,15214,19069
1991-02-28T00:00:00.000,096742,BRITISH POUND,31471,4082,6636,17851,11219,8131,12209
1991-02-28T00:00:00.000,097741,JAPANESE YEN,64094,4750,10210,38078,33965,18473,17126
1991-03-15T00:00:00.000,090741,CANADIAN DOLLAR,26779,6577,3748,8835,11907,10660,10417
1991-03-15T00:00:00.000,092741,SWISS FRANC,62497,610,17150,48497,23323,13033,21667
1991-03-15T00:00:00.000,096742,BRITISH POUND,40947,875,7856,32341,17715,7731,15376
1991-03-15T00:00:00.000,097741,JAPANESE YEN,63862,4481,12039,40270,29026,16156,19842
1991-03-28T00:00:00.000,090741,CANADIAN DOLLAR,19241,5056,3845,6289,4348,6869,10021
1991-03-28T00:00:00.000,092741,SWISS FRANC,38107,1618,16388,24169,3720,12263,17942
1991-03-28T00:00:00.000,096742,BRITISH POUND,30696,0,11004,23947,6044,6747,13646
1991-03-28T00:00:00.000,097741,JAPANESE YEN,42975,5285,14360,24111,7793,10876,18119
1991-04-15T00:00:00.000,090741,CANADIAN DOLLAR,28691,13581,4329,3551,13548,10020,9275
1991-04-15T00:00:00.000,092741,SWISS FRANC,39547,2565,13939,22638,6881,12420,16803
1991-04-15T00:00:00.000,096742,BRITISH POUND,30173,522,7496,18512,7625,9240,13153
1991-04-15T00:00:00.000,097741,JAPANESE YEN,49401,8507,8189,15866,19146,18639,15677
1991-04-30T00:00:00.000,090741,CANADIAN DOLLAR,25340,6242,4628,9827,8296,7722,10867
1991-04-30T00:00:00.000,092741,SWISS FRANC,42202,2691,12161,25920,11403,12709,17756
1991-04-30T00:00:00.000,096742,BRITISH POUND,28408,620,6162,18524,7747,8860,14095
1991-04-30T00:00:00.000,097741,JAPANESE YEN,50770,8808,6781,18473,24974,18449,13975
1991-05-15T00:00:00.000,090741,CANADIAN DOLLAR,28608,9430,3601,7521,13088,10108,10370
1991-05-15T00:00:00.000,092741,SWISS FRANC,41125,4551,7164,22722,18635,12988,14462
1991-05-15T00:00:00.000,096742,BRITISH POUND,31279,3617,4504,18009,12019,8797,13900
1991-05-15T00:00:00.000,097741,JAPANESE YEN,54314,10824,7874,21931,25628,17059,16312
1991-05-31T00:00:00.000,090741,CANADIAN DOLLAR,32355,12330,3954,7092,16427,11160,10201
1991-05-31T00:00:00.000,092741,SWISS FRANC,39118,1403,9381,25449,9652,11805,19624
1991-05-31T00:00:00.000,096742,BRITISH POUND,29737,213,5207,21583,7860,7519,16248
1991-05-31T00:00:00.000,097741,JAPANESE YEN,53855,7247,7755,26433,24781,15057,16201
1991-06-14T00:00:00.000,090741,CANADIAN DOLLAR,37191,13278,2888,11039,24492,12050,8987
1991-06-14T00:00:00.000,092741,SWISS FRANC,53863,750,11316,41515,20608,11597,21938
1991-06-14T00:00:00.000,096742,BRITISH POUND,42887,1047,7119,33628,17644,7745,17657
1991-06-14T00:00:00.000,097741,JAPANESE YEN,68326,6353,16430,41927,21810,15028,25068
1991-06-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,3181,204,0,1190,1060,1787,2121
1991-06-28T00:00:00.000,090741,CANADIAN DOLLAR,29427,14153,2675,4151,17541,10164,8252
1991-06-28T00:00:00.000,092741,SWISS FRANC,34897,2530,12130,23406,3186,8961,19581
1991-06-28T00:00:00.000,096742,BRITISH POUND,30644,545,8368,21327,5326,7224,15402
1991-06-28T00:00:00.000,097741,JAPANESE YEN,47731,11729,9139,14409,22463,17354,11890
1991-07-15T00:00:00.000,090741,CANADIAN DOLLAR,24326,6344,5559,7699,7162,9200,10522
1991-07-15T00:00:00.000,092741,SWISS FRANC,37329,2571,11298,22875,5957,11257,19448
1991-07-15T00:00:00.000,096742,BRITISH POUND,27547,2388,7421,15387,6262,9067,13159
1991-07-15T00:00:00.000,097741,JAPANESE YEN,61280,20700,6908,12292,40825,24354,9613
1991-07-31T00:00:00.000,090741,CANADIAN DOLLAR,22297,2643,5020,12094,7245,6483,8955
1991-07-31T00:00:00.000,092741,SWISS FRANC,33225,3174,6199,19629,12179,10221,14646
1991-07-31T00:00:00.000,096742,BRITISH POUND,20593,3620,1572,6441,8967,10165,9687
1991-07-31T00:00:00.000,097741,JAPANESE YEN,49013,7109,9084,20490,23817,16159,10857
1991-08-15T00:00:00.000,090741,CANADIAN DOLLAR,26022,9093,2710,6574,13278,9695,9374
1991-08-15T00:00:00.000,092741,SWISS FRANC,35510,3912,5330,19962,13442,11635,16737
1991-08-15T00:00:00.000,096742,BRITISH POUND,20125,3103,567,5344,7127,11382,12135
1991-08-15T00:00:00.000,097741,JAPANESE YEN,60071,14121,9220,22812,33896,19003,12820
1991-08-30T00:00:00.000,090741,CANADIAN DOLLAR,29129,11113,2451,7005,18049,10175,7793
1991-08-30T00:00:00.000,092741,SWISS FRANC,34775,1246,7408,24787,11294,8742,16073
1991-08-30T00:00:00.000,096742,BRITISH POUND,20845,1329,1083,9924,8548,8852,10474
