observation_date,ULQELP01JPQ659S
1981-01-01,3.3233934024203400
1981-04-01,5.4734523601380003
1981-07-01,3.3009462718664300
1981-10-01,1.4639742910302700
1982-01-01,2.3939606544585001
1982-04-01,1.6880836236845700
1982-07-01,2.6905901791186402
1982-10-01,2.6309351795011602
1983-01-01,0.7727427760679780
1983-04-01,0.8593789357445520
1983-07-01,1.7625447753029999
1983-10-01,2.0210519779392002
1984-01-01,4.1835354492171399
1984-04-01,4.5650846961719003
1984-07-01,3.9946412918807694
1984-10-01,3.1541881127596398
1985-01-01,4.0076476911931502
1985-04-01,5.1572495508870100
1985-07-01,5.4978237230829601
1985-10-01,7.1456518862459104
1986-01-01,4.4538050024462397
1986-04-01,2.2047461565957698
1986-07-01,1.1766078761026200
1986-10-01,0.4824299381000230
1987-01-01,0.5927702873782390
1987-04-01,2.4814588818320402
1987-07-01,3.8684402201888402
1987-10-01,5.1300030155976604
1988-01-01,7.5314541570730400
1988-04-01,4.9316583657496498
1988-07-01,5.4527855020700899
1988-10-01,4.1228418904411104
1989-01-01,4.2129202937486498
1989-04-01,2.8214710671349801
1989-07-01,2.0201266900524000
1989-10-01,4.0754635404352708
1990-01-01,0.7548400996385500
1990-04-01,5.6519471251839599
1990-07-01,5.6883339899378500
1990-10-01,2.2486266262683299
1991-01-01,3.5612825207646899
1991-04-01,1.5624764576307499
1991-07-01,-0.2937012383204730
1991-10-01,0.8001984163555110
1992-01-01,0.0539938916446738
1992-04-01,-0.0750083779780768
1992-07-01,0.5230601439528270
1992-10-01,-1.1196094764797100
1993-01-01,0.9265182798118460
1993-04-01,-0.4037632204283660
1993-07-01,-1.2446134029367899
1993-10-01,0.3109906392977130
1994-01-01,-0.3210859182809340
1994-04-01,-0.3641368992813170
1994-07-01,2.0282982068431998
1994-10-01,1.1730132711169901
1995-01-01,1.2215434563183400
1995-04-01,3.0348906702782199
1995-07-01,2.4717305865039001
1995-10-01,3.5180478855198198
1996-01-01,3.3097816729480098
1996-04-01,3.2101625518144701
1996-07-01,1.7824916206958901
1996-10-01,2.4738493123192602
1997-01-01,1.2418430033131200
1997-04-01,-0.6748811207257740
1997-07-01,0.0854675503725606
1997-10-01,-0.9240784569478460
1998-01-01,-1.6800609481379600
1998-04-01,-0.7577703015256410
1998-07-01,-0.5696133916243440
1998-10-01,0.3458011003762130
1999-01-01,0.4504328752044360
1999-04-01,0.9893348194540680
1999-07-01,0.9204115799754710
1999-10-01,-0.1211630796491190
2000-01-01,3.1856763883061601
2000-04-01,3.0562642360383601
2000-07-01,2.5922176564798498
2000-10-01,3.0553474122191400
2001-01-01,1.8158834208909200
2001-04-01,1.3351243689599701
2001-07-01,0.7013013160604850
2001-10-01,-0.1371752718765150
2002-01-01,-0.5420700446098480
2002-04-01,1.1014899522074999
2002-07-01,1.9937651556169900
2002-10-01,2.6346815300415600
2003-01-01,2.3033193616203098
2003-04-01,1.2908068025012800
2003-07-01,1.4168894431404799
2003-10-01,2.2050195325364101
2004-01-01,2.5757600818727702
2004-04-01,1.9999739285206499
2004-07-01,2.2022343316015198
2004-10-01,1.0359409276678799
2005-01-01,0.7655701643304260
2005-04-01,1.3398555333637900
2005-07-01,1.4664805437388999
2005-10-01,1.9712972374433599
2006-01-01,1.5404992352677001
2006-04-01,1.2188463244540400
2006-07-01,-0.0562440070922034
2006-10-01,0.6068746501510950
2007-01-01,1.4717171509131100
2007-04-01,0.7885328278210350
2007-07-01,1.0401933949673701
2007-10-01,0.1757347299255380
2008-01-01,0.1579072500506440
2008-04-01,-0.1201039431097750
2008-07-01,-0.6130483055445510
2008-10-01,-3.3025523264010501
2009-01-01,-8.1499606604390493
2009-04-01,-4.7779856198250599
2009-07-01,-3.8665576819599106
2009-10-01,-0.0499436056899307
2010-01-01,5.3135421963813201
2010-04-01,3.9090119245778001
2010-07-01,5.2437367119091203
2010-10-01,3.0682716903332099
2011-01-01,0.9608001022788910
2011-04-01,-0.9652422988401520
2011-07-01,0.0435738602197313
2011-10-01,0.4461955472740490
2012-01-01,3.3805053746560501
2012-04-01,2.9408024389170500
2012-07-01,-0.0381379002485780
2012-10-01,0.1511761194539450
2013-01-01,-0.4151309026040050
2013-04-01,1.1139702447928499
2013-07-01,2.5143521134416900
2013-10-01,1.9544930650828001
2014-01-01,1.7950884787222601
2014-04-01,-1.0042771775180099
2014-07-01,-1.8342897848509900
2014-10-01,-0.8906342796953080
2015-01-01,-0.3638831781492780
2015-04-01,1.9238617792805299
2015-07-01,1.8034332140265701
2015-10-01,1.0769009517410100
2016-01-01,0.0540670832877711
2016-04-01,-0.4461326599847210
2016-07-01,-0.6837167655931000
2016-10-01,-0.2885040656549190
2017-01-01,0.0735500679737663
2017-04-01,0.2840038644104450
2017-07-01,0.9342917507855319
2017-10-01,1.0594901352008801
2018-01-01,-0.8459325296954040
2018-04-01,-0.9069295490111930
2018-07-01,-1.7288188440936401
2018-10-01,-2.3903561729477798
2019-01-01,-1.2211955802929100
2019-04-01,-0.8686529954071550
2019-07-01,-0.4327520524876410
2019-10-01,-3.0349155981024798
2020-01-01,-2.3545788890353401
2020-04-01,-8.7701663784162296
2020-07-01,-3.8611147452917800
2020-10-01,0.5170127135493791
2021-01-01,-0.1057127100730940
2021-04-01,7.5684014476920192
2021-07-01,1.5596041373738001
2021-10-01,1.7797917971560999
2022-01-01,0.8313452253589760
2022-04-01,0.8499063473054260
2022-07-01,1.2873737628651301
2022-10-01,0.1722957640430500
2023-01-01,2.1376750939673901
2023-04-01,2.0007253322734502
2023-07-01,1.3449551272787801
