observation_date,ULQEUL01EZQ657S
1995-04-01,0.6432740606630020
1995-07-01,0.4759246915321700
1995-10-01,0.7211854652712240
1996-01-01,0.3115028698733370
1996-04-01,-0.0875572268834723
1996-07-01,0.5062681640486180
1996-10-01,0.1638547087682740
1997-01-01,0.6018178949954049
1997-04-01,-0.5623953629529940
1997-07-01,-0.0995576215806482
1997-10-01,-0.3703761298119780
1998-01-01,-0.0861417387159169
1998-04-01,0.6196875070641820
1998-07-01,0.4672587229393120
1998-10-01,0.8402968171162150
1999-01-01,-0.3274980590021180
1999-04-01,0.8296134123955800
1999-07-01,-0.1146741808317640
1999-10-01,0.1251301347826360
2000-01-01,0.1693374390833840
2000-04-01,0.2026524696551400
2000-07-01,0.7336049542402410
2000-10-01,0.4947859719933500
2001-01-01,-0.2034686083825290
2001-04-01,0.7212583935990000
2001-07-01,0.7575773171589080
2001-10-01,0.9266373953191080
2002-01-01,0.6754506585769930
2002-04-01,0.2313813034484410
2002-07-01,0.4691669793095210
2002-10-01,0.4842094257311300
2003-01-01,0.7635889781342000
2003-04-01,0.5815477774173680
2003-07-01,0.6986728524679410
2003-10-01,-0.3220198169493370
2004-01-01,0.2316575215476790
2004-04-01,0.2881155255239020
2004-07-01,0.3024317523367510
2004-10-01,0.3702707526788810
2005-01-01,0.4406762494472580
2005-04-01,0.2113105103092480
2005-07-01,0.0579736465811997
2005-10-01,0.6569496173795870
2006-01-01,-0.0773211555314846
2006-04-01,0.0063459790367703
2006-07-01,0.4521244019493500
2006-10-01,-0.0906227942708560
2007-01-01,0.3887777645607220
2007-04-01,0.3916115720216990
2007-07-01,0.5944748805221330
2007-10-01,0.9107535711463171
2008-01-01,0.9363549908140369
2008-04-01,0.9716742529898290
2008-07-01,1.3186951757004699
2008-10-01,1.7267529642610600
2009-01-01,2.3087998257715001
2009-04-01,-0.1626859416625990
2009-07-01,-0.1222570019175250
2009-10-01,-0.0568441555584553
2010-01-01,-0.1106478577841300
2010-04-01,-0.2964968112780910
2010-07-01,-0.0578072138553321
2010-10-01,0.0096884689297915
2011-01-01,-0.0722399410971852
2011-04-01,0.5922227106455620
2011-07-01,0.0416660550278891
2011-10-01,0.7218289188656520
2012-01-01,0.6252930685693771
2012-04-01,0.6339896282717470
2012-07-01,0.2005766109645980
2012-10-01,0.3622239687629980
2013-01-01,0.6743776318094200
2013-04-01,-0.2186963500167450
2013-07-01,0.2289824649541310
2013-10-01,0.0017602466253707
2014-01-01,0.2473207121055810
2014-04-01,0.2543011331473060
2014-07-01,0.1940068159453470
2014-10-01,0.1726326587571550
2015-01-01,-0.1394808780339370
2015-04-01,0.2816539312285870
2015-07-01,0.1601030730511650
2015-10-01,0.2192238343550200
2016-01-01,0.1386341166403900
2016-04-01,0.3385868924376640
2016-07-01,0.2763589116558050
2016-10-01,0.1038037065341110
2017-01-01,0.1526506989777410
2017-04-01,0.0246871860986708
2017-07-01,0.0542928423338251
2017-10-01,0.3030641248518820
2018-01-01,0.7625161059017000
2018-04-01,0.6921655584390281
2018-07-01,0.9836696966113000
2018-10-01,0.1050915835171700
2019-01-01,0.3208849339482840
2019-04-01,0.6189379687360660
2019-07-01,0.5111587439338590
2019-10-01,0.3531522460451080
2020-01-01,2.4928159087754600
2020-04-01,4.7066289479809695
2020-07-01,-4.2968657768640002
2020-10-01,0.9423313614103090
2021-01-01,-0.1834135386633460
2021-04-01,-0.6666517282568840
2021-07-01,1.0142888340967300
2021-10-01,0.7737329734212480
2022-01-01,0.7972896008872520
2022-04-01,0.2484339200487630
2022-07-01,1.4141313232215900
2022-10-01,2.0033117530390498
2023-01-01,2.0697825666681400
2023-04-01,0.7893290942678540
2023-07-01,1.5871539418713001
2023-10-01,1.3444002485519400
2024-01-01,1.4521421544770901
