observation_date,CHESLRTCR03GYSAM
1979-10-01,-17.7683055254
1979-11-01,-13.9450233509
1979-12-01,-13.3367177766
1980-01-01,1.6563214606
1980-02-01,-0.1279933142
1980-03-01,-5.2487777501
1980-04-01,-9.5173359127
1980-05-01,-11.8312670746
1980-06-01,6.6741351804
1980-07-01,10.7988829364
1980-08-01,7.2715538454
1980-09-01,-0.8815990855
1980-10-01,10.9064220474
1980-11-01,-3.8913667555
1980-12-01,10.9851085018
1981-01-01,-7.4195836920
1981-02-01,4.1337461762
1981-03-01,-9.1807001885
1981-04-01,-7.2174442738
1981-05-01,10.0896673280
1981-06-01,43.0996170136
1981-07-01,7.0747786454
1981-08-01,-4.6792274536
1981-09-01,3.3952036051
1981-10-01,-0.3731853977
1981-11-01,0.6190547316
1981-12-01,-3.9206573190
1982-01-01,8.9469499973
1982-02-01,-4.4416492597
1982-03-01,8.6963344656
1982-04-01,32.5738765706
1982-05-01,-3.5243119923
1982-06-01,-30.3440031888
1982-07-01,2.5425526875
1982-08-01,3.9855219332
1982-09-01,12.7661566108
1982-10-01,-7.5313056394
1982-11-01,-6.7139560554
1982-12-01,1.2351826373
1983-01-01,0.7586326139
1983-02-01,-4.6116106905
1983-03-01,41.3779147712
1983-04-01,-45.7300618614
1983-05-01,-8.0090069218
1983-06-01,2.9559057246
1983-07-01,-19.4950547377
1983-08-01,-10.5171442033
1983-09-01,-19.8256660110
1983-10-01,-3.0952123204
1983-11-01,11.3403569216
1983-12-01,-6.7077025879
1984-01-01,-10.2355668866
1984-02-01,-2.4054899308
1984-03-01,-30.4613334298
1984-04-01,53.2815277507
1984-05-01,16.2171370560
1984-06-01,-25.7949355250
1984-07-01,4.8350123875
1984-08-01,5.9321107684
1984-09-01,2.5076071064
1984-10-01,2.0682186898
1984-11-01,-6.5865026996
1984-12-01,5.5914501614
1985-01-01,-6.6289220598
1985-02-01,-2.8783734758
1985-03-01,-11.5924740567
1985-04-01,-0.1292845373
1985-05-01,-8.3225210687
1985-06-01,18.5547721945
1985-07-01,1.8184261129
1985-08-01,0.0852304691
1985-09-01,-1.6506076347
1985-10-01,5.8343288662
1985-11-01,7.6861898886
1985-12-01,-1.8852752830
1986-01-01,23.1949900616
1986-02-01,7.8726495909
1986-03-01,7.5589786380
1986-04-01,21.1420161006
1986-05-01,11.5734288690
1986-06-01,13.3863393045
1986-07-01,19.5407742645
1986-08-01,19.1736762478
1986-09-01,19.6777138984
1986-10-01,1.0954102447
1986-11-01,3.3886165207
1986-12-01,10.6877764666
1987-01-01,-2.8019185280
1987-02-01,-1.0090801088
1987-03-01,11.1599429255
1987-04-01,-5.4022951551
1987-05-01,-7.6542387370
1987-06-01,-4.2561118819
1987-07-01,1.3977951710
1987-08-01,-10.6715547052
1987-09-01,1.6311716199
1987-10-01,15.1063881740
1987-11-01,14.1027269560
1987-12-01,-0.6623340433
1988-01-01,7.7434938811
1988-02-01,5.4777927197
1988-03-01,0.4753070531
1988-04-01,1.3299826445
1988-05-01,9.1293193006
1988-06-01,19.4407108888
1988-07-01,9.1508263256
1988-08-01,9.1839390880
1988-09-01,-4.5002542243
1988-10-01,-11.8784407990
1988-11-01,-6.2281843132
1988-12-01,42.4484071744
1989-01-01,-9.8732675821
1989-02-01,5.0916746980
1989-03-01,17.3984517368
1989-04-01,1.3744553392
1989-05-01,8.9188745262
1989-06-01,-13.3461952362
1989-07-01,-17.3224206692
1989-08-01,-2.6045041007
1989-09-01,-4.6251160624
1989-10-01,19.8164712697
1989-11-01,2.0615052363
1989-12-01,-20.0207020484
1990-01-01,23.0353677202
1990-02-01,26.0669602419
1990-03-01,-2.7619424406
1990-04-01,0.2597350837
1990-05-01,-20.1670269240
1990-06-01,14.0094300951
1990-07-01,-1.7671421280
1990-08-01,0.8779327579
1990-09-01,26.6363437538
1990-10-01,-11.5490878659
1990-11-01,-14.1880516959
1990-12-01,8.2387126463
1991-01-01,-12.8891816276
1991-02-01,-22.9166803782
1991-03-01,-12.0876542486
1991-04-01,-2.1444819258
1991-05-01,18.1376921384
1991-06-01,-1.9159300229
1991-07-01,-7.8426442792
1991-08-01,18.1434995394
1991-09-01,-11.5682604186
1991-10-01,-11.8615348883
1991-11-01,20.8931798126
1991-12-01,-10.5860596196
1992-01-01,-7.7684891264
1992-02-01,11.2634863179
1992-03-01,-4.1539018174
1992-04-01,3.8922170439
1992-05-01,-14.3255049523
1992-06-01,-19.6894537081
1992-07-01,7.5210423625
1992-08-01,-24.3257823108
1992-09-01,-20.3421812154
1992-10-01,8.1007356286
1992-11-01,-14.9606411051
1992-12-01,-21.4675943270
1993-01-01,-5.9772749233
1993-02-01,-22.4723990552
1993-03-01,-4.4381075225
1993-04-01,-19.2309189110
1993-05-01,-6.6595549252
1993-06-01,-8.2362755946
1993-07-01,-2.8149338674
1993-08-01,-9.8775021776
1993-09-01,0.5008601041
1993-10-01,-9.7676480685
1993-11-01,-14.3226566303
1993-12-01,-9.5441745244
1994-01-01,-1.1219599502
1994-02-01,-1.5114929799
1994-03-01,-8.3715379055
1994-04-01,3.7138881941
1994-05-01,11.7561891510
1994-06-01,13.0781531059
1994-07-01,-6.2179824808
1994-08-01,7.5354304474
1994-09-01,2.1923878512
1994-10-01,2.9647128488
1994-11-01,9.0235511369
1994-12-01,14.1052525758
1995-01-01,6.8445629246
1995-02-01,4.0391915081
1995-03-01,1.1171150684
1995-04-01,2.1170589461
1995-05-01,-3.9038514437
1995-06-01,-7.2059647405
1995-07-01,8.0389838835
1995-08-01,-3.8041914968
1995-09-01,-4.0426400786
1995-10-01,12.3711907362
1995-11-01,-1.9279352037
1995-12-01,-19.5008508198
1996-01-01,11.3455663156
1996-02-01,-0.4296780551
1996-03-01,1.7531885085
1996-04-01,6.3872893858
1996-05-01,-2.0096701132
1996-06-01,12.7220017550
1996-07-01,-5.0267660618
1996-08-01,-7.9459366310
1996-09-01,7.3906221589
1996-10-01,-20.7521875766
1996-11-01,-2.8172778755
1996-12-01,24.8051249129
1997-01-01,-14.7855909929
1997-02-01,-2.5417763965
1997-03-01,14.5637283390
1997-04-01,-5.9968223918
1997-05-01,-4.4254199097
1997-06-01,-1.9311203346
1997-07-01,-6.1685929221
1997-08-01,29.2136722224
1997-09-01,-0.5628021110
1997-10-01,4.9323291832
1997-11-01,21.9330557919
1997-12-01,-20.4491762585
1998-01-01,-0.4758358388
1998-02-01,19.8602540869
1998-03-01,-12.4482985500
1998-04-01,6.2502878162
1998-05-01,16.5706545571
1998-06-01,-5.3973103353
1998-07-01,22.0182595299
1998-08-01,1.1669046243
1998-09-01,1.8676406284
1998-10-01,28.8390995535
1998-11-01,11.2419314216
1998-12-01,45.1035740811
1999-01-01,20.8149819615
1999-02-01,-8.5514258673
1999-03-01,37.5949971371
1999-04-01,-0.4045519770
1999-05-01,-2.9286286653
1999-06-01,20.3447174253
1999-07-01,11.2133919410
1999-08-01,0.1771185074
1999-09-01,15.3584095489
1999-10-01,-0.5913088294
1999-11-01,-11.8372691139
1999-12-01,-0.4898904913
2000-01-01,-7.2915507588
2000-02-01,13.6710354187
2000-03-01,-6.8375620230
2000-04-01,15.1683145140
2000-05-01,12.5182320154
2000-06-01,-14.8914828375
2000-07-01,-4.1002742014
2000-08-01,5.5413569783
2000-09-01,2.1828223662
2000-10-01,-3.1367096273
2000-11-01,-19.0146293573
2000-12-01,18.0016366961
2001-01-01,7.8406172498
2001-02-01,2.3245771056
2001-03-01,-2.7550162691
2001-04-01,-3.3503749492
2001-05-01,-0.9673481655
2001-06-01,9.8124013295
2001-07-01,-2.5155736510
2001-08-01,-1.9752169274
2001-09-01,-7.5034915532
2001-10-01,-5.3033554123
2001-11-01,29.6636115156
2001-12-01,-18.1468684455
2002-01-01,-6.2395731789
2002-02-01,-5.0679303476
2002-03-01,-7.3210052068
2002-04-01,-5.5886413536
2002-05-01,-11.0696673054
2002-06-01,-1.3596967464
2002-07-01,-5.7012812836
2002-08-01,-13.1224915026
2002-09-01,-4.0057528681
2002-10-01,-4.0311323049
2002-11-01,-13.6783837274
2002-12-01,-2.8257513289
2003-01-01,-9.7103455411
2003-02-01,-15.1429508026
2003-03-01,-15.1961539086
2003-04-01,-10.7684108987
2003-05-01,-5.4521667796
2003-06-01,-7.0777734677
2003-07-01,-4.8037149833
2003-08-01,-2.8970510007
2003-09-01,-8.1105169913
2003-10-01,-4.7767917063
2003-11-01,0.5076280120
2003-12-01,-10.9028227282
2004-01-01,-3.3998547039
2004-02-01,1.3312557688
2004-03-01,4.4519658278
2004-04-01,2.5085362183
2004-05-01,1.3224435221
2004-06-01,-4.6313277711
2004-07-01,-5.9856018101
2004-08-01,0.5946655789
2004-09-01,-4.0346693264
2004-10-01,-1.7319956372
2004-11-01,-4.4154847144
2004-12-01,0.6656451376
2005-01-01,-0.7196326858
2005-02-01,-8.1471321131
2005-03-01,-5.6573462898
2005-04-01,7.5455406135
2005-05-01,-8.8790678527
2005-06-01,-5.0634717356
2005-07-01,-1.9581843436
2005-08-01,-6.8914913746
2005-09-01,7.3299157060
2005-10-01,-2.1082265229
2005-11-01,-2.2861590668
2005-12-01,4.4758953253
2006-01-01,4.0684420308
2006-02-01,6.1030599400
2006-03-01,11.3073904765
2006-04-01,-8.9743672798
2006-05-01,10.5394297791
2006-06-01,11.4260467066
2006-07-01,0.4716156802
2006-08-01,-2.8262797984
2006-09-01,-3.9120368670
2006-10-01,-0.7255409448
2006-11-01,6.4189721930
2006-12-01,7.4115249110
2007-01-01,-5.7988012990
2007-02-01,6.2791186960
2007-03-01,-0.7546831703
2007-04-01,-0.7158213640
2007-05-01,-0.4939120227
2007-06-01,7.6525517011
2007-07-01,10.8090589400
2007-08-01,20.5875290619
2007-09-01,8.6888619710
2007-10-01,10.7422184800
2007-11-01,12.1409588070
2007-12-01,-2.5248845945
2008-01-01,18.2694429299
2008-02-01,10.0850462279
2008-03-01,-6.6025151857
2008-04-01,15.3919652157
2008-05-01,5.1809583787
2008-06-01,-4.4256322445
2008-07-01,2.1865660218
2008-08-01,-3.4127795340
2008-09-01,-1.1642552464
2008-10-01,-0.5133537778
2008-11-01,-13.3374555824
2008-12-01,-2.5603910721
2009-01-01,-15.0224537215
2009-02-01,-15.9044032290
2009-03-01,-3.1241835244
2009-04-01,-13.0943876485
2009-05-01,-10.3915076387
2009-06-01,-11.2586472600
2009-07-01,-7.6722208097
2009-08-01,-5.3210074011
2009-09-01,-1.8722401814
2009-10-01,-3.4512877800
2009-11-01,4.7023578613
2009-12-01,-1.1711894883
2010-01-01,10.4680252339
2010-02-01,5.5564033144
2010-03-01,17.0843555111
2010-04-01,5.2170869010
2010-05-01,10.4974810063
2010-06-01,20.6657545378
2010-07-01,10.8047414330
2010-08-01,9.5132477978
2010-09-01,6.5633298970
2010-10-01,10.8642904395
2010-11-01,9.7181761705
2010-12-01,14.4562838644
2011-01-01,11.0757685239
2011-02-01,22.2467861184
2011-03-01,8.3749778508
2011-04-01,13.7210351680
2011-05-01,18.3715152681
2011-06-01,-8.6756931478
2011-07-01,5.9140515504
2011-08-01,9.7421557504
2011-09-01,24.1836695186
2011-10-01,12.0906596021
2011-11-01,16.6551169936
2011-12-01,7.2877410304
2012-01-01,13.4957875582
2012-02-01,-0.7754926461
2012-03-01,11.4624601685
2012-04-01,3.9032268429
2012-05-01,-2.8492936970
2012-06-01,47.9236961500
2012-07-01,-9.5037414046
2012-08-01,-2.0340525126
2012-09-01,-17.0210165240
2012-10-01,-9.1597115431
2012-11-01,-9.2645397723
2012-12-01,-5.6260672530
2013-01-01,-14.3521119482
2013-02-01,-3.7429220603
2013-03-01,-11.0271386429
2013-04-01,-5.5415287241
2013-05-01,-7.9518904084
2013-06-01,-25.9668917978
2013-07-01,3.3832993236
2013-08-01,-2.5868565203
2013-09-01,3.6474759812
2013-10-01,0.6336282239
2013-11-01,-4.2243984953
2013-12-01,-2.3243032984
2014-01-01,-4.1040636650
2014-02-01,-2.8020446696
2014-03-01,-8.4744155439
2014-04-01,-2.2759365020
2014-05-01,-1.9672700441
2014-06-01,-6.5975734103
2014-07-01,4.1346308354
2014-08-01,-4.1259117202
2014-09-01,-8.3426471947
2014-10-01,-0.1978868303
2014-11-01,-2.7904423368
2014-12-01,3.7930052922
2015-01-01,-4.5160315406
2015-02-01,3.7923386495
2015-03-01,19.0165866162
2015-04-01,6.4141267986
2015-05-01,11.3304876521
2015-06-01,16.1043036508
2015-07-01,9.4219016045
2015-08-01,18.5864971226
2015-09-01,11.4090159344
2015-10-01,1.9344809429
2015-11-01,8.6148235179
2015-12-01,-2.1300450408
2016-01-01,13.4818231154
2016-02-01,-4.0110741348
2016-03-01,-10.5923171113
2016-04-01,2.6848312627
2016-05-01,-9.1495188626
2016-06-01,-6.8416061602
2016-07-01,-7.3479866623
2016-08-01,-13.4922022764
2016-09-01,6.9245910781
2016-10-01,-3.9111998755
2016-11-01,-2.5650424723
2016-12-01,11.5852759903
2017-01-01,-7.7325682587
2017-02-01,4.2469830670
2017-03-01,4.8163643559
2017-04-01,-7.4197635937
2017-05-01,4.8155646383
2017-06-01,0.9357395317
2017-07-01,-4.9828168284
2017-08-01,4.6346866348
2017-09-01,-3.6111219615
2017-10-01,3.5303010128
2017-11-01,0.8967199843
2017-12-01,-9.6935442749
2018-01-01,8.2544453839
2018-02-01,-2.4503524082
2018-03-01,-4.4758102219
2018-04-01,-0.4325775601
2018-05-01,-1.5097678840
2018-06-01,0.5323935940
2018-07-01,0.3546683059
2018-08-01,-6.3036253882
2018-09-01,-14.6572789047
2018-10-01,-9.8752216197
2018-11-01,-9.3882992826
2018-12-01,-11.4928042311
