observation_date,EA19SLRTCR03GYSAM
1971-01-01,29.3302540415703987
1971-02-01,-7.9664570230607907
1971-03-01,9.0697674418604617
1971-04-01,5.6521739130434803
1971-05-01,22.8381374722838011
1971-06-01,7.7448747152619601
1971-07-01,3.8461538461538400
1971-08-01,-9.1093117408906892
1971-09-01,-1.0964912280701899
1971-10-01,0.4464285714285660
1971-11-01,-5.4279749478078898
1971-12-01,4.8997772828507804
1972-01-01,0.5357142857142750
1972-02-01,22.0956719817767997
1972-03-01,13.2196162046907997
1972-04-01,7.8189300411522700
1972-05-01,-2.8880866425992600
1972-06-01,21.5644820295982989
1972-07-01,25.9259259259259984
1972-08-01,27.8396436525612998
1972-09-01,19.7339246119734000
1972-10-01,34.2222222222222001
1972-11-01,43.0463576158940029
1972-12-01,62.8450106157112955
1973-01-01,12.9662522202487001
1973-02-01,11.3805970149253994
1973-03-01,17.8907721280602985
1973-04-01,12.0229007633588001
1973-05-01,6.6914498141263907
1973-06-01,2.4347826086956501
1973-07-01,-1.2110726643598599
1973-08-01,-0.6968641114982680
1973-09-01,20.0000000000000000
1973-10-01,7.4503311258278204
1973-11-01,-3.2407407407407200
1973-12-01,-25.6844850065189014
1974-01-01,-10.8490566037735992
1974-02-01,-5.3601340033500895
1974-03-01,-6.7092651757188602
1974-04-01,-3.2367972742759701
1974-05-01,-3.3101045296167202
1974-06-01,-0.8488964346349690
1974-07-01,3.6777583187390497
1974-08-01,4.9122807017544199
1974-09-01,-11.4197530864196999
1974-10-01,-13.7134052388290009
1974-11-01,-10.0478468899522007
1974-12-01,-8.5964912280701693
1975-01-01,4.4091710758377500
1975-02-01,11.6814159292036006
1975-03-01,-2.3972602739725999
1975-04-01,6.8661971830985804
1975-05-01,2.1621621621621601
1975-06-01,2.9109589041096000
1975-07-01,3.7162162162161998
1975-08-01,16.0535117056856009
1975-09-01,2.6132404181184499
1975-10-01,13.3928571428570997
1975-11-01,9.3971631205673898
1975-12-01,23.2245681381957993
1976-01-01,10.4729729729730003
1976-02-01,-4.2789223454833696
1976-03-01,14.5614035087718996
1976-04-01,8.4019769357495697
1976-05-01,20.9876543209875983
1976-06-01,8.1530782029950100
1976-07-01,12.5407166123777998
1976-08-01,-12.3919308357349003
1976-09-01,14.6010186757215994
1976-10-01,10.5511811023622002
1976-11-01,13.6142625607780001
1976-12-01,23.8317757009345996
1977-01-01,7.1865443425076201
1977-02-01,24.1721854304635997
1977-03-01,12.0980091883614005
1977-04-01,10.1823708206686998
1977-05-01,9.4752186588921194
1977-06-01,9.5384615384615508
1977-07-01,7.2358900144717788
1977-08-01,11.8421052631578991
1977-09-01,4.8888888888888706
1977-10-01,7.4074074074074003
1977-11-01,5.8487874465049998
1977-12-01,24.4025157232705006
1978-01-01,-4.2796005706134093
1978-02-01,-13.8666666666666991
1978-03-01,-10.7923497267758997
1978-04-01,3.3103448275862299
1978-05-01,-16.6444740346205009
1978-06-01,-5.6179775280898996
1978-07-01,-14.3049932523616992
1978-08-01,-1.9117647058823499
1978-09-01,-5.6497175141242897
1978-10-01,-15.3846153846153992
1978-11-01,-8.2210242587600995
1978-12-01,-34.7826086956522005
1979-01-01,12.9657228017884005
1979-02-01,6.8111455108359298
1979-03-01,24.5022970903522008
1979-04-01,13.7516688918558003
1979-05-01,30.5111821086262012
1979-06-01,17.2619047619046988
1979-07-01,16.6929133858267988
1979-08-01,17.9910044977510992
1979-09-01,15.2694610778442996
1979-10-01,14.7335423197491995
1979-11-01,16.8869309838473001
1979-12-01,13.9534883720930001
1980-01-01,-4.6174142480211202
1980-02-01,6.3768115942029198
1980-03-01,-13.5301353013530008
1980-04-01,-21.8309859154929988
1980-05-01,-17.0134638922889003
1980-06-01,-13.8324873096446002
1980-07-01,-8.9068825910931100
1980-08-01,-10.8005082592122008
1980-09-01,-8.3116883116883393
1980-10-01,-4.0983606557376895
1980-11-01,-14.9497487437185992
1980-12-01,-7.8911564625850206
1981-01-01,-12.7247579529737003
1981-02-01,-12.1253405994550008
1981-03-01,-15.7894736842105008
1981-04-01,-3.1531531531531400
1981-05-01,-5.6047197640117901
1981-06-01,-5.1546391752577296
1981-07-01,-5.3333333333333295
1981-08-01,-13.6752136752136995
1981-09-01,-13.7393767705382004
1981-10-01,-13.5327635327635001
1981-11-01,-11.8168389955687001
1981-12-01,-10.0443131462333994
1982-01-01,-3.1695721077654602
1982-02-01,3.1007751937984498
1982-03-01,12.6689189189188998
1982-04-01,5.8914728682170399
1982-05-01,2.8124999999999898
1982-06-01,-1.3975155279503100
1982-07-01,4.3818466353677596
1982-08-01,7.7557755775577597
1982-09-01,5.0903119868636999
1982-10-01,13.1795716639208997
1982-11-01,17.9229480737018996
1982-12-01,24.6305418719211993
1983-01-01,20.6219312602291005
1983-02-01,-2.5563909774436202
1983-03-01,5.5472263868066003
