observation_date,ULQELP01NLQ657S
1996-04-01,0.5270067886455220
1996-07-01,0.8003327522013070
1996-10-01,-0.0814944415442975
1997-01-01,0.3149917587597440
1997-04-01,0.2451876467624420
1997-07-01,0.5811080608179550
1997-10-01,0.6671072356541120
1998-01-01,0.9181677264432370
1998-04-01,0.1095020556791320
1998-07-01,0.2629313504986720
1998-10-01,0.3529974412698040
1999-01-01,0.5466141011394560
1999-04-01,0.5213754587093120
1999-07-01,0.8999565109199290
1999-10-01,0.9317462722946410
2000-01-01,0.3875267537897810
2000-04-01,0.4740649075385790
2000-07-01,0.2248768214994220
2000-10-01,0.7853876224220890
2001-01-01,-0.4570708131960480
2001-04-01,0.0726159998378888
2001-07-01,-0.2322025832537530
2001-10-01,0.0958486268274668
2002-01-01,-0.7400877583322500
2002-04-01,0.2173430689408770
2002-07-01,0.0959218491739471
2002-10-01,0.1258687062111260
2003-01-01,0.3265082432172690
2003-04-01,-0.0839659878618174
2003-07-01,0.3998922348198810
2003-10-01,0.6557485644097190
2004-01-01,1.8071348418631601
2004-04-01,0.3555921258065320
2004-07-01,0.0407774017862223
2004-10-01,0.3994774762583610
2005-01-01,-0.0151089830513215
2005-04-01,0.3894140688062670
2005-07-01,1.1125423761852000
2005-10-01,0.5222775219851300
2006-01-01,-0.2820764019516660
2006-04-01,1.1017941551059400
2006-07-01,-0.0622992052756218
2006-10-01,-0.4015225498215180
2007-01-01,0.7025508744194300
2007-04-01,-0.4069710128043030
2007-07-01,0.4974537124031520
2007-10-01,0.9290436891235320
2008-01-01,-0.1804036825939060
2008-04-01,0.2107380746873370
2008-07-01,-0.2228677317574060
2008-10-01,-0.6042163383109430
2009-01-01,-3.3661160102766798
2009-04-01,0.6131689796593790
2009-07-01,0.8225494216779210
2009-10-01,0.6480881747654010
2010-01-01,0.4846557664438950
2010-04-01,0.0498766878483486
2010-07-01,0.2932772164438850
2010-10-01,0.9558895848910560
2011-01-01,0.3719368634424370
2011-04-01,-0.4392327698852280
2011-07-01,-0.1123760993228730
2011-10-01,-0.5697014537698040
2012-01-01,-0.2306744814177960
2012-04-01,0.1752439953938340
2012-07-01,-0.1245630524548280
2012-10-01,-0.3610436588436180
2013-01-01,0.7697523972849860
2013-04-01,0.0363322537212993
2013-07-01,0.7068004541461300
2013-10-01,0.7039305226637110
2014-01-01,0.0772813971895284
2014-04-01,0.4355325705549260
2014-07-01,0.1353394484801440
2014-10-01,0.7341046692171440
2015-01-01,0.3195853120781560
2015-04-01,0.0230135856697415
2015-07-01,-0.0187229327357056
2015-10-01,-0.3565166986767960
2016-01-01,0.7694556917752760
2016-04-01,-0.3032774597463720
2016-07-01,0.6105408776436040
2016-10-01,0.2668395948010010
2017-01-01,-0.0627554175812094
2017-04-01,0.2616451030654190
2017-07-01,0.0175487696950879
2017-10-01,0.0385198495709091
2018-01-01,-0.2809757493988630
2018-04-01,0.0610538254163929
2018-07-01,-0.5391986018719160
2018-10-01,-0.1576342671707890
2019-01-01,0.1217185458270590
2019-04-01,0.0152915763227386
2019-07-01,-0.1416159353483690
2019-10-01,0.1657750556101820
2020-01-01,-1.5907161167919901
2020-04-01,-6.0695037598330499
2020-07-01,4.8483876248877902
2020-10-01,0.6269891421786690
2021-01-01,1.3898811321501301
2021-04-01,1.5883262871159001
2021-07-01,0.5487669552811770
2021-10-01,0.1108638531549330
2022-01-01,-0.5658593030795160
2022-04-01,0.6669144951370440
2022-07-01,-0.4439386915047530
2022-10-01,0.0864319480702634
2023-01-01,-0.6987640582395540
2023-04-01,-0.5557645870456250
2023-07-01,-0.3960536393387700
