observation_date,ULQECU01NLQ657S
1995-04-01,1.4917370042823599
1995-07-01,0.5631637364013650
1995-10-01,0.7167612184511220
1996-01-01,-0.8320470289923040
1996-04-01,0.9250235054005090
1996-07-01,0.4954797590340960
1996-10-01,0.6511647624901959
1997-01-01,0.3891820858306590
1997-04-01,0.5202542532882980
1997-07-01,0.2927283984111410
1997-10-01,1.2020381239604401
1998-01-01,1.3273038309911700
1998-04-01,0.2715071691691310
1998-07-01,1.2244776812094700
1998-10-01,0.9636273974063390
1999-01-01,0.7811014890695960
1999-04-01,0.8655593061378990
1999-07-01,1.1339597036536899
1999-10-01,1.2835510036891100
2000-01-01,2.6927899408321601
2000-04-01,0.2624649234024670
2000-07-01,0.9859149726832330
2000-10-01,0.5513652447247340
2001-01-01,0.8625289207293020
2001-04-01,0.3880829208649950
2001-07-01,1.3554344923228401
2001-10-01,0.1953145769897310
2002-01-01,2.4150333734286300
2002-04-01,0.3103197732996110
2002-07-01,0.7852802145200490
2002-10-01,0.6085456067517300
2003-01-01,0.8059202706098970
2003-04-01,1.0213856480436501
2003-07-01,0.7876142791078260
2003-10-01,0.9505458083003280
2004-01-01,1.1507175595872401
2004-04-01,0.5014112317412110
2004-07-01,0.0187010508055938
2004-10-01,0.5489988749230350
2005-01-01,-0.3027640983550490
2005-04-01,0.8004253499113840
2005-07-01,0.8265042867200070
2005-10-01,-0.4863318700836880
2006-01-01,-0.3172207519393100
2006-04-01,1.5735012982262899
2006-07-01,0.2559370593721720
2006-10-01,0.6397231868593160
2007-01-01,0.6347230219372670
2007-04-01,0.2712362745269810
2007-07-01,0.9888611749126630
2007-10-01,1.8749770934546299
2008-01-01,1.0696843811490000
2008-04-01,0.4466205840970650
2008-07-01,0.8065833899339550
2008-10-01,0.7420289741857090
2009-01-01,0.4177639837043000
2009-04-01,1.1472085236097200
2009-07-01,0.1202430053880180
2009-10-01,0.0371733747133500
2010-01-01,-0.6006509592883740
2010-04-01,0.6851836230761520
2010-07-01,0.3255989306645720
2010-10-01,1.0577039871245899
2011-01-01,0.0583132539171383
2011-04-01,0.2369648231585490
2011-07-01,0.5055782129495430
2011-10-01,1.0265639730075200
2012-01-01,-0.1973252288603960
2012-04-01,0.8867626787291650
2012-07-01,0.4882953802421670
2012-10-01,0.5584647323324360
2013-01-01,0.7872781220602890
2013-04-01,0.2068142601129930
2013-07-01,0.3108374035026590
2013-10-01,-0.5962215743648840
2014-01-01,1.2797784033232400
2014-04-01,0.2395530948642620
2014-07-01,0.4690083102493060
2014-10-01,0.7775609308497590
2015-01-01,-1.4599524263523400
2015-04-01,0.2381051802980340
2015-07-01,0.1281650155597380
2015-10-01,0.1377382424564810
2016-01-01,1.0404557850490701
2016-04-01,0.2533672206158410
2016-07-01,0.2903392177858340
2016-10-01,-0.0356761234498321
2017-01-01,0.0555353415423435
2017-04-01,0.7205147478459351
2017-07-01,0.1558210925097120
2017-10-01,0.6125694455224620
2018-01-01,0.2716336160528580
2018-04-01,0.3811717076389930
2018-07-01,1.0550357540367601
2018-10-01,0.3219113783031640
2019-01-01,0.8048000725756420
2019-04-01,0.8360394412626660
2019-07-01,0.4877298991154460
2019-10-01,0.9664489579752640
2020-01-01,1.2238647933211200
2020-04-01,1.3068324460723399
2020-07-01,0.1196171298719520
2020-10-01,3.2504761912317299
2021-01-01,-1.1432228758290399
2021-04-01,0.2086090887964340
2021-07-01,-0.0156674042756535
2021-10-01,1.2441247724185700
2022-01-01,1.2487577932431599
2022-04-01,0.1888855675837190
2022-07-01,2.4073006825884500
2022-10-01,1.3780773298755999
2023-01-01,1.5262432647549600
2023-04-01,1.1265070256201599
2023-07-01,1.3157745552670701
