observation_date,ULQELP01NZQ659S
1988-04-01,3.17014717830288006
1988-07-01,6.46855026851062043
1988-10-01,6.56391564296518037
1989-01-01,7.98362994446593000
1989-04-01,8.61485227547046151
1989-07-01,0.67905451551776397
1989-10-01,1.77658840634530990
1990-01-01,-0.43910165253201100
1990-04-01,-3.03716374373522013
1990-07-01,1.86191891598810999
1990-10-01,2.98776547402917014
1991-01-01,-1.00104052084045003
1991-04-01,-0.38741364057421002
1991-07-01,0.87908415041340104
1991-10-01,-1.84470696861890993
1992-01-01,1.71687730541977990
1992-04-01,2.54990209626586006
1992-07-01,-0.81369897108166001
1992-10-01,-0.53294907682824100
1993-01-01,0.95185993564354399
1993-04-01,0.92939223650116598
1993-07-01,4.21324944030034043
1993-10-01,4.49778757884311009
1994-01-01,4.97177450880009975
1994-04-01,4.14457407608696027
1994-07-01,1.20726907866143995
1994-10-01,-0.04041749467771310
1995-01-01,-1.86370173629902003
1995-04-01,-0.62461983143569599
1995-07-01,-0.18024369878894600
1995-10-01,0.66245700591279899
1996-01-01,0.21883786739811700
1996-04-01,-0.29775557044616202
1996-07-01,0.79969279328002596
1996-10-01,1.41875496502459009
1997-01-01,0.96962904676633499
1997-04-01,2.70013306343984993
1997-07-01,4.35107852694092934
1997-10-01,1.77062351907430005
1998-01-01,2.63733632050224021
1998-04-01,0.58420621236583403
1998-07-01,-0.71379189698049506
1998-10-01,3.38360568057340982
1999-01-01,3.12822120028233996
1999-04-01,3.73193830777619029
1999-07-01,3.99757159855516964
1999-10-01,1.37604904839963993
2000-01-01,4.10530146884600011
2000-04-01,2.68367144424113979
2000-07-01,0.84768652405504896
2000-10-01,0.77199031822998199
2001-01-01,-2.74459425456700012
2001-04-01,0.37241609117986502
2001-07-01,0.82998638641082001
2001-10-01,1.01725841171064002
2002-01-01,1.86128625321753005
2002-04-01,-0.29286207182311302
2002-07-01,2.15292189587540994
2002-10-01,3.46693628469824011
2003-01-01,3.46534379351522004
2003-04-01,2.87535193790446986
2003-07-01,0.52374328501316203
2003-10-01,0.61058133587255903
2004-01-01,2.32137993508663998
2004-04-01,2.02679806291327980
2004-07-01,1.18672818451528994
2004-10-01,-1.66342651090173010
2005-01-01,-2.85847867329770011
2005-04-01,-0.20985371169811301
2005-07-01,-0.21012474566349901
2005-10-01,1.26494775165781004
2006-01-01,0.84259463812769597
2006-04-01,-2.46675512648018991
2006-07-01,0.79899111177610704
2006-10-01,1.50228471396280994
2007-01-01,1.21027983523734006
2007-04-01,3.43789862173309979
2007-07-01,2.44927501865688990
2007-10-01,1.51978884941432990
2008-01-01,1.21984381161779010
2008-04-01,-0.99876280408379803
2008-07-01,-2.10934680931358987
2008-10-01,-2.57810513998775015
2009-01-01,-0.93166340702290196
2009-04-01,1.65655804217562008
2009-07-01,3.09384531918149008
2009-10-01,4.99071271336263056
2010-01-01,4.78237234601474004
2010-04-01,3.90850317965112959
2010-07-01,0.06622425804361140
2010-10-01,-1.80911843874612011
2011-01-01,-1.82911639232927992
2011-04-01,-1.71259379879363993
2011-07-01,1.64362466086325010
2011-10-01,3.14927137514284006
2012-01-01,2.42061483990642978
2012-04-01,2.41338909613026020
2012-07-01,2.35137483421081006
2012-10-01,2.52409542441395018
2013-01-01,2.80667799830062981
2013-04-01,1.44934499598921995
2013-07-01,-0.22659370303690199
2013-10-01,-1.42170076438568005
2014-01-01,-1.67299434041648998
2014-04-01,-0.70214760095196205
2014-07-01,0.07456456573436041
2014-10-01,0.37532135059482502
2015-01-01,0.19330286886570899
2015-04-01,0.87064402462658197
2015-07-01,2.51885602604194014
2015-10-01,2.27093273060941003
2016-01-01,2.12401234751482004
2016-04-01,-0.00492873643336420
2016-07-01,-2.10443496558758980
2016-10-01,-2.55072919016278998
2017-01-01,-2.25273842374051991
2017-04-01,0.47631459539209797
2017-07-01,-0.05939274948202500
2017-10-01,1.32027441736836004
2018-01-01,1.75273030078451009
2018-04-01,0.92321720957232400
2018-07-01,0.75427805087552802
2018-10-01,1.53186878681415006
2019-01-01,2.20701760208052011
2019-04-01,1.30150193633882005
2019-07-01,2.66995617987993983
2019-10-01,1.31324801091743004
2020-01-01,-1.74556410836499998
2020-04-01,-10.98975532977519975
2020-07-01,1.92717745526346995
2020-10-01,1.29902291791608993
2021-01-01,4.96325814980148028
2021-04-01,17.11907773624620077
2021-07-01,-4.16087949327575046
2021-10-01,-0.89377313833285998
2022-01-01,-2.28333894966347994
2022-04-01,-1.21601263531216008
2022-07-01,5.23305750154801963
2022-10-01,1.00422622691686003
2023-01-01,-0.49776603965515998
2023-04-01,-2.03323900584405992
