observation_date,ULQELP01DEQ657S
1991-04-01,-0.03950715873934760
1991-07-01,0.64882047026474099
1991-10-01,1.37437979976117997
1992-01-01,1.69788835732712995
1992-04-01,-0.49502031521625500
1992-07-01,0.26379401590119800
1992-10-01,0.12764390678666701
1993-01-01,-0.52803941536409404
1993-04-01,0.39777377639548001
1993-07-01,0.84687960260653505
1993-10-01,0.07821036364788080
1994-01-01,1.09482983187478999
1994-04-01,0.30055583520431300
1994-07-01,0.52044678763513796
1994-10-01,0.98148375618628503
1995-01-01,-0.43960499640310902
1995-04-01,0.65555335140155202
1995-07-01,0.16862900183899701
1995-10-01,-0.12919054921944900
1996-01-01,-0.69688752275827304
1996-04-01,1.19616942000005011
1996-07-01,0.48010853724638097
1996-10-01,0.88010641644933596
1997-01-01,-0.39897432219194501
1997-04-01,1.12121722603219998
1997-07-01,0.14033084251916200
1997-10-01,0.75413402213065295
1998-01-01,0.69731710944571001
1998-04-01,-0.97161142302115100
1998-07-01,-0.15104250930271099
1998-10-01,-0.81217965677307802
1999-01-01,0.93120219715987596
1999-04-01,-0.04887125112299280
1999-07-01,0.20816808291807201
1999-10-01,0.22219066104878199
2000-01-01,0.48049277434348098
2000-04-01,0.48646900350639199
2000-07-01,-0.17958562441716300
2000-10-01,-0.30270156774915202
2001-01-01,2.29439166810829986
2001-04-01,0.02279388021080260
2001-07-01,0.02909845631157770
2001-10-01,-0.12321908009484600
2002-01-01,-0.55014188902488503
2002-04-01,0.62279576787432001
2002-07-01,0.85252218009890601
2002-10-01,0.22510562648629201
2003-01-01,-1.19404776554788006
2003-04-01,0.54046194188362295
2003-07-01,0.70421203006508004
2003-10-01,0.28316904519375102
2004-01-01,-0.46938711384933901
2004-04-01,0.29456833475396599
2004-07-01,-0.12045946508734499
2004-10-01,-0.01545437686133890
2005-01-01,0.23579144398315299
2005-04-01,0.57974677879822800
2005-07-01,0.61554556167478802
2005-10-01,0.18990390073847699
2006-01-01,1.38346804591996997
2006-04-01,1.10103703145920995
2006-07-01,0.24607696640459301
2006-10-01,1.14035489961962999
2007-01-01,-0.41177817581407300
2007-04-01,0.46517310294433600
2007-07-01,0.20076405061548500
2007-10-01,0.26144352087196499
2008-01-01,0.10363096641729500
2008-04-01,-0.40696500500223098
2008-07-01,-0.92274898100724101
2008-10-01,-1.83124033584300006
2009-01-01,-4.74935155553068977
2009-04-01,0.42648628833291902
2009-07-01,0.71047979238379499
2009-10-01,0.71866989226675004
2010-01-01,0.78909551678685796
2010-04-01,1.89036986727791989
2010-07-01,0.56617431976056098
2010-10-01,0.54200924189220001
2011-01-01,1.64250981858984990
2011-04-01,-0.26720041583674198
2011-07-01,0.57526764243465900
2011-10-01,-0.59691311139455205
2012-01-01,-0.09163455516584421
2012-04-01,-0.04623448677121320
2012-07-01,0.04117407915585270
2012-10-01,-0.75023738949481500
2013-01-01,-0.59009368449705801
2013-04-01,0.99394936468916095
2013-07-01,0.30262461976408700
2013-10-01,0.06110467785765000
2014-01-01,0.67104835576990396
2014-04-01,-0.18811574077523399
2014-07-01,0.33265206007612202
2014-10-01,0.70197274896099304
2015-01-01,-0.71345321818625196
2015-04-01,0.40312398181130799
2015-07-01,0.06775403915020591
2015-10-01,0.14544716739931901
2016-01-01,0.59158599110714905
2016-04-01,0.13244426138986601
2016-07-01,-0.11322820738390800
2016-10-01,0.00203634537096600
2017-01-01,0.91865588104365004
2017-04-01,0.55477398200823702
2017-07-01,0.26459715682078300
2017-10-01,0.62858747105701196
2018-01-01,-1.02430691751073000
2018-04-01,0.47561874811965199
2018-07-01,-1.19072353370569006
2018-10-01,0.61726659800028405
2019-01-01,0.39533377625617000
2019-04-01,-0.26465156714913901
2019-07-01,-0.06501308353428679
2019-10-01,0.17461645247718799
2020-01-01,-1.82082814680119998
2020-04-01,-7.97611916570380952
2020-07-01,9.00716081161623094
2020-10-01,0.65447819189009104
2021-01-01,-1.19112822594885004
2021-04-01,1.97458130635603002
2021-07-01,0.17250539672334500
2021-10-01,-0.31789735358530202
2022-01-01,0.56242604988895895
2022-04-01,-0.43200709618757499
2022-07-01,0.22065271450844601
2022-10-01,-0.65665769587225398
2023-01-01,-0.27684555292303098
2023-04-01,-0.05481445167557940
2023-07-01,-0.14478951800389600
