observation_date,CPALTT01JPM657N
1955-02-01,0.00000000000000000
1955-03-01,-0.64377682397108893
1955-04-01,0.86393088550921204
1955-05-01,-0.96359743040914003
1955-06-01,0.10810810813021690
1955-07-01,-0.43196544285282390
1955-08-01,0.65075921922245605
1955-09-01,0.43103448265047289
1955-10-01,0.64377682397110503
1955-11-01,-2.34541577815195046
1955-12-01,-0.43668122279675597
1956-01-01,0.54824561414771400
1956-02-01,0.87241003269527007
1956-03-01,0.21621621626043391
1956-04-01,0.21574973016064000
1956-05-01,-0.43057050581306200
1956-06-01,2.05405405408083030
1956-07-01,-2.01271186443248995
1956-08-01,0.54054054045443700
1956-09-01,0.86021505374452412
1956-10-01,0.53304904062129710
1956-11-01,-1.69671261926124983
1956-12-01,1.07874865158811994
1957-01-01,1.06723585895413997
1957-02-01,-0.21119324166758599
1957-03-01,0.31746031733260199
1957-04-01,0.63291139253500206
1957-05-01,0.83857442346050803
1957-06-01,-0.31185031191401003
1957-07-01,1.14702815437273009
1957-08-01,0.72164948449606003
1957-09-01,-0.51177072663305800
1957-10-01,-0.30864197537161397
1957-11-01,-1.34158926737263995
1957-12-01,-0.20920502077321890
1958-01-01,0.20964360572211990
1958-02-01,-0.83682008366369287
1958-03-01,-0.42194092816480600
1958-04-01,0.42372881345319302
1958-05-01,-0.10548523208916689
1958-06-01,1.16156283003608007
1958-07-01,-0.41753653434250898
1958-08-01,1.04821802937327990
1958-09-01,-0.51867219927582109
1958-10-01,0.83420229403751400
1958-11-01,-1.03412616341585983
1958-12-01,-0.10449320796293400
1959-01-01,0.10460251048174600
1959-02-01,-0.41797283166166099
1959-03-01,0.31479538287446801
1959-04-01,0.52301255240872802
1959-05-01,-0.72840790838833791
1959-06-01,0.73375262050409706
1959-07-01,0.10405827265396191
1959-08-01,1.55925155919179992
1959-09-01,-0.92118730808844995
1959-10-01,1.34297520669871995
1959-11-01,-0.50968399602648295
1959-12-01,0.00000000000000000
1960-01-01,1.22950819678699008
1960-02-01,0.10121457491946900
1960-03-01,-0.30333670380307898
1960-04-01,0.60851926971699999
1960-05-01,0.90725806360226002
1960-06-01,-0.39960039859577090
1960-07-01,-0.10030090272863500
1960-08-01,0.80321285010888099
1960-09-01,0.79681274917723088
1960-10-01,0.49407114671109498
1960-11-01,-1.37659783634992006
1960-12-01,0.79760717862950403
1961-01-01,1.38476755643873006
1961-02-01,0.48780487850585491
1961-03-01,-0.19417475802773990
1961-04-01,0.97276264541317403
1961-05-01,-0.48169556745400699
1961-06-01,0.00000000000000000
1961-07-01,1.64569215804630997
1961-08-01,0.76190476206844093
1961-09-01,0.56710775128118895
1961-10-01,2.16165413543990015
1961-11-01,0.45998159982582598
1961-12-01,0.91575091661246599
1962-01-01,0.63520871123363998
1962-02-01,-0.36068530214846700
1962-03-01,0.18099547449219999
1962-04-01,1.08401084033994999
1962-05-01,0.53619303025414800
1962-06-01,-0.35555555562799002
1962-07-01,0.98126672601347797
1962-08-01,0.00000000000000000
1962-09-01,-0.35335689053205499
1962-10-01,0.79787233962267590
1962-11-01,-0.35180299040083401
1962-12-01,2.03000882624096013
1963-01-01,1.64359861595396994
1963-02-01,0.45248868787592100
1963-03-01,0.45045045054271599
1963-04-01,0.44843049316106698
1963-05-01,0.78124999995717515
1963-06-01,0.77519379860889304
1963-07-01,-0.65934065947509501
1963-08-01,-0.33185840694654400
1963-09-01,1.99778024417672961
1963-10-01,-0.32644178461496998
1963-11-01,-0.43668122279674892
1963-12-01,0.43859649131817990
1964-01-01,0.10917030569918400
1964-02-01,-0.10905125411170100
1964-03-01,0.43668122259816289
1964-04-01,1.19565217396118006
1964-05-01,0.42964554251563403
1964-06-01,-0.21390374335920001
1964-07-01,-0.53590568051495890
1964-08-01,1.07758620672419991
1964-09-01,1.27931769729720002
1964-10-01,1.78947368419418984
1964-11-01,-0.82730093069506405
1964-12-01,0.00000000000000000
1965-01-01,2.18978102196704016
1965-02-01,-0.20408163269472690
1965-03-01,0.61349693245486203
1965-04-01,2.13414634060732000
1965-05-01,-0.59701492441467396
1965-06-01,-0.20020020024102489
1965-07-01,-0.50150451364310500
1965-08-01,0.50403225816803499
1965-09-01,1.40421263783577999
