observation_date,ULQELP01AUQ661S
1967-01-01,49.9803742915269
1967-04-01,49.6635357994112
1967-07-01,50.2034191761163
1967-10-01,50.3349402678834
1968-01-01,49.6377746775921
1968-04-01,51.2199592503129
1968-07-01,51.5288380947730
1968-10-01,53.3077668366744
1969-01-01,52.3704074395077
1969-04-01,53.1814963319562
1969-07-01,53.6762245572884
1969-10-01,54.2925202105347
1970-01-01,54.7686375479660
1970-04-01,55.3283270873365
1970-07-01,54.8086730523601
1970-10-01,54.6758253721112
1971-01-01,55.0163248306265
1971-04-01,54.8164398979437
1971-07-01,56.4612364998617
1971-10-01,56.3299574148622
1972-01-01,55.5556724436281
1972-04-01,56.5114536864509
1972-07-01,55.5839215435423
1972-10-01,55.7205733515932
1973-01-01,56.8622035782878
1973-04-01,56.8652543861721
1973-07-01,56.5462932263794
1973-10-01,57.6481033564212
1974-01-01,57.0311049657776
1974-04-01,55.7763103148491
1974-07-01,56.7460067015994
1974-10-01,56.8391010046141
1975-01-01,57.5234890205679
1975-04-01,59.2090339060520
1975-07-01,58.3115449078229
1975-10-01,56.8027726665148
1976-01-01,59.1064025093588
1976-04-01,59.1189766093198
1976-07-01,60.0640556790825
1976-10-01,60.3777772510724
1977-01-01,59.5817979132562
1977-04-01,60.2356598218787
1977-07-01,59.8713369303922
1977-10-01,60.0265071486060
1978-01-01,60.3021301811078
1978-04-01,60.4614339206831
1978-07-01,61.3803133233129
1978-10-01,61.8220267703620
1979-01-01,63.3300657519485
1979-04-01,62.0967543801591
1979-07-01,62.3518077014795
1979-10-01,62.9103718148015
1980-01-01,62.7105239199198
1980-04-01,62.4332567219767
1980-07-01,62.2708473651102
1980-10-01,63.1833845697348
1981-01-01,63.0327846900768
1981-04-01,63.5927932776437
1981-07-01,64.6034318943274
1981-10-01,64.4570231711465
1982-01-01,63.6566133790296
1982-04-01,64.3940077661994
1982-07-01,64.2107910350354
1982-10-01,63.8292280746438
1983-01-01,63.8830918732918
1983-04-01,64.0033667613458
1983-07-01,65.4205452209979
1983-10-01,65.8976134444236
1984-01-01,66.9562652182926
1984-04-01,66.9658696152137
1984-07-01,67.1533627878798
1984-10-01,67.3105195960484
1985-01-01,67.7649184432856
1985-04-01,68.8081328803174
1985-07-01,68.8036508626719
1985-10-01,67.7635697161937
1986-01-01,67.4518230343235
1986-04-01,66.4414523929034
1986-07-01,66.5941088046437
1986-10-01,67.3879807009156
1987-01-01,67.7134937216258
1987-04-01,68.3133160304862
1987-07-01,69.0347026613164
1987-10-01,70.0996429680791
1988-01-01,69.2779307888834
1988-04-01,68.8382423007092
1988-07-01,68.8638935935378
1988-10-01,69.2024302821218
1989-01-01,68.9694958375660
1989-04-01,69.5436251919097
1989-07-01,69.4513532868807
1989-10-01,68.7598088017675
1990-01-01,69.0907895920931
1990-04-01,68.8261026359405
1990-07-01,68.5966617247634
1990-10-01,69.4639176253026
1991-01-01,69.2988647595997
1991-04-01,69.6600274812708
1991-07-01,70.3865998246154
1991-10-01,70.6773890426875
1992-01-01,70.9711577486912
1992-04-01,71.5786186953620
1992-07-01,72.0473916890372
1992-10-01,74.0131993972944
1993-01-01,74.3549147045356
1993-04-01,74.8299452884269
1993-07-01,74.6083789500570
1993-10-01,75.1711686654781
1994-01-01,75.8469828508188
1994-04-01,76.1829310968559
1994-07-01,75.7378117367496
1994-10-01,76.0821119602401
1995-01-01,75.3096830125382
1995-04-01,74.7832428397079
1995-07-01,76.0220287534723
1995-10-01,75.6748136129959
1996-01-01,76.7096318420602
1996-04-01,77.0238037059050
1996-07-01,77.6421788471975
1996-10-01,78.2869117318373
1997-01-01,78.5358553806164
1997-04-01,80.9194270670040
1997-07-01,80.7842517734648
1997-10-01,81.3510062150223
1998-01-01,81.6137541745611
1998-04-01,81.9826813364606
1998-07-01,83.0680603442756
1998-10-01,84.0038775116895
1999-01-01,84.4053925674195
1999-04-01,84.3895939368739
1999-07-01,84.7805422900888
1999-10-01,85.5366075822775
2000-01-01,85.6069679381577
2000-04-01,85.4627983672389
2000-07-01,84.6749281126960
2000-10-01,84.8676736472361
2001-01-01,85.5268119012269
2001-04-01,85.7681266737347
2001-07-01,86.4983680246308
2001-10-01,87.2767429873011
2002-01-01,87.4273490554945
2002-04-01,88.7360761394326
2002-07-01,88.3083814067071
2002-10-01,88.2986084013848
2003-01-01,87.5173604169463
2003-04-01,88.0991556853625
2003-07-01,89.3601859513679
2003-10-01,90.3824513783746
2004-01-01,90.7121706182236
2004-04-01,90.9128395332661
2004-07-01,91.2273739752324
2004-10-01,90.8032153483392
2005-01-01,90.5103757166614
2005-04-01,90.2146198835846
2005-07-01,90.5781708428411
2005-10-01,91.1161634701564
2006-01-01,90.7804768240238
2006-04-01,90.2813525433071
2006-07-01,90.5797661305284
2006-10-01,91.2778713039796
2007-01-01,91.9353609554659
2007-04-01,91.7227948027755
2007-07-01,92.0115748952824
2007-10-01,91.8186828208922
2008-01-01,91.9478751550737
2008-04-01,91.6700906656216
2008-07-01,91.7353498233647
2008-10-01,91.2539652715742
2009-01-01,92.1181290761884
2009-04-01,92.8573009275190
2009-07-01,92.9537696404423
2009-10-01,93.2472027409982
2010-01-01,93.0396586666025
2010-04-01,93.3409614591961
2010-07-01,93.1454954911556
2010-10-01,93.2000283755796
2011-01-01,92.5151119988118
2011-04-01,93.7207860949949
2011-07-01,94.7053576893822
2011-10-01,95.5418011285437
2012-01-01,96.0135860007119
2012-04-01,96.3677518240276
2012-07-01,96.7157714741191
2012-10-01,96.9619091474902
2013-01-01,96.8865767353646
2013-04-01,97.1950536286057
2013-07-01,97.9803825668833
2013-10-01,98.9248030830568
2014-01-01,99.3315161116074
2014-04-01,99.5000985676657
2014-07-01,99.7200924341941
2014-10-01,99.9955441727038
2015-01-01,100.1208783870300
2015-04-01,99.7392296278483
2015-07-01,100.2531367552290
2015-10-01,99.8867552298929
2016-01-01,100.4938996271350
2016-04-01,100.9557364868670
2016-07-01,100.7500701075540
2016-10-01,101.5763807889810
2017-01-01,101.4040797470280
2017-04-01,101.0501462857060
2017-07-01,101.0067474640610
2017-10-01,100.6898994672890
2018-01-01,101.0957940445040
2018-04-01,101.5402060199740
2018-07-01,101.2446716197030
2018-10-01,100.8753016388970
2019-01-01,100.9376120178560
2019-04-01,100.6771577163980
2019-07-01,100.5140975357740
2019-10-01,100.8531882033730
2020-01-01,100.2843749177900
2020-04-01,98.6812966582160
2020-07-01,100.1056814689590
2020-10-01,101.5687322962190
2021-01-01,102.5057889222060
2021-04-01,102.4863153758090
2021-07-01,101.0048027226180
2021-10-01,104.5139438681320
2022-01-01,102.6737819260960
2022-04-01,102.3003792386750
2022-07-01,101.5208565945810
2022-10-01,101.6418054958870
2023-01-01,101.5151449266080
2023-04-01,101.1212894095910
2023-07-01,100.6844754144220
