observation_date,ULQELP01USQ661S
1960-01-01,42.7015559034754
1960-04-01,41.9264789841490
1960-07-01,42.1559220133422
1960-10-01,41.7313063545414
1961-01-01,42.0779772148008
1961-04-01,42.8789368182924
1961-07-01,43.6613269283232
1961-10-01,44.3155846610235
1962-01-01,44.8253854685254
1962-04-01,45.0971069868066
1962-07-01,45.4438765301694
1962-10-01,45.5334333466845
1963-01-01,45.9075356711118
1963-04-01,46.0890064875135
1963-07-01,46.8528086405889
1963-10-01,46.9788720930868
1964-01-01,47.7208642035396
1964-04-01,47.6928441877692
1964-07-01,48.3834854876013
1964-10-01,48.3727246905688
1965-01-01,49.2063606574962
1965-04-01,49.3293053628912
1965-07-01,50.0924835575253
1965-10-01,50.9200303399301
1966-01-01,51.9090488704085
1966-04-01,51.7844715867144
1966-07-01,51.8700254035818
1966-10-01,51.8918183128415
1967-01-01,52.4117210271428
1967-04-01,52.1396152274827
1967-07-01,52.1310796140864
1967-10-01,52.1730606287232
1968-01-01,53.3175793443976
1968-04-01,53.6034126414731
1968-07-01,53.9116308514192
1968-10-01,53.8417937755776
1969-01-01,54.2109723958700
1969-04-01,54.0680610203543
1969-07-01,54.0432633436096
1969-10-01,53.4903633240979
1970-01-01,53.2717367041097
1970-04-01,53.4453713663647
1970-07-01,53.9513484886383
1970-10-01,53.3548960305788
1971-01-01,54.7523450507890
1971-04-01,54.8785778733886
1971-07-01,54.9471923048497
1971-10-01,54.5835699929894
1972-01-01,54.9124384023952
1972-04-01,55.7047160146652
1972-07-01,55.8382469531434
1972-10-01,56.3958812597034
1973-01-01,57.2128660997633
1973-04-01,57.1839623698347
1973-07-01,56.5279564323878
1973-10-01,56.4652325524503
1974-01-01,55.6742147332387
1974-04-01,55.7266394351794
1974-07-01,55.0443520590888
1974-10-01,55.1412648522111
1975-01-01,55.2558223172327
1975-04-01,55.6670405729656
1975-07-01,56.0915869382394
1975-10-01,56.6097209257624
1976-01-01,57.0984724309582
1976-04-01,56.9294373007436
1976-07-01,56.8738594582949
1976-10-01,57.0243235115587
1977-01-01,57.1969331489984
1977-04-01,57.4794249019131
1977-07-01,58.0424289501010
1977-10-01,57.2809491752845
1978-01-01,56.9090775767088
1978-04-01,58.3173761644068
1978-07-01,58.5606909786339
1978-10-01,58.7368706261869
1979-01-01,58.3317086817219
1979-04-01,58.3235313804667
1979-07-01,58.3594735972362
1979-10-01,58.1552423274504
1980-01-01,58.2065473118674
1980-04-01,57.5309162947854
1980-07-01,57.4941049953064
1980-10-01,58.2133517272009
1981-01-01,58.9156293357449
1981-04-01,58.1531697922603
1981-07-01,59.0361914902570
1981-10-01,58.6294378215376
1982-01-01,57.9315695678723
1982-04-01,58.1746435332543
1982-07-01,58.0696696670507
1982-10-01,58.3412049035559
1983-01-01,59.0961101224627
1983-04-01,59.9558516656225
1983-07-01,60.1518591112139
1983-10-01,60.8217302463758
1984-01-01,61.3670161487233
1984-04-01,61.6095086248686
1984-07-01,62.0129343357723
1984-10-01,62.1786592749302
1985-01-01,62.3860346910002
1985-04-01,62.8317993169743
1985-07-01,63.5561327574752
1985-10-01,63.5325254852523
1986-01-01,63.7062495196889
1986-04-01,63.7171165055678
1986-07-01,63.8795848706441
1986-10-01,63.9188237871345
1987-01-01,63.9795659925442
1987-04-01,64.1204639920602
1987-07-01,64.2704101807198
1987-10-01,64.9938468907737
1988-01-01,65.0053194666087
1988-04-01,65.5551752263920
1988-07-01,65.5904386642928
1988-10-01,66.0547384219924
1989-01-01,66.2189675647266
1989-04-01,66.5140200678770
1989-07-01,66.8418962307128
1989-10-01,66.8139619450968
1990-01-01,66.7843084959427
1990-04-01,67.0937448531574
1990-07-01,67.2986562952832
1990-10-01,66.8837237418187
1991-01-01,66.8978127816950
1991-04-01,67.4497589067670
1991-07-01,67.8305670901035
1991-10-01,68.0561880492284
1992-01-01,68.7077103344409
1992-04-01,69.1897316266496
1992-07-01,69.6696243597884
1992-10-01,70.3483896421763
1993-01-01,70.1919599482882
1993-04-01,70.2107861254951
1993-07-01,70.1563019046531
1993-10-01,70.8016013904480
1994-01-01,70.9952208696203
1994-04-01,71.6039937674571
1994-07-01,71.6433135369523
1994-10-01,71.7625877122821
1995-01-01,71.7870298638284
1995-04-01,72.1279046752536
1995-07-01,72.5643159102013
1995-10-01,72.8892594810310
1996-01-01,73.2476620711161
1996-04-01,74.0341814166259
1996-07-01,74.1473374295644
1996-10-01,74.5527550126720
1997-01-01,74.6512704878001
1997-04-01,75.3991315509714
1997-07-01,75.9818037497253
1997-10-01,76.3056659234920
1998-01-01,76.9073687596952
1998-04-01,77.3372203235401
1998-07-01,78.1269297048773
1998-10-01,78.9488980099886
1999-01-01,79.3011431987975
1999-04-01,79.8002299855646
1999-07-01,80.6427798616744
1999-10-01,81.5359132841092
2000-01-01,80.4275224335842
2000-04-01,81.6965940155352
2000-07-01,81.9302370938849
2000-10-01,82.0317237665078
2001-01-01,81.5354490681498
2001-04-01,82.4254721043094
2001-07-01,82.3166169771773
2001-10-01,82.8419247449358
2002-01-01,83.6086391263345
2002-04-01,83.9638080396049
2002-07-01,84.0298765990135
2002-10-01,84.2291722251491
2003-01-01,84.1844391680482
2003-04-01,84.7996034753290
2003-07-01,86.2799831026974
2003-10-01,86.8212898844280
2004-01-01,87.1770823127624
2004-04-01,87.5914491168820
2004-07-01,88.0188936174172
2004-10-01,88.6053065898572
2005-01-01,89.3339235611129
2005-04-01,89.0777191057552
2005-07-01,89.2955618981411
2005-10-01,89.5947326790189
2006-01-01,90.2623104454607
2006-04-01,90.1074574326708
2006-07-01,89.9431215943733
2006-10-01,90.0565599752674
2007-01-01,90.0005021136281
2007-04-01,90.7276166694715
2007-07-01,91.1920835487168
2007-10-01,91.5594244654019
2008-01-01,91.2090009236107
2008-04-01,91.9287664068638
2008-07-01,91.8584317034216
2008-10-01,90.5834160163117
2009-01-01,91.1950417299230
2009-04-01,91.8076802754758
2009-07-01,92.7253365124426
2009-10-01,94.4291587549372
2010-01-01,94.7346749923762
2010-04-01,95.2141429067894
2010-07-01,95.8716557884304
2010-10-01,96.5018289533202
2011-01-01,96.0844190929248
2011-04-01,96.6626436796790
2011-07-01,96.3981170970611
2011-10-01,96.9155919409926
2012-01-01,96.9515057182798
2012-04-01,97.1517905823542
2012-07-01,97.0343964848269
2012-10-01,96.5893744840426
2013-01-01,97.5704222320454
2013-04-01,97.4810487520147
2013-07-01,97.9722517532526
2013-10-01,98.8751803287836
2014-01-01,97.8246820665438
2014-04-01,98.6793847541683
2014-07-01,99.4316975464136
2014-10-01,99.3159031222609
2015-01-01,99.7880223124518
2015-04-01,99.9951650821554
2015-07-01,100.2396874659370
2015-10-01,99.9771251394558
2016-01-01,99.6742147250046
2016-04-01,99.8577873078237
2016-07-01,100.1982388523440
2016-10-01,100.5746288449270
2017-01-01,100.6684013871500
2017-04-01,100.8036495889790
2017-07-01,101.2206196825020
2017-10-01,102.3702965855260
2018-01-01,102.4219239368590
2018-04-01,102.5486475780510
2018-07-01,102.9810545782290
2018-10-01,102.6300794751640
2019-01-01,103.1297449008860
2019-04-01,103.8817633856600
2019-07-01,104.4039476875150
2019-10-01,104.5566988705480
2020-01-01,103.8313588053870
2020-04-01,109.5622990551150
2020-07-01,111.0801559345620
2020-10-01,109.4506830496440
2021-01-01,110.5911355844160
2021-04-01,111.4044795056760
2021-07-01,110.9628429117280
2021-10-01,111.3561534145150
2022-01-01,109.1555274612880
2022-04-01,108.7030425033050
2022-07-01,109.0791037316730
2022-10-01,109.6459346320690
2023-01-01,109.1150471518940
2023-04-01,109.3544717743090
2023-07-01,110.3781587621160
