observation_date,ULQELP01GBQ661S
1971-01-01,44.6703324916613
1971-04-01,45.3354983627820
1971-07-01,46.1759378034810
1971-10-01,46.3588784773237
1972-01-01,46.2317471903356
1972-04-01,47.3406244326623
1972-07-01,47.4032094000296
1972-10-01,48.0399356634721
1973-01-01,50.1407222319065
1973-04-01,50.2051793991523
1973-07-01,49.8658654592668
1973-10-01,49.7484517811719
1974-01-01,48.5773461809786
1974-04-01,49.4807271985455
1974-07-01,49.8678268115204
1974-10-01,49.2820957066734
1975-01-01,49.5798646397311
1975-04-01,48.8738669807839
1975-07-01,48.8613856482605
1975-10-01,49.6451241783534
1976-01-01,50.6007484877681
1976-04-01,50.2190871696783
1976-07-01,50.6970330529484
1976-10-01,51.7003538830775
1977-01-01,51.7878123631163
1977-04-01,51.5553029686808
1977-07-01,51.9467710480390
1977-10-01,52.6425161838420
1978-01-01,52.8015640211399
1978-04-01,53.2304760980682
1978-07-01,53.7168023046040
1978-10-01,53.8747803133999
1979-01-01,53.3269389679989
1979-04-01,55.5224053588607
1979-07-01,54.0774236621544
1979-10-01,54.5402136416462
1980-01-01,54.0904399089288
1980-04-01,53.2532991061110
1980-07-01,53.4398950273354
1980-10-01,53.2492872492284
1981-01-01,53.3188261018587
1981-04-01,53.7730574533344
1981-07-01,54.8065117862699
1981-10-01,55.1454691166547
1982-01-01,55.5707259462012
1982-04-01,56.5020116571953
1982-07-01,56.8096765038966
1982-10-01,57.4702956038838
1983-01-01,58.5948636642400
1983-04-01,59.0774454710188
1983-07-01,59.3958977551152
1983-10-01,59.6728941847590
1984-01-01,59.9584492424188
1984-04-01,59.2825850862780
1984-07-01,59.3652293380578
1984-10-01,59.9953583257379
1985-01-01,60.5431105187638
1985-04-01,61.3682157509341
1985-07-01,61.2412627686963
1985-10-01,61.5772780707006
1986-01-01,62.4620262418576
1986-04-01,63.2292715825446
1986-07-01,63.6970540950456
1986-10-01,64.6831685167675
1987-01-01,64.8466739728237
1987-04-01,65.4472043719484
1987-07-01,66.5051756080549
1987-10-01,66.6218760671484
1988-01-01,67.1773845168138
1988-04-01,67.0127200798804
1988-07-01,67.5529834733923
1988-10-01,67.5787485098155
1989-01-01,67.3479330105082
1989-04-01,67.2100142861249
1989-07-01,67.0046072137402
1989-10-01,67.0496291631995
1990-01-01,67.7862952392042
1990-04-01,68.2328594864156
1990-07-01,67.4229101580236
1990-10-01,67.1495689757617
1991-01-01,67.3772641419382
1991-04-01,67.7087326728090
1991-07-01,68.1625182624088
1991-10-01,69.0184702163869
1992-01-01,69.9594735362743
1992-04-01,71.4114982706187
1992-07-01,72.1985354385927
1992-10-01,73.3533261541305
1993-01-01,74.0114489876131
1993-04-01,74.4042543525987
1993-07-01,75.0557799103190
1993-10-01,75.7139918961767
1994-01-01,76.2063804642239
1994-04-01,77.2020341900886
1994-07-01,78.0095764043510
1994-10-01,78.5588441877547
1995-01-01,79.0894359284510
1995-04-01,78.9463246105054
1995-07-01,79.5731096149254
1995-10-01,79.4208986443705
1996-01-01,79.9822112988079
1996-04-01,80.1228979677202
1996-07-01,80.7119131042152
1996-10-01,81.3848507091751
1997-01-01,82.1151023465497
1997-04-01,82.6078010215691
1997-07-01,83.1926440920548
1997-10-01,84.2165682803967
1998-01-01,84.6989242307105
1998-04-01,85.1192110867405
1998-07-01,85.0167208253621
1998-10-01,85.1948292319393
1999-01-01,85.5285540998594
1999-04-01,85.7457324110311
1999-07-01,86.7251983777443
1999-10-01,87.6320052762654
2000-01-01,88.5834955967640
2000-04-01,88.8907774252418
2000-07-01,89.1798242474802
2000-10-01,89.7746579859032
2001-01-01,90.3283573825222
2001-04-01,90.4546288732127
2001-07-01,90.9068100910743
2001-10-01,90.9161037131899
2002-01-01,91.1730763999278
2002-04-01,91.1726977033114
2002-07-01,91.7798740880989
2002-10-01,91.9180182523234
2003-01-01,92.6199792771159
2003-04-01,93.0604018109978
2003-07-01,93.7920773814784
2003-10-01,94.3694028801307
2004-01-01,94.2118775921197
2004-04-01,94.7253822905570
2004-07-01,94.9330058366122
2004-10-01,94.9018782916332
2005-01-01,95.2187315577855
2005-04-01,95.9650622463444
2005-07-01,96.2938672598655
2005-10-01,97.3577852299836
2006-01-01,97.2908901550513
2006-04-01,97.4753833660426
2006-07-01,97.4768567127446
2006-10-01,97.8815818501509
2007-01-01,98.8705384892847
2007-04-01,99.1575953571544
2007-07-01,99.4922646409145
2007-10-01,99.5526629153365
2008-01-01,99.6737680273193
2008-04-01,99.0586850443449
2008-07-01,97.9981218828548
2008-10-01,96.0880282211871
2009-01-01,94.6466000442142
2009-04-01,95.2401697490276
2009-07-01,95.3574485089483
2009-10-01,95.5340117439270
2010-01-01,96.7237272449889
2010-04-01,97.1771441651931
2010-07-01,97.0706177553977
2010-10-01,97.3573213583426
2011-01-01,97.2191655958170
2011-04-01,97.3130816922024
2011-07-01,98.1632420647073
2011-10-01,98.0950088961794
2012-01-01,98.5750175194681
2012-04-01,97.7333828044777
2012-07-01,98.3659545154972
2012-10-01,97.7663671649928
2013-01-01,98.2683157872748
2013-04-01,98.6535140972354
2013-07-01,98.9197167966556
2013-10-01,99.0095495661176
2014-01-01,99.0347964703386
2014-04-01,99.3407962032690
2014-07-01,99.6716981534061
2014-10-01,100.0160271910720
2015-01-01,99.6305253922293
2015-04-01,100.3627772533020
2015-07-01,100.0436069848490
2015-10-01,99.9630903696195
2016-01-01,100.2220326532910
2016-04-01,100.2302871401070
2016-07-01,100.4022546086350
2016-10-01,100.9320208502770
2017-01-01,101.4610951203540
2017-04-01,101.7346219053640
2017-07-01,102.3878196849090
2017-10-01,102.8371009650190
2018-01-01,102.2927856210200
2018-04-01,102.3259092215580
2018-07-01,102.5265133790620
2018-10-01,102.1324777676490
2019-01-01,102.5634612173880
2019-04-01,102.5350668241730
2019-07-01,103.4644502388750
2019-10-01,102.8748441930950
2020-01-01,99.9210678516548
2020-04-01,80.6516606542679
2020-07-01,94.8422380749300
2020-10-01,96.6486557301430
2021-01-01,95.6431934398080
2021-04-01,102.2126981429350
2021-07-01,103.0444084573660
2021-10-01,104.6894033725030
2022-01-01,105.0306446645080
2022-04-01,104.6119953436310
2022-07-01,104.6899479489900
2022-10-01,104.5938049787700
2023-01-01,104.3513301685580
2023-04-01,104.7558491340780
