observation_date,ULQELP01ESQ657S
1995-04-01,0.1688421629225780
1995-07-01,0.4742914756477000
1995-10-01,0.6033243138770840
1996-01-01,0.4398664723999910
1996-04-01,0.3453636800435750
1996-07-01,-0.2734948632983220
1996-10-01,-0.3879338356441910
1997-01-01,-0.0661610691997119
1997-04-01,0.2523772694561200
1997-07-01,0.2348876316263240
1997-10-01,0.2489355083535290
1998-01-01,-0.3147996230638630
1998-04-01,0.1458509719701480
1998-07-01,-0.4021670895047060
1998-10-01,0.2285797537074200
1999-01-01,-0.1429094934592780
1999-04-01,-0.0475003696601404
1999-07-01,0.1150515125709700
1999-10-01,0.2187371280435220
2000-01-01,-0.0358291233476816
2000-04-01,-0.0114633150990201
2000-07-01,0.1695236522946100
2000-10-01,0.0693580753706357
2001-01-01,0.2091499879145950
2001-04-01,0.2045285419275840
2001-07-01,0.4004768666519980
2001-10-01,-0.0406896363949967
2002-01-01,-0.0636318101547581
2002-04-01,0.0268014309238610
2002-07-01,0.1087664881140180
2002-10-01,0.0577643095199167
2003-01-01,0.1303480481796610
2003-04-01,-0.5358065964583940
2003-07-01,-0.0472684094521611
2003-10-01,-0.0829675826753386
2004-01-01,-0.3924670038266660
2004-04-01,0.1972354996442030
2004-07-01,0.0809159410493435
2004-10-01,-0.3980157776405330
2005-01-01,0.2035830929815750
2005-04-01,-0.3624433682237110
2005-07-01,-0.6017060703706230
2005-10-01,0.1584355585103530
2006-01-01,0.2404656890801630
2006-04-01,0.0899008331730348
2006-07-01,-0.1185349448368490
2006-10-01,0.0954464748435347
2007-01-01,-0.0609662227212467
2007-04-01,0.3852564864025890
2007-07-01,0.1393265906897770
2007-10-01,0.1502633611268530
2008-01-01,-0.7170761562282160
2008-04-01,1.0660549220700399
2008-07-01,0.8096941779096760
2008-10-01,0.1009162229789460
2009-01-01,0.1559955674705260
2009-04-01,1.5299033733386100
2009-07-01,1.1381589696463901
2009-10-01,0.4335469270141140
2010-01-01,0.0246734049080382
2010-04-01,0.6397494557181620
2010-07-01,0.1367238337623270
2010-10-01,0.3097537782379660
2011-01-01,0.8875941957630670
2011-04-01,0.1261422725015570
2011-07-01,0.5682789875726830
2011-10-01,0.1373876506995110
2012-01-01,0.3596613254046980
2012-04-01,-0.0464622094437447
2012-07-01,0.5769917147375609
2012-10-01,0.2467953078734550
2013-01-01,0.3115299668321720
2013-04-01,0.2811312201415730
2013-07-01,0.0408935092681593
2013-10-01,0.2055657786160130
2014-01-01,0.3164921404220470
2014-04-01,-0.4390077925957860
2014-07-01,0.2016476341307590
2014-10-01,0.0858206653111845
2015-01-01,0.5512608906752490
2015-04-01,0.1785443674487170
2015-07-01,0.3101080083502280
2015-10-01,0.4470669202010860
2016-01-01,0.2466963839701360
2016-04-01,-0.0566379778063643
2016-07-01,0.2660496530660850
2016-10-01,0.0504057938131309
2017-01-01,0.0393130069018367
2017-04-01,0.2547214760135620
2017-07-01,-0.1599050047829390
2017-10-01,0.1198156994504210
2018-01-01,0.1561090447074710
2018-04-01,-0.1135351631045270
2018-07-01,-0.1796693380125830
2018-10-01,0.1060017470281480
2019-01-01,-0.4186124342594260
2019-04-01,-0.1342959463578160
2019-07-01,0.0431224172533263
2019-10-01,-0.4140827634389600
2020-01-01,-4.2861851147308707
2020-04-01,-11.2070308090831006
2020-07-01,12.9719174709632998
2020-10-01,-1.1288072317729700
2021-01-01,-0.1988781858506240
2021-04-01,2.5494288811613801
2021-07-01,-0.0280114213403364
2021-10-01,0.8405780980829300
2022-01-01,-0.3340568322476220
2022-04-01,3.2036850503570400
2022-07-01,-0.5256077679181110
2022-10-01,-0.1323009447338180
2023-01-01,-0.9353271492881861
2023-04-01,0.4675272367891940
2023-07-01,-0.9375677879770550
