observation_date,GBRB6BLTT02STSAQ
1997-07-01,0.66437130000000011
1997-10-01,-0.99722299999999997
1998-01-01,-0.94487679999999996
1998-04-01,-1.31086199999999997
1998-07-01,0.80140480000000003
1998-10-01,-0.24379479999999989
1999-01-01,-2.81551999999999980
1999-04-01,-2.15631299999999992
1999-07-01,-2.24614300000000000
1999-10-01,-1.27479599999999982
2000-01-01,-1.59563699999999997
2000-04-01,-1.57712600000000003
2000-07-01,-2.00598199999999993
2000-10-01,-2.13826099999999997
2001-01-01,-1.01347199999999993
2001-04-01,-2.11454699999999995
2001-07-01,-2.08907400000000010
2001-10-01,-1.86369399999999996
2002-01-01,-1.80726600000000004
2002-04-01,-2.73927599999999982
2002-07-01,-1.55632800000000016
2002-10-01,-1.79976100000000017
2003-01-01,-0.90150739999999996
2003-04-01,-2.05689099999999980
2003-07-01,-2.73732700000000007
2003-10-01,-1.57347099999999984
2004-01-01,-2.35610800000000031
2004-04-01,-2.42257400000000001
2004-07-01,-3.20936600000000016
2004-10-01,-1.24359400000000009
2005-01-01,-1.94928100000000004
2005-04-01,-0.69183990000000006
2005-07-01,-2.74289000000000005
2005-10-01,-2.58485200000000015
2006-01-01,-3.25985000000000014
2006-04-01,-2.90756900000000007
2006-07-01,-3.34957400000000005
2006-10-01,-2.96621099999999993
2007-01-01,-3.92484000000000011
2007-04-01,-2.81760199999999994
2007-07-01,-4.38720700000000008
2007-10-01,-3.78412399999999982
2008-01-01,-3.48692799999999981
2008-04-01,-4.24797500000000028
2008-07-01,-3.58430399999999993
2008-10-01,-4.12911500000000053
2009-01-01,-3.99018799999999985
2009-04-01,-3.81913999999999998
2009-07-01,-2.29673000000000016
2009-10-01,-2.17023199999999994
2010-01-01,-2.32598599999999989
2010-04-01,-2.22195600000000004
2010-07-01,-3.28391400000000022
2010-10-01,-3.19477700000000020
2011-01-01,-0.69960419999999990
2011-04-01,-1.29982200000000003
2011-07-01,-2.72064199999999978
2011-10-01,-1.79392100000000010
2012-01-01,-1.87779699999999994
2012-04-01,-3.92879900000000015
2012-07-01,-2.91926899999999989
2012-10-01,-3.84469800000000017
2013-01-01,-4.29631100000000021
2013-04-01,-4.03555799999999998
2013-07-01,-4.62165800000000004
2013-10-01,-5.59928199999999965
2014-01-01,-4.04734299999999969
2014-04-01,-4.07779000000000025
2014-07-01,-5.02885500000000008
2014-10-01,-6.87981599999999993
2015-01-01,-5.59155699999999989
2015-04-01,-3.05901699999999988
2015-07-01,-4.40653100000000020
2015-10-01,-6.70841799999999910
2016-01-01,-5.77618600000000004
2016-04-01,-5.27455400000000019
2016-07-01,-6.67291000000000079
2016-10-01,-4.08965599999999974
2017-01-01,-3.17391099999999993
2017-04-01,-4.39287899999999976
2017-07-01,-3.35017100000000001
2017-10-01,-3.06556799999999985
2018-01-01,-4.10802600000000062
2018-04-01,-3.38767300000000038
2018-07-01,-3.65268699999999980
2018-10-01,-4.55231500000000011
2019-01-01,-6.24612999999999996
2019-04-01,-2.40620499999999993
2019-07-01,-2.40124799999999983
2019-10-01,0.20309040000000000
2020-01-01,-2.29289599999999982
2020-04-01,-2.05855200000000016
2020-07-01,-2.01177999999999990
2020-10-01,-5.28821900000000067
2021-01-01,-0.63012089999999998
2021-04-01,0.62055749999999998
2021-07-01,-2.43964900000000018
2021-10-01,0.68164840000000004
2022-01-01,-6.49058099999999971
2022-04-01,-2.90359000000000034
2022-07-01,-1.00148799999999993
2022-10-01,1.69036000000000008
2023-01-01,-3.76280999999999999
2023-04-01,-5.27546600000000065
2023-07-01,-2.21456600000000003
2023-10-01,-2.80325699999999989
2024-01-01,-2.27676300000000031
2024-04-01,-3.72496200000000011
2024-07-01,-1.73665099999999994
2024-10-01,-2.89164300000000019
