observation_date,NZLLOLITOAASTSAM
1985-11-01,97.0332923931162
1985-12-01,97.3073426930580
1986-01-01,97.5714134593738
1986-02-01,97.8299677347797
1986-03-01,98.0981122103092
1986-04-01,98.3886811498119
1986-05-01,98.7043353250064
1986-06-01,99.0247648922572
1986-07-01,99.3295335138108
1986-08-01,99.6178761847282
1986-09-01,99.8751329864229
1986-10-01,100.0592849452110
1986-11-01,100.1313562738290
1986-12-01,100.0822003245130
1987-01-01,99.9453512474914
1987-02-01,99.7556210275250
1987-03-01,99.5566071598454
1987-04-01,99.4013048929003
1987-05-01,99.3264106526990
1987-06-01,99.3220417166371
1987-07-01,99.3423857997976
1987-08-01,99.3519227189709
1987-09-01,99.3397735701027
1987-10-01,99.3306362657217
1987-11-01,99.3549249295911
1987-12-01,99.4277549697136
1988-01-01,99.5537350768000
1988-02-01,99.7374828127145
1988-03-01,99.9683793604438
1988-04-01,100.2078775593880
1988-05-01,100.4236769652920
1988-06-01,100.6576246766020
1988-07-01,100.8588210126380
1988-08-01,101.0221735453660
1988-09-01,101.1437992772600
1988-10-01,101.2162414479350
1988-11-01,101.2328841777240
1988-12-01,101.1990180519040
1989-01-01,101.1415675273720
1989-02-01,101.0863053131210
1989-03-01,101.0539202733980
1989-04-01,101.0546453824540
1989-05-01,101.0864191864400
1989-06-01,101.1260393635850
1989-07-01,101.1204058525980
1989-08-01,101.0155053961670
1989-09-01,100.7895847153050
1989-10-01,100.4977148536870
1989-11-01,100.2201393213230
1989-12-01,100.0129122124960
1990-01-01,99.8594706442107
1990-02-01,99.7027467854054
1990-03-01,99.4819470918288
1990-04-01,99.1687075884522
1990-05-01,98.7534043225488
1990-06-01,98.2428428982152
1990-07-01,97.6673348966073
1990-08-01,97.0698754066793
1990-09-01,96.5033142216092
1990-10-01,96.0254795578209
1990-11-01,95.6878350498591
1990-12-01,95.5157062529448
1991-01-01,95.4828477441151
1991-02-01,95.5473846990339
1991-03-01,95.6700003641624
1991-04-01,95.8140424433135
1991-05-01,95.9459196487616
1991-06-01,96.0472826897571
1991-07-01,96.1447228659434
1991-08-01,96.2920357356931
1991-09-01,96.5476764439909
1991-10-01,96.9484221313763
1991-11-01,97.5047723807314
1991-12-01,98.1966435030181
1992-01-01,98.9331311011406
1992-02-01,99.6030903830431
1992-03-01,100.1290854055800
1992-04-01,100.5134541518670
1992-05-01,100.7900215847830
1992-06-01,100.9884453408500
1992-07-01,101.1036212425040
1992-08-01,101.1092702248890
1992-09-01,101.0513642865360
1992-10-01,100.9129940827240
1992-11-01,100.7304697684250
1992-12-01,100.5450798251000
1993-01-01,100.3991382546300
1993-02-01,100.3271790143260
1993-03-01,100.3397370531820
1993-04-01,100.4335640150500
1993-05-01,100.5954539311680
1993-06-01,100.8000068801220
1993-07-01,101.0183962640230
1993-08-01,101.2196765760810
1993-09-01,101.3875897937140
1993-10-01,101.5214051122340
1993-11-01,101.6343780154820
1993-12-01,101.7414146065820
1994-01-01,101.8428585112820
1994-02-01,101.9336848391660
1994-03-01,102.0114002078460
1994-04-01,102.0684332872850
1994-05-01,102.0876359208180
1994-06-01,102.0368623112820
1994-07-01,101.9030190907640
1994-08-01,101.6954954690400
1994-09-01,101.4301839422430
1994-10-01,101.1463942649940
1994-11-01,100.8911054924470
1994-12-01,100.7034459044440
1995-01-01,100.6008555704410
1995-02-01,100.5743573496340
1995-03-01,100.6015092930940
1995-04-01,100.6480021087420
1995-05-01,100.6770790244710
1995-06-01,100.6626132302000
1995-07-01,100.6043495025060
1995-08-01,100.5177763706230
1995-09-01,100.4267534812560
1995-10-01,100.3532107318730
1995-11-01,100.3074371908930
1995-12-01,100.2903791397280
1996-01-01,100.2932280580100
1996-02-01,100.3036149971460
1996-03-01,100.3124265337950
1996-04-01,100.3231490590280
1996-05-01,100.3439630692180
1996-06-01,100.3821927735590
1996-07-01,100.4382693965500
1996-08-01,100.5088905805360
1996-09-01,100.5841398271880
1996-10-01,100.6492715476390
1996-11-01,100.6838405491090
1996-12-01,100.6695904109960
1997-01-01,100.6040499239270
1997-02-01,100.4958405466520
1997-03-01,100.3599190471190
1997-04-01,100.2059306188810
1997-05-01,100.0335213622610
1997-06-01,99.8372147659177
1997-07-01,99.6226066567354
1997-08-01,99.4036039675842
1997-09-01,99.1807687081066
1997-10-01,98.9303016850607
1997-11-01,98.6277596101113
1997-12-01,98.2697009212383
1998-01-01,97.8950494589616
1998-02-01,97.5619850735941
1998-03-01,97.3299042594882
1998-04-01,97.2452854671651
1998-05-01,97.3413900384846
1998-06-01,97.6248359874492
1998-07-01,98.0616990652599
1998-08-01,98.5895687297785
1998-09-01,99.1479009107384
1998-10-01,99.6959021828474
1998-11-01,100.2043755425880
1998-12-01,100.6530798158610
1999-01-01,101.0171960993130
1999-02-01,101.2775978152570
1999-03-01,101.4301593442480
1999-04-01,101.5153420256080
1999-05-01,101.5813126891690
1999-06-01,101.6575559670860
1999-07-01,101.7313608509910
1999-08-01,101.7636172441760
1999-09-01,101.7111622865350
1999-10-01,101.5493329526470
1999-11-01,101.2678168115490
1999-12-01,100.8732056438130
2000-01-01,100.3961808317070
2000-02-01,99.8794331712505
2000-03-01,99.3794934098582
2000-04-01,98.9626167561724
2000-05-01,98.6883252298086
2000-06-01,98.5898330641513
2000-07-01,98.6457413957905
2000-08-01,98.8068923817800
2000-09-01,99.0163451533900
2000-10-01,99.2252411298871
2000-11-01,99.3994912159764
2000-12-01,99.5238995996855
2001-01-01,99.6072788808043
2001-02-01,99.6631159735380
2001-03-01,99.7000918710432
2001-04-01,99.7101009721514
2001-05-01,99.6810047670355
2001-06-01,99.6120549472127
2001-07-01,99.5291732254117
2001-08-01,99.4692007385890
2001-09-01,99.4659374310447
2001-10-01,99.5320023228890
2001-11-01,99.6627395622653
2001-12-01,99.8400875118733
2002-01-01,100.0240641920990
2002-02-01,100.1701696497330
2002-03-01,100.2478448974920
2002-04-01,100.2588735643940
2002-05-01,100.2201984012560
2002-06-01,100.1502487209860
2002-07-01,100.0627392283960
2002-08-01,99.9657895894429
2002-09-01,99.8636005430323
2002-10-01,99.7618369210501
2002-11-01,99.6680262235769
2002-12-01,99.5905539894068
2003-01-01,99.5387506147011
2003-02-01,99.5243941833618
2003-03-01,99.5605402918128
2003-04-01,99.6554395777832
2003-05-01,99.8115888909609
2003-06-01,100.0205100138110
2003-07-01,100.2620808529690
2003-08-01,100.5109644275620
2003-09-01,100.7406009973560
2003-10-01,100.9215695115100
2003-11-01,101.0292327389660
2003-12-01,101.0577697287170
2004-01-01,101.0345036709370
2004-02-01,101.0013939677240
2004-03-01,100.9962701908030
2004-04-01,101.0266263357850
2004-05-01,101.0870961770890
2004-06-01,101.1686510752900
2004-07-01,101.2591149638890
2004-08-01,101.3457329313610
2004-09-01,101.4133232085230
2004-10-01,101.4423011601860
2004-11-01,101.4119104700750
2004-12-01,101.3113832014580
2005-01-01,101.1605375334150
2005-02-01,100.9920946536630
2005-03-01,100.8369926393180
2005-04-01,100.7116249840680
2005-05-01,100.6174954355530
2005-06-01,100.5403744561260
2005-07-01,100.4483515614960
2005-08-01,100.3090267148280
2005-09-01,100.1071686936950
2005-10-01,99.8644397839018
2005-11-01,99.6257362580414
2005-12-01,99.4441651500088
2006-01-01,99.3614454625325
2006-02-01,99.4019449461628
2006-03-01,99.5630342098503
2006-04-01,99.7976511079028
2006-05-01,100.0488018378640
2006-06-01,100.2793568281940
2006-07-01,100.4997496065000
2006-08-01,100.7363544269630
2006-09-01,101.0006096939150
2006-10-01,101.2560920705060
2006-11-01,101.4486848966520
2006-12-01,101.5370909888120
2007-01-01,101.5335009422250
2007-02-01,101.4744508980510
2007-03-01,101.3972115642100
2007-04-01,101.3207902289290
2007-05-01,101.2521535921630
2007-06-01,101.1937901228850
2007-07-01,101.1489837729520
2007-08-01,101.1142340549260
2007-09-01,101.0731282897230
2007-10-01,100.9851195933600
2007-11-01,100.8047166040150
2007-12-01,100.5096391942710
2008-01-01,100.1307126432710
2008-02-01,99.7229530748104
2008-03-01,99.3488057381963
2008-04-01,99.0563211450514
2008-05-01,98.8700579575848
2008-06-01,98.7790487728270
2008-07-01,98.7301736470767
2008-08-01,98.6568528053446
2008-09-01,98.5209075193263
2008-10-01,98.3557412152286
2008-11-01,98.2218353336985
2008-12-01,98.1705932817253
2009-01-01,98.2227235536479
2009-02-01,98.3818922787754
2009-03-01,98.6365676205703
2009-04-01,98.9664582542266
2009-05-01,99.3471924757894
2009-06-01,99.7465280791008
2009-07-01,100.1263835704940
2009-08-01,100.4553543086170
2009-09-01,100.7211937452720
2009-10-01,100.9493787825520
2009-11-01,101.1714939845040
2009-12-01,101.3965434536190
2010-01-01,101.5840634715690
2010-02-01,101.6755012836650
2010-03-01,101.6242534802390
2010-04-01,101.4341732596670
2010-05-01,101.1407451852060
2010-06-01,100.7985972589500
2010-07-01,100.4649049408460
2010-08-01,100.1822800133980
2010-09-01,99.9645696364601
2010-10-01,99.7882077606351
2010-11-01,99.6234544723588
2010-12-01,99.4609336102978
2011-01-01,99.3384149153476
2011-02-01,99.3093509609136
2011-03-01,99.4065390376124
2011-04-01,99.6014803753818
2011-05-01,99.8457207586937
2011-06-01,100.0834419697610
2011-07-01,100.2551301801070
2011-08-01,100.3153464641300
2011-09-01,100.2516380956410
2011-10-01,100.1024660322110
2011-11-01,99.9191241485680
2011-12-01,99.7430342877169
2012-01-01,99.5843081719485
2012-02-01,99.4374194656423
2012-03-01,99.2901796421228
2012-04-01,99.1337776514093
2012-05-01,98.9710230650760
2012-06-01,98.8252574913592
2012-07-01,98.7569575415482
2012-08-01,98.8327232317394
2012-09-01,99.0887332552462
2012-10-01,99.4883377180563
2012-11-01,99.9595592783416
2012-12-01,100.4234672903070
2013-01-01,100.8203573377540
2013-02-01,101.1110571313000
2013-03-01,101.2805602327430
2013-04-01,101.3485036571470
2013-05-01,101.3494793687390
2013-06-01,101.3180276905150
2013-07-01,101.2787508952670
2013-08-01,101.2446867053520
2013-09-01,101.2172668847250
2013-10-01,101.1868334358350
2013-11-01,101.1411133660700
2013-12-01,101.0731373221000
2014-01-01,100.9923699607290
2014-02-01,100.9159693784280
2014-03-01,100.8550632878730
2014-04-01,100.8066936470440
2014-05-01,100.7616173395860
2014-06-01,100.7075878610700
2014-07-01,100.6353723849320
2014-08-01,100.5391795594800
2014-09-01,100.4193831266500
2014-10-01,100.2933865437060
2014-11-01,100.1782489856480
2014-12-01,100.0762637348180
2015-01-01,99.9594592874179
2015-02-01,99.7915638909925
2015-03-01,99.5496156540222
2015-04-01,99.2515528131203
2015-05-01,98.9399059160634
2015-06-01,98.6689118554121
2015-07-01,98.4949160283362
2015-08-01,98.4601364838898
2015-09-01,98.5716145936902
2015-10-01,98.7682637022709
2015-11-01,98.9740293905339
2015-12-01,99.1390135713817
2016-01-01,99.2802707675256
2016-02-01,99.4409756526849
2016-03-01,99.6461129482003
2016-04-01,99.8601117888786
2016-05-01,100.0300398107660
2016-06-01,100.1216391208650
2016-07-01,100.1470593953660
2016-08-01,100.1420231214280
2016-09-01,100.1485908834040
2016-10-01,100.2081533046590
2016-11-01,100.3459962770160
2016-12-01,100.5598555917560
2017-01-01,100.8040831422510
2017-02-01,101.0212308338720
2017-03-01,101.1706761348400
2017-04-01,101.2511064542910
2017-05-01,101.2803649416170
2017-06-01,101.2784674559710
2017-07-01,101.2506774190890
2017-08-01,101.1944752651150
2017-09-01,101.1072961785340
2017-10-01,100.9970386077380
2017-11-01,100.8749433656350
2017-12-01,100.7536696881040
2018-01-01,100.6471042071170
2018-02-01,100.5697685547880
2018-03-01,100.5288232826650
2018-04-01,100.5106507785070
2018-05-01,100.4921599803750
2018-06-01,100.4455851594080
2018-07-01,100.3470142483170
2018-08-01,100.1803870422010
2018-09-01,99.9523111725199
2018-10-01,99.7077101917587
2018-11-01,99.5035622671974
2018-12-01,99.3845841809386
2019-01-01,99.3479769966240
2019-02-01,99.3697608472889
2019-03-01,99.4286584800341
2019-04-01,99.5199864733497
2019-05-01,99.6449662835430
2019-06-01,99.8022249923198
2019-07-01,99.9776613710076
2019-08-01,100.1487400585740
2019-09-01,100.3156394723660
2019-10-01,100.4164436269080
2019-11-01,100.4456232765540
