observation_date,ULQECU01USQ657S
1960-01-01,1.892407182778119923
1960-04-01,-0.365842784858492975
1960-07-01,0.301308562464797980
1960-10-01,0.435142398941916975
1961-01-01,0.738855649267588954
1961-04-01,0.818662724155024946
1961-07-01,1.378302569997470028
1961-10-01,1.705193236721920025
1962-01-01,1.488713993788439938
1962-04-01,1.272275319053020048
1962-07-01,-0.237188979315795995
1962-10-01,0.462003063953121018
1963-01-01,1.132482516807209905
1963-04-01,0.531706628163607031
1963-07-01,0.922756309655315965
1963-10-01,1.370351397938599947
1964-01-01,1.198863168487269926
1964-04-01,0.537808375007614026
1964-07-01,1.996629393098809935
1964-10-01,1.135478495038680036
1965-01-01,0.722143412392339035
1965-04-01,1.059340387790630000
1965-07-01,0.664828409795049979
1965-10-01,1.959746678843979906
1966-01-01,2.396314878469449905
1966-04-01,1.779296002547460009
1966-07-01,1.510329776949429936
1966-10-01,0.836990935882561016
1967-01-01,-0.004061064817475000
1967-04-01,0.670901558441052037
1967-07-01,0.982128307944427958
1967-10-01,1.560494429268020067
1968-01-01,2.937743111349019998
1968-04-01,1.458920000464889899
1968-07-01,2.242791314529819946
1968-10-01,1.937075457541030055
1969-01-01,1.030727181541420068
1969-04-01,2.013637568419119894
1969-07-01,1.941901435135990006
1969-10-01,1.135364503934400027
1970-01-01,1.316471421857660085
1970-04-01,1.033347825761030014
1970-07-01,1.315160454606530083
1970-10-01,0.280575806386900994
1971-01-01,2.799443036483410197
1971-04-01,1.517088706643570095
1971-07-01,0.575439008714084044
1971-10-01,1.090901003534539893
1972-01-01,2.529701923684669840
1972-04-01,0.883072807728982001
1972-07-01,1.071060485846919930
1972-10-01,2.355674874722939904
1973-01-01,2.381339831168010068
1973-04-01,1.117522572025090088
1973-07-01,1.561841162231359936
1973-10-01,1.300814283304559948
1974-01-01,1.445305845569200054
1974-04-01,2.302861127486469872
1974-07-01,2.157921348681549834
1974-10-01,1.988055996881799903
1975-01-01,2.129656787969549825
1975-04-01,1.407187557885990037
1975-07-01,1.569961211985200000
1975-10-01,2.531402500544639889
1976-01-01,1.557460675298870001
1976-04-01,0.827489383277021040
1976-07-01,1.444882903954840092
1976-10-01,2.031940645068810003
1977-01-01,1.824744191599720011
1977-04-01,1.991097681317139934
1977-07-01,1.796783275601139929
1977-10-01,1.542976654682040039
1978-01-01,1.942113352841930096
1978-04-01,2.357379420694469818
1978-07-01,2.167172937134630217
1978-10-01,2.126668707148560156
1979-01-01,2.308831465881620026
1979-04-01,2.134125027001009922
1979-07-01,2.370701206619350021
1979-10-01,1.798098260614499955
1980-01-01,2.361136409209489972
1980-04-01,2.576212222307149968
1980-07-01,2.053213237241480194
1980-10-01,3.064849968928789803
1981-01-01,2.197051009295469814
1981-04-01,1.310513179023109931
1981-07-01,2.644807623643230077
1981-10-01,1.925288205131520103
1982-01-01,1.797452028773830035
1982-04-01,1.177649546668849911
1982-07-01,1.206095928647130000
1982-10-01,1.193388846608470111
1983-01-01,1.537622097255880060
1983-04-01,1.254616546253130016
1983-07-01,0.363788661011176018
1983-10-01,1.905834018029050059
1984-01-01,1.570363816935629986
1984-04-01,0.965581186235076050
1984-07-01,1.638955957951510056
1984-10-01,1.095119149329919939
1985-01-01,1.119686796646740090
1985-04-01,1.478796357501199976
1985-07-01,1.355770066347020020
1985-10-01,1.241528371918539930
1986-01-01,0.578539322324397975
1986-04-01,0.654702102654220019
1986-07-01,0.958981035492496026
1986-10-01,1.474880978831440093
1987-01-01,0.894093542337527025
1987-04-01,0.905269738452666006
1987-07-01,1.054072672647079933
1987-10-01,1.932024438090909957
1988-01-01,1.110099375839409985
1988-04-01,2.174418436212319783
1988-07-01,1.055452369498999898
1988-10-01,1.394490606486080031
1989-01-01,0.584025719451525038
1989-04-01,0.798093583794331041
1989-07-01,1.083297048190829948
1989-10-01,1.442674213797900062
1990-01-01,0.648698678590311051
1990-04-01,2.133920472659600165
1990-07-01,1.361863202279600005
1990-10-01,0.699303147447145945
1991-01-01,0.693673912402829052
1991-04-01,1.384124981046169989
1991-07-01,1.260669312099879980
1991-10-01,1.349407401157699971
1992-01-01,1.614795755611289962
1992-04-01,1.106063710026869984
1992-07-01,0.796631097514982955
1992-10-01,1.264528971297969928
1993-01-01,-0.021018289843883101
1993-04-01,0.946711999154246975
1993-07-01,0.220546980070532000
1993-10-01,0.944470247413302988
1994-01-01,0.185219445498720992
1994-04-01,1.342363476446539972
1994-07-01,0.438589073843330013
1994-10-01,0.248508302765550998
1995-01-01,0.779434375137804003
1995-04-01,0.924247098071205975
1995-07-01,0.959726036192372955
1995-10-01,0.768553922522711042
1996-01-01,0.989634082344265975
1996-04-01,0.929706782842179003
1996-07-01,0.638932941060707971
1996-10-01,1.004699831842370106
1997-01-01,1.295216981493690023
1997-04-01,0.599363987603155013
1997-07-01,1.017187135013680077
1997-10-01,1.774371556718719933
1998-01-01,1.602452178367830049
1998-04-01,1.507846612785060048
1998-07-01,1.390330727619849993
1998-10-01,0.994786112509497999
1999-01-01,1.059205785313209969
1999-04-01,0.904718326191488953
1999-07-01,1.152017613946020091
1999-10-01,1.717874942128720051
2000-01-01,1.883978595767989983
2000-04-01,0.453172954755103996
2000-07-01,2.037644947377499793
2000-10-01,0.000692577056836200
2001-01-01,1.711972020668949934
2001-04-01,0.276958972133211023
2001-07-01,-0.099424488219308604
2001-10-01,0.553997572291185958
2002-01-01,0.260467199782128012
2002-04-01,1.017742905950729915
2002-07-01,0.172148385954341010
2002-10-01,1.022109519999679916
2003-01-01,-0.370034788455632979
2003-04-01,1.318085897453110000
2003-07-01,1.612210938481200007
2003-10-01,1.177278819898349926
2004-01-01,0.335907839880793979
2004-04-01,1.607751481383290049
2004-07-01,1.708095615201850048
