observation_date,ULQELP01FRQ659S
1960-01-01,7.13911629317234997
1960-04-01,8.25978183174318126
1960-07-01,8.79168995177822055
1960-10-01,7.29957244370632985
1961-01-01,6.67866055578628970
1961-04-01,4.85614221431185999
1961-07-01,4.19294650122948998
1961-10-01,4.99144015093285986
1962-01-01,5.75632763660856028
1962-04-01,6.65478027863427979
1962-07-01,7.58286291278978997
1962-10-01,6.65592923946736015
1963-01-01,3.63203974426843024
1963-04-01,6.04350295356753975
1963-07-01,7.14177729484574009
1963-10-01,5.85398804398017969
1964-01-01,8.55549076345872983
1964-04-01,5.42690897207799061
1964-07-01,3.20682696392062994
1964-10-01,4.87885035686864033
1965-01-01,3.67636518956642000
1965-04-01,4.44798415739285957
1965-07-01,5.02848988648193984
1965-10-01,4.97677215919151017
1966-01-01,5.02048751057892950
1966-04-01,4.65081452110391069
1966-07-01,4.38678324257479080
1966-10-01,3.64614497037063989
1967-01-01,4.53034927093931028
1967-04-01,4.33817949801890013
1967-07-01,4.56627351137900028
1967-10-01,5.16129365544708918
1968-01-01,6.41131817678736038
1968-04-01,-0.00465557549204260
1968-07-01,6.20266263184896971
1968-10-01,5.99853119250957967
1969-01-01,3.67704373191783995
1969-04-01,10.87152655877810048
1969-07-01,4.01380707524879021
1969-10-01,4.16945696377054009
1970-01-01,4.90592320030627960
1970-04-01,4.65903080900595956
1970-07-01,4.54456001142551003
1970-10-01,4.62297171495402015
1971-01-01,4.98141272112924938
1971-04-01,4.57969738341735066
1971-07-01,5.06168443856888040
1971-10-01,4.71093761627448959
1972-01-01,4.15064272035565995
1972-04-01,3.83050822852603989
1972-07-01,3.72455608488523993
1972-10-01,4.12659800847939007
1973-01-01,4.49321067271995034
1973-04-01,5.07005682442351979
1973-07-01,5.09374830344935958
1973-10-01,4.57907494184018038
1974-01-01,4.57034609752764975
1974-04-01,3.87986670443248016
1974-07-01,3.65374301791415057
1974-10-01,1.34581282992691009
1975-01-01,-0.21556264795206601
1975-04-01,-0.80243897529367003
1975-07-01,-1.68921429153942992
1975-10-01,1.70870663952215995
1976-01-01,2.57463718674511011
1976-04-01,3.69967937956811044
1976-07-01,4.46989164457651977
1976-10-01,2.95026659852837980
