date,EUR,GBP,JPY,AUD,CAD,CHF,NZD
2000-08-14 00:00:00+00:00,45.099957,0.34996104,88.84996,32.349998,59.599983,58.84996,
2000-08-15 00:00:00+00:00,44.249996,1.4999759,86.499985,34.249977,60.749977,57.500011,
2000-08-16 00:00:00+00:00,45.150005,2.9249957,85.050026,32.800011,57.800022,56.049999,
2000-08-17 00:00:00+00:00,46.550034,5.3250146,86.700043,28.200016,58.200016,58.950027,
2000-08-18 00:00:00+00:00,44.150032,9.8000126,88.050018,32.800014,61.800018,58.550007,
2000-08-21 00:00:00+00:00,48.000019,8.7500153,88.250008,33.499985,62.500015,59.749992,
2000-08-22 00:00:00+00:00,49.299969,11.549993,88.549988,34.299995,60.799995,58.049969,
2000-08-23 00:00:00+00:00,51.849972,13.999961,93.499969,36.999973,62.499939,63.24995,
2000-08-24 00:00:00+00:00,49.39996,8.3999815,91.899963,34.39999,61.89996,59.14996,34.89996
2000-08-25 00:00:00+00:00,48.899998,8.649971,90.899994,34.899979,59.399975,59.650017,32.899998
2000-08-28 00:00:00+00:00,,,93.549995,32.799973,,,29.800009
2000-08-29 00:00:00+00:00,49.099987,1.1000147,93.099976,31.849993,61.349987,59.849998,29.600004
2000-08-30 00:00:00+00:00,,,94.799995,39.300011,,61.050007,
2000-08-31 00:00:00+00:00,54.749992,,95.150017,34.399979,,63.649986,
2000-09-01 00:00:00+00:00,49.900036,3.1500094,94.150047,32.900017,54.900005,63.150043,34.400028
2000-09-04 00:00:00+00:00,54.550011,8.5999937,95.350006,36.85001,56.099987,66.849991,37.600006
2000-09-05 00:00:00+00:00,52.749992,10.499977,90.999969,34.000011,56.999969,64.249969,30.499975
2000-09-06 00:00:00+00:00,51.850014,12.225028,95.100006,35.100006,54.600002,65.849998,
2000-09-07 00:00:00+00:00,59.100002,18.100029,97.350029,34.099998,56.100018,70.849991,37.600018
2000-09-08 00:00:00+00:00,60.099979,,91.350006,37.099987,,68.350006,
2000-09-11 00:00:00+00:00,55.750031,13.350028,91.85006,34.100056,52.600056,65.850044,38.60006
2000-09-12 00:00:00+00:00,55.050007,11.150014,90.150017,34.400024,49.900013,62.400028,
2000-09-13 00:00:00+00:00,53.949986,24.950008,91.45002,32.700012,53.199989,64.700027,
2000-09-14 00:00:00+00:00,49.650032,16.650043,91.400055,30.400024,51.400047,64.900055,35.90004
2000-09-15 00:00:00+00:00,50.000004,18.000013,89.249992,33.500027,50.499992,65.000023,
2000-09-18 00:00:00+00:00,46.750027,21.50001,88.999985,32.499985,50.499992,65.000031,24.000006
2000-09-19 00:00:00+00:00,51.799969,23.299995,89.299988,34.299953,48.299957,66.29998,32.29998
2000-09-20 00:00:00+00:00,50.799995,25.799994,89.799995,34.29998,59.29998,66.800018,
2000-09-21 00:00:00+00:00,54.60004,28.250046,95.100021,39.00005,59.500031,72.000046,
2000-09-22 00:00:00+00:00,45.750008,24.250023,86.500015,34.500015,52.000027,65.500015,
2000-09-25 00:00:00+00:00,45.350018,20.600023,85.350029,32.099991,50.60001,62.100021,38.850021
2000-09-26 00:00:00+00:00,42.200005,25.200024,89.450027,34.200016,52.200008,61.700005,
2000-09-27 00:00:00+00:00,43.674984,32.049999,89.549988,33.799988,51.800014,63.300034,
2000-09-28 00:00:00+00:00,42.399979,27.525007,86.400002,30.399971,50.399998,60.400002,
2000-09-29 00:00:00+00:00,40.300011,23.050018,83.550041,27.300041,48.300007,60.800022,
2000-10-02 00:00:00+00:00,41.800007,21.549988,85.800018,29.800005,50.29998,62.550014,34.79998
2000-10-03 00:00:00+00:00,44.700016,20.199984,83.199997,28.199982,50.700001,60.950012,40.700005
2000-10-04 00:00:00+00:00,47.900021,22.150028,87.400024,32.400036,52.400024,64.650032,
2000-10-05 00:00:00+00:00,52.849998,25.10001,89.849991,35.100006,54.600006,63.850014,
2000-10-06 00:00:00+00:00,48.900009,20.025011,85.650009,29.900013,49.900013,61.150017,
2000-10-09 00:00:00+00:00,,,,12.199986,,71.449982,
2000-10-10 00:00:00+00:00,62.250004,35.999977,103.24999,40.499992,,75.750008,
2000-10-11 00:00:00+00:00,54.199951,30.19994,99.949974,38.699955,,,
2000-10-12 00:00:00+00:00,56.75005,31.000034,101.12502,50.000042,61.000034,75.500023,
2000-10-13 00:00:00+00:00,51.249969,26.499968,98.750008,33.5,59.999989,70.999992,
2000-10-16 00:00:00+00:00,52.199989,27.699987,97.700012,32.700005,58.699989,68.700012,
2000-10-17 00:00:00+00:00,51.700047,30.45001,96.700035,41.700027,61.700031,72.700035,
2000-10-18 00:00:00+00:00,49.849979,33.599991,100.35001,35.599998,62.099987,73.849998,
2000-10-19 00:00:00+00:00,51.599983,30.599997,94.849983,33.849979,56.099995,70.849983,
2000-10-20 00:00:00+00:00,50.900005,30.150032,91.900002,30.650003,52.900036,65.900009,
2000-10-23 00:00:00+00:00,50.800026,28.800056,94.550026,31.80003,53.800053,66.800034,
2000-10-24 00:00:00+00:00,52.800045,29.800032,96.800011,29.800039,54.80003,68.550026,
2000-10-25 00:00:00+00:00,,,96.599976,25.099974,,,
2000-10-26 00:00:00+00:00,54.300022,31.800005,95.800011,28.799988,55.299992,69.049995,
2000-10-27 00:00:00+00:00,52.649948,33.39996,98.149933,31.649952,54.149944,67.14994,
2000-10-30 00:00:00+00:00,54.149982,34.049969,100.3,27.799994,55.300007,70.799988,
2000-10-31 00:00:00+00:00,52.35001,28.749971,93.499985,31.499981,50.999989,69.499985,
2000-11-01 00:00:00+00:00,55.699978,35.949997,95.324982,35.699959,53.199982,67.949982,
2000-11-02 00:00:00+00:00,55.099953,34.34996,96.099937,42.099957,54.599976,68.099945,
2000-11-03 00:00:00+00:00,53.750027,33.75,94.500008,29.5,53.0,65.0,
2000-11-06 00:00:00+00:00,54.650009,33.649994,92.899979,35.650005,53.399998,65.399994,28.399981
2000-11-07 00:00:00+00:00,52.649986,31.399973,91.649994,31.399961,52.399998,65.149963,
2000-11-08 00:00:00+00:00,58.549992,34.849991,98.474998,35.60001,57.100018,69.599976,
2000-11-09 00:00:00+00:00,59.549988,34.549988,99.049988,36.800018,57.800014,73.549973,47.949974
2000-11-10 00:00:00+00:00,62.650002,39.150036,103.90002,37.900017,61.400036,76.150024,
2000-11-13 00:00:00+00:00,59.850029,31.350048,100.60004,33.100048,59.600021,76.100052,
2000-11-14 00:00:00+00:00,59.649998,32.650002,98.400009,35.39999,59.900024,76.400024,
2000-11-15 00:00:00+00:00,59.749989,35.999977,101.99996,35.499958,60.999969,75.749977,
2000-11-16 00:00:00+00:00,61.749985,44.249977,103.00001,45.499996,64.499992,78.250015,48.999985
2000-11-17 00:00:00+00:00,,38.049988,94.299988,31.79998,,,
2000-11-20 00:00:00+00:00,58.149998,37.899982,94.899994,32.39999,58.899971,74.899994,
2000-11-21 00:00:00+00:00,64.800018,30.450018,103.45004,37.20002,66.200012,81.70005,
2000-11-22 00:00:00+00:00,64.300026,37.175049,105.05005,43.30003,65.800011,79.300034,
2000-11-23 00:00:00+00:00,65.800011,41.925007,107.3,42.300007,68.800011,81.300011,
2000-11-24 00:00:00+00:00,59.800018,34.050041,101.55006,35.800049,61.800037,75.300041,
2000-11-27 00:00:00+00:00,58.200039,32.950024,98.700005,37.700035,61.70002,74.200027,
2000-11-28 00:00:00+00:00,58.249969,33.749989,103.49999,40.999981,61.500004,76.750008,42.499996
2000-11-29 00:00:00+00:00,60.249943,36.374981,103.12498,41.499939,63.49995,78.249969,
2000-11-30 00:00:00+00:00,59.274982,34.89999,104.64999,36.399994,62.400002,80.900009,
2000-12-01 00:00:00+00:00,54.649971,29.899965,102.65,34.899979,59.39996,79.899986,
2000-12-04 00:00:00+00:00,51.95002,27.949991,97.950005,32.699993,57.949989,79.950012,37.699997
2000-12-05 00:00:00+00:00,51.549976,27.175001,92.050003,40.799976,56.549965,76.549988,40.64996
2000-12-06 00:00:00+00:00,46.64999,24.399994,91.650032,39.400024,52.650028,75.900017,30.999987
2000-12-07 00:00:00+00:00,46.250019,18.500027,90.000023,21.000034,49.250008,75.250015,
2000-12-08 00:00:00+00:00,45.500015,17.000021,85.500015,23.500021,48.249989,72.250015,
2000-12-11 00:00:00+00:00,48.35004,22.100021,91.100052,23.600019,48.350052,68.850037,22.650051
2000-12-12 00:00:00+00:00,,,92.999985,26.249998,,,
2000-12-13 00:00:00+00:00,46.199963,21.449978,88.450012,29.949987,47.949982,70.199989,22.699976
2000-12-14 00:00:00+00:00,45.300022,,92.300041,26.800013,,,
2000-12-15 00:00:00+00:00,43.250023,25.500017,93.5,20.000004,47.749996,61.500008,
2000-12-18 00:00:00+00:00,,,88.700035,20.200022,,,
2000-12-19 00:00:00+00:00,,,94.000031,24.000027,,,
2000-12-20 00:00:00+00:00,53.02499,29.524992,95.900009,37.149986,,65.025017,34.449997
2000-12-21 00:00:00+00:00,46.924995,,89.050003,23.800011,,,
2000-12-22 00:00:00+00:00,,,90.699982,26.199966,,,
2000-12-25 00:00:00+00:00,,,95.975037,,,,
2000-12-26 00:00:00+00:00,,,96.625015,25.750017,,,
2000-12-27 00:00:00+00:00,52.349995,29.599976,95.099968,29.100008,53.849998,66.099998,27.099991
2000-12-28 00:00:00+00:00,52.350033,27.100014,94.100044,24.100016,49.850014,63.350033,26.350025
2000-12-29 00:00:00+00:00,51.624969,26.749977,95.500015,29.500006,,,
2001-01-01 00:00:00+00:00,,,,16.950012,,,
2001-01-02 00:00:00+00:00,50.150005,27.900017,94.899986,40.64999,48.650017,73.150017,
2001-01-03 00:00:00+00:00,48.55003,20.300016,94.799995,14.300007,42.300003,62.300026,10.300006
2001-01-04 00:00:00+00:00,38.474953,16.099957,81.599968,19.599997,,,26.099991
2001-01-05 00:00:00+00:00,32.350029,,78.600044,10.599995,,,
2001-01-08 00:00:00+00:00,29.225016,14.100032,72.100037,4.6000237,33.600002,49.850018,6.3000288
2001-01-09 00:00:00+00:00,32.44997,15.199956,75.199997,3.1999593,34.69997,50.449982,9.1999569
2001-01-10 00:00:00+00:00,34.350052,16.600044,78.950043,4.1000347,37.350018,50.850021,5.6500349
2001-01-11 00:00:00+00:00,37.825001,16.700012,81.700005,14.199995,39.950016,53.700001,13.199988
2001-01-12 00:00:00+00:00,40.75,15.999996,78.999985,13.999987,39.499992,47.749981,
2001-01-15 00:00:00+00:00,41.250027,17.900011,82.899994,16.400013,39.899986,52.650013,
2001-01-16 00:00:00+00:00,46.299995,19.299982,85.799973,17.799982,43.299957,55.299965,
2001-01-17 00:00:00+00:00,44.400063,22.100019,84.100052,24.100054,44.10004,57.100029,
2001-01-18 00:00:00+00:00,47.050034,21.950008,84.70005,23.700048,49.200047,58.450024,
2001-01-19 00:00:00+00:00,45.500004,18.250013,86.500015,15.500031,44.500008,58.499996,
2001-01-22 00:00:00+00:00,46.099987,18.35001,83.849983,16.600019,44.599979,55.349987,
2001-01-23 00:00:00+00:00,39.200027,14.950018,81.199989,8.6999855,42.200024,55.450005,14.200002
2001-01-24 00:00:00+00:00,44.199982,20.949966,85.950005,16.19997,44.699989,56.94997,
2001-01-25 00:00:00+00:00,41.699978,16.700006,82.199982,14.700008,43.199997,49.950001,
2001-01-26 00:00:00+00:00,38.099998,12.35,79.600006,11.1,42.60004,51.10001,
2001-01-29 00:00:00+00:00,39.900055,18.400034,78.400017,16.400023,45.400028,50.150032,
2001-01-30 00:00:00+00:00,38.949993,17.449965,70.949966,13.699982,41.949982,47.449989,
2001-01-31 00:00:00+00:00,34.775013,12.150009,71.150002,14.400021,38.150017,46.649998,
2001-02-01 00:00:00+00:00,34.449982,11.449989,69.199982,5.4500141,35.949982,46.199978,
2001-02-02 00:00:00+00:00,40.825012,17.700033,75.200027,12.200047,39.950031,52.700035,
2001-02-05 00:00:00+00:00,42.424988,18.550001,76.299988,10.800009,42.549984,53.049984,
2001-02-06 00:00:00+00:00,44.200001,25.200026,77.575005,13.200014,45.450012,57.950008,
2001-02-07 00:00:00+00:00,40.999943,20.999947,75.499969,10.99995,41.749969,52.999939,8.4999628
2001-02-08 00:00:00+00:00,41.575035,21.925043,74.825005,5.700037,44.450035,50.95002,
2001-02-09 00:00:00+00:00,39.049995,21.299995,72.800018,7.7999821,44.050014,47.550026,
2001-02-12 00:00:00+00:00,39.324989,22.199976,71.699974,6.1999664,43.950001,50.699986,4.399972
2001-02-13 00:00:00+00:00,40.774994,23.649996,78.149963,5.8999901,48.149963,53.399982,3.8999872
2001-02-14 00:00:00+00:00,44.924988,28.799992,80.799988,1.799986,51.549984,55.799976,
2001-02-15 00:00:00+00:00,50.624989,34.000004,88.999962,18.500002,56.249954,59.499996,16.999985
2001-02-16 00:00:00+00:00,45.299988,32.549995,84.549973,13.799982,52.049969,53.549973,
2001-02-19 00:00:00+00:00,44.074966,28.450003,84.450005,11.69998,51.449963,52.949993,
2001-02-20 00:00:00+00:00,,,82.950043,7.7000561,,,
2001-02-21 00:00:00+00:00,40.500004,26.749992,92.249992,18.000004,53.249973,58.249996,
2001-02-22 00:00:00+00:00,40.650002,25.650013,90.400009,16.399971,55.649967,54.900002,
2001-02-23 00:00:00+00:00,42.424965,28.074966,89.799973,13.800004,56.049984,57.549999,
2001-02-26 00:00:00+00:00,45.25,27.924994,87.950012,14.700025,57.950008,58.95002,
2001-02-27 00:00:00+00:00,41.000042,25.050024,83.550018,12.800046,,55.800026,
2001-02-28 00:00:00+00:00,37.950016,27.099989,86.600006,4.5999942,52.849995,52.849998,
2001-03-01 00:00:00+00:00,40.449982,25.249983,81.250008,9.4999971,53.249989,53.750004,
2001-03-02 00:00:00+00:00,,,82.249985,10.374963,,,
2001-03-05 00:00:00+00:00,39.599979,30.19998,82.699974,12.699975,54.449974,53.450001,10.249974
2001-03-06 00:00:00+00:00,40.000011,28.900003,83.650024,12.900033,55.14999,54.400002,
2001-03-07 00:00:00+00:00,39.475037,29.200029,85.200058,13.700039,55.950047,55.700027,
2001-03-08 00:00:00+00:00,40.875023,29.250027,84.750015,19.000013,53.750038,54.750023,
2001-03-09 00:00:00+00:00,43.075027,31.800001,89.050018,18.300011,54.55003,55.550014,
2001-03-12 00:00:00+00:00,47.150024,40.900009,92.150024,29.900028,62.400005,61.650002,
2001-03-13 00:00:00+00:00,40.499981,34.849976,87.599998,19.099983,53.849983,57.849991,
2001-03-14 00:00:00+00:00,42.82502,31.050024,90.925003,28.80003,54.550022,58.800014,
2001-03-15 00:00:00+00:00,36.224995,24.999962,85.999969,19.999973,53.749981,58.499966,
2001-03-16 00:00:00+00:00,33.524971,31.450001,91.449974,18.200006,53.449978,61.200005,
2001-03-19 00:00:00+00:00,33.924992,32.549969,92.549965,19.800005,53.549995,61.799988,
