observation_date,ULQELP01GBQ657S
1971-04-01,1.489055115595840029
1971-07-01,1.853821996118129922
1971-10-01,0.396181826606742005
1972-01-01,-0.274232878714461004
1972-04-01,2.398519004184589853
1972-07-01,0.132201398095704997
1972-10-01,1.343213405803920013
1973-01-01,4.373000378582600156
1973-04-01,0.128552530511231000
1973-07-01,-0.675854451565252035
1973-10-01,-0.235459019939821990
1974-01-01,-2.354054364032569957
1974-04-01,1.859675524886220011
1974-07-01,0.782324017635620983
1974-10-01,-1.174567135361259895
1975-01-01,0.604213211284669982
1975-04-01,-1.423960440548440065
1975-07-01,-0.025537845262553899
1975-10-01,1.604003897340839924
1976-01-01,1.924910704184380039
1976-04-01,-0.754260222419558035
1976-07-01,0.951721566852181011
1976-10-01,1.979052362060709891
1977-01-01,0.169164180648715995
1977-04-01,-0.448965468564673009
1977-07-01,0.759316805093706026
1977-10-01,1.339342411022300006
1978-01-01,0.302128106381596984
1978-04-01,0.812309417116066967
1978-07-01,0.913623627261657023
1978-10-01,0.294094216368391004
1979-01-01,-1.016879033592589909
1979-04-01,4.116993087076089353
1979-07-01,-2.602519986961719933
1979-10-01,0.855791471100766032
1980-01-01,-0.824664413074332026
1980-04-01,-1.547668690118469970
1980-07-01,0.350393166914706011
1980-10-01,-0.356676932111269995
1981-01-01,0.130591142572048013
1981-04-01,0.851915514058697032
1981-07-01,1.921881294981929944
1981-10-01,0.618461783714048030
1982-01-01,0.771154614075103995
1982-04-01,1.675856658586319936
1982-07-01,0.544520164286996011
1982-10-01,1.162863689149749913
1983-01-01,1.956781409490699897
1983-04-01,0.823590629963926957
1983-07-01,0.539042068521112028
1983-10-01,0.466356162820883990
1984-01-01,0.478533950063961988
1984-04-01,-1.127220874923249960
1984-07-01,0.139407300912246013
1984-10-01,1.061444543727509959
1985-01-01,0.912990951819830032
1985-04-01,1.362839182031440055
1985-07-01,-0.206870903258806998
1985-10-01,0.548674679151241018
1986-01-01,1.436809483753370031
1986-04-01,1.228338859383319992
1986-07-01,0.739819550017115968
1986-10-01,1.548131912427900048
1987-01-01,0.252778983784361977
1987-04-01,0.926077410502803011
1987-07-01,1.616526246245429954
1987-10-01,0.175475755122183996
1988-01-01,0.833822885902348987
1988-04-01,-0.245118856766720988
1988-07-01,0.806210213326426950
1988-10-01,0.038140486324182800
1989-01-01,-0.341550419913079994
1989-04-01,-0.204785385710031992
1989-07-01,-0.305619742186416021
1989-10-01,0.067192319053091101
1990-01-01,1.098687770832589949
1990-04-01,0.658782495245553990
1990-07-01,-1.187037058813529944
1990-10-01,-0.405412910272324012
1991-01-01,0.339086563993640011
1991-04-01,0.491959023703471998
1991-07-01,0.670202456443425021
1991-10-01,1.255751659119870078
1992-01-01,1.363407964472600042
1992-04-01,2.075522671838800015
1992-07-01,1.102115467444030106
1992-10-01,1.599465568827149964
1993-01-01,0.897195625594014001
1993-04-01,0.530735947422693033
1993-07-01,0.875656322866509962
1993-10-01,0.876963755015547020
1994-01-01,0.650327047505783962
1994-04-01,1.306522786936650027
1994-07-01,1.046011575645870106
1994-10-01,0.704103020065979024
1995-01-01,0.675406755512089951
1995-04-01,-0.180948714914420994
1995-07-01,0.793938169398384019
1995-10-01,-0.191284431752651002
1996-01-01,0.706756866288804964
1996-04-01,0.175897448479771012
1996-07-01,0.735139581112388973
1996-10-01,0.833752514441111980
1997-01-01,0.897282026091152041
1997-04-01,0.600009816635349025
1997-07-01,0.707975594620793958
1997-10-01,1.230786927758870108
1998-01-01,0.572756596668489992
1998-04-01,0.496212743960226021
1998-07-01,-0.120407908003243996
1998-10-01,0.209498090314552993
1999-01-01,0.391719627738842002
1999-04-01,0.253924918359064999
1999-07-01,1.142291212836070047
1999-10-01,1.045609483153149943
2000-01-01,1.085779467785769947
2000-04-01,0.346883837003425011
2000-07-01,0.325170766429078995
2000-10-01,0.667004833707993017
2001-01-01,0.616765810130839975
2001-04-01,0.139791638362035009
2001-07-01,0.499898372802357993
2001-10-01,0.010223240817996001
2002-01-01,0.282648151694413985
2002-04-01,-0.000415360138512600
2002-07-01,0.665962947332546018
2002-10-01,0.150516837811101006
2003-01-01,0.763681635156202021
2003-04-01,0.475515690371925981
2003-07-01,0.786237278414777974
