observation_date,ULQECU01CAQ657S
1981-04-01,3.31284963724530002
1981-07-01,3.03403230794509993
1981-10-01,3.49637875756691985
1982-01-01,3.19511676321353022
1982-04-01,2.49958151763223002
1982-07-01,1.08447950719073005
1982-10-01,1.91277913219203000
1983-01-01,0.21600903354438400
1983-04-01,1.70024871413026002
1983-07-01,0.48434132353491599
1983-10-01,1.03034454523562991
1984-01-01,1.21796069584860001
1984-04-01,1.57712774970253000
1984-07-01,1.02822619550980998
1984-10-01,1.87852565750830003
1985-01-01,1.36630966576820989
1985-04-01,0.77928684229583400
1985-07-01,0.99860157603818001
1985-10-01,0.69854811209579704
1986-01-01,0.23391626572033200
1986-04-01,0.69197690528876399
1986-07-01,1.03811212521139007
1986-10-01,1.78725084650004007
1987-01-01,1.80885372949383005
1987-04-01,1.26699430867921992
1987-07-01,1.01359091557892000
1987-10-01,1.41341556591631989
1988-01-01,2.10371610294967981
1988-04-01,1.82190056203413997
1988-07-01,1.62442473714641999
1988-10-01,1.32619749789777996
1989-01-01,0.94450645857989701
1989-04-01,1.84024463782157000
1989-07-01,0.71652592530943504
1989-10-01,1.29493481407223010
1990-01-01,0.98998862422132905
1990-04-01,1.53981098746532008
1990-07-01,1.04233414122212009
1990-10-01,1.74690086621616003
1991-01-01,1.71827986121465992
1991-04-01,0.94256753504164204
1991-07-01,0.99966668772424705
1991-10-01,1.23790543463093994
1992-01-01,0.88573678167129599
1992-04-01,1.09829314239603004
1992-07-01,0.70663311278231000
1992-10-01,0.47663539079689798
1993-01-01,0.46820059385383100
1993-04-01,0.56967455108036402
1993-07-01,0.16945556373783299
1993-10-01,-0.28528837601067297
1994-01-01,0.01876678051786410
1994-04-01,0.75315567883149503
1994-07-01,-0.19297406115186400
1994-10-01,-0.08689419969198400
1995-01-01,0.55638570576291002
1995-04-01,0.69785795685153595
1995-07-01,0.86123455135567595
1995-10-01,0.40183125229853800
1996-01-01,-0.04924311195250160
1996-04-01,0.35291649023087401
1996-07-01,1.19417541428604990
1996-10-01,2.02966574238147990
1997-01-01,0.51811763423180501
1997-04-01,1.54366355800849009
1997-07-01,1.41639709909726008
1997-10-01,-0.22557919177147601
1998-01-01,0.95984354818885198
1998-04-01,0.83748846318170100
1998-07-01,0.35780394920437703
1998-10-01,0.89648617499863903
1999-01-01,-0.04003395906202310
1999-04-01,1.19808838831041009
1999-07-01,0.52395089782014403
1999-10-01,1.18250984119950009
2000-01-01,1.78746806550108994
2000-04-01,1.85486435883640999
2000-07-01,0.84620650843990597
2000-10-01,0.11467681671871501
2001-01-01,0.69588987375051603
2001-04-01,0.10191928498587401
2001-07-01,0.07620952806015280
2001-10-01,0.43326138599218800
2002-01-01,0.51264343498625797
2002-04-01,0.12539200124551500
2002-07-01,0.30778781628178598
2002-10-01,1.22113714344331004
2003-01-01,-0.03031969159656790
2003-04-01,0.17118899935562801
2003-07-01,0.85049644659256596
2003-10-01,0.72833612266931103
2004-01-01,1.18324421160785009
2004-04-01,1.37397647332501993
2004-07-01,1.08804767301140992
2004-10-01,0.49244536909981002
2005-01-01,1.07613976831241009
2005-04-01,1.47794360233030009
2005-07-01,1.20502748809026006
2005-10-01,1.34064631681987989
2006-01-01,0.98674457430808404
2006-04-01,0.52643059902103195
2006-07-01,1.09524982216583000
2006-10-01,1.08187895563638992
2007-01-01,1.31107667708086995
2007-04-01,1.54888893980514997
2007-07-01,-0.20124117187710000
2007-10-01,0.66029239697905495
2008-01-01,1.31575644322135998
2008-04-01,1.10243669931463995
2008-07-01,0.47123032703441903
2008-10-01,0.01927654876796720
2009-01-01,0.27745390697787697
2009-04-01,-0.01743074577297310
2009-07-01,0.37061003565110301
2009-10-01,0.34677341774159298
2010-01-01,0.01986056388177190
2010-04-01,0.17002745332757699
2010-07-01,0.85780717386941596
2010-10-01,1.09732496007686997
2011-01-01,1.38142123856170995
2011-04-01,0.38058892123226101
2011-07-01,0.44704915655340899
2011-10-01,1.34169737793452004
2012-01-01,0.83270392499345203
2012-04-01,0.44198032977506302
2012-07-01,0.82480527885353505
2012-10-01,0.26883005205159499
2013-01-01,1.04802527740482998
2013-04-01,0.46991813138990202
2013-07-01,0.82081546479008105
2013-10-01,0.93606349923125198
2014-01-01,0.74200907897580104
2014-04-01,1.01469121049732003
2014-07-01,0.76958959812487604
2014-10-01,0.28311706606672099
2015-01-01,0.88817922076144395
2015-04-01,0.49116170124616998
2015-07-01,-0.15400869555494701
2015-10-01,0.20162148388005099
2016-01-01,-0.85894826308750405
2016-04-01,-0.14652698208605400
2016-07-01,0.02951497595340060
2016-10-01,0.21632999427930200
2017-01-01,0.25083644211611300
2017-04-01,0.71586986792102103
2017-07-01,1.48325842617196990
2017-10-01,1.04234110110529010
2018-01-01,1.47021181523552991
2018-04-01,0.41163088469553299
2018-07-01,0.15279863186903200
2018-10-01,0.51827431382377698
2019-01-01,-0.11841041863726300
2019-04-01,0.56975157837036705
2019-07-01,1.20439359596268991
2019-10-01,1.32970419345624991
2020-01-01,0.76202789806147297
2020-04-01,5.73906157320779986
2020-07-01,-2.95641571128946978
2020-10-01,-0.33443138044764897
2021-01-01,2.05713060292378014
2021-04-01,0.94724455040784505
2021-07-01,0.45289494781721301
2021-10-01,0.00465188920311030
2022-01-01,2.76790155460912990
2022-04-01,0.77297295726919002
2022-07-01,1.09549569507892008
2022-10-01,0.57681571497120399
2023-01-01,0.56639297014155399
2023-04-01,1.62838482579717003
