observation_date,ULQELP01ESQ661S
1995-01-01,88.1758296945703
1995-04-01,88.3247076726016
1995-07-01,88.7436242319834
1995-10-01,89.2790360939907
1996-01-01,89.6717446406501
1996-04-01,89.9814382779003
1996-07-01,89.7353436662883
1996-10-01,89.3872299056752
1997-01-01,89.3280903586416
1997-04-01,89.5535341539460
1997-07-01,89.7638843293579
1997-10-01,89.9873385111310
1998-01-01,89.7040587086928
1998-04-01,89.8348929502161
1998-07-01,89.4736065758785
1998-10-01,89.6781251254228
1999-01-01,89.5499665710623
1999-04-01,89.5074300059105
1999-07-01,89.6104096579957
1999-10-01,89.8064208945096
2000-01-01,89.7742440411932
2000-04-01,89.7639529367210
2000-07-01,89.9161240681834
2000-10-01,89.9784881612849
2001-01-01,90.1666781584000
2001-04-01,90.3510947505419
2001-07-01,90.7129299837846
2001-10-01,90.6760192224110
2002-01-01,90.6183204300035
2002-04-01,90.6426074365579
2002-07-01,90.7411962174016
2002-10-01,90.7936122428467
2003-01-01,90.9119599442771
2003-04-01,90.4248476659260
2003-07-01,90.3821052786848
2003-10-01,90.3071174307640
2004-01-01,89.9526917927413
2004-04-01,90.1301104338421
2004-07-01,90.2030400608684
2004-10-01,89.8440177295148
2005-01-01,90.0269249596674
2005-04-01,89.7006283405354
2005-07-01,89.1608942146498
2005-10-01,89.3021567753716
2006-01-01,89.5168978220250
2006-04-01,89.5973742589976
2006-07-01,89.4911700608444
2006-10-01,89.5765862279637
2007-01-01,89.5219747668979
2007-04-01,89.8668639814431
2007-07-01,89.9920724191882
2007-10-01,90.1272975319530
2008-01-01,89.4810161710985
2008-04-01,90.4349329483088
2008-07-01,91.1671793351878
2008-10-01,91.2591818091693
2009-01-01,91.4015420877015
2009-04-01,92.7998973633847
2009-07-01,93.8561077190487
2009-10-01,94.2630179898797
2010-01-01,94.2862758859869
2010-04-01,94.8894718227844
2010-07-01,95.0192083464974
2010-10-01,95.3135339344024
2011-01-01,96.1595313293809
2011-04-01,96.2808291474266
2011-07-01,96.8279728685322
2011-10-01,96.9610025456762
2012-01-01,97.3097337725576
2012-04-01,97.2645215202431
2012-07-01,97.8257297507940
2012-10-01,98.0671590617120
2013-01-01,98.3726676498102
2013-04-01,98.6492239306599
2013-07-01,98.6895650601910
2013-10-01,98.8924370330197
2014-01-01,99.2054238237010
2014-04-01,98.7699042824373
2014-07-01,98.9690714576561
2014-10-01,99.0540073732333
2015-01-01,99.6000533765285
2015-04-01,99.7778836618082
2015-07-01,100.0873028696060
2015-10-01,100.5347600920570
2016-01-01,100.7827757098380
2016-04-01,100.7256943836980
2016-07-01,100.9936747441550
2016-10-01,101.0445814076100
2017-01-01,101.0843050708730
2017-04-01,101.3417885047680
2017-07-01,101.1797379130120
2017-10-01,101.3009671236950
2018-01-01,101.4591070957510
2018-04-01,101.3439153330250
2018-07-01,101.1618313912300
2018-10-01,101.2690646998310
2019-01-01,100.8451398029390
2019-04-01,100.7097088680850
2019-07-01,100.7531373289580
2019-10-01,100.3359359536540
2020-01-01,96.0353520020829
2020-04-01,85.2726405155981
2020-07-01,96.3341370685926
2020-10-01,95.2467103626963
2021-01-01,95.0572854330446
2021-04-01,97.4807033215226
2021-07-01,97.4533975909897
2021-10-01,98.2725695069772
2022-01-01,97.9442832743138
2022-04-01,101.0821096352520
2022-07-01,100.5508142150340
2022-10-01,100.4177845378900
2023-01-01,99.4785497363934
2023-04-01,99.9436390511739
2023-07-01,99.0065996852980
