observation_date,ULQELP01ITQ661S
1981-01-01,76.5533598892551
1981-04-01,77.1824404214180
1981-07-01,77.3610612095204
1981-10-01,77.7475755640456
1982-01-01,77.5646206995414
1982-04-01,77.3225518749334
1982-07-01,77.2537040055336
1982-10-01,77.0747990157001
1983-01-01,77.3678110006380
1983-04-01,76.9599815162676
1983-07-01,78.1499341650890
1983-10-01,79.9450944006467
1984-01-01,79.8395134574805
1984-04-01,80.5677093434233
1984-07-01,81.1658118868779
1984-10-01,80.9044173445437
1985-01-01,81.3540955338433
1985-04-01,81.7998659493380
1985-07-01,82.4015210144336
1985-10-01,82.9670114092251
1986-01-01,83.0614374344391
1986-04-01,83.7702365522228
1986-07-01,84.4303661235268
1986-10-01,84.7098785262294
1987-01-01,85.0448102665294
1987-04-01,86.4264569830914
1987-07-01,86.3929211788018
1987-10-01,87.2558997357987
1988-01-01,88.3176063533851
1988-04-01,88.3709652284308
1988-07-01,89.0865141373322
1988-10-01,90.3581037334604
1989-01-01,90.6705124865574
1989-04-01,91.1660182050241
1989-07-01,91.9257604831377
1989-10-01,92.2490399524556
1990-01-01,92.4165768730385
1990-04-01,92.1935495644255
1990-07-01,91.6933545173928
1990-10-01,91.0171675482722
1991-01-01,91.2227875008450
1991-04-01,91.1307061399140
1991-07-01,91.7892015512631
1991-10-01,91.9387627123432
1992-01-01,92.3313163536579
1992-04-01,92.0024239001474
1992-07-01,93.1447727589813
1992-10-01,93.3791681368450
1993-01-01,93.5138797574663
1993-04-01,94.1645596212056
1993-07-01,94.5946989414806
1993-10-01,95.5483378507521
1994-01-01,96.8042963516606
1994-04-01,97.6786429779083
1994-07-01,98.5785677599702
1994-10-01,99.8462495822935
1995-01-01,101.0748557502200
1995-04-01,101.4332793267380
1995-07-01,101.0769306468760
1995-10-01,101.7502642529100
1996-01-01,102.3420840617700
1996-04-01,102.1797085778010
1996-07-01,101.9418068555770
1996-10-01,101.7582674257230
1997-01-01,102.0379042120990
1997-04-01,103.3356038631020
1997-07-01,103.8881784837960
1997-10-01,105.6237406118340
1998-01-01,104.3383717752400
1998-04-01,104.7967460877820
1998-07-01,104.4905506242180
1998-10-01,103.7113972887620
1999-01-01,104.2100245964180
1999-04-01,104.0849379694820
1999-07-01,104.7900471357240
1999-10-01,106.1817099638320
2000-01-01,106.9388693947410
2000-04-01,106.7973614428480
2000-07-01,106.7813550972210
2000-10-01,107.6142186146690
2001-01-01,107.8324977428090
2001-04-01,107.5360839349050
2001-07-01,106.1490451622010
2001-10-01,105.7091077885100
2002-01-01,105.0451408588060
2002-04-01,105.7373263830220
2002-07-01,105.1691603960330
2002-10-01,105.2499628000670
2003-01-01,104.6443893905200
2003-04-01,103.7805209887650
2003-07-01,103.6556122101150
2003-10-01,104.0368003670790
2004-01-01,104.7392418090490
2004-04-01,104.9526004679780
2004-07-01,104.3772612668370
2004-10-01,104.4128902065470
2005-01-01,103.9851650817420
2005-04-01,104.7328985535600
2005-07-01,106.1617909559400
2005-10-01,105.5717496299270
2006-01-01,104.3847308947960
2006-04-01,104.3946311159800
2006-07-01,105.3178415620770
2006-10-01,106.0443518052490
2007-01-01,105.8108962901440
2007-04-01,105.2751579737390
2007-07-01,105.0391532998860
2007-10-01,104.3593578728400
2008-01-01,105.6842090286460
2008-04-01,104.7196784977270
2008-07-01,103.6013092005070
2008-10-01,101.4814762119030
2009-01-01,99.5189796725339
2009-04-01,99.5621968057262
2009-07-01,100.0752298244460
2009-10-01,100.7882235979770
2010-01-01,101.0018193879530
2010-04-01,102.3146954259200
2010-07-01,102.9553642303230
2010-10-01,102.9355045051930
2011-01-01,103.1799866139520
2011-04-01,103.3359002769100
2011-07-01,102.9977514048530
2011-10-01,102.1567068663070
2012-01-01,100.9377347226840
2012-04-01,99.9349075277844
2012-07-01,99.8332375916734
2012-10-01,99.6226059397770
2013-01-01,99.4389479443999
2013-04-01,99.9433256799288
2013-07-01,100.4385145874130
2013-10-01,100.2130622451210
2014-01-01,100.2166192108160
2014-04-01,100.2110466312270
2014-07-01,100.0501532162970
2014-10-01,99.6006120352306
2015-01-01,99.8884891254666
2015-04-01,100.3320427476140
2015-07-01,99.7737769818079
2015-10-01,100.0056911451120
2016-01-01,100.0477819058340
2016-04-01,99.6493424652499
2016-07-01,100.3135465260010
2016-10-01,100.2696179996690
2017-01-01,100.2464977226530
2017-04-01,100.6274487485710
2017-07-01,100.5173606603150
2017-10-01,101.1880265420780
2018-01-01,100.7327942158990
2018-04-01,100.0904654941720
2018-07-01,100.3470412862940
2018-10-01,100.8229632962640
2019-01-01,100.5746870907640
2019-04-01,100.4231010694020
2019-07-01,100.5327148955640
2019-10-01,100.2914340559310
2020-01-01,94.4235077491462
2020-04-01,86.0000201561389
2020-07-01,96.9542295582664
2020-10-01,96.0386665884134
2021-01-01,97.9451409180884
2021-04-01,99.6043468492101
2021-07-01,101.4760814805990
2021-10-01,101.8607080377350
2022-01-01,102.0414611777940
2022-04-01,102.3472416620280
2022-07-01,102.8159904578470
2022-10-01,102.2095278068760
2023-01-01,102.0009710516350
2023-04-01,101.7150502925310
2023-07-01,101.7410754248650
