observation_date,ULQELP01CHQ657S
1995-04-01,0.6281189639406740
1995-07-01,0.8249248555772840
1995-10-01,-0.3293523954227170
1996-01-01,0.4882962125576240
1996-04-01,-0.3493971524281150
1996-07-01,0.0326139384068350
1996-10-01,0.7162474625734651
1997-01-01,1.1862306733387700
1997-04-01,0.2620114149930800
1997-07-01,0.8666920674277140
1997-10-01,0.3536236220369800
1998-01-01,0.6078055975558220
1998-04-01,0.4775072847747170
1998-07-01,-0.2490839502090110
1998-10-01,-0.1292941488253990
1999-01-01,-0.0217511106956058
1999-04-01,0.2739874620735350
1999-07-01,0.3643192585314280
1999-10-01,2.1536642660549399
2000-01-01,0.3559121492616400
2000-04-01,0.2765338138456990
2000-07-01,0.9104287068628070
2000-10-01,0.7961915953031250
2001-01-01,-0.9603936370815890
2001-04-01,0.0845084917189196
2001-07-01,-0.1483392294020380
2001-10-01,-0.6720836837665850
2002-01-01,-0.1665157587759010
2002-04-01,0.2341185681357760
2002-07-01,-0.2362242097768700
2002-10-01,-0.4250937740467960
2003-01-01,-0.1136972434621590
2003-04-01,-0.0884323735439700
2003-07-01,1.1663904915565300
2003-10-01,1.0380169396791501
2004-01-01,0.2433952767560760
2004-04-01,0.8867073485096700
2004-07-01,-0.0642158864962204
2004-10-01,0.0535303607886198
2005-01-01,0.6590105190703930
2005-04-01,0.9704442788316970
2005-07-01,0.5985395071076290
2005-10-01,0.6595661992359160
2006-01-01,0.5160936000181120
2006-04-01,0.2993696636331890
2006-07-01,0.0514858384744344
2006-10-01,0.5323859364673510
2007-01-01,-0.1909711282436870
2007-04-01,1.1203115246710500
2007-07-01,0.1876199127023690
2007-10-01,0.2350835362056880
2008-01-01,0.0293387469261847
2008-04-01,0.7862237801428390
2008-07-01,-0.0785393529244660
2008-10-01,-3.2655894092739102
2009-01-01,-2.1028889715819901
2009-04-01,0.8104254334431130
2009-07-01,1.6399113238524601
2009-10-01,0.9504612428007631
2010-01-01,1.1558111467793000
2010-04-01,-0.2471123943294130
2010-07-01,0.0729217586029380
2010-10-01,0.6131552973729850
2011-01-01,-0.6078785069624920
2011-04-01,-0.1443519879556220
2011-07-01,-0.4414398286327370
2011-10-01,-0.6155764634759040
2012-01-01,0.0347787085410947
2012-04-01,0.0165165963905176
2012-07-01,0.0178355188253400
2012-10-01,0.3843757726914460
2013-01-01,0.0457962543564323
2013-04-01,0.3572968271183930
2013-07-01,0.2081486418657720
2013-10-01,-0.3973710248431150
2014-01-01,0.7228353123249960
2014-04-01,-0.3488069676515510
2014-07-01,0.4142331238938440
2014-10-01,-0.5280166318457150
2015-01-01,-0.4227112295404870
2015-04-01,0.6217092589160910
2015-07-01,0.6498632269794840
2015-10-01,-0.2095235523914580
2016-01-01,-0.4106027344588240
2016-04-01,0.8426750160946430
2016-07-01,0.3972773452670360
2016-10-01,-0.2058779405654450
2017-01-01,-0.0382031573512092
2017-04-01,-0.2672335002423970
2017-07-01,0.5481174834844040
2017-10-01,0.9273899441562220
2018-01-01,0.6284726365621360
2018-04-01,0.7931291808044100
2018-07-01,-0.9093016938599060
2018-10-01,0.5023006770693590
2019-01-01,-0.2208653373531580
2019-04-01,0.0635639426618499
2019-07-01,0.7935417601638330
2019-10-01,0.3281183616592120
2020-01-01,-2.0835636014725898
2020-04-01,-4.2738568733971203
2020-07-01,6.0428614667648706
2020-10-01,-0.1978812954977100
2021-01-01,0.8720847036925780
2021-04-01,2.4370632467152098
2021-07-01,0.9573099251852309
2021-10-01,-0.5847814876761640
2022-01-01,0.0686544013115700
2022-04-01,0.9386001017241820
2022-07-01,-0.2647595598017510
2022-10-01,-0.4644960391712060
2023-01-01,-0.7564670540889340
2023-04-01,-0.9088251646877750
2023-07-01,0.3754594635243080
