observation_date,ULQELP01CAQ657S
1961-04-01,1.32675509235829003
1961-07-01,1.83158024412028997
1961-10-01,0.33730054691752598
1962-01-01,2.05255593367854994
1962-04-01,-0.29635232781383702
1962-07-01,1.16376203151600999
1962-10-01,2.09448612263535994
1963-01-01,0.27383228309536700
1963-04-01,0.58764874620595198
1963-07-01,-0.75454937156495805
1963-10-01,1.83105390658871992
1964-01-01,1.53595804168978001
1964-04-01,-0.00331188496164350
1964-07-01,0.48340633664749599
1964-10-01,-0.30140780964185299
1965-01-01,1.56920071358322000
1965-04-01,0.27760383954452600
1965-07-01,0.54658100649327701
1965-10-01,1.25287473112738001
1966-01-01,-0.89454013572631597
1966-04-01,1.58086681661931006
1966-07-01,-1.05045160102470003
1966-10-01,0.32214597569494202
1967-01-01,-1.08705990729318991
1967-04-01,1.92973397427125004
1967-07-01,-0.74426928536240000
1967-10-01,0.53873635853665802
1968-01-01,0.96393860240285800
1968-04-01,1.90888710045434995
1968-07-01,0.15404581750570900
1968-10-01,0.07764563435386700
1969-01-01,0.16301451997965299
1969-04-01,0.03641612481385360
1969-07-01,1.45697333632496995
1969-10-01,1.14258914358628005
1970-01-01,0.43273525631460003
1970-04-01,-0.70299364191842595
1970-07-01,0.82019149519609702
1970-10-01,-0.32005718857876198
1971-01-01,-1.01248977334830004
1971-04-01,2.69543508091730999
1971-07-01,1.23688545907962011
1971-10-01,0.02918294733442720
1972-01-01,-0.87502849973229002
1972-04-01,2.54512507608384997
1972-07-01,-0.53219214803453896
1972-10-01,1.63252752453940997
1973-01-01,0.43081318744948699
1973-04-01,-0.78931808779738299
1973-07-01,0.52240383296001403
1973-10-01,0.38296047696436403
1974-01-01,-0.70315081632400800
1974-04-01,0.39668934073557999
1974-07-01,-1.03947135103561994
1974-10-01,-1.09313342691647009
1975-01-01,0.12397307376239700
1975-04-01,0.26679142665220201
1975-07-01,1.40308674760325003
1975-10-01,-0.13341377335239399
1976-01-01,-0.89706635822536696
1976-04-01,1.42277116400706993
1976-07-01,0.02552067642466890
1976-10-01,-0.26615732265553399
1977-01-01,0.95931093403746204
1977-04-01,0.19108138092838201
1977-07-01,0.28092108644024799
1977-10-01,1.05286242703565991
1978-01-01,0.03855827327538370
1978-04-01,-0.31214351282382602
1978-07-01,-0.24003790162441799
1978-10-01,-0.21092752995392899
1979-01-01,-0.20708877462532899
1979-04-01,0.36406363932185898
1979-07-01,-0.50597371598837604
1979-10-01,-0.29265939544281899
1980-01-01,0.16685258844904599
1980-04-01,-0.28623536889725298
1980-07-01,-0.69217102018272303
1980-10-01,0.18576548782630700
1981-01-01,0.93759357902093998
1981-04-01,0.32571350810664002
1981-07-01,-0.84444178705247697
1981-10-01,0.10504371360753900
1982-01-01,-0.24868465522355701
1982-04-01,0.26155727419358998
1982-07-01,0.65344961839839399
1982-10-01,-0.27530024661570002
1983-01-01,1.14460700688510997
1983-04-01,0.68790635079437501
1983-07-01,-0.29865733462565602
1983-10-01,0.84168315079191802
1984-01-01,1.52127062925088996
1984-04-01,1.41202134312518002
1984-07-01,-0.52595567369938401
1984-10-01,1.20025804606703002
1985-01-01,0.60677057152728897
1985-04-01,-0.52502567113591003
1985-07-01,0.39118955142663497
1985-10-01,0.62638878847017998
1986-01-01,-0.90870737386532796
1986-04-01,-0.14240812400362299
1986-07-01,-0.08143681519635000
1986-10-01,-1.11760950932368996
1987-01-01,1.76187950553698003
1987-04-01,0.13886098525779900
1987-07-01,0.67748381562403404
1987-10-01,0.08876100615108350
1988-01-01,0.60945931757525895
1988-04-01,0.49673727942637402
1988-07-01,-0.28122299821043900
1988-10-01,0.05354138251005040
1989-01-01,0.01838999559283020
1989-04-01,0.22658382995195900
1989-07-01,0.00588324413364440
1989-10-01,-0.52587686834816505
1990-01-01,0.42630631297634097
1990-04-01,-0.45257911967562803
1990-07-01,-0.52004589048461902
1990-10-01,-0.01583857940672510
1991-01-01,-0.37663143665484400
1991-04-01,0.28831028955977800
1991-07-01,0.16760272923166100
1991-10-01,0.46951311886550801
1992-01-01,0.56405706690815205
1992-04-01,0.44092879963293802
