observation_date,CSCICP03CAM665S
1980-01-01,99.9551162603295
1980-02-01,99.8729586075897
1980-03-01,99.7479083164319
1980-04-01,99.5763377627602
1980-05-01,99.5189346279581
1980-06-01,99.6156837369295
1980-07-01,99.8432701929010
1980-08-01,100.0183302684500
1980-09-01,100.1469842655630
1980-10-01,100.2497764400820
1980-11-01,100.2330210046000
1980-12-01,100.0465581232200
1981-01-01,99.7005093470412
1981-02-01,99.4517404955396
1981-03-01,99.2545215328695
1981-04-01,99.0092954193665
1981-05-01,98.7598970742165
1981-06-01,98.3818033705497
1981-07-01,97.8315314805897
1981-08-01,97.5247325793210
1981-09-01,97.4612196626979
1981-10-01,97.5317664489136
1981-11-01,97.5816202950230
1981-12-01,97.5541191109566
1982-01-01,97.4408375134110
1982-02-01,97.3090880099154
1982-03-01,97.1178212292458
1982-04-01,96.8493754249206
1982-05-01,96.7007432558705
1982-06-01,96.6863696845534
1982-07-01,96.7867841460044
1982-08-01,96.9629741191532
1982-09-01,97.3159351186192
1982-10-01,97.9104807215623
1982-11-01,98.4222815682169
1982-12-01,99.0182999143992
1983-01-01,99.8449887848520
1983-02-01,100.4322736270620
1983-03-01,100.9161209607000
1983-04-01,101.4512535354070
1983-05-01,101.7273029971570
1983-06-01,101.7832977991480
1983-07-01,101.7316137400460
1983-08-01,101.7019791619960
1983-09-01,101.7405503229940
1983-10-01,101.8395459749330
1983-11-01,101.8986762026050
1983-12-01,101.9034942340070
1984-01-01,101.8662662126610
1984-02-01,101.8211531662200
1984-03-01,101.7571795712460
1984-04-01,101.6633463996540
1984-05-01,101.5926047136820
1984-06-01,101.5240797960830
1984-07-01,101.4338128361000
1984-08-01,101.3632858470570
1984-09-01,101.2929548710200
1984-10-01,101.2127769678300
1984-11-01,101.1925411911520
1984-12-01,101.2540963997260
1985-01-01,101.3915870340540
1985-02-01,101.5098979078250
1985-03-01,101.6341409699010
1985-04-01,101.7913444305490
1985-05-01,101.8862096993640
1985-06-01,101.9411737395530
1985-07-01,102.0015437991210
1985-08-01,102.0805333706790
1985-09-01,102.2149181905840
1985-10-01,102.3860466673810
1985-11-01,102.3854550618980
1985-12-01,102.1337505957130
1986-01-01,101.6812030566340
1986-02-01,101.4594492648850
1986-03-01,101.5309632369000
1986-04-01,101.8108099770690
1986-05-01,101.9951315057280
1986-06-01,102.0513229300670
1986-07-01,102.0337109154680
1986-08-01,102.0273622611700
1986-09-01,102.0799593696160
1986-10-01,102.2081489007470
1986-11-01,102.3449446635630
1986-12-01,102.5369765539810
1987-01-01,102.8076947920180
1987-02-01,102.9653380313790
1987-03-01,103.0105401004720
1987-04-01,102.9786867630550
1987-05-01,102.8947136491380
1987-06-01,102.7239028814830
1987-07-01,102.4558561895190
1987-08-01,102.2753056770000
1987-09-01,102.1693056030950
1987-10-01,102.1077828949050
1987-11-01,102.1495372213730
1987-12-01,102.3238524105760
1988-01-01,102.5887421232670
1988-02-01,102.6566346636630
1988-03-01,102.4463948235160
1988-04-01,102.0154313417150
1988-05-01,101.7699367444360
1988-06-01,101.7523793043970
1988-07-01,101.8869976381400
1988-08-01,101.9973581460660
1988-09-01,102.0597363224250
1988-10-01,102.0927562473900
1988-11-01,102.0950124106950
1988-12-01,102.0432094813110
1989-01-01,101.8899061441470
1989-02-01,101.6153180294270
1989-03-01,101.0664043462540
1989-04-01,100.2314559973320
1989-05-01,99.7890092621373
1989-06-01,99.7654002183616
1989-07-01,99.9772114771085
1989-08-01,100.0548812266680
1989-09-01,99.8726692593051
1989-10-01,99.4709872216949
1989-11-01,99.2386105822909
1989-12-01,99.2065377630319
1990-01-01,99.2803667787467
1990-02-01,99.2723680564127
1990-03-01,99.0817691366633
1990-04-01,98.7027533961219
1990-05-01,98.4150589671508
1990-06-01,98.1703592177287
1990-07-01,97.8799571804215
1990-08-01,97.6594853018041
1990-09-01,97.4451226592110
1990-10-01,97.2140668393532
1990-11-01,97.1988965809116
1990-12-01,97.4947681009538
1991-01-01,98.0745853533758
1991-02-01,98.4931285088596
1991-03-01,98.7934948538535
1991-04-01,99.0885556350886
1991-05-01,99.2605897145842
1991-06-01,99.3536179193800
1991-07-01,99.4013689620402
1991-08-01,99.3342512358580
1991-09-01,99.0822131875341
1991-10-01,98.6418610433587
1991-11-01,98.3284968575361
1991-12-01,98.1155893946481
1992-01-01,97.9481383154771
1992-02-01,97.9555816398939
1992-03-01,98.1907633961923
1992-04-01,98.6224902966720
1992-05-01,98.9003499813407
1992-06-01,99.0116177962203
1992-07-01,99.0033971086789
1992-08-01,98.8713514925506
1992-09-01,98.5594569125757
1992-10-01,98.0920473405286
1992-11-01,97.8857093351933
1992-12-01,97.9878015773223
1993-01-01,98.2827928749726
1993-02-01,98.3901699213762
1993-03-01,98.2000896920875
1993-04-01,97.7660023985797
1993-05-01,97.4947317175337
1993-06-01,97.4197759994916
1993-07-01,97.4725789499028
1993-08-01,97.5574853471661
1993-09-01,97.6916777681809
1993-10-01,97.9202701910837
1993-11-01,98.1821155742338
1993-12-01,98.5914794329886
1994-01-01,99.1761944565540
1994-02-01,99.4682966492293
1994-03-01,99.4499511376819
1994-04-01,99.2613499782715
1994-05-01,99.2190576685982
1994-06-01,99.4358755583080
1994-07-01,99.8631341587670
1994-08-01,100.0738752533510
1994-09-01,99.9922259432979
1994-10-01,99.6826575531253
1994-11-01,99.4316349406819
1994-12-01,99.2161745636742
1995-01-01,98.9548670921098
1995-02-01,98.7233377853051
1995-03-01,98.4320644459689
1995-04-01,98.0579067270071
1995-05-01,97.9353794708585
1995-06-01,98.1105361918358
1995-07-01,98.4634963322737
1995-08-01,98.5332885415519
1995-09-01,98.1753947215122
1995-10-01,97.4919578171808
1995-11-01,97.1896756368074
1995-12-01,97.4065307709850
