observation_date,CSCICP03CAM665S
1996-01-01,98.0140727730231
1996-02-01,98.4005630247697
1996-03-01,98.5148906631705
1996-04-01,98.4800823285221
1996-05-01,98.4789745260711
1996-06-01,98.5971601589489
1996-07-01,98.8240963306227
1996-08-01,98.9349187120177
1996-09-01,98.9013751266784
1996-10-01,98.7810031693736
1996-11-01,98.7506737914361
1996-12-01,98.8825775890295
1997-01-01,99.1745541810863
1997-02-01,99.4181884117140
1997-03-01,99.6737579341137
1997-04-01,100.0265989799520
1997-05-01,100.3315368369620
1997-06-01,100.6867657135490
1997-07-01,101.1289108817820
1997-08-01,101.2777998008050
1997-09-01,101.0702988976750
1997-10-01,100.6114246483450
1997-11-01,100.3818444807870
1997-12-01,100.4583642021160
1998-01-01,100.7435081661480
1998-02-01,100.8889995520680
1998-03-01,100.8043268971950
1998-04-01,100.5112527110530
1998-05-01,100.2284861302530
1998-06-01,99.8978946028285
1998-07-01,99.4672704690425
1998-08-01,99.2209224888078
1998-09-01,99.1577241799688
1998-10-01,99.2374617985368
1998-11-01,99.4440326475285
1998-12-01,99.8754261671456
1999-01-01,100.5371530857830
1999-02-01,100.9108519004120
1999-03-01,100.9818029860690
1999-04-01,100.8652297812260
1999-05-01,100.7353477021330
1999-06-01,100.6091954696090
1999-07-01,100.4765171881340
1999-08-01,100.4259145783750
1999-09-01,100.4630788101470
1999-10-01,100.5613931121780
1999-11-01,100.6247685403330
1999-12-01,100.6505272853830
2000-01-01,100.6660272448530
2000-02-01,100.7029032779680
2000-03-01,100.7984684609550
2000-04-01,100.9588380539330
2000-05-01,101.0633643179210
2000-06-01,101.1034788837840
2000-07-01,101.0781664882440
2000-08-01,100.9538504080200
2000-09-01,100.6503950233680
2000-10-01,100.1654218983080
2000-11-01,99.8777651652752
2000-12-01,99.7956248781473
2001-01-01,99.8442237452777
2001-02-01,99.9479474166232
2001-03-01,100.1115646177190
2001-04-01,100.3165034783350
2001-05-01,100.3572343313770
2001-06-01,100.1712922951790
2001-07-01,99.7985464204658
2001-08-01,99.5671417265464
2001-09-01,99.5039382838153
2001-10-01,99.5659159076712
2001-11-01,99.7033776012482
2001-12-01,99.9989306619060
2002-01-01,100.5300249876530
2002-02-01,101.0734000164870
2002-03-01,101.4585773000040
2002-04-01,101.6361133792750
2002-05-01,101.6850725183070
2002-06-01,101.5750829279930
2002-07-01,101.3061516785030
2002-08-01,101.0639600561460
2002-09-01,100.9224726746900
2002-10-01,100.7538867775180
2002-11-01,100.6948109781940
2002-12-01,100.7258761361950
2003-01-01,100.7761169227780
2003-02-01,100.6314989742570
2003-03-01,100.6246723647720
2003-04-01,100.8206173996740
2003-05-01,100.8573500649000
2003-06-01,100.6938472250430
2003-07-01,100.6261706857600
2003-08-01,100.6883228909920
2003-09-01,100.8860446223550
2003-10-01,101.0591531749420
2003-11-01,101.1746331451720
2003-12-01,101.1988336528010
2004-01-01,101.2840268384740
2004-02-01,101.2458438757980
2004-03-01,101.1803212395730
2004-04-01,101.0037201881710
2004-05-01,100.7294763264000
2004-06-01,100.6372496958200
2004-07-01,100.7769705327900
2004-08-01,100.9100466611310
2004-09-01,100.9963724901040
2004-10-01,100.9932942281940
2004-11-01,101.0486696386560
2004-12-01,101.1641530201310
2005-01-01,101.2908390341050
2005-02-01,101.3043908645720
2005-03-01,101.3087590264900
2005-04-01,101.2677343318440
2005-05-01,101.2875162733340
2005-06-01,101.2197819354950
2005-07-01,100.9741463734050
2005-08-01,100.4499796347940
2005-09-01,99.9708163735514
2005-10-01,100.0307735154780
2005-11-01,100.4749480822830
2005-12-01,100.8925177610010
2006-01-01,101.3429654221910
2006-02-01,101.5156555798880
2006-03-01,101.5328464002970
2006-04-01,101.5202668348070
2006-05-01,101.4313556005700
2006-06-01,101.3996340353390
2006-07-01,101.2461932632950
2006-08-01,101.1230436730510
2006-09-01,101.1002335515230
2006-10-01,101.1606323195290
2006-11-01,101.2378425754940
2006-12-01,101.4200849978350
2007-01-01,101.5860515353360
2007-02-01,101.5624562660980
2007-03-01,101.4790852316620
2007-04-01,101.3921907281780
2007-05-01,101.3376584964820
2007-06-01,101.3423926066170
2007-07-01,101.4184399927520
2007-08-01,101.5205015295420
2007-09-01,101.5529452260400
2007-10-01,101.4791716236060
2007-11-01,101.3873326016400
2007-12-01,101.2016588154530
2008-01-01,101.0687862249270
2008-02-01,100.9318019759900
2008-03-01,100.6102602554540
2008-04-01,100.0504309724220
2008-05-01,99.3070481894735
2008-06-01,98.7331422800494
2008-07-01,98.6058803556319
2008-08-01,98.6735413629602
2008-09-01,98.5244087883120
2008-10-01,97.8815558187644
2008-11-01,97.2729942844398
2008-12-01,96.8925006310827
2009-01-01,96.8230784001085
2009-02-01,96.8964355143619
2009-03-01,97.1550565252642
2009-04-01,97.5976224146675
2009-05-01,98.0940617059491
2009-06-01,98.4942047897890
2009-07-01,98.8562369708712
2009-08-01,99.2655332774158
2009-09-01,99.5254830133674
2009-10-01,99.5712482928702
2009-11-01,99.5722604737105
2009-12-01,99.8184962207500
2010-01-01,100.1908979955920
2010-02-01,100.2624825551450
2010-03-01,100.2171536497080
2010-04-01,100.0305722429690
2010-05-01,99.8703806209149
2010-06-01,99.6107481978856
2010-07-01,99.3474583493466
2010-08-01,99.1893811965660
2010-09-01,99.1517663246686
2010-10-01,99.2539122402491
2010-11-01,99.4359658537398
2010-12-01,99.6077958009433
2011-01-01,99.8369359600269
2011-02-01,99.9351247252594
2011-03-01,99.8860985248203
2011-04-01,99.8606674880329
2011-05-01,99.7447252774005
2011-06-01,99.5346772558782
2011-07-01,99.2570576898217
2011-08-01,98.9444979525412
2011-09-01,98.7472249302584
2011-10-01,98.6339928490371
2011-11-01,98.6195601446503
2011-12-01,98.5758830695748
2012-01-01,98.6769532230303
2012-02-01,98.8383976784063
2012-03-01,98.9864059602924
2012-04-01,99.0171009786308
2012-05-01,99.0487317248992
2012-06-01,98.9756753519117
2012-07-01,98.9729247189408
2012-08-01,99.0556793590024
2012-09-01,99.2331153489400
2012-10-01,99.3048152798338
2012-11-01,99.2949601766069
2012-12-01,99.2824670632895
2013-01-01,99.3353344472864
2013-02-01,99.2966065774276
2013-03-01,99.2072166561933
2013-04-01,99.1408387399933
2013-05-01,99.2630738128177
2013-06-01,99.4447699919021
2013-07-01,99.6154980511259
2013-08-01,99.8310369828828
2013-09-01,100.0271363207030
2013-10-01,100.0003022151790
2013-11-01,99.8006731216152
2013-12-01,99.5625288930309
2014-01-01,99.5377987136288
2014-02-01,99.7150264583538
2014-03-01,99.9271614531509
2014-04-01,100.0292259369330
2014-05-01,99.9957695029056
2014-06-01,99.9396200002889
2014-07-01,99.9112601584292
2014-08-01,99.9172222759092
2014-09-01,99.8578365204620
2014-10-01,99.7553486302649
2014-11-01,99.7679998947897
2014-12-01,99.9225179169311
2015-01-01,99.9882009208485
2015-02-01,99.8962728266668
2015-03-01,99.8978521859411
2015-04-01,99.7516834671649
2015-05-01,99.7373462503619
2015-06-01,99.7141504952912
2015-07-01,99.5381676288322
2015-08-01,99.3189887449930
2015-09-01,99.2654984974921
2015-10-01,99.3734980744292
2015-11-01,99.3744950394350
2015-12-01,99.0062359930811
2016-01-01,98.6318581685704
2016-02-01,98.6416831886945
2016-03-01,98.9658300072987
2016-04-01,99.3462755985654
2016-05-01,99.6892338409874
2016-06-01,99.8699491065694
2016-07-01,99.9696171920436
2016-08-01,99.9335925050550
2016-09-01,99.8583060944461
2016-10-01,99.7776201374842
2016-11-01,99.8589225116455
2016-12-01,99.9844723520548
2017-01-01,100.1452764446110
2017-02-01,100.4041320371070
2017-03-01,100.5656913210270
2017-04-01,100.6263470512750
2017-05-01,100.7012659137840
2017-06-01,100.7784936148040
2017-07-01,100.9098139729670
2017-08-01,101.0368746893370
2017-09-01,101.0209445374760
2017-10-01,101.1601628400050
2017-11-01,101.4725667760070
2017-12-01,101.8951359297870
