date,GEPU_current,GEPU_ppp,Australia,Brazil,Canada,Chile,China,France,Germany,Greece,India,Ireland,Italy,Japan,Korea,Mexico,Pakistan,Russia,Spain,Singapore,UK,US,SCMP China,Mainland China
1985-01-01 00:00:00+00:00,,,,,106.9259281032748,,,,,,,30.16170772575232,,,,,,,,,,103.7488030104878,,
1985-02-01 00:00:00+00:00,,,,,114.6993773540948,,,,,,,15.92392992490208,,,,,,,,,,78.31319296403001,,
1985-03-01 00:00:00+00:00,,,,,79.58830175853105,,,,,,,42.42127487799276,,,,,,,,,,100.7614751453628,,
1985-04-01 00:00:00+00:00,,,,,73.37598856906634,,,,,,,42.7076802804355,,,,,,,,,,84.77886286583256,,
1985-05-01 00:00:00+00:00,,,,,75.60222499199118,,,,,,,30.66721120718952,,,,,,,,,,98.05365256517307,,
1985-06-01 00:00:00+00:00,,,,,43.14036957495978,,,,,,,24.18725019817013,,,,,,,,,,119.5971494980842,,
1985-07-01 00:00:00+00:00,,,,,73.39828238622303,,,,,,,22.79173177984728,,,,,,,,,,111.415114817042,,
1985-08-01 00:00:00+00:00,,,,,91.57682259650821,,,,,,,38.76159052352978,,,,,,,,,,111.2470107675991,,
1985-09-01 00:00:00+00:00,,,,,80.44557392436765,,,,,,,21.24255713416419,,,,,,,,,,111.1844593834607,,
1985-10-01 00:00:00+00:00,,,,,92.56245881690161,,,,,,,24.91588470637578,,,,,,,,,,93.0991037655582,,
1985-11-01 00:00:00+00:00,,,,,57.9124764408529,,,,,,,22.92498789895856,,,,,,,,,,85.09913268294964,,
1985-12-01 00:00:00+00:00,,,,,65.76479816500415,,,,,,,21.17881352685987,,,,,,,,,,104.1772170141774,,
1986-01-01 00:00:00+00:00,,,,,91.10531377386167,,,,,,,61.13624299368085,,,,,,,,,,144.2664733185726,,
1986-02-01 00:00:00+00:00,,,,,96.96870155436713,,,,,,,38.41747842518065,,,,,,,,,,118.9935278855586,,
1986-03-01 00:00:00+00:00,,,,,86.90678159583494,,,,,,,43.34394846157245,,,,,,,,,,120.1600605346473,,
1986-04-01 00:00:00+00:00,,,,,69.22338268069629,,,,,,,42.40003769407387,,,,,,,,,,102.4773575641159,,
1986-05-01 00:00:00+00:00,,,,,93.35433340652305,,,,,,,30.85019741157572,,,,,,,,,,132.3861722681955,,
1986-06-01 00:00:00+00:00,,,,,58.49302811864552,,,,,,,26.74774990333268,,,,,,,,,,115.0522832732502,,
1986-07-01 00:00:00+00:00,,,,,85.99984866161773,,,,,,,32.45812798693635,,,,,,,,,,130.8210516397796,,
1986-08-01 00:00:00+00:00,,,,,91.5278670300707,,,,,,,105.9791511185681,,,,,,,,,,118.3026079500669,,
1986-09-01 00:00:00+00:00,,,,,119.6902331286964,,,,,,,91.02539737821984,,,,,,,,,,125.8942151397796,,
1986-10-01 00:00:00+00:00,,,,,76.77757258653686,,,,,,,46.34169144994121,,,,,,,,,,91.82046226341731,,
1986-11-01 00:00:00+00:00,,,,,64.25986182332845,,,,,,,60.19150332499798,,,,,,,,,,98.32894297687504,,
1986-12-01 00:00:00+00:00,,,,,78.66561294846204,,,,,,,65.22647978796583,,,,,,,,,,87.97967601765899,,
1987-01-01 00:00:00+00:00,,,,,74.6827774704799,,,69.95834445165613,,,,49.38110116903427,,72.1067355743028,,,,,,,,110.4333286233186,,
1987-02-01 00:00:00+00:00,,,,,67.59733504453888,,,60.32131730539869,,,,72.30569888495666,,87.25571214513238,,,,,,,,76.9660740779089,,
1987-03-01 00:00:00+00:00,,,,,36.30467373785979,,,97.61026398358277,,,,54.20767747946272,,91.89595435129883,,,,,,,,99.05957577157308,,
1987-04-01 00:00:00+00:00,,,,,70.42709067778877,,,77.494096784253,,,,71.40226840602226,,91.72626334831664,,,,,,,,79.53235921534353,,
1987-05-01 00:00:00+00:00,,,,,81.23486107098017,,,58.17476748671668,,,,62.49227449913054,,79.59658893429963,,,,,,,,87.58505029098063,,
1987-06-01 00:00:00+00:00,,,,,72.81967674830452,,,87.84770302521915,,,,69.80280930816969,,89.59874744655049,,,,,,,,106.5728492139773,,
1987-07-01 00:00:00+00:00,,,,,61.87545404251462,,,41.39510505031857,,,,27.13857834334547,,58.07151241603514,,,,,,,,81.3894136598218,,
1987-08-01 00:00:00+00:00,,,,,28.53685388124671,,,46.29237769015958,,,,28.54343330207352,,50.06659375293324,,,,,,,,52.79015023144958,,
1987-09-01 00:00:00+00:00,,,,,59.656673689081,,,43.17304348486217,,,,19.04521594196369,,64.89062903631049,,,,,,,,59.8695948457739,,
