observation_date,JPNPPDMMINMEI
1978-08-01,98.2363653648995
1978-09-01,97.7220393457610
1978-10-01,97.6191741419334
1978-11-01,97.5163079614785
1978-12-01,97.6191741419334
1979-01-01,98.1335001610718
1979-02-01,98.5449619530096
1979-03-01,99.2650183798035
1979-04-01,100.0879409870520
1979-05-01,101.2194592057840
1979-06-01,102.3509774245150
1979-07-01,104.0996878428400
1979-08-01,105.5398026496820
1979-09-01,106.7741860722420
1979-10-01,107.5971086794900
1979-11-01,108.1114346986290
1979-12-01,109.3458181211880
1980-01-01,112.1231815544170
1980-02-01,114.1804875842250
1980-03-01,116.1349284102050
1980-04-01,118.2950996438410
1980-05-01,119.6323492468550
1980-06-01,120.3524056736490
1980-07-01,120.4552708774770
1980-08-01,121.0724630770700
1980-09-01,121.1753282808980
1980-10-01,120.7638674655870
1980-11-01,120.6610022617590
1980-12-01,120.3524056736490
1981-01-01,120.0438100621660
1981-02-01,119.5294840430270
1981-03-01,119.1180222510900
1981-04-01,119.4266178625730
1981-05-01,119.9409448583380
1981-06-01,119.8380796545110
1981-07-01,119.7352144506830
1981-08-01,120.3524056736490
1981-09-01,120.5581370579310
1981-10-01,120.5581370579310
1981-11-01,120.6610022617590
1981-12-01,120.7638674655870
1982-01-01,120.6610022617590
1982-02-01,120.6610022617590
1982-03-01,120.5581370579310
1982-04-01,120.5581370579310
1982-05-01,120.4552708774770
1982-06-01,120.0438100621660
1982-07-01,120.1466752659940
1982-08-01,120.6610022617590
1982-09-01,120.7638674655870
1982-10-01,120.9695978732420
1982-11-01,121.0724630770700
1982-12-01,120.9695978732420
1983-01-01,120.5581370579310
1983-02-01,120.5581370579310
1983-03-01,120.3524056736490
1983-04-01,119.5294840430270
1983-05-01,119.7352144506830
1983-06-01,119.7352144506830
1983-07-01,119.7352144506830
1983-08-01,118.9122918434340
1983-09-01,119.1180222510900
1983-10-01,119.4266178625730
1983-11-01,119.5294840430270
1983-12-01,119.6323492468550
1984-01-01,119.6323492468550
1984-02-01,119.7352144506830
1984-03-01,119.7352144506830
1984-04-01,119.7352144506830
1984-05-01,119.8380796545110
1984-06-01,119.7352144506830
1984-07-01,119.7352144506830
1984-08-01,119.7352144506830
1984-09-01,119.8380796545110
1984-10-01,119.8380796545110
1984-11-01,119.8380796545110
1984-12-01,119.7352144506830
1985-01-01,120.5581370579310
1985-02-01,120.4552708774770
1985-03-01,120.0438100621660
1985-04-01,119.8380796545110
1985-05-01,119.3237526587450
1985-06-01,118.7065614357790
1985-07-01,118.5008300514960
1985-08-01,118.1922344400130
1985-09-01,117.8836388285300
1985-10-01,117.3693118327650
1985-11-01,117.0607162212820
1985-12-01,116.8549858136260
1986-01-01,116.5463902021430
1986-02-01,116.0320632063780
1986-03-01,115.5177362106120
1986-04-01,114.3862179918800
1986-05-01,114.1804875842250
1986-06-01,113.7690267689140
1986-07-01,112.9461041616660
1986-08-01,112.5346433463550
1986-09-01,111.5059893548240
1986-10-01,110.5802025203750
1986-11-01,110.2716059322640
1986-12-01,110.1687407284370
1987-01-01,109.7572799131260
1987-02-01,109.5515495054710
1987-03-01,109.7572799131260
1987-04-01,109.3458181211880
1987-05-01,109.2429529173600
1987-06-01,109.2429529173600
1987-07-01,109.5515495054710
1987-08-01,110.0658755246090
1987-09-01,110.3744711360920
1987-10-01,110.4773363399200
1987-11-01,110.4773363399200
1987-12-01,110.3744711360920
1988-01-01,110.0658755246090
1988-02-01,109.7572799131260
1988-03-01,109.7572799131260
1988-04-01,109.2429529173600
1988-05-01,109.2429529173600
1988-06-01,109.3458181211880
1988-07-01,109.3458181211880
1988-08-01,109.3458181211880
1988-09-01,109.5515495054710
1988-10-01,109.5515495054710
1988-11-01,109.3458181211880
1988-12-01,109.3458181211880
1989-01-01,109.3458181211880
1989-02-01,109.5515495054710
1989-03-01,109.7572799131260
1989-04-01,112.0203163505890
1989-05-01,112.4317771659000
1989-06-01,112.5346433463550
1989-07-01,112.7403737540100
1989-08-01,112.8432389578380
1989-09-01,112.9461041616660
1989-10-01,112.7403737540100
1989-11-01,112.6375085501830
1989-12-01,112.6375085501830
1990-01-01,113.1518345693210
1990-02-01,113.0489693654930
1990-03-01,113.1518345693210
1990-04-01,113.1518345693210
1990-05-01,113.0489693654930
1990-06-01,113.1518345693210
1990-07-01,113.2546997731490
1990-08-01,113.4604301808040
1990-09-01,113.8718919727420
1990-10-01,114.3862179918800
1990-11-01,114.7976797838180
1990-12-01,114.9005449876460
1991-01-01,115.1062753953010
1991-02-01,115.1062753953010
1991-03-01,115.1062753953010
1991-04-01,115.0034101914740
1991-05-01,115.0034101914740
1991-06-01,115.0034101914740
1991-07-01,114.7976797838180
1991-08-01,114.7976797838180
1991-09-01,114.6948145799910
1991-10-01,114.6948145799910
1991-11-01,114.4890831957080
1991-12-01,114.4890831957080
1992-01-01,114.2833527880530
1992-02-01,114.1804875842250
1992-03-01,114.1804875842250
1992-04-01,113.9747571765700
1992-05-01,113.9747571765700
1992-06-01,113.8718919727420
1992-07-01,113.8718919727420
1992-08-01,113.7690267689140
1992-09-01,113.6661615650870
1992-10-01,113.4604301808040
1992-11-01,113.2546997731490
1992-12-01,113.1518345693210
1993-01-01,113.0489693654930
1993-02-01,113.0489693654930
1993-03-01,112.7403737540100
1993-04-01,112.5346433463550
1993-05-01,112.2260467582450
1993-06-01,112.1231815544170
1993-07-01,111.9174511467620
1993-08-01,111.7117207391060
1993-09-01,111.4031241509960
1993-10-01,111.0945285395130
1993-11-01,110.9916633356850
1993-12-01,110.7859329280300
1994-01-01,110.7859329280300
1994-02-01,110.5802025203750
1994-03-01,110.2716059322640
1994-04-01,110.0658755246090
1994-05-01,110.0658755246090
1994-06-01,110.0658755246090
1994-07-01,109.9630103207810
1994-08-01,109.7572799131260
1994-09-01,109.6544147092980
1994-10-01,109.6544147092980
1994-11-01,109.5515495054710
1994-12-01,109.6544147092980
1995-01-01,110.0658755246090
1995-02-01,110.0658755246090
1995-03-01,109.9682128134070
1995-04-01,109.7728873910030
1995-05-01,109.5775619685990
1995-06-01,109.4798992573970
1995-07-01,109.2845738349930
1995-08-01,108.9915857013870
1995-09-01,108.8939229901850
1995-10-01,108.7962602789840
1995-11-01,108.6985975677820
1995-12-01,108.6009348565800
1996-01-01,108.5032721453780
1996-02-01,108.3079467229740
1996-03-01,107.9172958781660
1996-04-01,107.7219704557620
1996-05-01,107.5266450333580
1996-06-01,107.0383314773480
1996-07-01,106.8430060549440
1996-08-01,106.6476806325400
1996-09-01,106.4523552101360
1996-10-01,106.3546924989350
1996-11-01,106.4523552101360
1996-12-01,106.5500179213380
1997-01-01,106.4523552101360
1997-02-01,106.4523552101360
1997-03-01,106.4523552101360
1997-04-01,108.3079467229740
1997-05-01,108.2102840117720
1997-06-01,107.9172958781660
1997-07-01,107.8196331669640
1997-08-01,107.5266450333580
1997-09-01,107.3313196109540
1997-10-01,107.1359941885500
1997-11-01,107.0383314773480
1997-12-01,106.8430060549440
1998-01-01,106.7453433437420
1998-02-01,106.4523552101360
1998-03-01,106.0617043653290
1998-04-01,105.7687162317230
1998-05-01,105.4757280981170
1998-06-01,105.3780653869150
1998-07-01,105.1827399645110
1998-08-01,105.0850772533090
1998-09-01,104.8897518309050
1998-10-01,104.5967636972990
1998-11-01,104.4014382748950
1998-12-01,104.3037755636930
1999-01-01,103.8154620076840
1999-02-01,103.6201365852800
1999-03-01,103.4248111628760
1999-04-01,103.2294857404720
1999-05-01,103.3271484516740
1999-06-01,103.2294857404720
1999-07-01,103.3271484516740
1999-08-01,103.3271484516740
1999-09-01,103.3271484516740
1999-10-01,103.5224738740780
1999-11-01,103.5224738740780
1999-12-01,103.4248111628760
2000-01-01,103.8154620076840
2000-02-01,103.7177992964820
2000-03-01,103.6201365852800
2000-04-01,103.3271484516740
2000-05-01,103.1318230292700
2000-06-01,103.1318230292700
2000-07-01,102.9364976068660
2000-08-01,102.8388348956640
2000-09-01,102.6435094732600
2000-10-01,102.5458467620580
2000-11-01,102.4481840508560
2000-12-01,102.1551959172500
2001-01-01,101.7645450724420
2001-02-01,101.6668823612400
2001-03-01,101.5692196500380
2001-04-01,101.1785688052310
2001-05-01,100.8855806716250
2001-06-01,100.6902552492210
2001-07-01,100.2019416932110
2001-08-01,100.0066162708070
2001-09-01,99.7136281372012
2001-10-01,99.2253145811914
2001-11-01,99.0299891587875
2001-12-01,98.8346637363836
2002-01-01,98.4440128915758
2002-02-01,98.5416756027777
2002-03-01,98.5416756027777
2002-04-01,98.4440128915758
2002-05-01,98.3463501803738
2002-06-01,98.1510247579699
2002-07-01,97.8580366243640
2002-08-01,97.6627112019600
2002-09-01,97.5650484907581
2002-10-01,97.4673857795562
2002-11-01,97.4673857795562
2002-12-01,97.2720603571522
2003-01-01,97.2720603571522
2003-02-01,97.2720603571522
2003-03-01,97.2720603571522
2003-04-01,96.9790722235464
2003-05-01,96.7837468011424
2003-06-01,96.3930959563346
2003-07-01,96.4907586675366
2003-08-01,96.4907586675366
2003-09-01,96.3930959563346
2003-10-01,96.1001078227287
2003-11-01,96.1001078227287
2003-12-01,96.0024451115267
2004-01-01,96.1977705339306
2004-02-01,96.3930959563346
2004-03-01,96.5884213787385
2004-04-01,96.7837468011424
2004-05-01,96.7837468011424
2004-06-01,96.9790722235464
2004-07-01,97.1743976459502
2004-08-01,97.1743976459502
2004-09-01,97.2720603571522
2004-10-01,97.3697230683542
2004-11-01,97.1743976459502
2004-12-01,96.9790722235464
2005-01-01,96.5884213787385
2005-02-01,96.5884213787385
2005-03-01,96.8814095123444
2005-04-01,97.5650484907581
2005-05-01,97.5650484907581
2005-06-01,97.4673857795562
2005-07-01,97.8580366243640
2005-08-01,97.9556993355659
2005-09-01,98.0533620467679
2005-10-01,98.4440128915758
2005-11-01,98.4440128915758
2005-12-01,98.5416756027777
2006-01-01,98.6393383139796
2006-02-01,98.8346637363836
2006-03-01,98.8346637363836
2006-04-01,99.1276518699895
2006-05-01,99.5183027147973
2006-06-01,99.4206400035954
2006-07-01,99.8112908484032
2006-08-01,100.2019416932110
2006-09-01,100.2996044044130
2006-10-01,100.0066162708070
2006-11-01,99.8112908484032
2006-12-01,99.8112908484032
2007-01-01,99.6159654259992
2007-02-01,99.5183027147973
2007-03-01,99.6159654259992
2007-04-01,100.3972671156150
2007-05-01,100.6902552492210
2007-06-01,100.7879179604230
2007-07-01,101.1785688052310
2007-08-01,101.1785688052310
2007-09-01,101.0809060940290
2007-10-01,101.5692196500380
2007-11-01,101.8622077836440
2007-12-01,102.1551959172500
2008-01-01,102.3505213396540
2008-02-01,102.7411721844620
2008-03-01,103.1318230292700
2008-04-01,103.7177992964820
2008-05-01,104.9874145421070
2008-06-01,105.7687162317230
2008-07-01,107.8196331669640
2008-08-01,108.1126213005700
2008-09-01,107.6243077445600
2008-10-01,105.9640416541270
2008-11-01,104.2061128524910
2008-12-01,102.8388348956640
2009-01-01,100.4949298268170
2009-02-01,100.0066162708070
2009-03-01,99.8112908484032
2009-04-01,99.6159654259992
2009-05-01,99.6159654259992
2009-06-01,99.5183027147973
2009-07-01,100.0066162708070
2009-08-01,100.1042789820090
2009-09-01,100.2019416932110
2009-10-01,99.6159654259992
2009-11-01,99.7136281372012
2009-12-01,99.7136281372012
2010-01-01,99.8112908484032
2010-02-01,99.6122653432219
2010-03-01,99.6122653432219
2010-04-01,99.8112908484032
2010-05-01,99.8112908484032
2010-06-01,99.6122653432219
2010-07-01,99.3137270854500
2010-08-01,99.2142143328594
2010-09-01,99.0151888276781
2010-10-01,99.4132398380407
2010-11-01,99.3137270854500
2010-12-01,99.7117780958126
2011-01-01,100.2093418587660
2011-02-01,100.2093418587660
2011-03-01,100.8064183743100
2011-04-01,101.5030076424440
2011-05-01,101.3039821372630
2011-06-01,101.2044693846720
2011-07-01,101.2044693846720
2011-08-01,101.0054438794910
2011-09-01,100.7069056217190
2011-10-01,100.0103163535840
2011-11-01,99.9108036009938
2011-12-01,99.7117780958126
2012-01-01,99.7117780958126
2012-02-01,99.9108036009938
2012-03-01,100.4083673639470
2012-04-01,100.0103163535840
2012-05-01,99.5127525906313
2012-06-01,98.6171378173156
2012-07-01,97.9205485491812
2012-08-01,98.0200613017718
2012-09-01,98.3185995595437
2012-10-01,98.2190868069531
2012-11-01,98.0200613017718
2012-12-01,98.3185995595437
2013-01-01,98.7166505699063
2013-02-01,99.1147015802688
2013-03-01,99.3137270854500
2013-04-01,99.4132398380407
2013-05-01,99.2142143328594
2013-06-01,99.2142143328594
2013-07-01,99.4132398380407
2013-08-01,99.6122653432219
2013-09-01,99.7117780958126
2013-10-01,99.8112908484032
2013-11-01,99.7117780958126
2013-12-01,100.0103163535840
2014-01-01,100.4083673639470
2014-02-01,100.3088546113560
2014-03-01,100.2093418587660
2014-04-01,102.9956989313030
2014-05-01,102.9956989313030
2014-06-01,103.0952116838940
2014-07-01,103.2942371890750
2014-08-01,103.2942371890750
2014-09-01,103.1947244364850
2014-10-01,102.5976479209410
2014-11-01,102.3986224157600
2014-12-01,101.9010586528060
2015-01-01,100.4083673639470
2015-02-01,100.2083506958910
2015-03-01,100.5083756979750
2015-04-01,100.5083756979750
2015-05-01,100.8084007000580
2015-06-01,100.9084090340860
2015-07-01,100.5083756979750
2015-08-01,99.9083256938078
2015-09-01,99.6083006917243
2015-10-01,99.1082590215851
2015-11-01,99.0082506875573
2015-12-01,98.5082090174181
2016-01-01,97.4081173431119
2016-02-01,97.1080923410284
2016-03-01,97.0080840070006
2016-04-01,96.7080590049171
2016-05-01,96.6080506708892
2016-06-01,96.8080673389449
2016-07-01,96.7080590049171
2016-08-01,96.5080423368614
2016-09-01,96.5080423368614
2016-10-01,96.6080506708892
2016-11-01,96.9080756729728
2016-12-01,97.6081340111676
2017-01-01,98.2081840153346
2017-02-01,98.3081923493624
2017-03-01,98.4082006833903
2017-04-01,98.7082256854738
2017-05-01,98.5082090174181
2017-06-01,98.6082173514459
2017-07-01,98.5082090174181
2017-08-01,98.5082090174181
2017-09-01,98.7082256854738
2017-10-01,99.3082756896408
2017-11-01,99.5082923576965
2017-12-01,99.7083090257521
2018-01-01,100.1083423618630
2018-02-01,100.1083423618630
2018-03-01,100.0083340278360
2018-04-01,100.3083590299190
2018-05-01,100.6083840320030
2018-06-01,100.9084090340860
2018-07-01,101.0084173681140
2018-08-01,101.0084173681140
2018-09-01,101.1084257021420
2018-10-01,101.7084757063090
2018-11-01,101.4084507042250
2018-12-01,100.7083923660310
2019-01-01,100.2083506958910
2019-02-01,100.4083673639470
2019-03-01,100.7083923660310
2019-04-01,101.1084257021420
2019-05-01,101.1084257021420
2019-06-01,100.7083923660310
2019-07-01,100.5083756979750
2019-08-01,100.3083590299190
2019-09-01,100.3083590299190
2019-10-01,101.8084840403370
2019-11-01,101.9084923743650
2019-12-01,102.0085007083920
2020-01-01,102.2085173764480
2020-02-01,101.7084757063090
2020-03-01,100.9084090340860
2020-04-01,99.0082506875573
2020-05-01,98.5082090174181
2020-06-01,99.1082590215851
2020-07-01,99.5082923576965
2020-08-01,99.7083090257521
2020-09-01,99.7083090257521
2020-10-01,99.8083173597800
2020-11-01,99.7083090257521
2020-12-01,100.1083423618630
2021-01-01,100.7083923660310
2021-02-01,101.2084340361700
2021-03-01,101.9084923743650
2021-04-01,102.9085757146430
2021-05-01,103.3086090507540
2021-06-01,103.8086507208930
2021-07-01,104.8087340611720
2021-08-01,105.0087507292270
2021-09-01,105.3087757313110
2021-10-01,107.1089257438120
2021-11-01,107.7089757479790
2021-12-01,107.6089674139510
2022-01-01,108.4090340861740
2022-02-01,108.9090757563130
2022-03-01,109.7091424285360
2022-04-01,110.9092424368700
2022-05-01,111.0092507708980
2022-06-01,112.0093341111760
2022-07-01,112.6093841153430
2022-08-01,113.0094174514540
2022-09-01,113.6094674556210
2022-10-01,114.6095507959000
2022-11-01,115.0095841320110
2022-12-01,115.2096008000670
