observation_date,JPNPPDMMINMEI
1960-01-01,56.0615907772085
1960-02-01,55.9587255733808
1960-03-01,55.9587255733808
1960-04-01,55.8558603695531
1960-05-01,55.7529951657254
1960-06-01,55.5472647580700
1960-07-01,55.3415333737876
1960-08-01,55.3415333737876
1960-09-01,55.5472647580700
1960-10-01,55.3415333737876
1960-11-01,55.2386681699599
1960-12-01,55.1358029661322
1961-01-01,55.2386681699599
1961-02-01,55.3415333737876
1961-03-01,55.6501299618977
1961-04-01,55.8558603695531
1961-05-01,55.9587255733808
1961-06-01,55.8558603695531
1961-07-01,55.8558603695531
1961-08-01,56.0615907772085
1961-09-01,56.0615907772085
1961-10-01,55.8558603695531
1961-11-01,55.6501299618977
1961-12-01,55.3415333737876
1962-01-01,55.3415333737876
1962-02-01,55.3415333737876
1962-03-01,55.2386681699599
1962-04-01,55.0329377623045
1962-05-01,54.7243421508214
1962-06-01,54.4157455627112
1962-07-01,54.4157455627112
1962-08-01,54.4157455627112
1962-09-01,54.1071499512282
1962-10-01,54.1071499512282
1962-11-01,54.1071499512282
1962-12-01,54.3128803588836
1963-01-01,54.7243421508214
1963-02-01,54.9300725584768
1963-03-01,55.0329377623045
1963-04-01,55.0329377623045
1963-05-01,55.1358029661322
1963-06-01,55.3415333737876
1963-07-01,55.2386681699599
1963-08-01,55.2386681699599
1963-09-01,55.2386681699599
1963-10-01,55.3415333737876
1963-11-01,55.6501299618977
1963-12-01,55.3415333737876
1964-01-01,55.3415333737876
1964-02-01,55.3415333737876
1964-03-01,55.1358029661322
1964-04-01,55.2386681699599
1964-05-01,55.0329377623045
1964-06-01,55.0329377623045
1964-07-01,55.0329377623045
1964-08-01,55.0329377623045
1964-09-01,55.0329377623045
1964-10-01,55.0329377623045
1964-11-01,55.0329377623045
1964-12-01,55.0329377623045
1965-01-01,55.3415333737876
1965-02-01,55.3415333737876
1965-03-01,55.2386681699599
1965-04-01,55.2386681699599
1965-05-01,55.1358029661322
1965-06-01,55.0329377623045
1965-07-01,54.9300725584768
1965-08-01,54.9300725584768
1965-09-01,55.0329377623045
1965-10-01,55.0329377623045
1965-11-01,55.0329377623045
1965-12-01,55.1358029661322
1966-01-01,55.3415333737876
1966-02-01,55.8558603695531
1966-03-01,55.8558603695531
1966-04-01,55.9587255733808
1966-05-01,56.0615907772085
1966-06-01,56.1644559810362
1966-07-01,56.2673211848639
1966-08-01,56.4730515925192
1966-09-01,56.2673211848639
1966-10-01,56.4730515925192
1966-11-01,56.4730515925192
1966-12-01,56.4730515925192
1967-01-01,57.0902437921125
1967-02-01,56.9873785882848
1967-03-01,56.8845133844571
1967-04-01,56.5759177729740
1967-05-01,56.6787829768017
1967-06-01,56.6787829768017
1967-07-01,56.8845133844571
1967-08-01,56.8845133844571
1967-09-01,56.9873785882848
1967-10-01,56.9873785882848
1967-11-01,57.1931089959402
1967-12-01,57.1931089959402
1968-01-01,57.0902437921125
1968-02-01,57.1931089959402
1968-03-01,57.1931089959402
1968-04-01,56.8845133844571
1968-05-01,56.9873785882848
1968-06-01,57.0902437921125
1968-07-01,56.9873785882848
1968-08-01,56.9873785882848
1968-09-01,57.1931089959402
1968-10-01,57.1931089959402
1968-11-01,57.1931089959402
1968-12-01,57.1931089959402
1969-01-01,57.2959741997679
1969-02-01,57.2959741997679
1969-03-01,57.2959741997679
1969-04-01,57.6045707878780
1969-05-01,57.8103011955334
1969-06-01,57.8103011955334
1969-07-01,57.8103011955334
1969-08-01,58.1188968070165
1969-09-01,58.6332238027820
1969-10-01,58.7360890066097
1969-11-01,59.0446846180928
1969-12-01,59.3532802295758
1970-01-01,59.8676072253414
1970-02-01,60.2790680406522
1970-03-01,60.3819332444798
1970-04-01,60.6905298325900
1970-05-01,60.7933950364177
1970-06-01,60.5876646287624
1970-07-01,60.5876646287624
1970-08-01,60.5876646287624
1970-09-01,60.5876646287624
1970-10-01,60.4847984483075
1970-11-01,60.2790680406522
1970-12-01,60.0733376329968
1971-01-01,60.0733376329968
1971-02-01,59.8676072253414
1971-03-01,59.7647420215137
1971-04-01,60.0733376329968
1971-05-01,60.0733376329968
1971-06-01,59.9704724291691
1971-07-01,59.8676072253414
1971-08-01,60.0733376329968
1971-09-01,59.8676072253414
1971-10-01,59.7647420215137
1971-11-01,59.7647420215137
1971-12-01,59.7647420215137
1972-01-01,59.7647420215137
1972-02-01,59.8676072253414
1972-03-01,59.8676072253414
1972-04-01,60.0733376329968
1972-05-01,60.2790680406522
1972-06-01,60.2790680406522
1972-07-01,60.3819332444798
1972-08-01,60.5876646287624
1972-09-01,60.9991254440731
1972-10-01,61.4105862593838
1972-11-01,62.3363740704602
1972-12-01,63.3650270853642
1973-01-01,64.0850844887851
1973-02-01,65.1137375036891
1973-03-01,66.5538523105310
1973-04-01,67.0681783296694
1973-05-01,67.6853705292626
1973-06-01,68.5082921598841
1973-07-01,69.5369461514152
1973-08-01,70.9770599816300
1973-09-01,72.2114434041894
1973-10-01,73.7544234148589
1973-11-01,75.8117294446669
1973-12-01,81.9836475340909
1974-01-01,86.3039900013623
1974-02-01,88.0527004196872
1974-03-01,88.6698926192804
1974-04-01,89.1842186384189
1974-05-01,89.3899490460742
1974-06-01,89.8014108380121
1974-07-01,90.3157368571506
1974-08-01,90.5214672648059
1974-09-01,90.5214672648059
1974-10-01,91.0357942605715
1974-11-01,91.4472550758822
1974-12-01,91.6529864601647
1975-01-01,91.6529864601647
1975-02-01,91.3443898720546
1975-03-01,91.0357942605715
1975-04-01,91.3443898720546
1975-05-01,91.4472550758822
1975-06-01,91.0357942605715
1975-07-01,91.3443898720546
1975-08-01,91.5501212563370
1975-09-01,91.8587168678201
1975-10-01,92.1673124793032
1975-11-01,92.1673124793032
1975-12-01,92.5787742712410
1976-01-01,93.2988306980348
1976-02-01,94.1217533052835
1976-03-01,94.6360803010490
1976-04-01,95.3561367278429
1976-05-01,95.5618681121254
1976-06-01,95.9733289274361
1976-07-01,97.0019819423401
1976-08-01,97.7220393457610
1976-09-01,98.1335001610718
1976-10-01,98.3392305687271
1976-11-01,98.4420957725548
1976-12-01,98.5449619530096
1977-01-01,98.6478271568374
1977-02-01,98.7506923606650
1977-03-01,98.8535575644927
1977-04-01,99.2650183798035
1977-05-01,99.4707487874588
1977-06-01,99.2650183798035
1977-07-01,99.1621531759758
1977-08-01,99.2650183798035
1977-09-01,99.2650183798035
1977-10-01,99.4707487874588
1977-11-01,99.1621531759758
1977-12-01,98.8535575644927
1978-01-01,98.7506923606650
1978-02-01,98.7506923606650
1978-03-01,98.7506923606650
1978-04-01,98.8535575644927
1978-05-01,98.8535575644927
1978-06-01,98.8535575644927
1978-07-01,98.5449619530096
