observation_date,ULQELP01EZQ659S
1996-01-01,0.8598652103183760
1996-04-01,0.9373915056127790
1996-07-01,0.9467728899665210
1996-10-01,1.1763349094683500
1997-01-01,1.1059907834101499
1997-04-01,1.5478101352900600
1997-07-01,1.7957222921194100
1997-10-01,2.2227288270830901
1998-01-01,2.2675478577939701
1998-04-01,1.2419555154115500
1998-07-01,0.7191011235955000
1998-10-01,-0.3233719892952710
1999-01-01,0.1671309192200620
1999-04-01,0.3680160588825740
1999-07-01,1.0486390004462400
1999-10-01,2.0024611254055298
2000-01-01,1.9466073414905600
2000-04-01,2.1333333333333302
2000-07-01,1.5676749834400601
2000-10-01,1.1076990568106999
2001-01-01,1.3529732678668800
2001-04-01,1.0552654482158501
2001-07-01,0.9021739130434721
2001-10-01,0.5206638464041760
2002-01-01,-0.3875551727850220
2002-04-01,0.0107654214662397
2002-07-01,0.3447161477970510
2002-10-01,0.6582497032480870
2003-01-01,0.4322922295471870
2003-04-01,-0.0322927879440175
2003-07-01,0.1502952227589960
2003-10-01,0.4931389365351590
2004-01-01,1.2482513720004300
2004-04-01,1.6905351566706099
2004-07-01,1.2434344517097100
2004-10-01,0.8640921698314400
2005-01-01,0.5420342225528541
2005-04-01,0.4870817450232910
2005-07-01,0.9952355743779731
2005-10-01,1.0576414595452199
2006-01-01,1.4270613107822501
2006-04-01,1.6649104320337300
2006-07-01,1.3313764545550000
2006-10-01,1.8628990057561501
2007-01-01,1.5633142261594599
2007-04-01,1.2023217247097699
2007-07-01,1.0345541071798099
2007-10-01,0.5137162231583280
2008-01-01,0.4720369420215460
2008-04-01,-0.0716919295370831
2008-07-01,-0.4403030923612580
2008-10-01,-2.0443626699376400
2009-01-01,-4.4020018384230495
2009-04-01,-3.4539305114276799
2009-07-01,-2.3655250437107802
2009-10-01,-0.2608786392570240
2010-01-01,2.5641025641025701
2010-04-01,2.9723991507430898
2010-07-01,2.5808490466659499
2010-10-01,2.3226616446955402
2011-01-01,2.6979166666666798
2011-04-01,1.5154639175257800
2011-07-01,1.3863216266173799
2011-10-01,0.6952965235173820
2012-01-01,-0.3448625621259810
2012-04-01,-0.3960597136183720
2012-07-01,-0.5773321178972930
2012-10-01,-0.5178716490657910
2013-01-01,-0.4173027989821900
2013-04-01,0.3670473083197460
2013-07-01,0.4889975550122240
2013-10-01,0.8165765030111271
2014-01-01,1.1651676206050601
2014-04-01,0.4774481917919520
2014-07-01,0.4764801297647990
2014-10-01,0.5467247139819840
2015-01-01,0.8688623964437340
2015-04-01,1.1121221312304099
2015-07-01,0.9080819291696109
2015-10-01,0.8458362702648110
2016-01-01,0.5508814102564060
2016-04-01,0.1799820017998180
2016-07-01,0.3299670032996740
2016-10-01,0.6390414378432410
2017-01-01,0.6773583026197710
2017-04-01,1.2675915760055900
2017-07-01,1.4052222443691400
2017-10-01,1.4287131659886700
2018-01-01,0.6728010289898190
2018-04-01,0.3449635324265780
2018-07-01,-0.2457002457002410
2018-10-01,-0.3032377971241120
2019-01-01,0.2850122850122840
2019-04-01,0.2455554464197970
2019-07-01,0.5615763546797899
2019-10-01,0.0294348508634147
2020-01-01,-3.3222265778126201
2020-04-01,-11.6304134822653005
2020-07-01,-2.0672087782894000
2020-10-01,-2.5698871996076602
2021-01-01,1.2569690826152999
2021-04-01,12.2075618139483009
2021-07-01,2.1408563425370000
2021-10-01,2.6578073089701100
2022-01-01,2.2825107618380200
2022-04-01,1.3735177865612800
2022-07-01,0.6170421155729831
2022-10-01,0.2942041776993130
2023-01-01,-0.3523539199373560
2023-04-01,-0.7700555609708660
2023-07-01,-1.2654531295629201
