observation_date,ULQELP01ITQ657S
1981-04-01,0.82175430715641895
1981-07-01,0.23142671717427801
1981-10-01,0.49962390443223398
1982-01-01,-0.23531906066114300
1982-04-01,-0.31208664778452699
1982-07-01,-0.08903983085189100
1982-10-01,-0.23158111593035199
1983-01-01,0.38016574636565398
1983-04-01,-0.52713070086342095
1983-07-01,1.54619664061359008
1983-10-01,2.29707197419454001
1984-01-01,-0.13206681905601000
1984-04-01,0.91207455357381595
1984-07-01,0.74236011961716297
1984-10-01,-0.32205005563001199
1985-01-01,0.55581413729812801
1985-04-01,0.54793850582391401
1985-07-01,0.73552084482404001
1985-10-01,0.68626208330854499
1986-01-01,0.11381153016133000
1986-04-01,0.85334318749685001
1986-07-01,0.78802400288373697
1986-10-01,0.33105672228599398
1987-01-01,0.39538687355839802
1987-04-01,1.62461026396783992
1987-07-01,-0.03880270632434910
1987-10-01,0.99889961494747403
1988-01-01,1.21677344546463995
1988-04-01,0.06041703036217320
1988-07-01,0.80971041455950699
1988-10-01,1.42736485812884006
1989-01-01,0.34574514093224101
1989-04-01,0.54649047951523100
1989-07-01,0.83336126011891198
1989-10-01,0.35167451171346098
1990-01-01,0.18161372808774301
1990-04-01,-0.24132825101212199
1990-07-01,-0.54254885444355605
1990-10-01,-0.73744381223659605
1991-01-01,0.22591337229181699
1991-04-01,-0.10094118306805000
1991-07-01,0.72258346197625700
1991-10-01,0.16293982140867100
1992-01-01,0.42697294343942399
1992-04-01,-0.35620899441178899
1992-07-01,1.24165082875830990
1992-10-01,0.25164630383525899
1993-01-01,0.14426303351072800
1993-04-01,0.69581100198910995
1993-07-01,0.45679533999335997
1993-10-01,1.00813144916452990
1994-01-01,1.31447446304123994
1994-04-01,0.90321055903494196
1994-07-01,0.92131171628312603
1994-10-01,1.28596088493598004
1995-01-01,1.23049806383989990
1995-04-01,0.35461200894801598
1995-07-01,-0.35131337784511002
1995-10-01,0.66615952989945504
1996-01-01,0.58163957922458798
1996-04-01,-0.15865954407537500
1996-07-01,-0.23282677699395901
1996-10-01,-0.18004333601226799
1997-01-01,0.27480497992996300
1997-04-01,1.27178195301320995
1997-07-01,0.53473788320442905
1997-10-01,1.67060598555823003
1998-01-01,-1.21693175146798005
1998-04-01,0.43931518648736301
1998-07-01,-0.29218031570180902
1998-10-01,-0.74566870477862401
1999-01-01,0.48078352108908601
1999-04-01,-0.12003319970396800
1999-07-01,0.67743631306968100
1999-10-01,1.32804867079157995
2000-01-01,0.71307895791760800
2000-04-01,-0.13232602204804900
2000-07-01,-0.01498758528352750
2000-10-01,0.77997091972612798
2001-01-01,0.20283483999625199
2001-04-01,-0.27488355932427000
2001-07-01,-1.28983567371132990
2001-10-01,-0.41445250215714802
2002-01-01,-0.62810759034374297
2002-04-01,0.65894102150530698
2002-07-01,-0.53733719815430603
2002-10-01,0.07683089199369690
2003-01-01,-0.57536686326206699
2003-04-01,-0.82552768169030999
2003-07-01,-0.12035859664275300
2003-10-01,0.36774483198407398
2004-01-01,0.67518554924000496
2004-04-01,0.20370460511643201
2004-07-01,-0.54818956231257099
2004-10-01,0.03413477157532480
2005-01-01,-0.40964781643234399
2005-04-01,0.71907706376198999
2005-07-01,1.36432049729803007
2005-10-01,-0.55579443479621904
2006-01-01,-1.12437156653378989
2006-04-01,0.00948435762503670
2006-07-01,0.88434667207280304
2006-10-01,0.68982636977394896
2007-01-01,-0.22014893875130601
2007-04-01,-0.50631677378111095
2007-07-01,-0.22417888359928301
2007-10-01,-0.64718288913233901
2008-01-01,1.26950872716241991
2008-04-01,-0.91265340374283699
2008-07-01,-1.06796479254364995
2008-10-01,-2.04614498114248988
2009-01-01,-1.93384705527038991
2009-04-01,0.04342602118165760
2009-07-01,0.51528897029139897
2009-10-01,0.71245779278479004
2010-01-01,0.21192534440073499
2010-04-01,1.29985385008186993
2010-07-01,0.62617476574217001
2010-10-01,-0.01928964583635690
2011-01-01,0.23750999223658900
2011-04-01,0.15110843495327300
2011-07-01,-0.32723271501037199
2011-10-01,-0.81656592214333701
2012-01-01,-1.19323750834922993
2012-04-01,-0.99351070009144504
2012-07-01,-0.10173615869180599
2012-10-01,-0.21098349305054201
2013-01-01,-0.18435373542444000
2013-04-01,0.50722352353421596
2013-07-01,0.49546971157410102
2013-10-01,-0.22446801729164501
2014-01-01,0.00354940325656880
2014-04-01,-0.00556053440284110
2014-07-01,-0.16055456991902700
2014-10-01,-0.44931583472430903
2015-01-01,0.28903144704999401
2015-04-01,0.44404878483040899
2015-07-01,-0.55641821946168701
2015-10-01,0.23243999607846000
2016-01-01,0.04208836541236550
2016-04-01,-0.39824914955051999
2016-07-01,0.66654133817514305
2016-10-01,-0.04379122048081610
2017-01-01,-0.02305810820638930
2017-04-01,0.38001429932425401
2017-07-01,-0.10940164897800300
2017-10-01,0.66721397911482505
2018-01-01,-0.44988754276099902
2018-04-01,-0.63765601532963001
2018-07-01,0.25634388935514701
2018-10-01,0.47427607617484902
2019-01-01,-0.24624966117152600
2019-04-01,-0.15071985381883399
2019-07-01,0.10915200287135300
2019-10-01,-0.24000231157015800
2020-01-01,-5.85087486485863995
2020-04-01,-8.92096448628641880
2020-07-01,12.73744980784809933
2020-10-01,-0.94432493974150600
2021-01-01,1.98511120301725996
2021-04-01,1.69401556378313001
2021-07-01,1.87916962521955000
2021-10-01,0.37903173981878602
2022-01-01,0.17745128965007900
2022-04-01,0.29966298081588599
2022-07-01,0.45799846503612801
2022-10-01,-0.58985246192770002
2023-01-01,-0.20404825236558100
2023-04-01,-0.28031180110938803
2023-07-01,0.02558631417778710
