observation_date,ULQECU01DEQ657S
1991-04-01,4.89928344639727964
1991-07-01,1.45846565047105003
1991-10-01,1.59513943002089009
1992-01-01,3.30498017525364984
1992-04-01,2.28810452805806008
1992-07-01,3.66098287269241984
1992-10-01,-0.21270112854647699
1993-01-01,-0.26717714138074500
1993-04-01,1.91631732648782993
1993-07-01,0.90945197466764305
1993-10-01,0.86003560939584400
1994-01-01,0.84134973556160597
1994-04-01,-0.27074567637166702
1994-07-01,0.76096434910949495
1994-10-01,1.15614221557515995
1995-01-01,0.87007081005875897
1995-04-01,1.03151075977163997
1995-07-01,0.82088579051178501
1995-10-01,0.60644112967007802
1996-01-01,-0.36319807151466299
1996-04-01,-0.38105453313763599
1996-07-01,0.94487912752158698
1996-10-01,0.40940659434662302
1997-01-01,0.00692208264168550
1997-04-01,-0.30561541707320000
1997-07-01,-0.05153710070429150
1997-10-01,0.75836006139549905
1998-01-01,0.07702852839714899
1998-04-01,0.37133352851637202
1998-07-01,0.04170791262456090
1998-10-01,0.43590345741101799
1999-01-01,-0.21503540136876401
1999-04-01,1.39383096837551990
1999-07-01,-0.35340506166412300
1999-10-01,0.17368100805343001
2000-01-01,0.48671231166236700
2000-04-01,0.42507254968456298
2000-07-01,0.73673275264287896
2000-10-01,0.52202350641142303
2001-01-01,0.53127712708138397
2001-04-01,0.23891277594615401
2001-07-01,0.31842266472152297
2001-10-01,0.88449780669725397
2002-01-01,-0.52142809895901299
2002-04-01,0.26157878163253201
2002-07-01,1.05071774645631000
2002-10-01,0.59958021954889196
2003-01-01,0.10315026827686299
2003-04-01,0.32056760262898198
2003-07-01,0.75834832788298601
2003-10-01,-0.07809848437847930
2004-01-01,0.03262734098128300
2004-04-01,-0.27066992022295899
2004-07-01,0.11373607129738100
2004-10-01,0.11823889864733100
2005-01-01,0.41432142235337499
2005-04-01,-0.03782982882001220
2005-07-01,-0.21651217683890200
2005-10-01,0.00121558526176240
2006-01-01,0.89538921959159101
2006-04-01,0.04734797144664670
2006-07-01,0.57645667603543005
2006-10-01,-0.12296382325295700
2007-01-01,0.29993598488570300
2007-04-01,0.29581201893196901
2007-07-01,0.33521816589308301
2007-10-01,0.44407863481746801
2008-01-01,0.82002395628746605
2008-04-01,0.70205314774548500
2008-07-01,0.34357137200277599
2008-10-01,0.60946310142552595
2009-01-01,-0.92728785031420302
2009-04-01,-0.02538452312611910
2009-07-01,0.81425807706508202
2009-10-01,0.37536219158837197
2010-01-01,0.99630185091614998
2010-04-01,0.42246506714197002
2010-07-01,0.78690295695752199
2010-10-01,0.65802659580458001
2011-01-01,1.14882868693466000
2011-04-01,0.73742789397317798
2011-07-01,0.29970622203289998
2011-10-01,0.43705164718012801
2012-01-01,0.94124442168012501
2012-04-01,1.02898563241968000
2012-07-01,0.29526076024034598
2012-10-01,0.38623573058752603
2013-01-01,0.18404302403703901
2013-04-01,0.78567228693565405
2013-07-01,0.63816524601055802
2013-10-01,0.49895967378044098
2014-01-01,1.09720849455760994
2014-04-01,0.48924363078605998
2014-07-01,0.67121234596949098
2014-10-01,0.65037610030425397
2015-01-01,0.67828028988960798
2015-04-01,1.02490663521748004
2015-07-01,0.41721925303559199
2015-10-01,0.63049446068404202
2016-01-01,0.58017711807379901
2016-04-01,0.34945808602842199
2016-07-01,0.61550500316803802
2016-10-01,0.75741966563260099
2017-01-01,0.69114624285836102
2017-04-01,0.65102850681061697
2017-07-01,0.43585347138675701
2017-10-01,0.93140079850523205
2018-01-01,0.65488839423384204
2018-04-01,0.78496797924826101
2018-07-01,0.85586452818752101
2018-10-01,0.51577370622727403
2019-01-01,1.25787477953343996
2019-04-01,0.98532776955175005
2019-07-01,0.89938062612745595
2019-10-01,-0.27020100383019902
2020-01-01,0.45691254637344197
2020-04-01,-3.21469605479110010
2020-07-01,3.24599359847701008
2020-10-01,1.04660225947149010
2021-01-01,-0.35999627379915200
2021-04-01,0.77825193448949703
2021-07-01,2.14332470662695007
2021-10-01,0.87410747328785598
2022-01-01,1.00554183979657008
2022-04-01,-0.43211892392640000
2022-07-01,1.35770685011508996
2022-10-01,2.19414827753581010
2023-01-01,2.29025577067231989
2023-04-01,0.03790460201351830
2023-07-01,1.41851585509193989
