observation_date,EA19PRMNTO01IXOBSAM
1985-06-01,66.2414705196924
1985-07-01,66.8353530645537
1985-08-01,67.0710207410860
1985-09-01,66.9956070845957
1985-10-01,67.5800629223957
1985-11-01,67.8817175483570
1985-12-01,67.7214635283151
1986-01-01,68.4850268002797
1986-02-01,67.7214635283151
1986-03-01,67.5235026800280
1986-04-01,69.0600559310184
1986-05-01,67.7591703565602
1986-06-01,68.5792938708926
1986-07-01,68.8526683756700
1986-08-01,68.4096131437893
1986-09-01,68.6075739920764
1986-10-01,68.8432416686087
1986-11-01,68.4756000932184
1986-12-01,68.6641342344442
1987-01-01,67.1275809834537
1987-02-01,69.0129223957120
1987-03-01,68.6170006991378
1987-04-01,69.2580167793055
1987-05-01,69.7670589606153
1987-06-01,69.1260428804474
1987-07-01,69.5973782335120
1987-08-01,69.6727918900024
1987-09-01,69.9273129806572
1987-10-01,70.2761011419250
1987-11-01,70.4175017478444
1987-12-01,70.2949545560475
1988-01-01,70.8605569797250
1988-02-01,71.0773712421347
1988-03-01,71.7938009787928
1988-04-01,70.7662899091121
1988-05-01,71.8315078070380
1988-06-01,71.8220810999767
1988-07-01,71.0490911209508
1988-08-01,73.6131554416220
1988-09-01,72.8495921696574
1988-10-01,72.3028431601026
1988-11-01,73.0475530179445
1988-12-01,74.5558261477511
1989-01-01,74.6123863901189
1989-02-01,74.3578652994640
1989-03-01,74.1504777441156
1989-04-01,75.9226986716383
1989-05-01,73.3774877650897
1989-06-01,76.0263924493125
1989-07-01,75.2156956420415
1989-08-01,77.9305872756933
1989-09-01,76.0640992775577
1989-10-01,76.6579818224190
1989-11-01,76.6391284082964
1989-12-01,77.4309718014449
1990-01-01,77.4498252155675
1990-02-01,78.8638312747611
1990-03-01,78.0437077604288
1990-04-01,78.5338965276160
1990-05-01,78.4961896993708
1990-06-01,77.6760661850385
1990-07-01,78.1379748310417
1990-08-01,78.5810300629224
1990-09-01,79.0052318806805
1990-10-01,79.3163132137031
1990-11-01,78.3736425075740
1990-12-01,79.3068865066418
1991-01-01,80.9000000000000
1991-02-01,79.7000000000000
1991-03-01,79.4000000000000
1991-04-01,78.7000000000000
1991-05-01,78.1000000000000
1991-06-01,80.0000000000000
1991-07-01,78.6000000000000
1991-08-01,78.5000000000000
1991-09-01,78.6000000000000
1991-10-01,78.9000000000000
1991-11-01,79.8000000000000
1991-12-01,79.1000000000000
1992-01-01,80.1000000000000
1992-02-01,80.6000000000000
1992-03-01,79.6000000000000
1992-04-01,79.4000000000000
1992-05-01,79.1000000000000
1992-06-01,78.2000000000000
1992-07-01,77.2000000000000
1992-08-01,77.1000000000000
1992-09-01,76.3000000000000
1992-10-01,76.4000000000000
1992-11-01,75.8000000000000
1992-12-01,74.5000000000000
1993-01-01,74.9000000000000
1993-02-01,73.9000000000000
1993-03-01,73.8000000000000
1993-04-01,73.5000000000000
1993-05-01,73.3000000000000
1993-06-01,72.8000000000000
1993-07-01,72.6000000000000
1993-08-01,73.4000000000000
1993-09-01,73.6000000000000
1993-10-01,73.9000000000000
1993-11-01,73.6000000000000
1993-12-01,74.0000000000000
1994-01-01,74.3000000000000
1994-02-01,75.3000000000000
1994-03-01,75.5000000000000
1994-04-01,76.6000000000000
1994-05-01,76.5000000000000
1994-06-01,77.1000000000000
1994-07-01,77.3000000000000
1994-08-01,77.6000000000000
1994-09-01,77.8000000000000
1994-10-01,78.9000000000000
1994-11-01,79.8000000000000
1994-12-01,80.7000000000000
1995-01-01,79.9000000000000
1995-02-01,80.2000000000000
1995-03-01,79.8000000000000
1995-04-01,80.1000000000000
1995-05-01,80.5000000000000
1995-06-01,80.1000000000000
1995-07-01,80.1000000000000
1995-08-01,80.0000000000000
1995-09-01,80.6000000000000
1995-10-01,79.7000000000000
1995-11-01,79.8000000000000
1995-12-01,80.8000000000000
1996-01-01,79.8000000000000
1996-02-01,79.2000000000000
1996-03-01,79.3000000000000
1996-04-01,78.9000000000000
1996-05-01,79.7000000000000
1996-06-01,80.0000000000000
1996-07-01,79.2000000000000
1996-08-01,80.2000000000000
1996-09-01,80.2000000000000
1996-10-01,79.6000000000000
1996-11-01,80.5000000000000
1996-12-01,80.1000000000000
1997-01-01,80.2000000000000
1997-02-01,81.1000000000000
1997-03-01,82.4000000000000
1997-04-01,83.1000000000000
1997-05-01,82.0000000000000
1997-06-01,83.8000000000000
1997-07-01,84.5000000000000
1997-08-01,84.5000000000000
1997-09-01,84.4000000000000
1997-10-01,85.6000000000000
1997-11-01,85.3000000000000
1997-12-01,86.2000000000000
1998-01-01,86.8000000000000
1998-02-01,87.1000000000000
1998-03-01,87.1000000000000
1998-04-01,87.3000000000000
1998-05-01,87.8000000000000
1998-06-01,87.3000000000000
1998-07-01,88.2000000000000
1998-08-01,86.7000000000000
1998-09-01,87.2000000000000
1998-10-01,87.4000000000000
1998-11-01,86.8000000000000
1998-12-01,85.4000000000000
1999-01-01,87.9000000000000
1999-02-01,86.4000000000000
1999-03-01,86.6000000000000
1999-04-01,87.2000000000000
1999-05-01,87.4000000000000
1999-06-01,88.1000000000000
1999-07-01,88.8000000000000
1999-08-01,88.5000000000000
1999-09-01,89.6000000000000
1999-10-01,90.5000000000000
1999-11-01,90.8000000000000
1999-12-01,90.3000000000000
2000-01-01,89.9000000000000
2000-02-01,91.3000000000000
2000-03-01,91.8000000000000
2000-04-01,92.7000000000000
2000-05-01,94.2000000000000
2000-06-01,93.1000000000000
2000-07-01,93.9000000000000
2000-08-01,94.2000000000000
2000-09-01,94.5000000000000
2000-10-01,94.7000000000000
2000-11-01,95.8000000000000
2000-12-01,96.8000000000000
2001-01-01,95.5000000000000
2001-02-01,96.0000000000000
2001-03-01,95.4000000000000
2001-04-01,93.6000000000000
2001-05-01,94.2000000000000
2001-06-01,94.7000000000000
2001-07-01,92.5000000000000
2001-08-01,95.0000000000000
2001-09-01,93.5000000000000
2001-10-01,92.5000000000000
2001-11-01,91.3000000000000
2001-12-01,91.8000000000000
2002-01-01,92.2000000000000
2002-02-01,92.8000000000000
2002-03-01,93.5000000000000
2002-04-01,93.0000000000000
2002-05-01,93.2000000000000
2002-06-01,93.9000000000000
2002-07-01,92.9000000000000
2002-08-01,93.7000000000000
2002-09-01,93.7000000000000
2002-10-01,93.0000000000000
2002-11-01,94.3000000000000
2002-12-01,92.4000000000000
2003-01-01,93.7000000000000
2003-02-01,93.3000000000000
2003-03-01,93.4000000000000
2003-04-01,93.5000000000000
2003-05-01,92.0000000000000
2003-06-01,92.0000000000000
2003-07-01,93.7000000000000
2003-08-01,91.9000000000000
2003-09-01,92.2000000000000
2003-10-01,94.2000000000000
2003-11-01,94.5000000000000
2003-12-01,94.5000000000000
2004-01-01,94.1000000000000
2004-02-01,94.9000000000000
2004-03-01,94.6000000000000
2004-04-01,95.5000000000000
2004-05-01,95.5000000000000
2004-06-01,95.8000000000000
2004-07-01,96.7000000000000
2004-08-01,93.7000000000000
2004-09-01,95.8000000000000
2004-10-01,96.4000000000000
2004-11-01,95.0000000000000
2004-12-01,94.9000000000000
2005-01-01,96.5000000000000
2005-02-01,95.5000000000000
2005-03-01,95.5000000000000
2005-04-01,97.2000000000000
2005-05-01,95.8000000000000
2005-06-01,96.6000000000000
2005-07-01,97.3000000000000
2005-08-01,96.5000000000000
2005-09-01,97.9000000000000
2005-10-01,98.1000000000000
2005-11-01,99.5000000000000
2005-12-01,98.3000000000000
2006-01-01,98.8000000000000
2006-02-01,98.7000000000000
2006-03-01,99.4000000000000
2006-04-01,100.1000000000000
2006-05-01,102.1000000000000
2006-06-01,101.8000000000000
2006-07-01,101.6000000000000
2006-08-01,102.4000000000000
2006-09-01,102.5000000000000
2006-10-01,102.3000000000000
2006-11-01,103.0000000000000
2006-12-01,105.1000000000000
2007-01-01,104.7000000000000
2007-02-01,105.2000000000000
2007-03-01,105.7000000000000
2007-04-01,104.2000000000000
2007-05-01,106.0000000000000
2007-06-01,105.8000000000000
2007-07-01,106.1000000000000
2007-08-01,107.0000000000000
2007-09-01,106.3000000000000
2007-10-01,107.0000000000000
2007-11-01,106.0000000000000
2007-12-01,107.2000000000000
2008-01-01,108.7000000000000
2008-02-01,108.5000000000000
2008-03-01,107.4000000000000
2008-04-01,108.1000000000000
2008-05-01,105.5000000000000
2008-06-01,105.5000000000000
2008-07-01,104.5000000000000
2008-08-01,104.3000000000000
2008-09-01,102.9000000000000
2008-10-01,100.4000000000000
2008-11-01,96.6000000000000
2008-12-01,93.0000000000000
2009-01-01,88.4000000000000
2009-02-01,86.3000000000000
2009-03-01,85.5000000000000
2009-04-01,84.6000000000000
2009-05-01,86.6000000000000
2009-06-01,86.8000000000000
2009-07-01,86.9000000000000
2009-08-01,87.0000000000000
2009-09-01,89.5000000000000
2009-10-01,88.9000000000000
2009-11-01,89.3000000000000
2009-12-01,89.2000000000000
2010-01-01,90.3000000000000
2010-02-01,90.0000000000000
2010-03-01,92.2000000000000
2010-04-01,92.6000000000000
2010-05-01,94.0000000000000
2010-06-01,95.0000000000000
2010-07-01,94.2000000000000
2010-08-01,95.0000000000000
2010-09-01,95.6000000000000
2010-10-01,96.2000000000000
2010-11-01,97.1000000000000
2010-12-01,97.4000000000000
2011-01-01,97.6000000000000
2011-02-01,98.9000000000000
2011-03-01,98.9000000000000
2011-04-01,99.0000000000000
2011-05-01,99.5000000000000
2011-06-01,98.1000000000000
2011-07-01,99.0000000000000
2011-08-01,99.2000000000000
2011-09-01,98.1000000000000
2011-10-01,97.9000000000000
2011-11-01,98.1000000000000
2011-12-01,97.7000000000000
2012-01-01,96.7000000000000
2012-02-01,96.5000000000000
2012-03-01,97.6000000000000
2012-04-01,95.8000000000000
2012-05-01,97.1000000000000
2012-06-01,96.2000000000000
2012-07-01,96.7000000000000
2012-08-01,97.5000000000000
2012-09-01,95.5000000000000
2012-10-01,94.7000000000000
2012-11-01,93.9000000000000
2012-12-01,94.5000000000000
2013-01-01,94.0000000000000
2013-02-01,93.9000000000000
2013-03-01,94.5000000000000
2013-04-01,95.1000000000000
2013-05-01,95.5000000000000
2013-06-01,95.8000000000000
2013-07-01,94.9000000000000
2013-08-01,95.5000000000000
2013-09-01,95.7000000000000
2013-10-01,95.2000000000000
2013-11-01,96.6000000000000
2013-12-01,96.6000000000000
2014-01-01,96.6000000000000
2014-02-01,97.5000000000000
2014-03-01,97.0000000000000
2014-04-01,98.6000000000000
2014-05-01,97.3000000000000
2014-06-01,96.7000000000000
2014-07-01,98.0000000000000
2014-08-01,95.8000000000000
2014-09-01,97.0000000000000
2014-10-01,96.8000000000000
2014-11-01,96.6000000000000
2014-12-01,98.0000000000000
2015-01-01,97.4000000000000
2015-02-01,99.9000000000000
2015-03-01,100.0000000000000
2015-04-01,99.5000000000000
2015-05-01,100.3000000000000
2015-06-01,100.6000000000000
2015-07-01,100.7000000000000
2015-08-01,100.0000000000000
2015-09-01,100.3000000000000
2015-10-01,100.4000000000000
2015-11-01,100.0000000000000
2015-12-01,100.8000000000000
2016-01-01,103.5000000000000
2016-02-01,101.3000000000000
2016-03-01,100.2000000000000
2016-04-01,101.9000000000000
2016-05-01,100.3000000000000
2016-06-01,101.7000000000000
2016-07-01,101.5000000000000
2016-08-01,101.5000000000000
2016-09-01,101.5000000000000
2016-10-01,102.4000000000000
2016-11-01,102.7000000000000
2016-12-01,102.6000000000000
2017-01-01,101.7000000000000
2017-02-01,103.0000000000000
2017-03-01,102.8000000000000
2017-04-01,103.7000000000000
2017-05-01,104.0000000000000
2017-06-01,103.4000000000000
2017-07-01,105.3000000000000
2017-08-01,106.0000000000000
2017-09-01,105.6000000000000
2017-10-01,106.0000000000000
2017-11-01,108.5000000000000
2017-12-01,108.9000000000000
2018-01-01,107.1000000000000
2018-02-01,105.2000000000000
2018-03-01,105.3000000000000
2018-04-01,105.8000000000000
2018-05-01,107.4000000000000
2018-06-01,106.9000000000000
2018-07-01,105.3000000000000
2018-08-01,107.1000000000000
2018-09-01,106.2000000000000
2018-10-01,107.0000000000000
2018-11-01,104.9000000000000
2018-12-01,105.4000000000000
2019-01-01,106.4000000000000
2019-02-01,106.4000000000000
2019-03-01,106.6000000000000
2019-04-01,106.1000000000000
2019-05-01,106.4000000000000
2019-06-01,104.9000000000000
2019-07-01,104.7000000000000
2019-08-01,105.2000000000000
2019-09-01,105.3000000000000
2019-10-01,106.1000000000000
2019-11-01,104.2000000000000
2019-12-01,102.6000000000000
2020-01-01,105.4000000000000
2020-02-01,104.8000000000000
2020-03-01,92.8000000000000
2020-04-01,74.1000000000000
2020-05-01,84.9000000000000
2020-06-01,93.3000000000000
2020-07-01,98.4000000000000
2020-08-01,98.4000000000000
2020-09-01,98.8000000000000
2020-10-01,102.3000000000000
2020-11-01,105.5000000000000
2020-12-01,106.1000000000000
2021-01-01,107.1000000000000
2021-02-01,105.4000000000000
2021-03-01,106.5000000000000
2021-04-01,107.7000000000000
2021-05-01,105.8000000000000
2021-06-01,104.5000000000000
2021-07-01,107.4000000000000
2021-08-01,104.5000000000000
2021-09-01,105.1000000000000
2021-10-01,105.5000000000000
2021-11-01,106.4000000000000
2021-12-01,111.8000000000000
2022-01-01,108.6000000000000
2022-02-01,109.2000000000000
2022-03-01,108.4000000000000
2022-04-01,106.9000000000000
2022-05-01,110.8000000000000
2022-06-01,110.1000000000000
2022-07-01,106.8000000000000
2022-08-01,110.8000000000000
2022-09-01,111.4000000000000
2022-10-01,110.7000000000000
2022-11-01,111.3000000000000
2022-12-01,109.8000000000000
2023-01-01,110.5000000000000
2023-02-01,112.3000000000000
2023-03-01,106.3000000000000
2023-04-01,108.1000000000000
2023-05-01,108.3000000000000
2023-06-01,109.5000000000000
2023-07-01,104.9000000000000
2023-08-01,105.1000000000000
2023-09-01,104.5000000000000
2023-10-01,104.0000000000000
