observation_date,ULQELP01CAQ659S
1962-01-01,5.65569645729962023
1962-04-01,3.96324568507283059
1962-07-01,3.28144787005803007
1962-10-01,5.09019366496466041
1963-01-01,3.25852554841381981
1963-04-01,4.17404518703945993
1963-07-01,2.19865148108856978
1963-10-01,1.93495048939836001
1964-01-01,3.21798439549755999
1964-04-01,2.61157032809934009
1964-07-01,3.89151392664167028
1964-10-01,1.71590376067967010
1965-01-01,1.74920534644570003
1965-04-01,2.03504433048227007
1965-07-01,2.09919452675130991
1965-10-01,3.69090201221446002
1966-01-01,1.17569554022850009
1966-04-01,2.49063061175611988
1966-07-01,0.86271967322819498
1966-10-01,-0.06442272939768449
1967-01-01,-0.25855506614168799
1967-04-01,0.08399482031468630
1967-07-01,0.39368748481536497
1967-10-01,0.61043232211674903
1968-01-01,2.69662899728515981
1968-04-01,2.67562527655860993
1968-07-01,3.60489217347499036
1968-10-01,3.12973944636304990
1969-01-01,2.31163455584467004
1969-04-01,0.43176350998273999
1969-07-01,1.73830392352868990
1969-10-01,2.82091878438914012
1970-01-01,3.09779677231780015
1970-04-01,2.33575909828799011
1970-07-01,1.69346166964394995
1970-10-01,0.22284904270089301
1971-01-01,-1.21935572859184993
1971-04-01,2.16140056069230013
1971-07-01,2.58363779635114987
1971-10-01,2.94305136136738010
1972-01-01,3.08600558779101020
1972-04-01,2.93512392507685016
1972-07-01,1.13637022087503992
1972-10-01,2.75746164613650979
1973-01-01,4.11115663394436037
1973-04-01,0.72579107644708296
1973-07-01,1.79372467974724992
1973-10-01,0.54217572088635302
1974-01-01,-0.59304567691073395
1974-04-01,0.59530807696584098
1974-07-01,-0.96769986276561604
1974-10-01,-2.42393281131881011
1975-01-01,-1.61114270835043993
1975-04-01,-1.73844279578516003
1975-07-01,0.68686318843598304
1975-10-01,1.66385462296147990
1976-01-01,0.62711186105127603
1976-04-01,1.78724574670583003
1976-07-01,0.40446085606055099
1976-10-01,0.27100235904480702
1977-01-01,2.14925969221925017
1977-04-01,0.90874734900487197
1977-07-01,1.16640294802410005
1977-10-01,2.50436887725600021
1978-01-01,1.56952523073848993
1978-04-01,1.05937689379848998
1978-07-01,0.53437383089625001
1978-10-01,-0.72293179042113098
1979-01-01,-0.96670898144483997
1979-04-01,-0.29494190722866798
1979-07-01,-0.56073136085696496
1979-10-01,-0.64217672083029997
1980-01-01,-0.26986570782451502
1980-04-01,-0.91605723363626101
1980-07-01,-1.10148709029298009
1980-10-01,-0.62694319806370202
1981-01-01,0.13768987421987000
1981-04-01,0.75224040383831303
1981-07-01,0.59775489078519595
1981-10-01,0.51670116805653599
1982-01-01,-0.66463048990867901
1982-04-01,-0.72815341916862197
1982-07-01,0.77149469412542604
1982-10-01,0.38861858771033198
1983-01-01,1.79081187975285006
1983-04-01,2.22366391029424992
1983-07-01,1.25670389509776004
1983-10-01,2.39084676448459010
1984-01-01,2.77215139733353988
1984-04-01,3.51125560873333997
1984-07-01,3.27527146001161995
1984-10-01,3.64249975778712010
1985-01-01,2.70889174220928997
1985-04-01,0.74707351343971395
1985-07-01,1.67595599775065995
1985-10-01,1.09938923289795998
1986-01-01,-0.42350921424175703
1986-04-01,-0.04050119726524580
1986-07-01,-0.51109522986598599
1986-10-01,-2.23537931337043982
1987-01-01,0.39945273247367502
1987-04-01,0.68224810245881096
1987-07-01,1.44696921940490997
1987-10-01,2.68462773416448996
1988-01-01,1.52175772263186992
1988-04-01,1.88457621361315009
1988-07-01,0.91437479678482703
1988-10-01,0.87886465294265803
1989-01-01,0.28621260474348897
1989-04-01,0.01662508376192460
1989-07-01,0.30458887817569402
1989-10-01,-0.27628320928651301
1990-01-01,0.13043130902213501
1990-04-01,-0.54808008462865099
1990-07-01,-1.07109593610141007
1990-10-01,-0.56385317419414305
1991-01-01,-1.35887430855196989
1991-04-01,-0.62473007162882599
1991-07-01,0.06219492559170180
1991-10-01,0.54792542080172002
1992-01-01,1.49734400465855000
1992-04-01,1.65180241933967009
1992-07-01,2.18320503992920978
1992-10-01,2.24841497137103996
1993-01-01,1.90020387595790008
1993-04-01,2.41447484276053981
1993-07-01,2.27076155585434014
1993-10-01,1.87707251465898994
1994-01-01,2.81128159870308014
1994-04-01,2.48600072803419980
1994-07-01,2.19071127093542017
1994-10-01,2.05192556169909013
1995-01-01,1.45913621986136000
1995-04-01,0.88999893931865204
1995-07-01,0.51662122847305902
1995-10-01,0.64245984593840300
1996-01-01,-0.17230455496792699
1996-04-01,0.23010921297906201
1996-07-01,1.03550802945229004
1996-10-01,1.68934750411301993
1997-01-01,2.47739992176071011
1997-04-01,2.51077232046315002
1997-07-01,1.89532423832801000
1997-10-01,1.53864025235503998
1998-01-01,2.05242832276851983
1998-04-01,0.99866891781554401
1998-07-01,1.03590837146585990
1998-10-01,1.36711437775878997
1999-01-01,1.54978575670868990
1999-04-01,2.40993206364372003
1999-07-01,3.12852944711814995
1999-10-01,3.03416945270349014
2000-01-01,2.62314775612286022
2000-04-01,3.09759967909930012
2000-07-01,2.99620156048424002
2000-10-01,1.81306614970350011
2001-01-01,1.44948012001915005
2001-04-01,0.66763212804780103
2001-07-01,-0.29668502830463001
2001-10-01,0.65632404232639197
2002-01-01,1.14246971841684997
2002-04-01,0.65051690043425203
2002-07-01,0.74401373284343697
2002-10-01,0.23325704919546400
2003-01-01,-0.87080836483323198
2003-04-01,-0.60933267191049600
2003-07-01,-0.44853303660643001
2003-10-01,-0.49293129848145500
2004-01-01,0.08696652582979920
2004-04-01,1.03336563484423993
2004-07-01,1.87892977768812997
2004-10-01,2.36475107969451992
2005-01-01,2.08856404350837010
2005-04-01,1.84213640717999994
