observation_date,USAPIEAMP01GYM
1956-10-01,3.9215669546
1956-11-01,4.2483645113
1956-12-01,4.2483645113
1957-01-01,4.5602591892
1957-02-01,4.5454531452
1957-03-01,3.8834934717
1957-04-01,4.1935468166
1957-05-01,3.5256391860
1957-06-01,3.5143752212
1957-07-01,4.1533531234
1957-08-01,3.8216543768
1957-09-01,3.1545755944
1957-10-01,2.8301900242
1957-11-01,3.1347976822
1957-12-01,3.4482774141
1958-01-01,3.4267928704
1958-02-01,3.1055914789
1958-03-01,4.0498461032
1958-04-01,2.7863790131
1958-05-01,2.7863790131
1958-06-01,2.4691369342
1958-07-01,1.8404916511
1958-08-01,1.8404916511
1958-09-01,1.5290526747
1958-10-01,1.5290526747
1958-11-01,0.9118545224
1958-12-01,0.3030304615
1959-01-01,0.0000000000
1959-02-01,0.0000000000
1959-03-01,-0.5988026471
1959-04-01,0.0000000000
1959-05-01,0.0000000000
1959-06-01,-0.3012049758
1959-07-01,-0.3012049758
1959-08-01,-0.6024099517
1959-09-01,0.6024098935
1959-10-01,-0.3012049758
1959-11-01,-0.6024099517
1959-12-01,-0.3021149611
1960-01-01,0.0000000000
1960-02-01,-0.3012049758
1960-03-01,0.6024098935
1960-04-01,0.6024098935
1960-05-01,0.3012049176
1960-06-01,0.6042298639
1960-07-01,1.2084597278
1960-08-01,1.2121217874
1960-09-01,0.0000000000
1960-10-01,1.8126896500
1960-11-01,2.1212131133
1960-12-01,1.8181826518
1961-01-01,1.5060247628
1961-02-01,1.8126896500
1961-03-01,0.5988026471
1961-04-01,-0.2994013525
1961-05-01,-0.3003003981
1961-06-01,-0.3003003981
1961-07-01,-0.5970151759
1961-08-01,0.0000000000
1961-09-01,-0.2994013525
1961-10-01,-1.1869441720
1961-11-01,-0.8902081147
1961-12-01,-0.5952383441
1962-01-01,-0.2967360573
1962-02-01,-0.2967360573
1962-03-01,-0.2976192008
1962-04-01,0.3003004561
1962-05-01,0.3012049176
1962-06-01,0.3012049176
1962-07-01,0.3003004561
1962-08-01,0.2994012946
1962-09-01,1.5015021644
1962-10-01,0.9009013103
1962-11-01,0.5988026471
1962-12-01,0.2994012946
1963-01-01,-0.2976192008
1963-02-01,-0.5952383441
1963-03-01,-0.5970151759
1963-04-01,-0.5988026471
1963-05-01,0.0000000000
1963-06-01,0.3003004561
1963-07-01,0.2994012946
1963-08-01,-0.2985075591
1963-09-01,-1.1834324445
1963-10-01,-0.2976192008
1963-11-01,-0.2976192008
1963-12-01,-0.2985075591
1964-01-01,0.2985076168
1964-02-01,0.2994012946
1964-03-01,0.3003004561
1964-04-01,0.6024098935
1964-05-01,0.3003004561
1964-06-01,0.2994012946
1964-07-01,0.2985076168
1964-08-01,0.5988026471
1964-09-01,0.5988026471
1964-10-01,0.2985076168
1964-11-01,0.2985076168
1964-12-01,0.5988026471
1965-01-01,0.2976192008
1965-02-01,0.5970152336
1965-03-01,0.8982039995
1965-04-01,1.4970066466
1965-05-01,1.7964079412
1965-06-01,2.0895500873
1965-07-01,1.7857119842
1965-08-01,1.7857119842
1965-09-01,2.0833311275
1965-10-01,2.3809503283
1965-11-01,2.6785694716
1965-12-01,3.2738078157
1966-01-01,3.2640932475
1966-02-01,3.8575653048
1966-03-01,3.8575653048
1966-04-01,3.2448360522
1966-05-01,2.9411746736
1966-06-01,2.3391823175
1966-07-01,2.9239778969
1966-08-01,3.5087735327
1966-09-01,3.7900892147
1966-10-01,3.1976758478
1966-11-01,2.8985520478
1966-12-01,2.0172920266
1967-01-01,2.0114951519
1967-02-01,1.1428576902
1967-03-01,0.8571432539
1967-04-01,0.5714288175
1967-05-01,1.1428576902
1967-06-01,2.0000008889
1967-07-01,1.7045462393
1967-08-01,0.8474579602
1967-09-01,0.5617979904
1967-10-01,0.8450708083
1967-11-01,0.8450708083
1967-12-01,1.6949159750
1968-01-01,1.6901416167
1968-02-01,2.5423739898
1968-03-01,2.8328624534
1968-04-01,3.1250014205
1968-05-01,3.1073430337
1968-06-01,2.8011187612
1968-07-01,2.7932944031
1968-08-01,2.8011187612
1968-09-01,3.0726241025
1968-10-01,3.0726241025
1968-11-01,3.6312836093
1968-12-01,3.0555540151
1969-01-01,3.3240982712
1969-02-01,2.7548192569
1969-03-01,3.3057836725
1969-04-01,3.3057836725
1969-05-01,3.5616454848
1969-06-01,3.5422359641
1969-07-01,3.8043495407
1969-08-01,3.8147156213
1969-09-01,3.5230368449
1969-10-01,4.0650425012
1969-11-01,4.3126675708
1969-12-01,4.8517513623
1970-01-01,4.8257365984
1970-02-01,4.8257365984
1970-03-01,4.5333325704
1970-04-01,3.9999990085
1970-05-01,3.4391521651
1970-06-01,3.1578933761
1970-07-01,3.1413598960
1970-08-01,2.8871376624
1970-09-01,3.1413598960
1970-10-01,2.8645818893
1970-11-01,2.5839805193
1970-12-01,2.0565562232
1971-01-01,2.3017913617
1971-02-01,2.8133005367
1971-03-01,2.8061236965
1971-04-01,3.3333348182
1971-05-01,3.5805642745
1971-06-01,3.5714301771
1971-07-01,3.0456866488
1971-08-01,3.8265323537
1971-09-01,3.0456866488
1971-10-01,2.7848113547
1971-11-01,2.5188928196
1971-12-01,3.2745606265
1972-01-01,2.9999987193
1972-02-01,2.9850733462
1972-03-01,2.7295271749
1972-04-01,2.4813880880
1972-05-01,2.4691343145
1972-06-01,2.7093582458
1972-07-01,3.4482747887
1972-08-01,3.1941019923
1972-09-01,3.6945803347
1972-10-01,3.2019692902
1972-11-01,3.6855026896
1972-12-01,3.9024381976
1973-01-01,4.6116525804
1973-02-01,5.5555555322
1973-03-01,7.2463775503
1973-04-01,8.2324467417
1973-05-01,8.4337362660
1973-06-01,8.8729031387
1973-07-01,8.3333345986
1973-08-01,11.9047622926
1973-09-01,11.1638954841
1973-10-01,11.6945109659
1973-11-01,11.3744077416
1973-12-01,11.7370894623
1974-01-01,13.6890938016
1974-02-01,14.1876447118
1974-03-01,13.0630641974
1974-04-01,13.1991040145
1974-05-01,13.7777768754
1974-06-01,12.9955935119
1974-07-01,16.0439538683
1974-08-01,14.2553188041
1974-09-01,15.8119662019
1974-10-01,18.1623923526
1974-11-01,19.5744678951
1974-12-01,18.2773101693
1975-01-01,15.9183680895
1975-02-01,13.8276550895
1975-03-01,12.7490033332
1975-04-01,12.6482229362
1975-05-01,12.1093763410
1975-06-01,12.8654967414
1975-07-01,10.9848495235
1975-08-01,9.3109872278
1975-09-01,9.2250924734
1975-10-01,8.3182640093
1975-11-01,6.5836290886
1975-12-01,6.5719352840
1976-01-01,5.8098580305
1976-02-01,5.4577452050
1976-03-01,5.8303875729
1976-04-01,5.7894725890
1976-05-01,5.2264794955
1976-06-01,4.6632127055
1976-07-01,3.7542660720
1976-08-01,3.4071547713
1976-09-01,2.8716211255
1976-10-01,2.8380647258
1976-11-01,3.1719546878
1976-12-01,3.8333333116
1977-01-01,4.1597339301
1977-02-01,5.5091827446
1977-03-01,6.1769626687
1977-04-01,6.3018253073
1977-05-01,6.9536420646
1977-06-01,6.7656761522
1977-07-01,6.9078943998
1977-08-01,7.0840194905
1977-09-01,7.2249587475
1977-10-01,7.1428569076
1977-11-01,7.1197408560
1977-12-01,6.7415744198
1978-01-01,7.1884982922
1978-02-01,6.9620250926
1978-03-01,6.6037732401
1978-04-01,7.1762869504
1978-05-01,7.2755418385
1978-06-01,7.8825351137
1978-07-01,8.3076928416
1978-08-01,8.0000004008
1978-09-01,8.2695257818
1978-10-01,8.4848475027
1978-11-01,8.6102709920
1978-12-01,9.3233076490
1979-01-01,9.8360669094
1979-02-01,10.3550295902
1979-03-01,10.7669618160
1979-04-01,10.4803493980
1979-05-01,10.2453103674
1979-06-01,9.8853867838
1979-07-01,10.0852272927
1979-08-01,11.1111115852
1979-09-01,12.0226302297
1979-10-01,12.4301688359
1979-11-01,12.9346314310
1979-12-01,12.7922970755
1980-01-01,13.2971493822
1980-02-01,13.5388744813
1980-03-01,13.8482029980
1980-04-01,13.7022389439
1980-05-01,13.4816759958
1980-06-01,13.8200789848
1980-07-01,14.5806449277
1980-08-01,14.8717947492
1980-09-01,13.1313137452
1980-10-01,13.0434775386
1980-11-01,12.4384240946
1980-12-01,11.8292684735
1981-01-01,11.3772456114
1981-02-01,10.7438014809
1981-03-01,10.8771928911
1981-04-01,10.8922364186
1981-05-01,10.8419838645
1981-06-01,10.4238257084
1981-07-01,9.1216221581
1981-08-01,7.9241071644
1981-09-01,7.9241071644
1981-10-01,7.4725273551
1981-11-01,7.2289154630
1981-12-01,7.0883312449
1982-01-01,6.4516135514
1982-02-01,5.5437102532
1982-03-01,4.2194089296
1982-04-01,3.2392898005
1982-05-01,3.0176901642
1982-06-01,3.4232358821
1982-07-01,3.6119705549
1982-08-01,4.0330916660
1982-09-01,3.6194410246
1982-10-01,3.4764831101
1982-11-01,3.6772222329
1982-12-01,3.5641553038
1983-01-01,2.2222221541
1983-02-01,2.2222221541
1983-03-01,2.2267205815
1983-04-01,2.1255059731
1983-05-01,2.3232323079
1983-06-01,1.9057180063
1983-07-01,1.3944229299
1983-08-01,1.3916496788
1983-09-01,1.3972062104
1983-10-01,1.2845845260
1983-11-01,0.6896544472
1983-12-01,0.5899697449
1984-01-01,1.9762844355
1984-02-01,2.3715415211
1984-03-01,2.7722774374
1984-04-01,2.8741330484
1984-05-01,2.3692004128
1984-06-01,2.0669290136
1984-07-01,2.3575638634
1984-08-01,1.7647066852
1984-09-01,1.5748028107
1984-10-01,1.3658542664
1984-11-01,1.9569480469
1984-12-01,1.6617798275
1985-01-01,0.8720934061
1985-02-01,0.5791508449
1985-03-01,0.2890174547
1985-04-01,0.5780349281
1985-05-01,1.0607516247
1985-06-01,1.0607516247
1985-07-01,0.8637229824
1985-08-01,0.7707122321
1985-09-01,0.0968992757
1985-10-01,1.0587097722
1985-11-01,1.3435696443
1985-12-01,1.8269228774
1986-01-01,1.3448603164
1986-02-01,-0.1516754991
1986-03-01,-1.6564682317
1986-04-01,-2.3380919259
1986-05-01,-2.4127183322
1986-06-01,-2.4127183322
1986-07-01,-3.3849206905
1986-08-01,-3.0226553826
1986-09-01,-1.6005864367
1986-10-01,-2.5985989667
1986-11-01,-3.0533930520
1986-12-01,-3.3280294583
1987-01-01,-2.1717670441
1987-02-01,-0.4004004066
1987-03-01,1.2207527978
1987-04-01,2.3493360563
1987-05-01,2.4439918539
1987-06-01,2.7494908404
1987-07-01,3.8974359012
1987-08-01,4.3121149809
1987-09-01,3.7909836086
1987-10-01,3.8696537718
1987-11-01,3.9674465976
1987-12-01,3.8657171962
1988-01-01,3.3299697425
1988-02-01,3.1155778823
1988-03-01,3.3165829106
1988-04-01,3.1936127877
1988-05-01,3.2803180875
1988-06-01,3.3696729410
1988-07-01,3.5538005927
1988-08-01,3.4448818891
1988-09-01,3.7512339437
1988-10-01,3.5294117653
1988-11-01,3.8160469718
1988-12-01,4.2115572899
1989-01-01,4.9804687370
1989-02-01,5.1656920167
1989-03-01,5.5447470785
1989-04-01,5.8027079312
1989-05-01,5.9672762316
1989-06-01,5.5608820691
1989-07-01,4.7664442184
1989-08-01,4.2816365509
1989-09-01,4.5670789735
1989-10-01,4.9242424310
1989-11-01,4.4297832224
1989-12-01,4.3233082688
1990-01-01,4.8372093093
1990-02-01,3.9851714486
1990-03-01,3.5023041513
1990-04-01,2.9250456986
1990-05-01,2.7247956493
1990-06-01,2.7247956493
1990-07-01,3.0027297677
1990-08-01,4.5620437820
1990-09-01,5.7324840820
1990-10-01,6.5884476388
1990-11-01,6.6787003478
1990-12-01,5.5855855898
1991-01-01,3.7267080670
1991-02-01,3.5650623950
1991-03-01,2.6714158593
1991-04-01,2.4866785140
1991-05-01,2.2104332301
1991-06-01,2.2104332301
1991-07-01,1.9434628950
1991-08-01,0.9598603828
1991-09-01,-0.4302926057
1991-10-01,-1.4394580776
1991-11-01,-1.4382402619
1991-12-01,-1.0238907852
1992-01-01,-0.8554319907
1992-02-01,0.0860585211
1992-03-01,0.9540329563
1992-04-01,1.2998266779
1992-05-01,1.7301038174
1992-06-01,1.9896193924
1992-07-01,2.0797227039
1992-08-01,1.6421780564
1992-09-01,1.6421780564
1992-10-01,1.6323023991
1992-11-01,1.4592274587
1992-12-01,1.6379310442
1993-01-01,2.1570319259
1993-02-01,2.2355975955
1993-03-01,2.4914089258
1993-04-01,2.3952095867
1993-05-01,1.8707482970
1993-06-01,1.3570822628
1993-07-01,1.2733446403
1993-08-01,0.8503401336
1993-09-01,0.6802721037
1993-10-01,0.9298393903
1993-11-01,0.9306260564
1993-12-01,0.7633587748
1994-01-01,0.7601351314
1994-02-01,0.7569386001
1994-03-01,0.5029337883
1994-04-01,0.3341687605
1994-05-01,0.5008347169
1994-06-01,0.7531380716
1994-07-01,1.3411567532
1994-08-01,2.4451939361
1994-09-01,2.2804054098
1994-10-01,1.7587939819
1994-11-01,2.1793797181
1994-12-01,2.4410774323
1995-01-01,2.7661358045
1995-02-01,2.7545909816
1995-03-01,2.9190992486
1995-04-01,3.3305578586
1995-05-01,3.4053156219
1995-06-01,3.3222591422
1995-07-01,2.8949545071
1995-08-01,2.3868312671
1995-09-01,2.6424442563
1995-10-01,2.9629629480
1995-11-01,2.6251025386
1995-12-01,2.9580936737
1996-01-01,2.6101141878
1996-02-01,2.1121039835
1996-03-01,2.1069692087
1996-04-01,2.1756647907
1996-05-01,2.3293172757
1996-06-01,2.1704180106
1996-07-01,2.1704180106
1996-08-01,2.4115755706
1996-09-01,2.5744167293
1996-10-01,2.4780175952
1996-11-01,2.3181454904
1996-12-01,2.1548284160
1997-01-01,1.8282988862
1997-02-01,1.7501988841
1997-03-01,1.4285714214
1997-04-01,0.7097791763
1997-05-01,0.1569858592
1997-06-01,0.0786782074
1997-07-01,-0.1573564147
1997-08-01,0.0000000000
1997-09-01,-0.1568627330
1997-10-01,-0.4680187281
1997-11-01,-0.3906250061
1997-12-01,-0.7812499977
1998-01-01,-1.3270882186
1998-02-01,-1.4073494848
1998-03-01,-1.4866979598
1998-04-01,-1.1746280238
1998-05-01,-0.9404388717
1998-06-01,-0.7861635197
1998-07-01,-0.5516154392
1998-08-01,-1.0989011015
1998-09-01,-1.0997643388
1998-10-01,-0.9404388717
1998-11-01,-1.0196078301
1998-12-01,-0.8661417312
1999-01-01,-0.1582278359
1999-02-01,-0.1586042848
1999-03-01,0.3177124604
1999-04-01,0.9508716324
1999-05-01,1.0284810141
1999-06-01,1.2678288335
1999-07-01,1.6640253531
1999-08-01,2.3809523739
1999-09-01,3.0182684700
1999-10-01,3.0063291171
1999-11-01,3.2488114023
1999-12-01,3.6536934056
2000-01-01,3.6450079219
2000-02-01,5.0039713956
2000-03-01,5.2256532153
2000-04-01,4.0816326438
2000-05-01,4.2286609323
2000-06-01,5.0078247321
2000-07-01,4.3647700660
2000-08-01,3.4883720902
2000-09-01,3.8550501042
2000-10-01,3.6098310288
2000-11-01,3.5303146568
2000-12-01,2.9118773975
2001-01-01,3.0581039665
2001-02-01,1.9667170982
2001-03-01,1.2039127212
2001-04-01,2.2624434464
2001-05-01,2.5544703211
2001-06-01,1.1922503636
2001-07-01,0.3734130006
2001-08-01,0.8239700365
2001-09-01,0.6681514582
2001-10-01,-0.8895478134
2001-11-01,-1.6308376556
2001-12-01,-2.0104244267
2002-01-01,-2.2997032589
2002-02-01,-2.0771513266
2002-03-01,-1.2639405264
2002-04-01,-1.3274336353
2002-05-01,-2.1978022050
2002-06-01,-1.6200294532
2002-07-01,-0.5952381045
2002-08-01,-0.6686478422
2002-09-01,-0.4424778830
2002-10-01,1.4210920054
2002-11-01,1.4318010495
2002-12-01,1.8237082070
2003-01-01,3.0372057759
2003-02-01,4.2424242383
2003-03-01,4.4427710840
2003-04-01,1.8684603902
2003-05-01,1.7228464412
2003-06-01,2.0209580878
2003-07-01,2.0958083883
2003-08-01,2.4682124129
2003-09-01,1.5555555524
2003-10-01,1.9174041187
2003-11-01,2.3031203652
2003-12-01,2.7611940315
2004-01-01,2.3581429582
2004-02-01,1.2354651221
2004-03-01,1.1535688583
2004-04-01,4.0352164294
2004-05-01,5.5228276926
2004-06-01,4.8422597153
2004-07-01,4.9853372398
2004-08-01,4.8905109580
2004-09-01,5.1787016777
2004-10-01,6.0057887124
2004-11-01,6.1002178660
2004-12-01,5.3013798132
2005-01-01,5.2555795556
2005-02-01,5.5276381839
2005-03-01,6.1297220141
2005-04-01,5.5007052265
2005-05-01,4.2568039098
2005-06-01,4.6885934307
2005-07-01,5.4469273820
2005-08-01,5.6367432127
2005-09-01,6.9348127660
2005-10-01,6.8941979592
2005-11-01,4.5174537931
2005-12-01,5.3793103392
2006-01-01,5.4035567671
2006-02-01,4.4217687136
2006-03-01,4.0967092028
2006-04-01,5.0802138963
2006-05-01,6.0910307858
2006-06-01,6.6176470506
2006-07-01,5.5629139081
2006-08-01,5.2700922235
2006-09-01,1.6861219219
2006-10-01,-0.4469987180
2006-11-01,2.4230517370
2006-12-01,2.6832460789
2007-01-01,1.4925373127
2007-02-01,2.7361563461
2007-03-01,3.2903225844
2007-04-01,3.1806615803
2007-05-01,3.3438485861
2007-06-01,2.6332288466
2007-07-01,3.4504391424
2007-08-01,2.0025031371
2007-09-01,4.4005102018
2007-10-01,5.5163566297
2007-11-01,7.4168797929
2007-12-01,6.3734862901
2008-01-01,7.7365728925
2008-02-01,7.5459733676
2008-03-01,8.3073079350
2008-04-01,8.0764488293
2008-05-01,9.5238095254
2008-06-01,11.1789859434
2008-07-01,12.5530624559
2008-08-01,12.0245398713
2008-09-01,11.7287721463
2008-10-01,7.4772036519
2008-11-01,0.8333333354
2008-12-01,-1.6776512811
2009-01-01,-2.2551928806
2009-02-01,-3.3608490545
2009-03-01,-6.0553633201
2009-04-01,-6.3320022751
2009-05-01,-7.5808249768
2009-06-01,-7.4725274675
2009-07-01,-9.9676724103
2009-08-01,-7.2289156640
2009-09-01,-7.8184800442
2009-10-01,-4.4683257883
2009-11-01,0.7674144048
2009-12-01,4.0828762908
2010-01-01,5.1001821504
2010-02-01,5.0640634532
2010-03-01,6.7526089540
2010-04-01,6.6991473727
2010-05-01,6.2123039773
2010-06-01,3.8004750638
2010-07-01,4.5481747502
2010-08-01,3.4828807554
2010-09-01,4.0925266883
2010-10-01,4.9733570057
2010-11-01,4.3936731143
2010-12-01,4.8594847775
2011-01-01,4.6216060054
2011-02-01,6.4459930243
2011-03-01,7.7055779218
2011-04-01,8.5616438427
2011-05-01,8.9721749045
2011-06-01,9.3249427887
2011-07-01,9.7309673653
2011-08-01,8.7849401027
2011-09-01,9.1168091114
2011-10-01,7.2758037321
2011-11-01,6.9584736193
2011-12-01,5.8626465646
2012-01-01,5.5218111587
2012-02-01,4.8008728904
2012-03-01,3.7373198069
2012-04-01,2.3659305973
2012-05-01,0.8858780657
2012-06-01,0.3139717377
2012-07-01,-0.2608241989
2012-08-01,1.4682747807
2012-09-01,2.0365535277
2012-10-01,2.5762355330
2012-11-01,1.0493179500
2012-12-01,1.1603375513
2013-01-01,0.7849293589
2013-02-01,1.6137428385
2013-03-01,0.1029336094
2013-04-01,-0.3595274838
2013-05-01,0.2066115639
2013-06-01,1.1476264984
2013-07-01,1.4644351402
2013-08-01,0.5684754515
2013-09-01,-0.5629477987
2013-10-01,-0.7175807201
2013-11-01,0.0519210711
2013-12-01,0.7299270091
2014-01-01,0.8307372730
2014-02-01,0.0000000000
2014-03-01,0.8740359939
2014-04-01,1.8041237109
2014-05-01,1.6494845428
2014-06-01,1.7019082077
2014-07-01,1.7525773279
2014-08-01,1.4388489243
2014-09-01,1.2866700988
2014-10-01,0.5678884866
2014-11-01,0.0000000000
2014-12-01,-2.1221532039
2015-01-01,-4.7373841379
2015-02-01,-5.0204917965
2015-03-01,-5.0968399631
2015-04-01,-5.9746835441
2015-05-01,-4.5638945287
2015-06-01,-4.2089249492
2015-07-01,-4.5086119600
2015-08-01,-5.2684903819
2015-09-01,-6.3516260120
2015-10-01,-5.6981519540
2015-11-01,-5.0856253175
2015-12-01,-4.3892120569
2016-01-01,-2.8648648696
2016-02-01,-3.6138079891
2016-03-01,-3.7056928016
2016-04-01,-2.8002153952
2016-05-01,-3.3475026501
2016-06-01,-2.8057173153
2016-07-01,-2.7055702947
2016-08-01,-2.4064171103
2016-09-01,-0.7053716776
2016-10-01,0.0000000000
2016-11-01,0.1640240493
2016-12-01,1.7146017659
2017-01-01,3.2832498608
2017-02-01,4.1969781792
2017-03-01,4.1271611848
2017-04-01,3.9335180053
2017-05-01,2.9686640965
2017-06-01,2.1786492413
2017-07-01,2.1264994577
2017-08-01,3.2328767121
2017-09-01,3.6065573725
2017-10-01,3.5383777948
2017-11-01,4.3668122349
2017-12-01,4.0239260492
2018-01-01,3.7715517333
2018-02-01,3.9205155762
2018-03-01,3.9100160600
2018-04-01,4.1044776068
2018-05-01,5.5525894265
2018-06-01,5.7569296385
2018-07-01,5.9797116969
2018-08-01,5.4140127350
2018-09-01,4.9050632897
2018-10-01,5.3627760211
2018-11-01,3.7656903772
2018-12-01,2.0386826904
2019-01-01,0.8826583538
2019-02-01,0.9819121409
2019-03-01,1.7525773279
2019-04-01,1.9969278062
2019-05-01,0.7081436537
2019-06-01,-0.7056451630
2019-07-01,-0.5037783454
2019-08-01,-1.1077542787
2019-09-01,-1.5082956216
2019-10-01,-1.8962075867
2019-11-01,-0.9576612959
2019-12-01,0.6147540985
2020-01-01,1.1837364894
2020-02-01,-0.1535312204
2020-03-01,-2.5835866289
2020-04-01,-6.5763052213
2020-05-01,-5.1230537382
2020-06-01,-3.4517766472
2020-07-01,-2.6329113867
2020-08-01,-1.7311608949
2020-09-01,-1.5313935731
2020-10-01,-1.4750762918
2020-11-01,-1.0178117019
2020-12-01,0.1527494932
2021-01-01,1.5259410020
2021-02-01,4.1004613092
2021-03-01,8.1123244943
2021-04-01,12.8962923184
2021-05-01,13.8697723669
2021-06-01,14.5636172382
2021-07-01,14.1404056119
2021-08-01,14.0487046659
2021-09-01,15.0176257148
2021-10-01,16.4057821373
2021-11-01,16.7655526995
2021-12-01,15.1347229285
2022-01-01,15.9794589178
2022-02-01,16.8119153072
2022-03-01,18.0394420327
2022-04-01,18.7815325986
2022-05-01,19.1985123118
2022-06-01,20.4304726994
2022-07-01,16.8725967238
2022-08-01,14.2562490351
2022-09-01,13.5940577534
2022-10-01,12.6491276275
2022-11-01,11.3355261145
2022-12-01,7.9445401142
