time,mom_gpr_cool
2017-09-30 00:00:00+00:00,0.0016740762656994868
2017-10-31 00:00:00+00:00,-0.0021708746553017466
2017-11-30 00:00:00+00:00,-0.0030193221891287036
2017-12-31 00:00:00+00:00,-0.01659213187952502
2018-01-31 00:00:00+00:00,0.005067492214415381
2018-02-28 00:00:00+00:00,0.0062035671643625445
2018-03-31 00:00:00+00:00,-0.0026999923565402817
2018-04-30 00:00:00+00:00,-0.009357465793937592
2018-05-31 00:00:00+00:00,-0.003984861770086945
2018-06-30 00:00:00+00:00,-0.0013391795924005967
2018-07-31 00:00:00+00:00,0.0005295748944824652
2018-08-31 00:00:00+00:00,0.009364248430649758
2018-09-30 00:00:00+00:00,-0.0022567536956247247
2018-10-31 00:00:00+00:00,-0.004538417472412681
2018-11-30 00:00:00+00:00,-0.009686887947551903
2018-12-31 00:00:00+00:00,0.014640282224543277
2019-01-31 00:00:00+00:00,0.013743857352397137
2019-02-28 00:00:00+00:00,-0.004425701034911467
2019-03-31 00:00:00+00:00,0.0014020428975571875
2019-04-30 00:00:00+00:00,0.006621927861004018
2019-05-31 00:00:00+00:00,-0.01600398951182813
2019-06-30 00:00:00+00:00,-0.004560722930423422
2019-07-31 00:00:00+00:00,0.008531082826661596
2019-08-31 00:00:00+00:00,0.0022971674695073663
2019-09-30 00:00:00+00:00,-0.011216418034198372
2019-10-31 00:00:00+00:00,-0.012448356377049885
2019-11-30 00:00:00+00:00,0.00011439739744956157
2019-12-31 00:00:00+00:00,-0.0013702683104056534
2020-01-31 00:00:00+00:00,-0.00892755303067283
2020-02-29 00:00:00+00:00,-0.005238433544708987
2020-03-31 00:00:00+00:00,-0.008222598566152262
2020-04-30 00:00:00+00:00,-0.02196615818240011
2020-05-31 00:00:00+00:00,-0.011638255860868418
2020-06-30 00:00:00+00:00,-0.00935207049619824
2020-07-31 00:00:00+00:00,0.006044425079732463
2020-08-31 00:00:00+00:00,0.004533084373377294
2020-09-30 00:00:00+00:00,-0.00788780059100569
2020-10-31 00:00:00+00:00,-0.004923172655314612
2020-11-30 00:00:00+00:00,-0.008871933541351962
2020-12-31 00:00:00+00:00,-0.008989886268551905
2021-01-31 00:00:00+00:00,0.0013582614160656536
2021-02-28 00:00:00+00:00,0.02020649771709926
2021-03-31 00:00:00+00:00,-0.0014912931432279342
2021-04-30 00:00:00+00:00,-0.004209253494553811
2021-05-31 00:00:00+00:00,0.004035629440972244
2021-06-30 00:00:00+00:00,-0.008615308156258106
2021-07-31 00:00:00+00:00,0.0015837690001441196
2021-08-31 00:00:00+00:00,-0.0037837471032644565
2021-09-30 00:00:00+00:00,-0.000206109810456101
2021-10-31 00:00:00+00:00,-0.01860083271648938
2021-11-30 00:00:00+00:00,0.013589996260299886
2021-12-31 00:00:00+00:00,0.008987072370376659
2022-01-31 00:00:00+00:00,0.00465145040522974
2022-02-28 00:00:00+00:00,0.004019511049768942
2022-03-31 00:00:00+00:00,-0.014013289438417731
2022-04-30 00:00:00+00:00,0.006314634877194081
2022-05-31 00:00:00+00:00,-0.003668976435618254
2022-06-30 00:00:00+00:00,0.008892358757074392
2022-07-31 00:00:00+00:00,-0.013324080467041366
2022-08-31 00:00:00+00:00,0.0028413531134137138
2022-09-30 00:00:00+00:00,0.010298243199716728
2022-10-31 00:00:00+00:00,-0.002750398054708336
2022-11-30 00:00:00+00:00,0.0018698173170939025
2022-12-31 00:00:00+00:00,0.003575036922483177
2023-01-31 00:00:00+00:00,-0.00809156423006796
2023-02-28 00:00:00+00:00,-0.008678737391983105
2023-03-31 00:00:00+00:00,-0.003464258245848728
2023-04-30 00:00:00+00:00,0.009837040402632002
2023-05-31 00:00:00+00:00,0.0009088944461237425
2023-06-30 00:00:00+00:00,0.013137502813098667
2023-07-31 00:00:00+00:00,0.00302391988624251
2023-08-31 00:00:00+00:00,0.009136413289732248
2023-09-30 00:00:00+00:00,-0.010801374331455671
2023-10-31 00:00:00+00:00,0.0043464963824546565
2023-11-30 00:00:00+00:00,-0.0033715396734348424
2023-12-31 00:00:00+00:00,-0.0059178020806790466
2024-01-31 00:00:00+00:00,-0.0014829720506501776
2024-02-29 00:00:00+00:00,-0.005859318592962404
2024-03-31 00:00:00+00:00,-0.0014347685377298358
2024-04-30 00:00:00+00:00,0.003751260866396544
2024-05-31 00:00:00+00:00,-0.00048503152334078425
2024-06-30 00:00:00+00:00,0.003309625983630271
2024-07-31 00:00:00+00:00,-0.03294340174706034
2024-08-31 00:00:00+00:00,-0.002072078526898613
2024-09-30 00:00:00+00:00,-0.0025560545771066145
2024-10-31 00:00:00+00:00,-0.0033584541591913375
2024-11-30 00:00:00+00:00,-0.0013802552247498268
2024-12-31 00:00:00+00:00,0.004040708345420363
2025-01-31 00:00:00+00:00,-0.0035536557649942235
2025-02-28 00:00:00+00:00,0.004322085930365871
2025-03-31 00:00:00+00:00,-0.003027039212366689
2025-04-30 00:00:00+00:00,0.0022081583956368167
2025-05-31 00:00:00+00:00,0.001424279372242987
2025-06-30 00:00:00+00:00,0.003734546794846638
2025-07-31 00:00:00+00:00,0.003548375937143078
2025-08-31 00:00:00+00:00,0.0022354299037119496
2025-09-30 00:00:00+00:00,0.007891141599067453
2025-10-31 00:00:00+00:00,0.005459500866327405
2025-11-30 00:00:00+00:00,0.0009906950395872638
2025-12-31 00:00:00+00:00,0.006511586959760285
2026-01-31 00:00:00+00:00,0.002384503428334517
2026-02-28 00:00:00+00:00,0.004933861672057782
2026-03-31 00:00:00+00:00,-0.0005737416162969744
2026-04-30 00:00:00+00:00,0.0038454083156453933
2026-05-31 00:00:00+00:00,0.007384179876506858
2026-06-30 00:00:00+00:00,-0.002425125839937259
2026-07-31 00:00:00+00:00,0.001170419530127642
2026-08-31 00:00:00+00:00,0.002559559923863697
2026-09-30 00:00:00+00:00,0.004335611570282616
