start,end,n_months,mean_mo,pct_pos,top3,tstat_ols,tstat_nw,ann_sharpe,strategy,window,role,gates_pass,clears_1pct_bar
2011-09-18,2026-09-15,180,-8.909760748981742e-05,0.46111111111111114,0.16499155307433624,-0.14717800166344214,-0.16042693680987818,-0.03250309392024815,low_ur_xs,full_sample,eval,True,False
2024-01-01,2024-12-31,11,-0.0009587032437156185,0.45454545454545453,0.8604060647592315,-0.46560517686551944,-0.4379857369759652,-0.8126081779577308,low_ur_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,-0.001787635919806584,0.36363636363636365,0.962704084917902,-1.4580641007017814,-1.3199156479886365,-0.4123970479656016,low_ur_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0017926128685460535,0.625,0.916003187764188,1.1837561469452793,1.2260862812510047,1.332191796954846,low_ur_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0005850834905713198,0.5,0.8576738983173671,0.3932688242463932,0.3849087144545868,0.3813986911301824,low_ur_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,7.052534172554754e-05,0.5388888888888889,0.09321889083121448,0.11669268620442033,0.12734007850360632,0.028242216005229772,high_ur_xs,full_sample,eval,True,False
2024-01-01,2024-12-31,11,0.0008466982996922248,0.5454545454545454,0.7194771576586195,0.4110507198564246,0.3904477883133525,0.7762855979355134,high_ur_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0017584415319629682,0.6363636363636364,0.5634481017065458,1.430846833793122,1.3068014773451497,0.4123970479656016,high_ur_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,-0.0018174672567471267,0.375,1.0,-1.2070031651309836,-1.2401413087490016,-1.332191796954846,high_ur_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,-0.0006007026436372076,0.5,0.7355036044079892,-0.40486593914368496,-0.39500740601206535,-0.3813986911301824,high_ur_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,0.0003842723199899355,0.5722222222222222,0.1183235503770145,0.6497585850850571,0.6863919276748515,0.12894405063495223,low_ur_z_xs,full_sample,eval,True,False
2024-01-01,2024-12-31,11,-0.0018138395578134459,0.6363636363636364,0.7215202882440138,-0.539181922417721,-0.7852392106019288,-1.1310073352238472,low_ur_z_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,-0.001787635919806584,0.36363636363636365,0.962704084917902,-1.4580641007017814,-1.3199156479886365,-0.4123970479656016,low_ur_z_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0008009034694976963,0.5,0.9361971020842883,0.39960281721042007,0.4669218826445054,0.8761890574846068,low_ur_z_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,-7.60561087941684e-05,0.4166666666666667,0.7787717102811463,-0.04529558818619958,-0.04656158618694234,0.02954228300966609,low_ur_z_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.0002569973347719918,0.4888888888888889,0.12595330141488667,-0.41599350536076446,-0.4120695896734218,-0.08795865411003466,ur_chg_xs,full_sample,eval,True,False
2024-01-01,2024-12-31,11,8.66099886341696e-05,0.45454545454545453,0.8587496421982151,0.05643019762326224,0.05969191631485757,-0.1296798063725195,ur_chg_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,-0.0016138572973177375,0.36363636363636365,0.9627040849179188,-1.2993469559266744,-1.2804082585240686,-0.3015742149709894,ur_chg_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.00037146142682628613,0.5,0.9590381436168679,0.20450698316424656,0.3339883137971359,0.5724198561077942,ur_chg_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,-0.00036235080390859914,0.4166666666666667,0.8834485614263992,-0.23042045233520067,-0.30943753792777035,-0.10621248920680398,ur_chg_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,0.00022781760000365533,0.027777777777777776,0.892640311437735,1.434338954243432,1.362662007246098,0.4970048384237981,us_ur_stress_fx,full_sample,eval,True,False
2024-01-01,2024-12-31,11,0.0,0.0,,,0.0,,us_ur_stress_fx,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0,0.0,,,0.0,,us_ur_stress_fx,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0,0.0,,,0.0,,us_ur_stress_fx,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0,0.0,,,0.0,,us_ur_stress_fx,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.00022736445210960434,0.011111111111111112,1.0,-1.4401064841339806,-1.363935468354919,-0.5005996520061313,us_ur_haven_usd,full_sample,eval,True,False
2024-01-01,2024-12-31,11,0.0,0.0,,,0.0,,us_ur_haven_usd,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0,0.0,,,0.0,,us_ur_haven_usd,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0,0.0,,,0.0,,us_ur_haven_usd,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0,0.0,,,0.0,,us_ur_haven_usd,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-3.623201920635033e-05,0.4888888888888889,0.1328356728359654,-0.13588543093350544,-0.14225868843651618,-0.028499807004504465,ur_ew,full_sample,eval,True,False
2024-01-01,2024-12-31,11,-0.00028603491773579204,0.36363636363636365,0.8746835835963248,-0.27390280587770455,-0.25932681726262286,-0.49326114432901225,ur_ew,year_2024,eval,True,False
2025-01-01,2025-12-31,11,-0.001130047378713745,0.36363636363636365,0.9617280419490243,-1.3832923369395007,-1.3020783637046405,-0.3649668944121124,ur_ew,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.000728373288212042,0.5,0.9873901497615757,0.8935482587873524,0.992619077008557,1.2602658873344468,ur_ew,year_2026,eval,True,False
2025-09-15,2026-09-15,12,7.881226142275599e-05,0.4166666666666667,0.9799463794432389,0.08857335570206337,0.0925872328241272,0.15640291116001506,ur_ew,holdout_365d,confirm_only,True,False
