,USD,EUR,GBP,JPY,CAD,AUD,CHF,NZD
1956-04-01 00:00:00+00:00,2.1040339084396065,,9.931804089045615,,,,,
1956-05-01 00:00:00+00:00,2.1040339084396065,,9.931804089045615,,,,,
1956-06-01 00:00:00+00:00,2.1040339084396065,,9.931804089045615,,,,,
1956-07-01 00:00:00+00:00,-1.2629186612904353,,9.321058714679097,,,,,
1956-08-01 00:00:00+00:00,-1.2629186612904353,,9.321058714679097,,,,,
1956-09-01 00:00:00+00:00,-1.2629186612904353,,9.321058714679097,,,,,
1956-10-01 00:00:00+00:00,0.27943073056806433,,7.010767825415631,,,,,
1956-11-01 00:00:00+00:00,0.27943073056806433,,7.010767825415631,,,,,
1956-12-01 00:00:00+00:00,0.27943073056806433,,7.010767825415631,,,,,
1957-01-01 00:00:00+00:00,0.26055582673010225,,6.728232252781741,,,,,
1957-02-01 00:00:00+00:00,0.26055582673010225,,6.728232252781741,,,,,
1957-03-01 00:00:00+00:00,0.26055582673010225,,6.728232252781741,,,,,
1957-04-01 00:00:00+00:00,1.1483584235993938,,7.258064457223212,,,,,
1957-05-01 00:00:00+00:00,1.1483584235993938,,7.258064457223212,,,,,
1957-06-01 00:00:00+00:00,1.1483584235993938,,7.258064457223212,,,,,
1957-07-01 00:00:00+00:00,-0.852542270023815,,5.767312973139549,,,,,
1957-08-01 00:00:00+00:00,-0.852542270023815,,5.767312973139549,,,,,
1957-09-01 00:00:00+00:00,-0.852542270023815,,5.767312973139549,,,,,
1957-10-01 00:00:00+00:00,-0.7557083729924807,,4.1725910506992925,,,,,
1957-11-01 00:00:00+00:00,-0.7557083729924807,,4.1725910506992925,,,,,
1957-12-01 00:00:00+00:00,-0.7557083729924807,,4.1725910506992925,,,,,
1958-01-01 00:00:00+00:00,-1.002639582568443,,4.627290762467506,,,,,
1958-02-01 00:00:00+00:00,-1.002639582568443,,4.627290762467506,,,,,
1958-03-01 00:00:00+00:00,-1.002639582568443,,4.627290762467506,,,,,
1958-04-01 00:00:00+00:00,-4.811074554171002,,6.030811353572529,,,,,
1958-05-01 00:00:00+00:00,-4.811074554171002,,6.030811353572529,,,,,
1958-06-01 00:00:00+00:00,-4.811074554171002,,6.030811353572529,,,,,
1958-07-01 00:00:00+00:00,-5.480671917460899,,5.94520978159272,,,,,
1958-08-01 00:00:00+00:00,-5.480671917460899,,5.94520978159272,,,,,
1958-09-01 00:00:00+00:00,-5.480671917460899,,5.94520978159272,,,,,
1958-10-01 00:00:00+00:00,-3.8715505562622266,,7.380964896317921,,,,,
1958-11-01 00:00:00+00:00,-3.8715505562622266,,7.380964896317921,,,,,
1958-12-01 00:00:00+00:00,-3.8715505562622266,,7.380964896317921,,,,,
1959-01-01 00:00:00+00:00,2.26380530707333,,5.7324841285449235,,,,,
1959-02-01 00:00:00+00:00,2.26380530707333,,5.7324841285449235,,,,,
1959-03-01 00:00:00+00:00,2.26380530707333,,5.7324841285449235,,,,,
1959-04-01 00:00:00+00:00,13.178216850341329,,1.3041753430983904,,,,,
