time,fiscal_deficit_xs
2011-10-31 00:00:00+00:00,-0.012651118769360203
2011-11-30 00:00:00+00:00,0.016309586693993072
2011-12-31 00:00:00+00:00,0.0012282935558554087
2012-01-31 00:00:00+00:00,-0.003330446765780315
2012-02-29 00:00:00+00:00,-0.005153574717284282
2012-03-31 00:00:00+00:00,0.0043250935459950846
2012-04-30 00:00:00+00:00,0.003525279161023853
2012-05-31 00:00:00+00:00,0.015171799998920266
2012-06-30 00:00:00+00:00,0.0004705829504008108
2012-07-31 00:00:00+00:00,-0.002071219330748275
2012-08-31 00:00:00+00:00,-0.005123793865372539
2012-09-30 00:00:00+00:00,-0.002802153116088557
2012-10-31 00:00:00+00:00,9.391318859042208e-05
2012-11-30 00:00:00+00:00,-0.0023666297133456693
2012-12-31 00:00:00+00:00,-0.0005397536297956362
2013-01-31 00:00:00+00:00,-0.01008469312695126
2013-02-28 00:00:00+00:00,0.0028687517424095255
2013-03-31 00:00:00+00:00,0.005512591225866226
2013-04-30 00:00:00+00:00,-0.003946107112263064
2013-05-31 00:00:00+00:00,0.003157581642772911
2013-06-30 00:00:00+00:00,0.005321597446577675
2013-07-31 00:00:00+00:00,-0.011409664062197011
2013-08-31 00:00:00+00:00,0.01286081439035791
2013-09-30 00:00:00+00:00,0.00021750196344227923
2013-10-31 00:00:00+00:00,-0.002389966615191641
2013-11-30 00:00:00+00:00,0.009629220677224604
2013-12-31 00:00:00+00:00,4.6570273422030795e-06
2014-01-31 00:00:00+00:00,0.016506291372623494
2014-02-28 00:00:00+00:00,-0.0005283607708771454
2014-03-31 00:00:00+00:00,-0.00319207135361399
2014-04-30 00:00:00+00:00,-0.0005275487113541866
2014-05-31 00:00:00+00:00,-0.0003504660052179309
2014-06-30 00:00:00+00:00,0.00020927075490306812
2014-07-31 00:00:00+00:00,0.00786909910793887
2014-08-31 00:00:00+00:00,-0.00018540869027461326
2014-09-30 00:00:00+00:00,0.011482807354644242
2014-10-31 00:00:00+00:00,-0.0032609552370806982
2014-11-30 00:00:00+00:00,0.001875960167227353
2014-12-31 00:00:00+00:00,0.009475887127124771
2015-01-31 00:00:00+00:00,0.03081459574275569
2015-02-28 00:00:00+00:00,0.006260408977039722
2015-03-31 00:00:00+00:00,0.004476738876612263
2015-04-30 00:00:00+00:00,-0.014402885932075171
2015-05-31 00:00:00+00:00,0.012470609475698113
2015-06-30 00:00:00+00:00,0.0026088261476473473
2015-07-31 00:00:00+00:00,0.013534336575032002
2015-08-31 00:00:00+00:00,-0.007766800308282473
2015-09-30 00:00:00+00:00,0.0005816294415577072
2015-10-31 00:00:00+00:00,0.004279400576900905
2015-11-30 00:00:00+00:00,0.008783687630313786
2015-12-31 00:00:00+00:00,-0.002624258118197109
2016-01-31 00:00:00+00:00,-0.00487822152008055
2016-02-29 00:00:00+00:00,-0.017160230638892826
2016-03-31 00:00:00+00:00,-0.011532387977288172
2016-04-30 00:00:00+00:00,-0.0036789402221441003
2016-05-31 00:00:00+00:00,0.013021397829147796
2016-06-30 00:00:00+00:00,-0.021323634192082275
2016-07-31 00:00:00+00:00,-0.0013354515363336317
2016-08-31 00:00:00+00:00,-0.0003429547817753731
2016-09-30 00:00:00+00:00,-0.0016417470426635106
2016-10-31 00:00:00+00:00,-0.012934600019229858
2016-11-30 00:00:00+00:00,-0.004423308635961853
2016-12-31 00:00:00+00:00,-0.01000077018505574
2017-01-31 00:00:00+00:00,-0.000268652693171445
2017-02-28 00:00:00+00:00,0.005278712203968361
2017-03-31 00:00:00+00:00,0.003216244428831949
2017-04-30 00:00:00+00:00,0.010606362773375233
2017-05-31 00:00:00+00:00,-0.0103753813363614
