time,high_er_z_xs
2011-10-31 00:00:00+00:00,-0.01409047430284549
2011-11-30 00:00:00+00:00,0.010772206975413257
2011-12-31 00:00:00+00:00,-0.007070141102174299
2012-01-31 00:00:00+00:00,-0.006971457323868502
2012-02-29 00:00:00+00:00,0.0042706493186277505
2012-03-31 00:00:00+00:00,-0.00024510593884696785
2012-04-30 00:00:00+00:00,-0.006621093741808859
2012-05-31 00:00:00+00:00,0.0012239935135227586
2012-06-30 00:00:00+00:00,-0.010930517446520849
2012-07-31 00:00:00+00:00,-0.013639671379151785
2012-08-31 00:00:00+00:00,0.014384721091605712
2012-09-30 00:00:00+00:00,0.0009023592836703287
2012-10-31 00:00:00+00:00,0.005687660882542245
2012-11-30 00:00:00+00:00,-0.0007439556892437915
2012-12-31 00:00:00+00:00,0.008841129841121953
2013-01-31 00:00:00+00:00,0.0018591168535804226
2013-02-28 00:00:00+00:00,-7.27105124066485e-05
2013-03-31 00:00:00+00:00,-0.014338189666898482
2013-04-30 00:00:00+00:00,0.004585831134076068
2013-05-31 00:00:00+00:00,0.021110925558143867
2013-06-30 00:00:00+00:00,0.024169835984120924
2013-07-31 00:00:00+00:00,0.002913332425997117
2013-08-31 00:00:00+00:00,-0.00023538440357617763
2013-09-30 00:00:00+00:00,-0.012444152282711562
2013-10-31 00:00:00+00:00,-0.00170070899346364
2013-11-30 00:00:00+00:00,0.013898482653014854
2013-12-31 00:00:00+00:00,0.0016254937028485905
2014-01-31 00:00:00+00:00,0.00783838064034259
2014-02-28 00:00:00+00:00,-0.0057373726827724125
2014-03-31 00:00:00+00:00,-0.009973909227229516
2014-04-30 00:00:00+00:00,0.0015354320496150375
2014-05-31 00:00:00+00:00,-0.0019668683642326545
2014-06-30 00:00:00+00:00,0.007217915947116849
2014-07-31 00:00:00+00:00,-0.0011964332586260618
2014-08-31 00:00:00+00:00,-0.006909091142158208
2014-09-30 00:00:00+00:00,0.018220614705517058
2014-10-31 00:00:00+00:00,-0.0040433885376714995
2014-11-30 00:00:00+00:00,0.008135797870205241
2014-12-31 00:00:00+00:00,0.011386894860865304
2015-01-31 00:00:00+00:00,0.025706468328527965
2015-02-28 00:00:00+00:00,0.017955115683834677
2015-03-31 00:00:00+00:00,0.003884348223785583
2015-04-30 00:00:00+00:00,-0.006248845713206386
2015-05-31 00:00:00+00:00,-0.0042662726067749235
2015-06-30 00:00:00+00:00,-0.010675154073283788
2015-07-31 00:00:00+00:00,0.009738041033217515
2015-08-31 00:00:00+00:00,-0.005237399044054847
2015-09-30 00:00:00+00:00,0.0005578743612795201
2015-10-31 00:00:00+00:00,0.004182446546261653
2015-11-30 00:00:00+00:00,0.00023127842320791459
2015-12-31 00:00:00+00:00,-0.01916850012629079
2016-01-31 00:00:00+00:00,0.01239623044898086
2016-02-29 00:00:00+00:00,-0.01763539410929793
2016-03-31 00:00:00+00:00,-0.019634081695344197
2016-04-30 00:00:00+00:00,-0.0067661032247190445
