label,ret,p2t,static,daily,gates,mean_mo,pct_pos,top3_share,n_months,overlap
2024,0.05289947473639045,0.07150381776437113,0.04177887615578497,0.026810542926065245,True,0.004000741385531778,0.5454545454545454,0.7458856745486079,11,research/WF overlap
2025,0.3054877984817457,0.05023035421845195,0.011041025233312247,0.036509896576407484,True,0.022527172999269925,0.8181818181818182,0.6044571484271238,11,mixed research→holdout
2026,0.19325560911028306,0.06286163590421,0.0333436618439063,0.0235262314016484,True,0.0221631817909355,0.875,0.8588071000908127,8,pure holdout
holdout_365d,0.21098758017314356,0.06629599581105422,0.02235095529875616,0.02878934893320984,True,0.0149798061255464,0.75,0.803416383183299,12,pure holdout
roll12_end,0.21098758017314356,0.06629599581105422,0.02235095529875616,0.02878934893320984,True,0.0149798061255464,0.75,0.803416383183299,12,pure holdout
roll12_m6,0.21394685047473128,0.06358597364219598,0.017101222197204623,0.03469655522189249,True,0.014916622821308947,0.8333333333333334,0.6360281400304233,12,mixed
