time,cu_ew
2011-10-31 00:00:00+00:00,-0.0029810503324366744
2011-11-30 00:00:00+00:00,0.00030347239467820586
2011-12-31 00:00:00+00:00,-0.0011834893021128723
2012-01-31 00:00:00+00:00,-0.0008995084405558629
2012-02-29 00:00:00+00:00,-0.0010008969738335427
2012-03-31 00:00:00+00:00,-0.0024951181570432857
2012-04-30 00:00:00+00:00,0.00010820654456389356
2012-05-31 00:00:00+00:00,-0.010659948010276143
2012-06-30 00:00:00+00:00,0.00429210239012523
2012-07-31 00:00:00+00:00,0.006057497463385353
2012-08-31 00:00:00+00:00,-0.005563314437938227
2012-09-30 00:00:00+00:00,0.006119444375512817
2012-10-31 00:00:00+00:00,-0.0005461453089746771
2012-11-30 00:00:00+00:00,-0.0009828235201324587
2012-12-31 00:00:00+00:00,-0.0008655392834554521
2013-01-31 00:00:00+00:00,0.002739925887510042
2013-02-28 00:00:00+00:00,0.002500500276720441
2013-03-31 00:00:00+00:00,0.0010999715328179338
2013-04-30 00:00:00+00:00,0.0025646129424832242
2013-05-31 00:00:00+00:00,-0.013783292570115346
2013-06-30 00:00:00+00:00,-0.0022049838818751777
2013-07-31 00:00:00+00:00,0.0005116613731857012
2013-08-31 00:00:00+00:00,-0.0008901558046499058
2013-09-30 00:00:00+00:00,0.0013003838405540868
2013-10-31 00:00:00+00:00,-0.004188555592220755
2013-11-30 00:00:00+00:00,0.007439576428651451
2013-12-31 00:00:00+00:00,-0.0033059511753364967
2014-01-31 00:00:00+00:00,-0.0072644672636531515
2014-02-28 00:00:00+00:00,0.001779656601729629
2014-03-31 00:00:00+00:00,-0.002254399793168771
2014-04-30 00:00:00+00:00,0.00230264482174225
2014-05-31 00:00:00+00:00,0.006076495036304808
2014-06-30 00:00:00+00:00,0.002142426646931872
2014-07-31 00:00:00+00:00,-0.004166599875123578
2014-08-31 00:00:00+00:00,-0.0037986122349346063
2014-09-30 00:00:00+00:00,0.00559354229039144
2014-10-31 00:00:00+00:00,0.0025288255776425572
2014-11-30 00:00:00+00:00,0.0022080955043528583
2014-12-31 00:00:00+00:00,0.0027694596753324863
2015-01-31 00:00:00+00:00,-0.009598349351749302
2015-02-28 00:00:00+00:00,0.002483808120529618
2015-03-31 00:00:00+00:00,-0.005490155639531702
2015-04-30 00:00:00+00:00,0.0014747937460100058
2015-05-31 00:00:00+00:00,-0.0037028063249956444
2015-06-30 00:00:00+00:00,0.009079186465077882
2015-07-31 00:00:00+00:00,0.0017421176096974467
2015-08-31 00:00:00+00:00,0.011254256787171624
2015-09-30 00:00:00+00:00,0.00021194231689003473
2015-10-31 00:00:00+00:00,-5.6037618609061646e-05
2015-11-30 00:00:00+00:00,-0.004914647725790866
2015-12-31 00:00:00+00:00,0.0056139154211920506
2016-01-31 00:00:00+00:00,-0.009651622966910023
2016-02-29 00:00:00+00:00,-0.006445305462602691
2016-03-31 00:00:00+00:00,-0.007964296982331143
2016-04-30 00:00:00+00:00,-0.001838006023244021
2016-05-31 00:00:00+00:00,0.00563640191736603
2016-06-30 00:00:00+00:00,0.00048696187775743027
2016-07-31 00:00:00+00:00,0.0030605129403813436
2016-08-31 00:00:00+00:00,0.002681008035129606
2016-09-30 00:00:00+00:00,-0.0042913997479469
2016-10-31 00:00:00+00:00,-0.007635437817148261
2016-11-30 00:00:00+00:00,0.008388332818425992
2016-12-31 00:00:00+00:00,-0.001717831172723061
2017-01-31 00:00:00+00:00,-0.003269335176223409
2017-02-28 00:00:00+00:00,0.005423677525798309
2017-03-31 00:00:00+00:00,-0.002522288461941913
2017-04-30 00:00:00+00:00,0.00020712539618661374
2017-05-31 00:00:00+00:00,0.007961576954581107
2017-06-30 00:00:00+00:00,0.0020955092346353066
2017-07-31 00:00:00+00:00,-0.0018028522001283243
2017-08-31 00:00:00+00:00,0.003077386296811868
2017-09-30 00:00:00+00:00,0.0006029570757535296
2017-10-31 00:00:00+00:00,-0.0016840561208759652
2017-11-30 00:00:00+00:00,-0.0032444225516766734
2017-12-31 00:00:00+00:00,0.0026646698715917516
2018-01-31 00:00:00+00:00,-0.004113389105650067
2018-02-28 00:00:00+00:00,-0.0014541800647741576
2018-03-31 00:00:00+00:00,-0.00273085456638944
2018-04-30 00:00:00+00:00,0.0016871929292769927
2018-05-31 00:00:00+00:00,0.0037228755930436286
