time,cu_ew
2018-06-30 00:00:00+00:00,-0.003019935136454932
2018-07-31 00:00:00+00:00,0.001166401418514873
2018-08-31 00:00:00+00:00,-0.0038241068205345785
2018-09-30 00:00:00+00:00,-0.007979950126561497
2018-10-31 00:00:00+00:00,0.0029645013786161467
2018-11-30 00:00:00+00:00,-0.00822159232614983
2018-12-31 00:00:00+00:00,-0.01032124352279773
2019-01-31 00:00:00+00:00,0.008075351263641783
2019-02-28 00:00:00+00:00,0.0041551519439406714
2019-03-31 00:00:00+00:00,-0.002067660669425875
2019-04-30 00:00:00+00:00,-0.002959912248920782
2019-05-31 00:00:00+00:00,-0.0068508602774074445
2019-06-30 00:00:00+00:00,0.0016703130646822384
2019-07-31 00:00:00+00:00,-0.00647469042076898
2019-08-31 00:00:00+00:00,-0.008240853867302111
2019-09-30 00:00:00+00:00,-0.0010500868882186154
2019-10-31 00:00:00+00:00,0.007412078209950712
2019-11-30 00:00:00+00:00,0.0033251908673888053
2019-12-31 00:00:00+00:00,0.003916887010477765
2020-01-31 00:00:00+00:00,-0.0024991621793593044
2020-02-29 00:00:00+00:00,0.0009965182065474476
2020-03-31 00:00:00+00:00,-0.0023156464351630213
2020-04-30 00:00:00+00:00,-0.00021544085556279846
2020-05-31 00:00:00+00:00,0.0034286489446793134
2020-06-30 00:00:00+00:00,0.0009437166213621673
2020-07-31 00:00:00+00:00,-0.006525301546955742
2020-08-31 00:00:00+00:00,0.0028323418533675593
2020-09-30 00:00:00+00:00,0.0016505065348426662
2020-10-31 00:00:00+00:00,-0.0027246559877784904
2020-11-30 00:00:00+00:00,0.003334865769138995
2020-12-31 00:00:00+00:00,0.0025445865918267696
2021-01-31 00:00:00+00:00,-0.0017452642503683613
2021-02-28 00:00:00+00:00,-0.004660942866029694
2021-03-31 00:00:00+00:00,-0.00401069042312574
2021-04-30 00:00:00+00:00,-0.0018377299631000543
2021-05-31 00:00:00+00:00,-0.0008262290414238205
2021-06-30 00:00:00+00:00,0.0005177885220937206
2021-07-31 00:00:00+00:00,0.0008159768244673238
2021-08-31 00:00:00+00:00,0.00027018864102523743
2021-09-30 00:00:00+00:00,-0.0036427809987465976
2021-10-31 00:00:00+00:00,0.0035635024882678668
2021-11-30 00:00:00+00:00,-0.0011256957047756089
2021-12-31 00:00:00+00:00,-0.0003533757050789843
2022-01-31 00:00:00+00:00,0.002159845732504273
2022-02-28 00:00:00+00:00,-0.0003750597939008449
2022-03-31 00:00:00+00:00,0.017345805108311296
2022-04-30 00:00:00+00:00,-0.0004945990794963384
2022-05-31 00:00:00+00:00,-0.0025657214048587784
2022-06-30 00:00:00+00:00,0.006743413526022923
2022-07-31 00:00:00+00:00,-4.07856164480469e-05
2022-08-31 00:00:00+00:00,-0.0022022911862268346
2022-09-30 00:00:00+00:00,-0.004173153034728427
2022-10-31 00:00:00+00:00,0.002601487661546109
2022-11-30 00:00:00+00:00,-0.007252996537084111
2022-12-31 00:00:00+00:00,-0.007201541429801006
2023-01-31 00:00:00+00:00,0.0064364534275693774
2023-02-28 00:00:00+00:00,-0.006201623678008916
2023-03-31 00:00:00+00:00,0.006040520130706772
2023-04-30 00:00:00+00:00,0.0026253158046785074
2023-05-31 00:00:00+00:00,-0.002766903977441393
2023-06-30 00:00:00+00:00,0.003944375004917067
2023-07-31 00:00:00+00:00,-0.0016896598148531394
2023-08-31 00:00:00+00:00,7.236516360586975e-06
2023-09-30 00:00:00+00:00,0.002284874535430914
2023-10-31 00:00:00+00:00,-0.005945974953131428
2023-11-30 00:00:00+00:00,0.004683696377609792
2023-12-31 00:00:00+00:00,-0.0037552170401550233
2024-01-31 00:00:00+00:00,0.0023208838086603567
2024-02-29 00:00:00+00:00,0.0032477847446936714
2024-03-31 00:00:00+00:00,0.0008989220843149681
2024-04-30 00:00:00+00:00,8.384713399589572e-06
2024-05-31 00:00:00+00:00,0.0036149244943914915
2024-06-30 00:00:00+00:00,-0.0018512707468719691
2024-07-31 00:00:00+00:00,-0.004550604030690963
2024-08-31 00:00:00+00:00,0.0015524469943672958
2024-09-30 00:00:00+00:00,0.0027056845586430622
2024-10-31 00:00:00+00:00,-0.004902535145786202
2024-11-30 00:00:00+00:00,0.0007729448301447839
2024-12-31 00:00:00+00:00,-0.00036916563733413454
2025-01-31 00:00:00+00:00,-0.0004187363504828401
2025-02-28 00:00:00+00:00,0.0002005096237864823
2025-03-31 00:00:00+00:00,-0.0009219537888875973
2025-04-30 00:00:00+00:00,-0.00417895462643425
2025-05-31 00:00:00+00:00,0.0017987840789337461
2025-06-30 00:00:00+00:00,-0.004596682269314867
2025-07-31 00:00:00+00:00,-0.0031413480598414534
2025-08-31 00:00:00+00:00,-0.002185924573536502
2025-09-30 00:00:00+00:00,-0.005600565158194848
2025-10-31 00:00:00+00:00,-0.0020399163075210947
2025-11-30 00:00:00+00:00,0.0014152629580106435
2025-12-31 00:00:00+00:00,-0.001171911512172108
2026-01-31 00:00:00+00:00,0.0006357602257265338
2026-02-28 00:00:00+00:00,-0.003989819808653539
2026-03-31 00:00:00+00:00,-0.0003864830787926321
2026-04-30 00:00:00+00:00,0.001043310017748711
2026-05-31 00:00:00+00:00,0.0012087881211106932
2026-06-30 00:00:00+00:00,-0.0007062640952690824
2026-07-31 00:00:00+00:00,0.005755011839884361
2026-08-31 00:00:00+00:00,0.0005758733371885594
2026-09-30 00:00:00+00:00,-0.002676281490384791
