time,crash_ew
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.004526463537000369
2012-01-31 00:00:00+00:00,-0.001288294877712648
2012-02-29 00:00:00+00:00,-0.0026794045370152064
2012-03-31 00:00:00+00:00,0.005453264693664472
2012-04-30 00:00:00+00:00,-0.002174382845016809
2012-05-31 00:00:00+00:00,-0.004617037842961413
2012-06-30 00:00:00+00:00,-0.0012555948249073356
2012-07-31 00:00:00+00:00,-0.01241972605407482
2012-08-31 00:00:00+00:00,-0.008696635647536755
2012-09-30 00:00:00+00:00,-0.0034205919134850937
2012-10-31 00:00:00+00:00,0.0006283663374728743
2012-11-30 00:00:00+00:00,-0.0005478528430710172
2012-12-31 00:00:00+00:00,0.0020692267540578513
2013-01-31 00:00:00+00:00,0.0015075419075369911
2013-02-28 00:00:00+00:00,0.001283272756865017
2013-03-31 00:00:00+00:00,0.0018380378225499872
2013-04-30 00:00:00+00:00,0.005204639139071876
2013-05-31 00:00:00+00:00,-0.012299246632942351
2013-06-30 00:00:00+00:00,-0.01073457905361519
2013-07-31 00:00:00+00:00,-0.0008591241125571747
2013-08-31 00:00:00+00:00,-0.003415063140349006
2013-09-30 00:00:00+00:00,0.007517580736397633
2013-10-31 00:00:00+00:00,-0.0023634606737652497
2013-11-30 00:00:00+00:00,-0.01042484761005591
2013-12-31 00:00:00+00:00,-0.008039659209455152
2014-01-31 00:00:00+00:00,0.0007496114804954601
2014-02-28 00:00:00+00:00,5.9205022113317796e-05
2014-03-31 00:00:00+00:00,-0.004288217124474469
2014-04-30 00:00:00+00:00,0.0019639927611625474
2014-05-31 00:00:00+00:00,-0.00045853239832238657
2014-06-30 00:00:00+00:00,0.001124991248139473
2014-07-31 00:00:00+00:00,0.0006710013134305637
2014-08-31 00:00:00+00:00,0.005605675125801124
2014-09-30 00:00:00+00:00,-0.003383328857947565
2014-10-31 00:00:00+00:00,0.004186223472712358
2014-11-30 00:00:00+00:00,-0.0012779338365898063
2014-12-31 00:00:00+00:00,-0.004508668677874472
2015-01-31 00:00:00+00:00,0.025525989539012084
2015-02-28 00:00:00+00:00,-0.001667641184102231
2015-03-31 00:00:00+00:00,-0.007031152039190247
2015-04-30 00:00:00+00:00,0.0009457798611802737
2015-05-31 00:00:00+00:00,0.005708017576996571
2015-06-30 00:00:00+00:00,0.005156023103970231
2015-07-31 00:00:00+00:00,0.0015192137607820122
2015-08-31 00:00:00+00:00,0.0007445287076994767
2015-09-30 00:00:00+00:00,0.0012261395534651776
2015-10-31 00:00:00+00:00,0.0026950218344627963
2015-11-30 00:00:00+00:00,-0.0046762490853621275
2015-12-31 00:00:00+00:00,0.015838313570117446
2016-01-31 00:00:00+00:00,-0.0028709442572799615
2016-02-29 00:00:00+00:00,0.006324527719830053
2016-03-31 00:00:00+00:00,0.01250957615734638
2016-04-30 00:00:00+00:00,0.000737570735099391
2016-05-31 00:00:00+00:00,-0.010814370015664654
2016-06-30 00:00:00+00:00,0.021701806722827843
2016-07-31 00:00:00+00:00,-0.002152068485752001
2016-08-31 00:00:00+00:00,0.0011034035635808515
2016-09-30 00:00:00+00:00,-0.0060970674088154375
2016-10-31 00:00:00+00:00,-0.0037033431589600374
2016-11-30 00:00:00+00:00,0.006704310025371418
2016-12-31 00:00:00+00:00,-0.005472256485166582
2017-01-31 00:00:00+00:00,0.005627847986750423
2017-02-28 00:00:00+00:00,0.002218975522314093
2017-03-31 00:00:00+00:00,-0.003680697701388125
2017-04-30 00:00:00+00:00,-0.007541593559011961
2017-05-31 00:00:00+00:00,-0.004563894943631852
2017-06-30 00:00:00+00:00,-0.007989700713413539
2017-07-31 00:00:00+00:00,-0.005570170440843625
