,USD,EUR,GBP,JPY,CAD,AUD,NZD,CHF
1960-04-01 00:00:00+00:00,1.89240718277812,,,,,,,
1960-05-01 00:00:00+00:00,1.89240718277812,,,,,,,
1960-06-01 00:00:00+00:00,1.89240718277812,,,,,,,
1960-07-01 00:00:00+00:00,-0.3658427848584929,,,,,,,
1960-08-01 00:00:00+00:00,-0.3658427848584929,,,,,,,
1960-09-01 00:00:00+00:00,-0.3658427848584929,,,,,,,
1960-10-01 00:00:00+00:00,0.3013085624647979,,,,,,,
1960-11-01 00:00:00+00:00,0.3013085624647979,,,,,,,
1960-12-01 00:00:00+00:00,0.3013085624647979,,,,,,,
1961-01-01 00:00:00+00:00,0.4351423989419169,,,,,,,
1961-02-01 00:00:00+00:00,0.4351423989419169,,,,,,,
1961-03-01 00:00:00+00:00,0.4351423989419169,,,,,,,
1961-04-01 00:00:00+00:00,0.738855649267589,,,,,,,
1961-05-01 00:00:00+00:00,0.738855649267589,,,,,,,
1961-06-01 00:00:00+00:00,0.738855649267589,,,,,,,
1961-07-01 00:00:00+00:00,0.818662724155025,,,,,,,
1961-08-01 00:00:00+00:00,0.818662724155025,,,,,,,
1961-09-01 00:00:00+00:00,0.818662724155025,,,,,,,
1961-10-01 00:00:00+00:00,1.37830256999747,,,,,,,
1961-11-01 00:00:00+00:00,1.37830256999747,,,,,,,
1961-12-01 00:00:00+00:00,1.37830256999747,,,,,,,
1962-01-01 00:00:00+00:00,1.70519323672192,,,,,,,
1962-02-01 00:00:00+00:00,1.70519323672192,,,,,,,
1962-03-01 00:00:00+00:00,1.70519323672192,,,,,,,
1962-04-01 00:00:00+00:00,1.48871399378844,,,,,,,
1962-05-01 00:00:00+00:00,1.48871399378844,,,,,,,
1962-06-01 00:00:00+00:00,1.48871399378844,,,,,,,
1962-07-01 00:00:00+00:00,1.27227531905302,,,,,,,
1962-08-01 00:00:00+00:00,1.27227531905302,,,,,,,
1962-09-01 00:00:00+00:00,1.27227531905302,,,,,,,
1962-10-01 00:00:00+00:00,-0.2371889793157959,,,,,,,
1962-11-01 00:00:00+00:00,-0.2371889793157959,,,,,,,
1962-12-01 00:00:00+00:00,-0.2371889793157959,,,,,,,
1963-01-01 00:00:00+00:00,0.462003063953121,,,,,,,
1963-02-01 00:00:00+00:00,0.462003063953121,,,,,,,
1963-03-01 00:00:00+00:00,0.462003063953121,,,,,,,
1963-04-01 00:00:00+00:00,1.13248251680721,,,,,,,
1963-05-01 00:00:00+00:00,1.13248251680721,,,,,,,
1963-06-01 00:00:00+00:00,1.13248251680721,,,,,,,
1963-07-01 00:00:00+00:00,0.531706628163607,,,,,,,
1963-08-01 00:00:00+00:00,0.531706628163607,,,,,,,
1963-09-01 00:00:00+00:00,0.531706628163607,,,,,,,
1963-10-01 00:00:00+00:00,0.922756309655316,,,,,,,
1963-11-01 00:00:00+00:00,0.922756309655316,,,,,,,
