time,rr_ew
2011-10-31 00:00:00+00:00,0.007893650345584646
2011-11-30 00:00:00+00:00,-0.00621374398007557
2011-12-31 00:00:00+00:00,-0.0008912303437405011
2012-01-31 00:00:00+00:00,0.005292343928853915
2012-02-29 00:00:00+00:00,0.001892016422045728
2012-03-31 00:00:00+00:00,-0.003374108170297152
2012-04-30 00:00:00+00:00,-0.00275360502849864
2012-05-31 00:00:00+00:00,-0.006623311247023755
2012-06-30 00:00:00+00:00,0.008644539182390165
2012-07-31 00:00:00+00:00,0.00421295494331142
2012-08-31 00:00:00+00:00,-0.0047038954633102925
2012-09-30 00:00:00+00:00,0.002661013948131563
2012-10-31 00:00:00+00:00,0.0003094442449464996
2012-11-30 00:00:00+00:00,-0.000338780756620527
2012-12-31 00:00:00+00:00,-0.0034337145115983514
2013-01-31 00:00:00+00:00,0.0016250702667082173
2013-02-28 00:00:00+00:00,0.004127821690234068
2013-03-31 00:00:00+00:00,0.006912861043977925
2013-04-30 00:00:00+00:00,-0.00208462513255514
2013-05-31 00:00:00+00:00,0.004327172158659298
2013-06-30 00:00:00+00:00,0.0013785908571264383
2013-07-31 00:00:00+00:00,0.00727693924719186
2013-08-31 00:00:00+00:00,-0.004660461690964235
2013-09-30 00:00:00+00:00,-0.003365841461712815
2013-10-31 00:00:00+00:00,-6.558911779386278e-05
2013-11-30 00:00:00+00:00,-0.0018378921946563542
2013-12-31 00:00:00+00:00,0.0010755105711148794
2014-01-31 00:00:00+00:00,-0.0019022782907808233
2014-02-28 00:00:00+00:00,0.0028148276755413093
2014-03-31 00:00:00+00:00,0.005406835711522229
2014-04-30 00:00:00+00:00,-0.0007297460823677548
2014-05-31 00:00:00+00:00,-0.0015398345563941707
2014-06-30 00:00:00+00:00,0.0020961262715990525
2014-07-31 00:00:00+00:00,-0.0037692879027385606
2014-08-31 00:00:00+00:00,-0.004990824014043604
2014-09-30 00:00:00+00:00,-0.009405752844209636
2014-10-31 00:00:00+00:00,0.0004282939923678786
2014-11-30 00:00:00+00:00,0.00048454438713418924
2014-12-31 00:00:00+00:00,-0.001009013228321587
2015-01-31 00:00:00+00:00,-0.004901021108698833
2015-02-28 00:00:00+00:00,0.003743953536549105
2015-03-31 00:00:00+00:00,-0.005227949938210963
2015-04-30 00:00:00+00:00,0.0034864111394485864
2015-05-31 00:00:00+00:00,-0.007579623253992529
2015-06-30 00:00:00+00:00,-0.0013416545454921769
2015-07-31 00:00:00+00:00,0.005356709738079335
2015-08-31 00:00:00+00:00,-0.008434753375231807
2015-09-30 00:00:00+00:00,0.0012168319164367336
2015-10-31 00:00:00+00:00,0.005329697854078441
2015-11-30 00:00:00+00:00,-0.0006453582427403681
2015-12-31 00:00:00+00:00,0.009990224512695045
2016-01-31 00:00:00+00:00,-0.005105392833439137
2016-02-29 00:00:00+00:00,-0.006442936594102222
2016-03-31 00:00:00+00:00,0.005576975354772085
2016-04-30 00:00:00+00:00,-0.0036745754475372427
2016-05-31 00:00:00+00:00,-0.001869998446097032
2016-06-30 00:00:00+00:00,0.009271456748551232
2016-07-31 00:00:00+00:00,0.004165994693798636
2016-08-31 00:00:00+00:00,0.002301565345402823
2016-09-30 00:00:00+00:00,0.00013527469534291292
2016-10-31 00:00:00+00:00,0.0033067767815391225
2016-11-30 00:00:00+00:00,-0.0020107877069371893
2016-12-31 00:00:00+00:00,0.0013318921479861245
2017-01-31 00:00:00+00:00,0.004544360760735833
2017-02-28 00:00:00+00:00,-9.650427816432217e-05
2017-03-31 00:00:00+00:00,-0.008750303817290916
2017-04-30 00:00:00+00:00,-0.013737724814632868
2017-05-31 00:00:00+00:00,-0.003408493139940738
2017-06-30 00:00:00+00:00,0.004941296251128824
2017-07-31 00:00:00+00:00,-0.0020826721903829393
2017-08-31 00:00:00+00:00,-0.0057363223775240835
2017-09-30 00:00:00+00:00,-0.0011877085881596416
2017-10-31 00:00:00+00:00,-0.0075062853269296514
